,emg_max_0,emg_max_1,emg_max_2,emg_0,emg_1,emg_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_med_0,emg_med_1,emg_med_2,emg_min_0,emg_min_1,emg_min_2
0,539.0,584.0,722.0,470.0,558.0,722.0,490.0,490.0,490.0,490.0,490.0,508.0,508.0,508.0,508.0,539.0,539.0,539.0,539.0,515.0,515.0,515.0,515.0,470.0,470.0,508.0,559.0,559.0,559.0,559.0,559.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,584.0,584.0,584.0,558.0,558.0,558.0,507.0,609.0,609.0,609.0,609.0,609.0,666.0,666.0,666.0,666.0,642.0,642.0,642.0,642.0,507.0,507.0,507.0,722.0,722.0,722.0,680.0,118.0,185.0,269.0,499.0,556.6444444444444,601.2,470.0,528.0,507.0
0,539.0,584.0,722.0,509.0,459.0,483.0,508.0,508.0,508.0,508.0,539.0,539.0,539.0,539.0,515.0,515.0,515.0,515.0,470.0,470.0,470.0,508.0,508.0,508.0,509.0,509.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,584.0,584.0,584.0,584.0,558.0,558.0,558.0,507.0,507.0,507.0,459.0,459.0,666.0,666.0,666.0,666.0,642.0,642.0,642.0,642.0,507.0,507.0,507.0,507.0,722.0,722.0,722.0,680.0,680.0,680.0,483.0,483.0,112.0,185.0,239.0,498.24444444444447,552.6222222222223,612.4666666666667,470.0,459.0,483.0
0,539.0,584.0,722.0,486.0,549.0,577.0,508.0,539.0,539.0,539.0,539.0,515.0,515.0,515.0,515.0,470.0,470.0,470.0,508.0,508.0,508.0,509.0,509.0,509.0,486.0,486.0,528.0,528.0,528.0,528.0,528.0,584.0,584.0,584.0,584.0,558.0,558.0,558.0,507.0,507.0,507.0,459.0,459.0,459.0,549.0,549.0,666.0,642.0,642.0,642.0,642.0,507.0,507.0,507.0,507.0,722.0,722.0,722.0,680.0,680.0,680.0,483.0,483.0,483.0,577.0,577.0,112.0,185.0,239.0,500.5777777777778,549.9333333333333,610.3777777777777,470.0,459.0,483.0
0,583.0,584.0,722.0,583.0,485.0,636.0,539.0,515.0,515.0,515.0,515.0,470.0,470.0,470.0,508.0,508.0,508.0,509.0,509.0,509.0,486.0,486.0,486.0,486.0,583.0,583.0,528.0,584.0,584.0,584.0,584.0,558.0,558.0,558.0,507.0,507.0,507.0,459.0,459.0,459.0,549.0,549.0,549.0,549.0,485.0,485.0,642.0,507.0,507.0,507.0,507.0,722.0,722.0,722.0,680.0,680.0,680.0,483.0,483.0,483.0,577.0,577.0,577.0,577.0,636.0,636.0,127.0,185.0,239.0,505.68888888888887,552.4222222222222,612.9555555555555,470.0,459.0,483.0
0,583.0,584.0,722.0,475.0,493.0,597.0,515.0,470.0,470.0,470.0,508.0,508.0,508.0,509.0,509.0,509.0,486.0,486.0,486.0,486.0,583.0,583.0,583.0,583.0,475.0,475.0,584.0,558.0,558.0,558.0,507.0,507.0,507.0,459.0,459.0,459.0,549.0,549.0,549.0,549.0,485.0,485.0,485.0,485.0,493.0,493.0,507.0,722.0,722.0,722.0,680.0,680.0,680.0,483.0,483.0,483.0,577.0,577.0,577.0,577.0,636.0,636.0,636.0,636.0,597.0,597.0,127.0,156.0,239.0,511.0444444444444,545.4666666666667,611.2222222222222,470.0,459.0,483.0
0,583.0,549.0,680.0,489.0,216.0,629.0,508.0,508.0,508.0,509.0,509.0,509.0,486.0,486.0,486.0,486.0,583.0,583.0,583.0,583.0,475.0,475.0,475.0,475.0,489.0,489.0,507.0,507.0,507.0,459.0,459.0,459.0,549.0,549.0,549.0,549.0,485.0,485.0,485.0,485.0,493.0,493.0,493.0,493.0,216.0,216.0,680.0,680.0,680.0,483.0,483.0,483.0,577.0,577.0,577.0,577.0,636.0,636.0,636.0,636.0,597.0,597.0,597.0,597.0,629.0,629.0,113.0,399.0,239.0,511.75555555555553,522.9555555555555,612.2444444444444,475.0,216.0,483.0
0,583.0,549.0,636.0,519.0,412.0,556.0,509.0,509.0,509.0,486.0,486.0,486.0,486.0,583.0,583.0,583.0,583.0,475.0,475.0,475.0,475.0,489.0,489.0,489.0,489.0,519.0,459.0,459.0,459.0,549.0,549.0,549.0,549.0,485.0,485.0,485.0,485.0,493.0,493.0,493.0,493.0,216.0,216.0,216.0,216.0,412.0,483.0,483.0,483.0,577.0,577.0,577.0,577.0,636.0,636.0,636.0,636.0,597.0,597.0,597.0,597.0,629.0,629.0,629.0,629.0,556.0,113.0,399.0,239.0,509.5111111111111,500.9111111111111,611.7333333333333,475.0,216.0,483.0
0,583.0,549.0,636.0,519.0,434.0,594.0,486.0,486.0,486.0,583.0,583.0,583.0,583.0,475.0,475.0,475.0,475.0,489.0,489.0,489.0,489.0,519.0,519.0,519.0,519.0,519.0,549.0,549.0,549.0,485.0,485.0,485.0,485.0,493.0,493.0,493.0,493.0,216.0,216.0,216.0,216.0,412.0,412.0,412.0,434.0,434.0,577.0,577.0,577.0,636.0,636.0,636.0,636.0,597.0,597.0,597.0,597.0,629.0,629.0,629.0,629.0,556.0,556.0,556.0,594.0,594.0,113.0,368.0,239.0,509.02222222222224,486.3333333333333,607.8666666666667,475.0,216.0,556.0
0,583.0,493.0,636.0,506.0,383.0,607.0,583.0,583.0,475.0,475.0,475.0,475.0,489.0,489.0,489.0,489.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,506.0,506.0,485.0,485.0,493.0,493.0,493.0,493.0,216.0,216.0,216.0,216.0,412.0,412.0,412.0,434.0,434.0,434.0,434.0,434.0,383.0,383.0,636.0,636.0,597.0,597.0,597.0,597.0,629.0,629.0,629.0,629.0,556.0,556.0,556.0,594.0,594.0,594.0,594.0,594.0,607.0,607.0,113.0,368.0,239.0,510.8666666666667,471.55555555555554,604.2444444444444,475.0,216.0,556.0
0,519.0,493.0,629.0,480.0,464.0,528.0,475.0,475.0,489.0,489.0,489.0,489.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,506.0,506.0,506.0,506.0,480.0,480.0,493.0,493.0,216.0,216.0,216.0,216.0,412.0,412.0,412.0,434.0,434.0,434.0,434.0,434.0,383.0,383.0,383.0,383.0,464.0,464.0,597.0,597.0,629.0,629.0,629.0,629.0,556.0,556.0,556.0,594.0,594.0,594.0,594.0,594.0,607.0,607.0,607.0,607.0,528.0,528.0,113.0,368.0,239.0,508.15555555555557,462.26666666666665,596.5555555555555,475.0,216.0,528.0
0,519.0,477.0,629.0,458.0,477.0,535.0,489.0,489.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,506.0,506.0,506.0,506.0,480.0,480.0,480.0,480.0,458.0,458.0,216.0,216.0,412.0,412.0,412.0,434.0,434.0,434.0,434.0,434.0,383.0,383.0,383.0,383.0,464.0,464.0,464.0,464.0,477.0,477.0,629.0,629.0,556.0,556.0,556.0,594.0,594.0,594.0,594.0,594.0,607.0,607.0,607.0,607.0,528.0,528.0,528.0,528.0,535.0,535.0,125.0,368.0,239.0,503.0,454.6666666666667,592.7333333333333,458.0,216.0,528.0
0,519.0,477.0,607.0,508.0,410.0,463.0,519.0,519.0,519.0,519.0,519.0,519.0,506.0,506.0,506.0,506.0,480.0,480.0,480.0,480.0,458.0,458.0,458.0,458.0,508.0,508.0,412.0,434.0,434.0,434.0,434.0,434.0,383.0,383.0,383.0,383.0,464.0,464.0,464.0,464.0,477.0,477.0,477.0,477.0,410.0,410.0,556.0,594.0,594.0,594.0,594.0,594.0,607.0,607.0,607.0,607.0,528.0,528.0,528.0,528.0,535.0,535.0,535.0,535.0,463.0,463.0,125.0,342.0,259.0,502.15555555555557,443.3333333333333,582.4666666666667,458.0,383.0,463.0
0,528.0,492.0,620.0,528.0,492.0,620.0,519.0,506.0,506.0,506.0,506.0,480.0,480.0,480.0,480.0,458.0,458.0,458.0,458.0,508.0,508.0,508.0,508.0,508.0,528.0,528.0,434.0,383.0,383.0,383.0,383.0,464.0,464.0,464.0,464.0,477.0,477.0,477.0,477.0,410.0,410.0,410.0,410.0,410.0,492.0,492.0,594.0,607.0,607.0,607.0,607.0,528.0,528.0,528.0,528.0,535.0,535.0,535.0,535.0,463.0,463.0,463.0,463.0,463.0,620.0,620.0,125.0,333.0,173.0,503.8666666666667,436.1333333333333,568.7777777777778,458.0,383.0,463.0
0,579.0,492.0,620.0,579.0,486.0,588.0,506.0,480.0,480.0,480.0,480.0,458.0,458.0,458.0,458.0,508.0,508.0,508.0,508.0,508.0,528.0,528.0,528.0,528.0,579.0,579.0,383.0,464.0,464.0,464.0,464.0,477.0,477.0,477.0,477.0,410.0,410.0,410.0,410.0,410.0,492.0,492.0,492.0,492.0,486.0,486.0,607.0,528.0,528.0,528.0,528.0,535.0,535.0,535.0,535.0,463.0,463.0,463.0,463.0,463.0,620.0,620.0,620.0,620.0,588.0,588.0,125.0,333.0,173.0,508.84444444444443,434.8,575.3555555555556,458.0,383.0,463.0
0,579.0,546.0,620.0,527.0,546.0,605.0,480.0,458.0,458.0,458.0,458.0,508.0,508.0,508.0,508.0,508.0,528.0,528.0,528.0,528.0,579.0,579.0,579.0,579.0,527.0,527.0,464.0,477.0,477.0,477.0,477.0,410.0,410.0,410.0,410.0,410.0,492.0,492.0,492.0,492.0,486.0,486.0,486.0,486.0,546.0,546.0,528.0,535.0,535.0,535.0,535.0,463.0,463.0,463.0,463.0,463.0,620.0,620.0,620.0,620.0,588.0,588.0,588.0,588.0,605.0,605.0,125.0,330.0,173.0,510.4888888888889,434.7111111111111,574.4666666666667,458.0,410.0,463.0
0,579.0,595.0,627.0,533.0,595.0,627.0,458.0,458.0,458.0,508.0,508.0,508.0,508.0,508.0,528.0,528.0,528.0,528.0,579.0,579.0,579.0,579.0,527.0,527.0,527.0,533.0,477.0,477.0,477.0,410.0,410.0,410.0,410.0,410.0,492.0,492.0,492.0,492.0,486.0,486.0,486.0,486.0,546.0,546.0,546.0,595.0,535.0,535.0,535.0,463.0,463.0,463.0,463.0,463.0,620.0,620.0,620.0,620.0,588.0,588.0,588.0,588.0,605.0,605.0,605.0,627.0,121.0,379.0,166.0,508.1333333333333,438.5111111111111,573.5777777777778,458.0,410.0,463.0
0,579.0,609.0,649.0,535.0,609.0,649.0,508.0,508.0,508.0,508.0,528.0,528.0,528.0,528.0,579.0,579.0,579.0,579.0,527.0,527.0,527.0,533.0,533.0,533.0,535.0,535.0,410.0,410.0,410.0,410.0,492.0,492.0,492.0,492.0,486.0,486.0,486.0,486.0,546.0,546.0,546.0,595.0,595.0,595.0,609.0,609.0,463.0,463.0,463.0,463.0,620.0,620.0,620.0,620.0,588.0,588.0,588.0,588.0,605.0,605.0,605.0,627.0,627.0,627.0,649.0,649.0,121.0,393.0,186.0,513.3777777777777,448.2,577.2222222222222,508.0,410.0,463.0
0,579.0,647.0,657.0,514.0,647.0,657.0,528.0,528.0,528.0,528.0,579.0,579.0,579.0,579.0,527.0,527.0,527.0,533.0,533.0,533.0,535.0,535.0,535.0,535.0,514.0,514.0,492.0,492.0,492.0,492.0,486.0,486.0,486.0,486.0,546.0,546.0,546.0,595.0,595.0,595.0,609.0,609.0,609.0,609.0,647.0,647.0,620.0,620.0,620.0,620.0,588.0,588.0,588.0,588.0,605.0,605.0,605.0,627.0,627.0,627.0,649.0,649.0,649.0,649.0,657.0,657.0,121.0,264.0,194.0,516.5333333333333,484.8222222222222,579.3555555555556,514.0,486.0,588.0
0,579.0,647.0,679.0,506.0,617.0,679.0,528.0,579.0,579.0,579.0,579.0,527.0,527.0,527.0,533.0,533.0,533.0,535.0,535.0,535.0,535.0,514.0,514.0,514.0,514.0,506.0,492.0,486.0,486.0,486.0,486.0,546.0,546.0,546.0,595.0,595.0,595.0,609.0,609.0,609.0,609.0,647.0,647.0,647.0,647.0,617.0,620.0,588.0,588.0,588.0,588.0,605.0,605.0,605.0,627.0,627.0,627.0,649.0,649.0,649.0,649.0,657.0,657.0,657.0,657.0,679.0,121.0,264.0,216.0,516.0222222222222,499.8222222222222,586.5777777777778,506.0,486.0,588.0
0,539.0,647.0,774.0,539.0,587.0,774.0,527.0,527.0,527.0,533.0,533.0,533.0,535.0,535.0,535.0,535.0,514.0,514.0,514.0,514.0,506.0,506.0,506.0,506.0,539.0,539.0,546.0,546.0,546.0,595.0,595.0,595.0,609.0,609.0,609.0,609.0,647.0,647.0,647.0,647.0,617.0,617.0,617.0,617.0,587.0,587.0,605.0,605.0,605.0,627.0,627.0,627.0,649.0,649.0,649.0,649.0,657.0,657.0,657.0,657.0,679.0,679.0,679.0,679.0,774.0,774.0,121.0,264.0,311.0,516.0444444444445,518.8222222222222,600.2444444444444,506.0,546.0,605.0
0,539.0,647.0,874.0,525.0,592.0,874.0,533.0,533.0,535.0,535.0,535.0,535.0,514.0,514.0,514.0,514.0,506.0,506.0,506.0,506.0,539.0,539.0,539.0,539.0,539.0,525.0,595.0,595.0,609.0,609.0,609.0,609.0,647.0,647.0,647.0,647.0,617.0,617.0,617.0,617.0,587.0,587.0,587.0,587.0,587.0,592.0,627.0,627.0,649.0,649.0,649.0,649.0,657.0,657.0,657.0,657.0,679.0,679.0,679.0,679.0,774.0,774.0,774.0,774.0,774.0,874.0,121.0,237.0,411.0,518.6666666666666,537.0666666666667,617.3111111111111,506.0,587.0,627.0
0,539.0,647.0,910.0,528.0,512.0,910.0,535.0,535.0,514.0,514.0,514.0,514.0,506.0,506.0,506.0,506.0,539.0,539.0,539.0,539.0,539.0,525.0,525.0,525.0,528.0,528.0,609.0,609.0,647.0,647.0,647.0,647.0,617.0,617.0,617.0,617.0,587.0,587.0,587.0,587.0,587.0,592.0,592.0,592.0,512.0,512.0,649.0,649.0,657.0,657.0,657.0,657.0,679.0,679.0,679.0,679.0,774.0,774.0,774.0,774.0,774.0,874.0,874.0,874.0,910.0,910.0,121.0,237.0,447.0,522.8,544.8888888888889,649.6666666666666,506.0,512.0,649.0
0,539.0,647.0,946.0,447.0,641.0,946.0,514.0,514.0,506.0,506.0,506.0,506.0,539.0,539.0,539.0,539.0,539.0,525.0,525.0,525.0,528.0,528.0,528.0,528.0,447.0,447.0,647.0,647.0,617.0,617.0,617.0,617.0,587.0,587.0,587.0,587.0,587.0,592.0,592.0,592.0,512.0,512.0,512.0,512.0,641.0,641.0,657.0,657.0,679.0,679.0,679.0,679.0,774.0,774.0,774.0,774.0,774.0,874.0,874.0,874.0,910.0,910.0,910.0,910.0,946.0,946.0,132.0,237.0,483.0,525.4222222222222,553.7333333333333,684.6,447.0,512.0,657.0
0,539.0,641.0,946.0,535.0,581.0,880.0,506.0,506.0,539.0,539.0,539.0,539.0,539.0,525.0,525.0,525.0,528.0,528.0,528.0,528.0,447.0,447.0,447.0,447.0,535.0,535.0,617.0,617.0,587.0,587.0,587.0,587.0,587.0,592.0,592.0,592.0,512.0,512.0,512.0,512.0,641.0,641.0,641.0,641.0,581.0,581.0,679.0,679.0,774.0,774.0,774.0,774.0,774.0,874.0,874.0,874.0,910.0,910.0,910.0,910.0,946.0,946.0,946.0,946.0,880.0,880.0,132.0,237.0,483.0,523.9111111111112,571.6,724.6,447.0,512.0,679.0
0,670.0,641.0,990.0,670.0,423.0,990.0,539.0,539.0,539.0,525.0,525.0,525.0,528.0,528.0,528.0,528.0,447.0,447.0,447.0,447.0,535.0,535.0,535.0,535.0,670.0,670.0,587.0,587.0,587.0,592.0,592.0,592.0,512.0,512.0,512.0,512.0,641.0,641.0,641.0,641.0,581.0,581.0,581.0,581.0,423.0,423.0,774.0,774.0,774.0,874.0,874.0,874.0,910.0,910.0,910.0,910.0,946.0,946.0,946.0,946.0,880.0,880.0,880.0,880.0,990.0,990.0,223.0,224.0,402.0,530.9777777777778,574.3111111111111,756.0888888888888,447.0,423.0,774.0
0,670.0,641.0,990.0,574.0,413.0,976.0,525.0,525.0,525.0,528.0,528.0,528.0,528.0,447.0,447.0,447.0,447.0,535.0,535.0,535.0,535.0,670.0,670.0,670.0,574.0,574.0,592.0,592.0,592.0,512.0,512.0,512.0,512.0,641.0,641.0,641.0,641.0,581.0,581.0,581.0,581.0,423.0,423.0,423.0,413.0,413.0,874.0,874.0,874.0,910.0,910.0,910.0,910.0,946.0,946.0,946.0,946.0,880.0,880.0,880.0,880.0,990.0,990.0,990.0,976.0,976.0,223.0,234.0,402.0,533.9111111111112,569.5333333333333,781.5555555555555,447.0,413.0,874.0
0,670.0,641.0,990.0,573.0,291.0,908.0,528.0,528.0,528.0,447.0,447.0,447.0,447.0,535.0,535.0,535.0,535.0,670.0,670.0,670.0,574.0,574.0,574.0,574.0,573.0,573.0,512.0,512.0,512.0,641.0,641.0,641.0,641.0,581.0,581.0,581.0,581.0,423.0,423.0,423.0,413.0,413.0,413.0,413.0,291.0,291.0,910.0,910.0,910.0,946.0,946.0,946.0,946.0,880.0,880.0,880.0,880.0,990.0,990.0,990.0,976.0,976.0,976.0,976.0,908.0,908.0,223.0,356.0,385.0,535.7333333333333,554.9555555555555,812.2666666666667,447.0,291.0,880.0
0,670.0,641.0,990.0,502.0,400.0,770.0,447.0,447.0,447.0,447.0,535.0,535.0,535.0,535.0,670.0,670.0,670.0,574.0,574.0,574.0,574.0,573.0,573.0,573.0,573.0,502.0,641.0,641.0,641.0,641.0,581.0,581.0,581.0,581.0,423.0,423.0,423.0,413.0,413.0,413.0,413.0,291.0,291.0,291.0,291.0,400.0,946.0,946.0,946.0,946.0,880.0,880.0,880.0,880.0,990.0,990.0,990.0,976.0,976.0,976.0,976.0,908.0,908.0,908.0,908.0,770.0,223.0,356.0,363.0,536.9555555555555,538.2,828.4222222222222,447.0,291.0,770.0
0,670.0,641.0,990.0,546.0,288.0,812.0,447.0,535.0,535.0,535.0,535.0,670.0,670.0,670.0,574.0,574.0,574.0,574.0,573.0,573.0,573.0,573.0,502.0,502.0,546.0,546.0,641.0,581.0,581.0,581.0,581.0,423.0,423.0,423.0,413.0,413.0,413.0,413.0,291.0,291.0,291.0,291.0,400.0,400.0,288.0,288.0,946.0,880.0,880.0,880.0,880.0,990.0,990.0,990.0,976.0,976.0,976.0,976.0,908.0,908.0,908.0,908.0,770.0,770.0,812.0,812.0,223.0,359.0,341.0,536.7555555555556,519.6,838.8444444444444,447.0,288.0,770.0
0,670.0,581.0,990.0,540.0,393.0,671.0,535.0,670.0,670.0,670.0,574.0,574.0,574.0,574.0,573.0,573.0,573.0,573.0,502.0,502.0,546.0,546.0,546.0,546.0,540.0,540.0,581.0,423.0,423.0,423.0,413.0,413.0,413.0,413.0,291.0,291.0,291.0,291.0,400.0,400.0,288.0,288.0,288.0,288.0,393.0,393.0,880.0,990.0,990.0,990.0,976.0,976.0,976.0,976.0,908.0,908.0,908.0,908.0,770.0,770.0,812.0,812.0,812.0,812.0,671.0,671.0,223.0,359.0,333.0,538.4,494.0444444444444,846.7111111111111,502.0,288.0,671.0
0,574.0,413.0,976.0,470.0,366.0,746.0,574.0,574.0,574.0,574.0,573.0,573.0,573.0,573.0,502.0,502.0,546.0,546.0,546.0,546.0,540.0,540.0,540.0,540.0,470.0,470.0,413.0,413.0,413.0,413.0,291.0,291.0,291.0,291.0,400.0,400.0,288.0,288.0,288.0,288.0,393.0,393.0,393.0,393.0,366.0,366.0,976.0,976.0,976.0,976.0,908.0,908.0,908.0,908.0,770.0,770.0,812.0,812.0,812.0,812.0,671.0,671.0,671.0,671.0,746.0,746.0,223.0,353.0,319.0,537.9555555555555,471.6,850.3111111111111,470.0,288.0,671.0
0,574.0,413.0,976.0,542.0,373.0,654.0,574.0,573.0,573.0,573.0,573.0,502.0,502.0,546.0,546.0,546.0,546.0,540.0,540.0,540.0,540.0,470.0,470.0,470.0,470.0,542.0,413.0,291.0,291.0,291.0,291.0,400.0,400.0,288.0,288.0,288.0,288.0,393.0,393.0,393.0,393.0,366.0,366.0,366.0,366.0,373.0,976.0,908.0,908.0,908.0,908.0,770.0,770.0,812.0,812.0,812.0,812.0,671.0,671.0,671.0,671.0,746.0,746.0,746.0,746.0,654.0,223.0,353.0,336.0,536.4222222222222,455.68888888888887,850.6222222222223,470.0,288.0,654.0
0,573.0,400.0,908.0,529.0,346.0,623.0,573.0,573.0,502.0,502.0,546.0,546.0,546.0,546.0,540.0,540.0,540.0,540.0,470.0,470.0,470.0,470.0,542.0,542.0,542.0,529.0,291.0,291.0,400.0,400.0,288.0,288.0,288.0,288.0,393.0,393.0,393.0,393.0,366.0,366.0,366.0,366.0,373.0,373.0,373.0,346.0,908.0,908.0,770.0,770.0,812.0,812.0,812.0,812.0,671.0,671.0,671.0,671.0,746.0,746.0,746.0,746.0,654.0,654.0,654.0,623.0,223.0,353.0,367.0,536.3333333333334,440.8222222222222,841.9333333333333,470.0,288.0,623.0
0,546.0,492.0,812.0,428.0,492.0,609.0,502.0,546.0,546.0,546.0,546.0,540.0,540.0,540.0,540.0,470.0,470.0,470.0,470.0,542.0,542.0,542.0,529.0,529.0,529.0,428.0,400.0,288.0,288.0,288.0,288.0,393.0,393.0,393.0,393.0,366.0,366.0,366.0,366.0,373.0,373.0,373.0,346.0,346.0,346.0,492.0,770.0,812.0,812.0,812.0,812.0,671.0,671.0,671.0,671.0,746.0,746.0,746.0,746.0,654.0,654.0,654.0,623.0,623.0,623.0,609.0,242.0,353.0,381.0,534.0444444444445,427.77777777777777,827.1111111111111,428.0,288.0,609.0
0,542.0,492.0,746.0,488.0,421.0,616.0,540.0,540.0,540.0,540.0,470.0,470.0,470.0,470.0,542.0,542.0,542.0,529.0,529.0,529.0,428.0,428.0,428.0,428.0,488.0,488.0,393.0,393.0,393.0,393.0,366.0,366.0,366.0,366.0,373.0,373.0,373.0,346.0,346.0,346.0,492.0,492.0,492.0,492.0,421.0,421.0,671.0,671.0,671.0,671.0,746.0,746.0,746.0,746.0,654.0,654.0,654.0,623.0,623.0,623.0,609.0,609.0,609.0,609.0,616.0,616.0,242.0,353.0,381.0,525.6666666666666,420.6222222222222,794.7777777777778,428.0,346.0,609.0
0,542.0,492.0,746.0,515.0,411.0,606.0,470.0,470.0,470.0,470.0,542.0,542.0,542.0,529.0,529.0,529.0,428.0,428.0,428.0,428.0,488.0,488.0,488.0,488.0,515.0,515.0,366.0,366.0,366.0,366.0,373.0,373.0,373.0,346.0,346.0,346.0,492.0,492.0,492.0,492.0,421.0,421.0,421.0,421.0,411.0,411.0,746.0,746.0,746.0,746.0,654.0,654.0,654.0,623.0,623.0,623.0,609.0,609.0,609.0,609.0,616.0,616.0,616.0,616.0,606.0,606.0,242.0,293.0,384.0,530.5111111111111,400.6222222222222,765.0,428.0,346.0,606.0
0,542.0,529.0,654.0,486.0,529.0,558.0,542.0,542.0,542.0,529.0,529.0,529.0,428.0,428.0,428.0,428.0,488.0,488.0,488.0,488.0,515.0,515.0,515.0,515.0,486.0,486.0,373.0,373.0,373.0,346.0,346.0,346.0,492.0,492.0,492.0,492.0,421.0,421.0,421.0,421.0,411.0,411.0,411.0,411.0,529.0,529.0,654.0,654.0,654.0,623.0,623.0,623.0,609.0,609.0,609.0,609.0,616.0,616.0,616.0,616.0,606.0,606.0,606.0,606.0,558.0,558.0,242.0,293.0,432.0,528.5333333333333,390.75555555555553,738.5111111111111,428.0,346.0,558.0
0,529.0,586.0,623.0,468.0,586.0,458.0,529.0,529.0,428.0,428.0,428.0,428.0,488.0,488.0,488.0,488.0,515.0,515.0,515.0,515.0,486.0,486.0,486.0,486.0,486.0,468.0,346.0,346.0,492.0,492.0,492.0,492.0,421.0,421.0,421.0,421.0,411.0,411.0,411.0,411.0,529.0,529.0,529.0,529.0,529.0,586.0,623.0,623.0,609.0,609.0,609.0,609.0,616.0,616.0,616.0,616.0,606.0,606.0,606.0,606.0,558.0,558.0,558.0,558.0,558.0,458.0,146.0,298.0,518.0,512.8222222222222,401.6666666666667,698.2,428.0,346.0,458.0
0,515.0,588.0,616.0,509.0,588.0,467.0,428.0,488.0,488.0,488.0,488.0,515.0,515.0,515.0,515.0,486.0,486.0,486.0,486.0,486.0,468.0,468.0,468.0,468.0,509.0,509.0,492.0,421.0,421.0,421.0,421.0,411.0,411.0,411.0,411.0,529.0,529.0,529.0,529.0,529.0,586.0,586.0,586.0,586.0,588.0,588.0,609.0,616.0,616.0,616.0,616.0,606.0,606.0,606.0,606.0,558.0,558.0,558.0,558.0,558.0,458.0,458.0,458.0,458.0,467.0,467.0,145.0,300.0,450.0,502.9111111111111,426.4,644.0666666666667,428.0,411.0,458.0
0,515.0,650.0,616.0,482.0,650.0,576.0,488.0,515.0,515.0,515.0,515.0,486.0,486.0,486.0,486.0,486.0,468.0,468.0,468.0,468.0,509.0,509.0,509.0,509.0,509.0,482.0,421.0,411.0,411.0,411.0,411.0,529.0,529.0,529.0,529.0,529.0,586.0,586.0,586.0,586.0,588.0,588.0,588.0,588.0,588.0,650.0,616.0,606.0,606.0,606.0,606.0,558.0,558.0,558.0,558.0,558.0,458.0,458.0,458.0,458.0,467.0,467.0,467.0,467.0,467.0,576.0,118.0,362.0,354.0,499.77777777777777,449.3333333333333,613.4222222222222,468.0,411.0,458.0
0,515.0,688.0,606.0,508.0,688.0,569.0,515.0,486.0,486.0,486.0,486.0,486.0,468.0,468.0,468.0,468.0,509.0,509.0,509.0,509.0,509.0,482.0,482.0,482.0,508.0,508.0,411.0,529.0,529.0,529.0,529.0,529.0,586.0,586.0,586.0,586.0,588.0,588.0,588.0,588.0,588.0,650.0,650.0,650.0,688.0,688.0,606.0,558.0,558.0,558.0,558.0,558.0,458.0,458.0,458.0,458.0,467.0,467.0,467.0,467.0,467.0,576.0,576.0,576.0,569.0,569.0,114.0,342.0,288.0,495.24444444444447,483.2,592.1333333333333,468.0,411.0,458.0
0,521.0,688.0,580.0,521.0,529.0,580.0,486.0,486.0,468.0,468.0,468.0,468.0,509.0,509.0,509.0,509.0,509.0,482.0,482.0,482.0,508.0,508.0,508.0,508.0,521.0,521.0,529.0,529.0,586.0,586.0,586.0,586.0,588.0,588.0,588.0,588.0,588.0,650.0,650.0,650.0,688.0,688.0,688.0,688.0,529.0,529.0,558.0,558.0,458.0,458.0,458.0,458.0,467.0,467.0,467.0,467.0,467.0,576.0,576.0,576.0,569.0,569.0,569.0,569.0,580.0,580.0,114.0,342.0,288.0,492.97777777777776,502.35555555555555,583.5555555555555,468.0,529.0,458.0
