,unixtime,emg0,emg1
171,1555409001.1904454,518.0,538.0
172,1555409001.2463224,518.0,474.0
173,1555409001.2979286,506.0,578.0
174,1555409001.34946,502.0,536.0
175,1555409001.411781,538.0,554.0
176,1555409001.464375,499.0,471.0
177,1555409001.52223,485.0,487.0
178,1555409001.5762904,522.0,466.0
179,1555409001.6280866,560.0,491.0
180,1555409001.679979,550.0,520.0
181,1555409001.7319522,509.0,539.0
182,1555409001.7862668,521.0,476.0
183,1555409001.8431199,500.0,546.0
184,1555409001.8955662,507.0,474.0
185,1555409001.9482207,516.0,508.0
186,1555409002.001023,510.0,479.0
187,1555409002.0529182,448.0,536.0
188,1555409002.1061099,503.0,528.0
189,1555409002.1618357,503.0,528.0
190,1555409002.216784,531.0,527.0
191,1555409002.2686052,512.0,498.0
192,1555409002.320992,496.0,529.0
193,1555409002.3725138,470.0,507.0
194,1555409002.4238787,508.0,569.0
195,1555409002.4887316,529.0,458.0
196,1555409002.5433996,552.0,479.0
197,1555409002.5989926,455.0,519.0
198,1555409002.6563551,459.0,524.0
199,1555409002.7077293,483.0,499.0
200,1555409002.7592893,425.0,553.0
201,1555409002.8263752,533.0,548.0
202,1555409002.8927255,521.0,566.0
203,1555409002.9473855,464.0,476.0
204,1555409002.9994245,479.0,597.0
205,1555409003.0515296,434.0,523.0
206,1555409003.102906,485.0,430.0
207,1555409003.1570666,535.0,443.0
208,1555409003.2115555,535.0,443.0
209,1555409003.2675378,475.0,505.0
210,1555409003.3212662,472.0,484.0
211,1555409003.376718,411.0,494.0
212,1555409003.42883,573.0,580.0
213,1555409003.4816945,503.0,517.0
214,1555409003.5359876,509.0,517.0
215,1555409003.5877576,475.0,515.0
216,1555409003.6527135,582.0,470.0
217,1555409003.704796,481.0,480.0
218,1555409003.7661612,535.0,502.0
219,1555409003.8174515,511.0,520.0
220,1555409003.8688228,473.0,533.0
221,1555409003.9202075,450.0,513.0
222,1555409003.9722092,490.0,471.0
223,1555409004.024931,543.0,547.0
224,1555409004.0773013,502.0,542.0
225,1555409004.1380675,459.0,548.0
226,1555409004.1926143,447.0,510.0
227,1555409004.2486184,501.0,466.0
228,1555409004.3013484,501.0,466.0
229,1555409004.3531928,517.0,550.0
230,1555409004.4190013,473.0,501.0
231,1555409004.471475,472.0,483.0
232,1555409004.5233355,518.0,621.0
233,1555409004.5751278,510.0,541.0
234,1555409004.6283057,548.0,503.0
235,1555409004.6857646,548.0,503.0
236,1555409004.737205,448.0,422.0
237,1555409004.789882,463.0,527.0
238,1555409004.8419976,585.0,546.0
239,1555409004.8945405,540.0,539.0
240,1555409004.946293,491.0,418.0
241,1555409004.9990995,539.0,561.0
242,1555409005.0522954,434.0,540.0
243,1555409005.1054475,468.0,510.0
244,1555409005.1598854,555.0,536.0
245,1555409005.2112596,496.0,519.0
246,1555409005.2638605,441.0,513.0
247,1555409005.3252423,521.0,509.0
248,1555409005.3789105,521.0,509.0
249,1555409005.4316022,566.0,480.0
250,1555409005.4835842,489.0,516.0
251,1555409005.53649,470.0,518.0
252,1555409005.5887537,564.0,522.0
253,1555409005.640105,441.0,557.0
254,1555409005.6915352,478.0,570.0
255,1555409005.7430642,552.0,500.0
256,1555409005.7945976,503.0,505.0
257,1555409005.8469265,493.0,628.0
258,1555409005.898585,548.0,539.0
259,1555409005.9547203,537.0,518.0
260,1555409006.0068157,532.0,511.0
261,1555409006.05859,516.0,398.0
262,1555409006.110733,516.0,398.0
263,1555409006.1658964,548.0,491.0
264,1555409006.2192316,497.0,548.0
265,1555409006.272003,475.0,505.0
266,1555409006.3244483,490.0,539.0
267,1555409006.3766422,515.0,491.0
268,1555409006.4289358,528.0,459.0
269,1555409006.4830937,546.0,468.0
270,1555409006.5351694,514.0,515.0
271,1555409006.5876954,554.0,517.0
272,1555409006.6455696,511.0,528.0
273,1555409006.6982403,508.0,491.0
274,1555409006.750227,539.0,528.0
275,1555409006.8024807,463.0,493.0
276,1555409006.8546457,507.0,466.0
277,1555409006.9070258,460.0,547.0
278,1555409006.9625478,458.0,500.0
279,1555409007.0158858,564.0,498.0
280,1555409007.074143,544.0,549.0
281,1555409007.1273386,476.0,495.0
282,1555409007.1791286,518.0,551.0
283,1555409007.2329803,510.0,509.0
284,1555409007.2851439,536.0,530.0
285,1555409007.337274,517.0,521.0
286,1555409007.3915582,527.0,501.0
287,1555409007.4450533,493.0,542.0
288,1555409007.4986932,517.0,549.0
289,1555409007.5568395,488.0,550.0
290,1555409007.6087332,531.0,451.0
291,1555409007.6604412,495.0,547.0
292,1555409007.7148561,454.0,520.0
293,1555409007.7684004,499.0,530.0
294,1555409007.8216925,520.0,514.0
295,1555409007.8732293,509.0,530.0
296,1555409007.9262621,509.0,530.0
297,1555409007.9792564,493.0,525.0
298,1555409008.0310135,501.0,514.0
299,1555409008.083231,473.0,423.0
300,1555409008.1372457,518.0,567.0
301,1555409008.192225,500.0,498.0
302,1555409008.244661,452.0,526.0
303,1555409008.2995937,534.0,542.0
304,1555409008.3518355,520.0,445.0
305,1555409008.4059458,520.0,445.0
306,1555409008.4572518,532.0,455.0
307,1555409008.5094044,513.0,466.0
308,1555409008.563626,503.0,532.0
309,1555409008.6157897,519.0,483.0
310,1555409008.6693254,517.0,515.0
311,1555409008.725038,538.0,480.0
312,1555409008.7807372,518.0,525.0
313,1555409008.833932,485.0,513.0
314,1555409008.8885887,577.0,539.0
315,1555409008.9412425,537.0,515.0
316,1555409008.9942405,481.0,490.0
317,1555409009.0462143,579.0,499.0
318,1555409009.099255,535.0,535.0
319,1555409009.1522992,525.0,509.0
320,1555409009.2045329,504.0,513.0
321,1555409009.261012,504.0,513.0
322,1555409009.3143976,496.0,436.0
323,1555409009.3674166,519.0,580.0
324,1555409009.4191744,517.0,540.0
325,1555409009.4728127,494.0,518.0
326,1555409009.524374,487.0,559.0
327,1555409009.5757594,527.0,507.0
328,1555409009.6303005,501.0,495.0
329,1555409009.6855922,510.0,479.0
330,1555409009.7375884,480.0,540.0
331,1555409009.7899718,527.0,493.0
332,1555409009.844975,497.0,483.0
333,1555409009.8996024,519.0,535.0
334,1555409009.9521403,509.0,551.0
335,1555409010.003607,494.0,518.0
336,1555409010.0725918,494.0,542.0
337,1555409010.1326501,470.0,482.0
338,1555409010.1890552,518.0,482.0
339,1555409010.241582,519.0,507.0
340,1555409010.294542,563.0,475.0
341,1555409010.36084,460.0,518.0
342,1555409010.4134977,511.0,510.0
343,1555409010.4673166,499.0,454.0
344,1555409010.5203595,556.0,515.0
345,1555409010.5720768,504.0,527.0
346,1555409010.6236582,515.0,494.0
347,1555409010.6763387,492.0,511.0
348,1555409010.7328625,462.0,557.0
349,1555409010.7862961,446.0,512.0
350,1555409010.8419962,506.0,537.0
351,1555409010.895392,548.0,565.0
352,1555409010.9627745,508.0,471.0
353,1555409011.0157003,493.0,505.0
354,1555409011.069287,484.0,478.0
355,1555409011.1226025,575.0,520.0
356,1555409011.1777205,515.0,510.0
357,1555409011.2313359,500.0,510.0
358,1555409011.2827437,514.0,510.0
359,1555409011.3353724,539.0,538.0
360,1555409011.3876283,520.0,482.0
361,1555409011.4458253,535.0,514.0
362,1555409011.5117507,516.0,492.0
363,1555409011.571263,531.0,439.0
364,1555409011.6259797,516.0,501.0
365,1555409011.680666,574.0,473.0
366,1555409011.733063,526.0,522.0
367,1555409011.78743,456.0,501.0
368,1555409011.8396592,478.0,509.0
369,1555409011.8913743,523.0,486.0
370,1555409011.9439623,428.0,553.0
371,1555409011.996758,508.0,527.0
372,1555409012.048891,495.0,550.0
373,1555409012.1046288,490.0,519.0
374,1555409012.158177,526.0,484.0
375,1555409012.2101252,528.0,500.0
376,1555409012.2644205,532.0,485.0
377,1555409012.3169441,513.0,509.0
378,1555409012.3692608,529.0,496.0
379,1555409012.4230354,589.0,482.0
380,1555409012.475785,476.0,530.0
381,1555409012.5307825,486.0,530.0
382,1555409012.5840747,486.0,530.0
383,1555409012.635973,568.0,492.0
384,1555409012.6888885,589.0,476.0
385,1555409012.7417107,506.0,479.0
386,1555409012.7950122,585.0,529.0
387,1555409012.8481274,532.0,463.0
388,1555409012.9005642,523.0,495.0
389,1555409012.9527557,581.0,482.0
390,1555409013.004588,574.0,494.0
391,1555409013.061865,508.0,499.0
392,1555409013.1153033,517.0,530.0
393,1555409013.1688561,504.0,537.0
394,1555409013.2216954,461.0,544.0
395,1555409013.2751112,509.0,510.0
396,1555409013.3264809,529.0,520.0
397,1555409013.3798962,496.0,519.0
398,1555409013.4446082,517.0,535.0
399,1555409013.496711,517.0,535.0
400,1555409013.5506418,493.0,586.0
401,1555409013.6061602,526.0,526.0
402,1555409013.6580083,467.0,527.0
403,1555409013.7111087,525.0,508.0
404,1555409013.7635198,481.0,514.0
405,1555409013.8158655,502.0,555.0
406,1555409013.8762245,522.0,420.0
407,1555409013.928709,0.0,1021.0
408,1555409013.9812205,1.0,868.0
409,1555409014.034001,406.0,419.0
410,1555409014.0897408,626.0,377.0
411,1555409014.1441844,706.0,348.0
412,1555409014.1967018,720.0,353.0
413,1555409014.2494934,713.0,330.0
414,1555409014.3158162,663.0,392.0
415,1555409014.3680255,636.0,423.0
416,1555409014.420707,602.0,450.0
417,1555409014.4786627,597.0,430.0
418,1555409014.533069,630.0,441.0
419,1555409014.5915623,589.0,441.0
420,1555409014.6433966,570.0,391.0
421,1555409014.7008965,543.0,485.0
422,1555409014.752561,501.0,528.0
423,1555409014.8158684,533.0,477.0
424,1555409014.8678155,568.0,496.0
425,1555409014.9210927,518.0,502.0
426,1555409014.9727914,506.0,496.0
427,1555409015.0411725,477.0,438.0
428,1555409015.0928018,514.0,536.0
