,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_0,emg_1,emg_2,emg_med_0,emg_med_1,emg_med_2,emg_min_0,emg_min_1,emg_min_2,emg_max_0,emg_max_1,emg_max_2
0,511.0,511.0,511.0,489.0,489.0,489.0,489.0,490.0,490.0,490.0,490.0,491.0,491.0,491.0,491.0,492.0,492.0,492.0,492.0,498.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,483.0,483.0,483.0,483.0,495.0,495.0,495.0,495.0,504.0,504.0,504.0,504.0,495.0,412.0,412.0,412.0,362.0,362.0,362.0,362.0,361.0,361.0,361.0,361.0,367.0,367.0,367.0,367.0,380.0,380.0,380.0,380.0,467.0,34.0,55.0,195.0,498.0,495.0,467.0,504.93333333333334,509.75555555555553,377.77777777777777,489.0,483.0,361.0,511.0,507.0,467.0
0,489.0,489.0,489.0,490.0,490.0,490.0,490.0,491.0,491.0,491.0,491.0,492.0,492.0,492.0,492.0,498.0,498.0,498.0,494.0,494.0,507.0,507.0,507.0,483.0,483.0,483.0,483.0,495.0,495.0,495.0,495.0,504.0,504.0,504.0,504.0,495.0,495.0,495.0,497.0,497.0,362.0,362.0,362.0,361.0,361.0,361.0,361.0,367.0,367.0,367.0,367.0,380.0,380.0,380.0,380.0,467.0,467.0,467.0,402.0,402.0,31.0,55.0,195.0,494.0,497.0,402.0,502.53333333333336,506.8222222222222,381.8222222222222,489.0,483.0,361.0,498.0,507.0,467.0
0,490.0,490.0,490.0,491.0,491.0,491.0,491.0,492.0,492.0,492.0,492.0,498.0,498.0,498.0,494.0,494.0,494.0,494.0,506.0,506.0,483.0,483.0,483.0,495.0,495.0,495.0,495.0,504.0,504.0,504.0,504.0,495.0,495.0,495.0,497.0,497.0,497.0,497.0,481.0,481.0,361.0,361.0,361.0,367.0,367.0,367.0,367.0,380.0,380.0,380.0,380.0,467.0,467.0,467.0,402.0,402.0,402.0,402.0,362.0,362.0,27.0,57.0,161.0,506.0,481.0,362.0,500.8888888888889,503.6666666666667,390.44444444444446,490.0,481.0,361.0,506.0,504.0,467.0
0,491.0,491.0,491.0,491.0,492.0,492.0,492.0,492.0,498.0,498.0,498.0,494.0,494.0,494.0,494.0,506.0,506.0,506.0,506.0,506.0,495.0,495.0,495.0,495.0,504.0,504.0,504.0,504.0,495.0,495.0,495.0,497.0,497.0,497.0,497.0,481.0,481.0,481.0,485.0,485.0,367.0,367.0,367.0,367.0,380.0,380.0,380.0,380.0,467.0,467.0,467.0,402.0,402.0,402.0,402.0,362.0,362.0,362.0,396.0,396.0,27.0,56.0,161.0,506.0,485.0,396.0,500.35555555555555,500.0444444444444,394.4888888888889,491.0,481.0,362.0,506.0,504.0,467.0
0,492.0,492.0,492.0,492.0,498.0,498.0,498.0,494.0,494.0,494.0,494.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,498.0,498.0,504.0,504.0,504.0,504.0,495.0,495.0,495.0,497.0,497.0,497.0,497.0,481.0,481.0,481.0,485.0,485.0,485.0,485.0,477.0,477.0,380.0,380.0,380.0,380.0,467.0,467.0,467.0,402.0,402.0,402.0,402.0,362.0,362.0,362.0,396.0,396.0,396.0,396.0,379.0,379.0,23.0,30.0,161.0,498.0,477.0,379.0,499.1111111111111,495.06666666666666,388.75555555555553,492.0,477.0,362.0,506.0,504.0,467.0
0,498.0,498.0,498.0,494.0,494.0,494.0,494.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,498.0,498.0,498.0,498.0,510.0,510.0,495.0,495.0,495.0,497.0,497.0,497.0,497.0,481.0,481.0,481.0,485.0,485.0,485.0,485.0,477.0,477.0,477.0,477.0,498.0,498.0,467.0,467.0,467.0,402.0,402.0,402.0,402.0,362.0,362.0,362.0,396.0,396.0,396.0,396.0,379.0,379.0,379.0,379.0,445.0,445.0,23.0,30.0,161.0,510.0,498.0,445.0,498.4,493.6,384.4,494.0,477.0,362.0,510.0,498.0,467.0
0,494.0,494.0,494.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,498.0,498.0,498.0,498.0,510.0,510.0,510.0,510.0,510.0,510.0,497.0,497.0,497.0,481.0,481.0,481.0,485.0,485.0,485.0,485.0,477.0,477.0,477.0,477.0,498.0,498.0,498.0,498.0,498.0,498.0,402.0,402.0,402.0,362.0,362.0,362.0,396.0,396.0,396.0,396.0,379.0,379.0,379.0,379.0,445.0,445.0,445.0,445.0,445.0,445.0,22.0,30.0,161.0,510.0,498.0,445.0,499.02222222222224,493.93333333333334,393.31111111111113,494.0,477.0,362.0,510.0,498.0,445.0
0,506.0,506.0,506.0,506.0,506.0,498.0,498.0,498.0,498.0,510.0,510.0,510.0,510.0,510.0,510.0,519.0,519.0,519.0,519.0,519.0,481.0,485.0,485.0,485.0,485.0,477.0,477.0,477.0,477.0,498.0,498.0,498.0,498.0,498.0,498.0,520.0,520.0,520.0,520.0,520.0,362.0,396.0,396.0,396.0,396.0,379.0,379.0,379.0,379.0,445.0,445.0,445.0,445.0,445.0,445.0,540.0,540.0,540.0,540.0,540.0,30.0,43.0,179.0,519.0,520.0,540.0,500.15555555555557,495.73333333333335,409.8888888888889,498.0,477.0,362.0,519.0,520.0,540.0
0,498.0,498.0,498.0,498.0,510.0,510.0,510.0,510.0,510.0,510.0,519.0,519.0,519.0,519.0,519.0,524.0,524.0,524.0,524.0,524.0,477.0,477.0,477.0,477.0,498.0,498.0,498.0,498.0,498.0,498.0,520.0,520.0,520.0,520.0,520.0,534.0,534.0,534.0,534.0,534.0,379.0,379.0,379.0,379.0,445.0,445.0,445.0,445.0,445.0,445.0,540.0,540.0,540.0,540.0,540.0,563.0,563.0,563.0,563.0,563.0,34.0,57.0,202.0,524.0,534.0,563.0,504.02222222222224,499.26666666666665,432.24444444444447,498.0,477.0,379.0,524.0,534.0,563.0
0,510.0,510.0,510.0,510.0,510.0,519.0,519.0,519.0,519.0,519.0,524.0,524.0,524.0,524.0,524.0,525.0,525.0,525.0,525.0,525.0,498.0,498.0,498.0,498.0,498.0,520.0,520.0,520.0,520.0,520.0,534.0,534.0,534.0,534.0,534.0,538.0,538.0,538.0,538.0,544.0,445.0,445.0,445.0,445.0,445.0,540.0,540.0,540.0,540.0,540.0,563.0,563.0,563.0,563.0,563.0,374.0,374.0,374.0,374.0,205.0,34.0,67.0,358.0,525.0,544.0,205.0,507.8666666666667,504.97777777777776,429.6666666666667,510.0,498.0,205.0,525.0,544.0,563.0
0,510.0,519.0,519.0,519.0,519.0,519.0,524.0,524.0,524.0,524.0,524.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,498.0,520.0,520.0,520.0,520.0,520.0,534.0,534.0,534.0,534.0,534.0,538.0,538.0,538.0,538.0,544.0,544.0,544.0,544.0,544.0,445.0,540.0,540.0,540.0,540.0,540.0,563.0,563.0,563.0,563.0,563.0,374.0,374.0,374.0,374.0,205.0,205.0,205.0,205.0,205.0,33.0,67.0,358.0,525.0,544.0,205.0,510.84444444444443,508.93333333333334,414.68888888888887,510.0,498.0,205.0,525.0,544.0,563.0
0,519.0,524.0,524.0,524.0,524.0,524.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,523.0,523.0,523.0,523.0,523.0,520.0,534.0,534.0,534.0,534.0,534.0,538.0,538.0,538.0,538.0,544.0,544.0,544.0,544.0,544.0,549.0,549.0,549.0,557.0,557.0,540.0,563.0,563.0,563.0,563.0,563.0,374.0,374.0,374.0,374.0,205.0,205.0,205.0,205.0,205.0,214.0,214.0,214.0,426.0,426.0,31.0,80.0,358.0,523.0,557.0,426.0,513.8888888888889,514.8888888888889,399.8666666666667,519.0,520.0,205.0,525.0,557.0,563.0
0,524.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,529.0,529.0,534.0,538.0,538.0,538.0,538.0,544.0,544.0,544.0,544.0,544.0,549.0,549.0,549.0,557.0,557.0,557.0,557.0,557.0,540.0,540.0,563.0,374.0,374.0,374.0,374.0,205.0,205.0,205.0,205.0,205.0,214.0,214.0,214.0,426.0,426.0,426.0,426.0,426.0,581.0,581.0,31.0,80.0,376.0,529.0,540.0,581.0,517.1111111111111,521.1555555555556,410.31111111111113,523.0,534.0,205.0,529.0,557.0,581.0
0,525.0,525.0,525.0,525.0,525.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,529.0,529.0,529.0,529.0,529.0,529.0,523.0,544.0,544.0,544.0,544.0,544.0,549.0,549.0,549.0,557.0,557.0,557.0,557.0,557.0,540.0,540.0,540.0,540.0,540.0,540.0,537.0,205.0,205.0,205.0,205.0,205.0,214.0,214.0,214.0,426.0,426.0,426.0,426.0,426.0,581.0,581.0,581.0,581.0,581.0,581.0,625.0,31.0,80.0,420.0,523.0,537.0,625.0,519.5333333333333,527.3777777777777,433.35555555555555,523.0,537.0,205.0,529.0,557.0,625.0
0,525.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,529.0,529.0,529.0,529.0,529.0,529.0,523.0,523.0,523.0,517.0,517.0,544.0,549.0,549.0,549.0,557.0,557.0,557.0,557.0,557.0,540.0,540.0,540.0,540.0,540.0,540.0,537.0,537.0,537.0,529.0,529.0,205.0,214.0,214.0,214.0,426.0,426.0,426.0,426.0,426.0,581.0,581.0,581.0,581.0,581.0,581.0,625.0,625.0,625.0,723.0,723.0,31.0,80.0,518.0,517.0,529.0,723.0,521.4444444444445,532.3555555555556,457.02222222222224,517.0,529.0,205.0,529.0,557.0,723.0
0,523.0,523.0,523.0,523.0,529.0,529.0,529.0,529.0,529.0,529.0,523.0,523.0,523.0,523.0,517.0,517.0,517.0,517.0,510.0,510.0,557.0,557.0,557.0,557.0,540.0,540.0,540.0,540.0,540.0,540.0,537.0,537.0,537.0,537.0,529.0,529.0,529.0,529.0,498.0,498.0,426.0,426.0,426.0,426.0,581.0,581.0,581.0,581.0,581.0,581.0,625.0,625.0,625.0,625.0,723.0,723.0,723.0,723.0,677.0,677.0,19.0,59.0,518.0,510.0,498.0,677.0,522.1777777777778,534.8888888888889,487.3333333333333,510.0,498.0,426.0,529.0,557.0,723.0
0,523.0,523.0,529.0,529.0,529.0,529.0,529.0,529.0,523.0,523.0,523.0,523.0,517.0,517.0,517.0,517.0,510.0,510.0,510.0,515.0,557.0,557.0,540.0,540.0,540.0,540.0,540.0,540.0,537.0,537.0,537.0,537.0,529.0,529.0,529.0,529.0,498.0,498.0,498.0,501.0,426.0,426.0,581.0,581.0,581.0,581.0,581.0,581.0,625.0,625.0,625.0,625.0,723.0,723.0,723.0,723.0,677.0,677.0,677.0,671.0,19.0,59.0,518.0,515.0,501.0,671.0,522.2888888888889,534.9555555555555,497.5111111111111,510.0,498.0,426.0,529.0,557.0,723.0
0,529.0,529.0,529.0,529.0,523.0,523.0,523.0,523.0,517.0,517.0,517.0,517.0,510.0,510.0,510.0,515.0,515.0,515.0,515.0,504.0,540.0,540.0,540.0,540.0,537.0,537.0,537.0,537.0,529.0,529.0,529.0,529.0,498.0,498.0,498.0,501.0,501.0,501.0,501.0,513.0,581.0,581.0,581.0,581.0,625.0,625.0,625.0,625.0,723.0,723.0,723.0,723.0,677.0,677.0,677.0,671.0,671.0,671.0,671.0,700.0,25.0,59.0,518.0,504.0,513.0,700.0,521.6888888888889,533.5333333333333,509.8,504.0,498.0,581.0,529.0,540.0,723.0
0,523.0,523.0,523.0,517.0,517.0,517.0,517.0,510.0,510.0,510.0,515.0,515.0,515.0,515.0,504.0,504.0,504.0,504.0,498.0,498.0,537.0,537.0,537.0,529.0,529.0,529.0,529.0,498.0,498.0,498.0,501.0,501.0,501.0,501.0,513.0,513.0,513.0,513.0,499.0,499.0,625.0,625.0,625.0,723.0,723.0,723.0,723.0,677.0,677.0,677.0,671.0,671.0,671.0,671.0,700.0,700.0,700.0,700.0,632.0,632.0,31.0,59.0,518.0,498.0,499.0,632.0,519.3111111111111,530.8888888888889,522.5111111111111,498.0,498.0,625.0,523.0,537.0,723.0
0,517.0,517.0,517.0,510.0,510.0,510.0,515.0,515.0,515.0,515.0,504.0,504.0,504.0,504.0,498.0,498.0,498.0,498.0,493.0,493.0,529.0,529.0,529.0,498.0,498.0,498.0,501.0,501.0,501.0,501.0,513.0,513.0,513.0,513.0,499.0,499.0,499.0,499.0,494.0,494.0,723.0,723.0,723.0,677.0,677.0,677.0,671.0,671.0,671.0,671.0,700.0,700.0,700.0,700.0,632.0,632.0,632.0,632.0,527.0,527.0,36.0,63.0,518.0,493.0,494.0,527.0,516.7111111111111,527.2888888888889,536.5777777777778,493.0,494.0,527.0,517.0,529.0,723.0
0,510.0,510.0,515.0,515.0,515.0,515.0,504.0,504.0,504.0,504.0,498.0,498.0,498.0,498.0,493.0,493.0,493.0,493.0,489.0,489.0,498.0,498.0,501.0,501.0,501.0,501.0,513.0,513.0,513.0,513.0,499.0,499.0,499.0,499.0,494.0,494.0,494.0,494.0,493.0,493.0,677.0,677.0,671.0,671.0,671.0,671.0,700.0,700.0,700.0,700.0,632.0,632.0,632.0,632.0,527.0,527.0,527.0,527.0,528.0,528.0,40.0,64.0,518.0,489.0,493.0,528.0,513.6888888888889,522.9333333333333,561.4888888888889,489.0,493.0,527.0,515.0,513.0,700.0
0,515.0,515.0,504.0,504.0,504.0,504.0,498.0,498.0,498.0,498.0,493.0,493.0,493.0,493.0,489.0,489.0,489.0,489.0,492.0,492.0,501.0,501.0,513.0,513.0,513.0,513.0,499.0,499.0,499.0,499.0,494.0,494.0,494.0,494.0,493.0,493.0,493.0,493.0,478.0,478.0,671.0,671.0,700.0,700.0,700.0,700.0,632.0,632.0,632.0,632.0,527.0,527.0,527.0,527.0,528.0,528.0,528.0,528.0,508.0,508.0,40.0,79.0,509.0,492.0,478.0,508.0,510.7111111111111,517.5111111111111,588.9111111111112,489.0,478.0,508.0,515.0,513.0,700.0
0,504.0,504.0,498.0,498.0,498.0,498.0,493.0,493.0,493.0,493.0,489.0,489.0,489.0,489.0,492.0,492.0,492.0,492.0,492.0,492.0,513.0,513.0,499.0,499.0,499.0,499.0,494.0,494.0,494.0,494.0,493.0,493.0,493.0,493.0,478.0,478.0,478.0,478.0,482.0,482.0,700.0,700.0,632.0,632.0,632.0,632.0,527.0,527.0,527.0,527.0,528.0,528.0,528.0,528.0,508.0,508.0,508.0,508.0,489.0,489.0,40.0,79.0,297.0,492.0,482.0,489.0,507.9555555555556,510.84444444444443,600.0666666666667,489.0,478.0,489.0,504.0,513.0,700.0
0,498.0,498.0,493.0,493.0,493.0,493.0,489.0,489.0,489.0,489.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,493.0,493.0,499.0,499.0,494.0,494.0,494.0,494.0,493.0,493.0,493.0,493.0,478.0,478.0,478.0,478.0,482.0,482.0,482.0,482.0,477.0,477.0,632.0,632.0,527.0,527.0,527.0,527.0,528.0,528.0,528.0,528.0,508.0,508.0,508.0,508.0,489.0,489.0,489.0,489.0,475.0,475.0,40.0,63.0,248.0,493.0,477.0,475.0,504.97777777777776,504.7111111111111,598.1555555555556,489.0,477.0,475.0,498.0,499.0,632.0
0,493.0,493.0,489.0,489.0,489.0,489.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,493.0,493.0,493.0,493.0,498.0,498.0,494.0,494.0,493.0,493.0,493.0,493.0,478.0,478.0,478.0,478.0,482.0,482.0,482.0,482.0,477.0,477.0,477.0,477.0,488.0,488.0,527.0,527.0,528.0,528.0,528.0,528.0,508.0,508.0,508.0,508.0,489.0,489.0,489.0,489.0,475.0,475.0,475.0,475.0,501.0,501.0,34.0,60.0,248.0,498.0,488.0,501.0,502.0,499.6,589.8888888888889,489.0,477.0,475.0,498.0,494.0,528.0
0,489.0,489.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,493.0,493.0,493.0,493.0,498.0,498.0,498.0,498.0,502.0,502.0,493.0,493.0,478.0,478.0,478.0,478.0,482.0,482.0,482.0,482.0,477.0,477.0,477.0,477.0,488.0,488.0,488.0,488.0,488.0,488.0,528.0,528.0,508.0,508.0,508.0,508.0,489.0,489.0,489.0,489.0,475.0,475.0,475.0,475.0,501.0,501.0,501.0,501.0,530.0,530.0,28.0,52.0,248.0,502.0,488.0,530.0,499.9555555555556,495.24444444444447,580.1555555555556,489.0,477.0,475.0,502.0,493.0,530.0
0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,493.0,493.0,493.0,493.0,498.0,498.0,498.0,498.0,502.0,502.0,502.0,505.0,505.0,478.0,478.0,478.0,482.0,482.0,482.0,482.0,477.0,477.0,477.0,477.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,495.0,495.0,508.0,508.0,508.0,489.0,489.0,489.0,489.0,475.0,475.0,475.0,475.0,501.0,501.0,501.0,501.0,530.0,530.0,530.0,599.0,599.0,28.0,52.0,248.0,505.0,495.0,599.0,499.0888888888889,492.8222222222222,570.3555555555556,492.0,477.0,475.0,505.0,495.0,599.0
0,492.0,492.0,492.0,493.0,493.0,493.0,493.0,498.0,498.0,498.0,498.0,502.0,502.0,502.0,505.0,505.0,505.0,505.0,508.0,508.0,482.0,482.0,482.0,477.0,477.0,477.0,477.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,495.0,495.0,495.0,495.0,498.0,498.0,489.0,489.0,489.0,475.0,475.0,475.0,475.0,501.0,501.0,501.0,501.0,530.0,530.0,530.0,599.0,599.0,599.0,599.0,630.0,630.0,26.0,36.0,225.0,508.0,498.0,630.0,498.6222222222222,492.0,563.7777777777778,492.0,477.0,475.0,508.0,498.0,630.0
0,493.0,493.0,493.0,498.0,498.0,498.0,498.0,502.0,502.0,502.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,508.0,515.0,515.0,477.0,477.0,477.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,495.0,495.0,495.0,495.0,498.0,498.0,498.0,498.0,515.0,515.0,475.0,475.0,475.0,501.0,501.0,501.0,501.0,530.0,530.0,530.0,599.0,599.0,599.0,599.0,630.0,630.0,630.0,630.0,647.0,647.0,26.0,38.0,225.0,515.0,515.0,647.0,498.31111111111113,492.4888888888889,560.8888888888889,493.0,477.0,475.0,515.0,515.0,647.0
0,498.0,498.0,498.0,502.0,502.0,502.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,508.0,515.0,515.0,515.0,515.0,572.0,572.0,488.0,488.0,488.0,488.0,488.0,488.0,495.0,495.0,495.0,495.0,498.0,498.0,498.0,498.0,515.0,515.0,515.0,515.0,535.0,535.0,501.0,501.0,501.0,530.0,530.0,530.0,599.0,599.0,599.0,599.0,630.0,630.0,630.0,630.0,647.0,647.0,647.0,647.0,613.0,613.0,83.0,58.0,172.0,572.0,535.0,613.0,501.8222222222222,493.55555555555554,554.6666666666666,498.0,488.0,501.0,572.0,535.0,647.0
0,502.0,502.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,508.0,515.0,515.0,515.0,515.0,572.0,572.0,572.0,572.0,510.0,510.0,488.0,488.0,495.0,495.0,495.0,495.0,498.0,498.0,498.0,498.0,515.0,515.0,515.0,515.0,535.0,535.0,535.0,535.0,535.0,535.0,530.0,530.0,599.0,599.0,599.0,599.0,630.0,630.0,630.0,630.0,647.0,647.0,647.0,647.0,613.0,613.0,613.0,613.0,631.0,631.0,83.0,58.0,172.0,510.0,535.0,631.0,505.64444444444445,496.75555555555553,553.7777777777778,502.0,488.0,530.0,572.0,535.0,647.0
0,505.0,505.0,505.0,508.0,508.0,508.0,508.0,515.0,515.0,515.0,515.0,572.0,572.0,572.0,572.0,510.0,510.0,510.0,495.0,495.0,495.0,495.0,495.0,498.0,498.0,498.0,498.0,515.0,515.0,515.0,515.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,507.0,507.0,599.0,599.0,599.0,630.0,630.0,630.0,630.0,647.0,647.0,647.0,647.0,613.0,613.0,613.0,613.0,631.0,631.0,631.0,510.0,510.0,83.0,58.0,172.0,495.0,507.0,510.0,506.1111111111111,498.24444444444447,555.3333333333334,495.0,495.0,510.0,572.0,535.0,647.0
0,508.0,508.0,508.0,515.0,515.0,515.0,515.0,572.0,572.0,572.0,572.0,510.0,510.0,510.0,495.0,495.0,495.0,495.0,527.0,527.0,498.0,498.0,498.0,515.0,515.0,515.0,515.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,507.0,507.0,507.0,507.0,514.0,514.0,630.0,630.0,630.0,647.0,647.0,647.0,647.0,613.0,613.0,613.0,613.0,631.0,631.0,631.0,510.0,510.0,510.0,510.0,428.0,428.0,83.0,58.0,219.0,527.0,514.0,428.0,507.97777777777776,499.77777777777777,550.1111111111111,495.0,498.0,428.0,572.0,535.0,647.0
0,515.0,515.0,515.0,572.0,572.0,572.0,572.0,510.0,510.0,510.0,495.0,495.0,495.0,495.0,527.0,527.0,527.0,527.0,527.0,529.0,515.0,515.0,515.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,507.0,507.0,507.0,507.0,514.0,514.0,514.0,514.0,514.0,553.0,647.0,647.0,647.0,613.0,613.0,613.0,613.0,631.0,631.0,631.0,510.0,510.0,510.0,510.0,428.0,428.0,428.0,428.0,428.0,445.0,80.0,76.0,219.0,529.0,553.0,445.0,511.2,503.5111111111111,542.9333333333333,495.0,507.0,428.0,572.0,553.0,647.0
0,572.0,572.0,510.0,510.0,510.0,495.0,495.0,495.0,495.0,527.0,527.0,527.0,527.0,527.0,529.0,529.0,529.0,529.0,509.0,509.0,535.0,535.0,535.0,535.0,535.0,507.0,507.0,507.0,507.0,514.0,514.0,514.0,514.0,514.0,553.0,553.0,553.0,553.0,551.0,551.0,613.0,613.0,631.0,631.0,631.0,510.0,510.0,510.0,510.0,428.0,428.0,428.0,428.0,428.0,445.0,445.0,445.0,445.0,510.0,510.0,79.0,76.0,219.0,509.0,551.0,510.0,514.4222222222222,511.4,540.5111111111111,495.0,507.0,428.0,572.0,553.0,631.0
0,510.0,510.0,510.0,495.0,495.0,495.0,495.0,527.0,527.0,527.0,527.0,527.0,529.0,529.0,529.0,529.0,509.0,509.0,509.0,505.0,535.0,535.0,535.0,507.0,507.0,507.0,507.0,514.0,514.0,514.0,514.0,514.0,553.0,553.0,553.0,553.0,551.0,551.0,551.0,512.0,631.0,631.0,631.0,510.0,510.0,510.0,510.0,428.0,428.0,428.0,428.0,428.0,445.0,445.0,445.0,445.0,510.0,510.0,510.0,389.0,79.0,76.0,258.0,505.0,512.0,389.0,515.0444444444445,513.8222222222222,539.3777777777777,495.0,507.0,389.0,529.0,553.0,631.0
0,495.0,495.0,495.0,527.0,527.0,527.0,527.0,527.0,529.0,529.0,529.0,529.0,509.0,509.0,509.0,505.0,505.0,505.0,511.0,511.0,507.0,507.0,507.0,514.0,514.0,514.0,514.0,514.0,553.0,553.0,553.0,553.0,551.0,551.0,551.0,512.0,512.0,512.0,525.0,525.0,510.0,510.0,510.0,428.0,428.0,428.0,428.0,428.0,445.0,445.0,445.0,445.0,510.0,510.0,510.0,389.0,389.0,389.0,458.0,458.0,77.0,65.0,258.0,511.0,525.0,458.0,516.1555555555556,517.0222222222222,533.6444444444444,495.0,507.0,389.0,529.0,553.0,510.0
0,527.0,527.0,527.0,527.0,527.0,529.0,529.0,529.0,529.0,509.0,509.0,509.0,505.0,505.0,505.0,511.0,511.0,511.0,511.0,524.0,514.0,514.0,514.0,514.0,514.0,553.0,553.0,553.0,553.0,551.0,551.0,551.0,512.0,512.0,512.0,525.0,525.0,525.0,525.0,514.0,428.0,428.0,428.0,428.0,428.0,445.0,445.0,445.0,445.0,510.0,510.0,510.0,389.0,389.0,389.0,458.0,458.0,458.0,458.0,557.0,77.0,65.0,258.0,524.0,514.0,557.0,517.2222222222222,519.2444444444444,532.3333333333334,505.0,512.0,389.0,529.0,553.0,557.0
0,529.0,529.0,529.0,529.0,509.0,509.0,509.0,505.0,505.0,505.0,511.0,511.0,511.0,511.0,524.0,524.0,524.0,524.0,513.0,513.0,553.0,553.0,553.0,553.0,551.0,551.0,551.0,512.0,512.0,512.0,525.0,525.0,525.0,525.0,514.0,514.0,514.0,514.0,501.0,501.0,445.0,445.0,445.0,445.0,510.0,510.0,510.0,389.0,389.0,389.0,458.0,458.0,458.0,458.0,557.0,557.0,557.0,557.0,549.0,549.0,77.0,58.0,258.0,513.0,501.0,549.0,518.9777777777778,521.0888888888888,530.3777777777777,505.0,501.0,389.0,529.0,553.0,557.0
0,509.0,509.0,505.0,505.0,505.0,511.0,511.0,511.0,511.0,524.0,524.0,524.0,524.0,513.0,513.0,513.0,513.0,513.0,512.0,512.0,551.0,551.0,512.0,512.0,512.0,525.0,525.0,525.0,525.0,514.0,514.0,514.0,514.0,501.0,501.0,501.0,501.0,501.0,483.0,483.0,510.0,510.0,389.0,389.0,389.0,458.0,458.0,458.0,458.0,557.0,557.0,557.0,557.0,549.0,549.0,549.0,549.0,549.0,481.0,481.0,77.0,70.0,258.0,512.0,483.0,481.0,519.5555555555555,520.6888888888889,519.0444444444445,505.0,483.0,389.0,524.0,551.0,557.0
0,505.0,511.0,511.0,511.0,511.0,524.0,524.0,524.0,524.0,513.0,513.0,513.0,513.0,513.0,512.0,512.0,512.0,512.0,501.0,501.0,512.0,525.0,525.0,525.0,525.0,514.0,514.0,514.0,514.0,501.0,501.0,501.0,501.0,501.0,483.0,483.0,483.0,483.0,503.0,503.0,389.0,458.0,458.0,458.0,458.0,557.0,557.0,557.0,557.0,549.0,549.0,549.0,549.0,549.0,481.0,481.0,481.0,481.0,473.0,473.0,77.0,70.0,242.0,501.0,503.0,473.0,518.8,518.7333333333333,503.93333333333334,501.0,483.0,389.0,524.0,525.0,557.0
0,511.0,511.0,524.0,524.0,524.0,524.0,513.0,513.0,513.0,513.0,513.0,512.0,512.0,512.0,512.0,501.0,501.0,501.0,499.0,499.0,525.0,525.0,514.0,514.0,514.0,514.0,501.0,501.0,501.0,501.0,501.0,483.0,483.0,483.0,483.0,503.0,503.0,503.0,498.0,498.0,458.0,458.0,557.0,557.0,557.0,557.0,549.0,549.0,549.0,549.0,549.0,481.0,481.0,481.0,481.0,473.0,473.0,473.0,470.0,470.0,77.0,70.0,242.0,499.0,498.0,470.0,513.9777777777778,516.3777777777777,494.46666666666664,499.0,483.0,458.0,524.0,525.0,557.0
