,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_0,emg_1,emg_2,emg_med_0,emg_med_1,emg_med_2,emg_min_0,emg_min_1,emg_min_2,emg_max_0,emg_max_1,emg_max_2
0,503.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,509.0,509.0,509.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,506.0,506.0,503.0,507.0,507.0,507.0,504.0,504.0,504.0,504.0,511.0,511.0,511.0,530.0,530.0,530.0,540.0,540.0,540.0,540.0,540.0,540.0,443.0,489.0,489.0,489.0,525.0,525.0,525.0,525.0,547.0,547.0,547.0,580.0,580.0,580.0,701.0,701.0,701.0,701.0,794.0,794.0,9.0,55.0,499.0,506.0,540.0,794.0,506.4,506.6222222222222,486.8666666666667,503.0,503.0,443.0,510.0,540.0,794.0
0,508.0,508.0,508.0,508.0,509.0,509.0,509.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,506.0,506.0,506.0,506.0,508.0,508.0,504.0,504.0,504.0,504.0,511.0,511.0,511.0,530.0,530.0,530.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,533.0,533.0,525.0,525.0,525.0,525.0,547.0,547.0,547.0,580.0,580.0,580.0,701.0,701.0,701.0,701.0,794.0,794.0,794.0,794.0,801.0,801.0,9.0,55.0,506.0,508.0,533.0,801.0,506.31111111111113,509.8666666666667,509.6666666666667,506.0,504.0,525.0,509.0,540.0,801.0
0,509.0,509.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,508.0,506.0,506.0,511.0,511.0,530.0,530.0,530.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,533.0,533.0,533.0,533.0,533.0,532.0,532.0,547.0,547.0,580.0,580.0,580.0,701.0,701.0,701.0,701.0,794.0,794.0,794.0,794.0,801.0,801.0,801.0,801.0,801.0,778.0,778.0,9.0,55.0,506.0,506.0,532.0,778.0,506.35555555555555,513.8888888888889,547.7555555555556,506.0,511.0,547.0,509.0,540.0,801.0
0,508.0,508.0,507.0,507.0,507.0,507.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,508.0,508.0,530.0,530.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,533.0,533.0,533.0,533.0,533.0,532.0,532.0,532.0,526.0,526.0,580.0,580.0,701.0,701.0,701.0,701.0,794.0,794.0,794.0,794.0,801.0,801.0,801.0,801.0,801.0,778.0,778.0,778.0,775.0,775.0,9.0,55.0,506.0,508.0,526.0,775.0,506.68888888888887,515.9333333333333,574.6888888888889,506.0,526.0,580.0,508.0,540.0,801.0
0,507.0,507.0,507.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,515.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,533.0,533.0,533.0,533.0,533.0,532.0,532.0,532.0,526.0,526.0,526.0,526.0,516.0,701.0,701.0,701.0,794.0,794.0,794.0,794.0,801.0,801.0,801.0,801.0,801.0,778.0,778.0,778.0,775.0,775.0,775.0,775.0,637.0,12.0,55.0,506.0,515.0,516.0,637.0,507.1777777777778,517.8,600.7333333333333,506.0,516.0,637.0,515.0,540.0,801.0
0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,515.0,515.0,515.0,515.0,540.0,540.0,540.0,540.0,533.0,533.0,533.0,533.0,533.0,532.0,532.0,532.0,526.0,526.0,526.0,526.0,516.0,516.0,516.0,509.0,794.0,794.0,794.0,794.0,801.0,801.0,801.0,801.0,801.0,778.0,778.0,778.0,775.0,775.0,775.0,775.0,637.0,637.0,637.0,464.0,12.0,55.0,458.0,515.0,509.0,464.0,507.7111111111111,518.9777777777778,619.6888888888889,506.0,509.0,464.0,515.0,540.0,801.0
0,506.0,508.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,515.0,515.0,515.0,515.0,515.0,511.0,511.0,540.0,533.0,533.0,533.0,533.0,533.0,532.0,532.0,532.0,526.0,526.0,526.0,526.0,516.0,516.0,516.0,509.0,509.0,509.0,509.0,794.0,801.0,801.0,801.0,801.0,801.0,778.0,778.0,778.0,775.0,775.0,775.0,775.0,637.0,637.0,637.0,464.0,464.0,346.0,346.0,12.0,55.0,458.0,511.0,509.0,346.0,508.2,520.5777777777778,622.5111111111111,506.0,509.0,346.0,515.0,540.0,801.0
0,508.0,508.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,515.0,515.0,515.0,515.0,515.0,511.0,511.0,511.0,511.0,503.0,503.0,533.0,533.0,532.0,532.0,532.0,526.0,526.0,526.0,526.0,516.0,516.0,516.0,509.0,509.0,509.0,509.0,509.0,509.0,515.0,515.0,801.0,801.0,778.0,778.0,778.0,775.0,775.0,775.0,775.0,637.0,637.0,637.0,464.0,464.0,346.0,346.0,346.0,346.0,305.0,305.0,12.0,37.0,496.0,503.0,515.0,305.0,508.5111111111111,521.7777777777778,614.2888888888889,503.0,509.0,305.0,515.0,533.0,801.0
0,506.0,508.0,508.0,508.0,508.0,515.0,515.0,515.0,515.0,515.0,511.0,511.0,511.0,511.0,503.0,503.0,503.0,503.0,505.0,505.0,532.0,526.0,526.0,526.0,526.0,516.0,516.0,516.0,509.0,509.0,509.0,509.0,509.0,509.0,515.0,515.0,515.0,515.0,510.0,510.0,778.0,775.0,775.0,775.0,775.0,637.0,637.0,637.0,464.0,464.0,346.0,346.0,346.0,346.0,305.0,305.0,305.0,305.0,361.0,361.0,12.0,36.0,496.0,505.0,510.0,361.0,508.1333333333333,522.3555555555556,601.4444444444445,503.0,509.0,305.0,515.0,532.0,778.0
0,508.0,508.0,515.0,515.0,515.0,515.0,515.0,511.0,511.0,511.0,511.0,503.0,503.0,503.0,503.0,505.0,505.0,505.0,505.0,505.0,526.0,526.0,516.0,516.0,516.0,509.0,509.0,509.0,509.0,509.0,509.0,515.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,500.0,775.0,775.0,637.0,637.0,637.0,464.0,464.0,346.0,346.0,346.0,346.0,305.0,305.0,305.0,305.0,361.0,361.0,361.0,361.0,494.0,12.0,40.0,496.0,505.0,500.0,494.0,507.93333333333334,522.5333333333333,593.4666666666667,503.0,500.0,305.0,515.0,526.0,775.0
0,515.0,515.0,515.0,515.0,511.0,511.0,511.0,511.0,503.0,503.0,503.0,503.0,505.0,505.0,505.0,505.0,505.0,505.0,508.0,508.0,516.0,516.0,509.0,509.0,509.0,509.0,509.0,509.0,515.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,500.0,500.0,483.0,483.0,637.0,637.0,464.0,464.0,346.0,346.0,346.0,346.0,305.0,305.0,305.0,305.0,361.0,361.0,361.0,361.0,494.0,494.0,620.0,620.0,12.0,57.0,496.0,508.0,483.0,620.0,507.8222222222222,521.2,596.0222222222222,503.0,483.0,305.0,515.0,516.0,637.0
0,515.0,511.0,511.0,511.0,511.0,503.0,503.0,503.0,503.0,505.0,505.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,504.0,504.0,509.0,509.0,509.0,509.0,509.0,515.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,500.0,500.0,483.0,483.0,483.0,492.0,492.0,464.0,346.0,346.0,346.0,346.0,305.0,305.0,305.0,305.0,361.0,361.0,361.0,361.0,494.0,494.0,620.0,620.0,620.0,678.0,678.0,12.0,57.0,496.0,504.0,492.0,678.0,507.6222222222222,518.8888888888889,602.0,503.0,483.0,305.0,515.0,515.0,678.0
0,511.0,511.0,503.0,503.0,503.0,503.0,505.0,505.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,504.0,504.0,504.0,504.0,506.0,509.0,509.0,515.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,500.0,500.0,483.0,483.0,483.0,492.0,492.0,492.0,492.0,493.0,346.0,346.0,305.0,305.0,305.0,305.0,361.0,361.0,361.0,361.0,494.0,494.0,620.0,620.0,620.0,678.0,678.0,678.0,678.0,591.0,12.0,57.0,496.0,504.0,492.0,678.0,507.4,515.9111111111112,603.1555555555556,503.0,483.0,305.0,511.0,515.0,678.0
0,503.0,503.0,505.0,505.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,504.0,504.0,504.0,504.0,504.0,506.0,506.0,506.0,506.0,515.0,515.0,510.0,510.0,510.0,510.0,500.0,500.0,483.0,483.0,483.0,492.0,492.0,492.0,492.0,492.0,493.0,493.0,493.0,493.0,305.0,305.0,361.0,361.0,361.0,361.0,494.0,494.0,620.0,620.0,620.0,678.0,678.0,678.0,678.0,678.0,591.0,591.0,591.0,591.0,12.0,57.0,496.0,506.0,493.0,591.0,507.35555555555555,511.73333333333335,589.2444444444444,503.0,483.0,305.0,508.0,515.0,678.0
0,505.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,504.0,504.0,504.0,504.0,504.0,506.0,506.0,506.0,506.0,511.0,511.0,511.0,510.0,510.0,510.0,500.0,500.0,483.0,483.0,483.0,492.0,492.0,492.0,492.0,492.0,493.0,493.0,493.0,493.0,501.0,498.0,498.0,361.0,361.0,361.0,494.0,494.0,620.0,620.0,620.0,678.0,678.0,678.0,678.0,678.0,591.0,591.0,591.0,591.0,551.0,499.0,499.0,12.0,50.0,496.0,511.0,498.0,499.0,507.64444444444445,509.15555555555557,570.5777777777778,504.0,483.0,361.0,511.0,510.0,678.0
0,505.0,505.0,508.0,508.0,508.0,504.0,504.0,504.0,504.0,504.0,506.0,506.0,506.0,506.0,511.0,511.0,511.0,511.0,511.0,508.0,500.0,500.0,483.0,483.0,483.0,492.0,492.0,492.0,492.0,492.0,493.0,493.0,493.0,493.0,501.0,498.0,498.0,498.0,498.0,487.0,494.0,494.0,620.0,620.0,620.0,678.0,678.0,678.0,678.0,678.0,591.0,591.0,591.0,591.0,551.0,499.0,499.0,499.0,499.0,453.0,12.0,50.0,496.0,508.0,487.0,453.0,507.77777777777777,506.5777777777778,549.4222222222222,504.0,483.0,453.0,511.0,501.0,678.0
0,508.0,504.0,504.0,504.0,504.0,504.0,506.0,506.0,506.0,506.0,511.0,511.0,511.0,511.0,511.0,508.0,508.0,508.0,509.0,509.0,483.0,492.0,492.0,492.0,492.0,492.0,493.0,493.0,493.0,493.0,501.0,498.0,498.0,498.0,498.0,487.0,487.0,487.0,466.0,466.0,620.0,678.0,678.0,678.0,678.0,678.0,591.0,591.0,591.0,591.0,551.0,499.0,499.0,499.0,499.0,453.0,453.0,453.0,417.0,417.0,12.0,60.0,470.0,509.0,466.0,417.0,507.9555555555556,501.6222222222222,518.4222222222222,504.0,466.0,417.0,511.0,501.0,678.0
0,504.0,504.0,506.0,506.0,506.0,506.0,511.0,511.0,511.0,511.0,511.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,492.0,492.0,493.0,493.0,493.0,493.0,501.0,498.0,498.0,498.0,498.0,487.0,487.0,487.0,466.0,466.0,466.0,466.0,480.0,480.0,678.0,678.0,591.0,591.0,591.0,591.0,551.0,499.0,499.0,499.0,499.0,453.0,453.0,453.0,417.0,417.0,417.0,417.0,403.0,403.0,12.0,50.0,373.0,506.0,480.0,403.0,507.9111111111111,496.9111111111111,485.97777777777776,504.0,466.0,403.0,511.0,501.0,678.0
0,506.0,506.0,511.0,511.0,511.0,511.0,511.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,506.0,506.0,507.0,507.0,493.0,493.0,501.0,498.0,498.0,498.0,498.0,487.0,487.0,487.0,466.0,466.0,466.0,466.0,480.0,480.0,480.0,480.0,469.0,469.0,591.0,591.0,551.0,499.0,499.0,499.0,499.0,453.0,453.0,453.0,417.0,417.0,417.0,417.0,403.0,403.0,403.0,403.0,416.0,416.0,12.0,49.0,373.0,507.0,469.0,416.0,507.15555555555557,493.3777777777778,469.6,506.0,466.0,403.0,511.0,501.0,591.0
0,511.0,511.0,511.0,511.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,512.0,498.0,498.0,498.0,498.0,487.0,487.0,487.0,466.0,466.0,466.0,466.0,480.0,480.0,480.0,480.0,469.0,469.0,469.0,469.0,484.0,499.0,499.0,499.0,499.0,453.0,453.0,453.0,417.0,417.0,417.0,417.0,403.0,403.0,403.0,403.0,416.0,416.0,416.0,416.0,419.0,9.0,49.0,373.0,512.0,484.0,419.0,506.9111111111111,491.0444444444444,471.7111111111111,506.0,466.0,403.0,512.0,498.0,499.0
0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,512.0,512.0,512.0,509.0,509.0,487.0,487.0,487.0,466.0,466.0,466.0,466.0,480.0,480.0,480.0,480.0,469.0,469.0,469.0,469.0,484.0,484.0,484.0,508.0,508.0,453.0,453.0,453.0,417.0,417.0,417.0,417.0,403.0,403.0,403.0,403.0,416.0,416.0,416.0,416.0,419.0,419.0,419.0,428.0,428.0,9.0,49.0,373.0,509.0,508.0,428.0,507.22222222222223,489.6222222222222,480.4222222222222,506.0,466.0,403.0,512.0,508.0,453.0
0,509.0,509.0,509.0,509.0,506.0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,508.0,466.0,466.0,466.0,466.0,480.0,480.0,480.0,480.0,469.0,469.0,469.0,469.0,484.0,484.0,484.0,508.0,508.0,508.0,508.0,539.0,417.0,417.0,417.0,417.0,403.0,403.0,403.0,403.0,416.0,416.0,416.0,416.0,419.0,419.0,419.0,428.0,428.0,428.0,428.0,453.0,8.0,73.0,317.0,508.0,539.0,453.0,507.55555555555554,489.9555555555556,487.93333333333334,506.0,466.0,403.0,512.0,539.0,453.0
0,506.0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,508.0,508.0,508.0,507.0,507.0,480.0,480.0,480.0,480.0,469.0,469.0,469.0,469.0,484.0,484.0,484.0,508.0,508.0,508.0,508.0,539.0,539.0,539.0,525.0,525.0,403.0,403.0,403.0,403.0,416.0,416.0,416.0,416.0,419.0,419.0,419.0,428.0,428.0,428.0,428.0,453.0,453.0,453.0,478.0,478.0,8.0,73.0,275.0,507.0,525.0,478.0,507.77777777777777,492.1333333333333,494.26666666666665,506.0,469.0,403.0,512.0,539.0,478.0
0,507.0,507.0,507.0,507.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,505.0,505.0,469.0,469.0,469.0,469.0,484.0,484.0,484.0,508.0,508.0,508.0,508.0,539.0,539.0,539.0,525.0,525.0,525.0,525.0,546.0,546.0,416.0,416.0,416.0,416.0,419.0,419.0,419.0,428.0,428.0,428.0,428.0,453.0,453.0,453.0,478.0,478.0,478.0,478.0,492.0,492.0,8.0,80.0,275.0,505.0,546.0,492.0,507.6666666666667,496.4222222222222,485.06666666666666,505.0,469.0,416.0,512.0,546.0,492.0
0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,505.0,505.0,505.0,505.0,508.0,508.0,484.0,484.0,484.0,508.0,508.0,508.0,508.0,539.0,539.0,539.0,525.0,525.0,525.0,525.0,546.0,546.0,546.0,546.0,534.0,534.0,419.0,419.0,419.0,428.0,428.0,428.0,428.0,453.0,453.0,453.0,478.0,478.0,478.0,478.0,492.0,492.0,492.0,492.0,503.0,503.0,8.0,80.0,275.0,508.0,534.0,503.0,507.8888888888889,500.68888888888887,469.02222222222224,505.0,484.0,419.0,512.0,546.0,503.0
0,509.0,509.0,509.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,508.0,506.0,506.0,508.0,508.0,508.0,539.0,539.0,539.0,525.0,525.0,525.0,525.0,546.0,546.0,546.0,546.0,534.0,534.0,534.0,534.0,534.0,534.0,428.0,428.0,428.0,453.0,453.0,453.0,478.0,478.0,478.0,478.0,492.0,492.0,492.0,492.0,503.0,503.0,503.0,503.0,507.0,507.0,7.0,80.0,188.0,506.0,534.0,507.0,508.02222222222224,504.35555555555555,459.44444444444446,505.0,508.0,428.0,509.0,546.0,507.0
0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,508.0,508.0,539.0,539.0,539.0,525.0,525.0,525.0,525.0,546.0,546.0,546.0,546.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,528.0,528.0,453.0,453.0,453.0,478.0,478.0,478.0,478.0,492.0,492.0,492.0,492.0,503.0,503.0,503.0,503.0,507.0,507.0,507.0,510.0,510.0,7.0,80.0,107.0,508.0,528.0,510.0,507.8888888888889,506.53333333333336,456.9111111111111,505.0,525.0,453.0,508.0,546.0,510.0
0,507.0,507.0,507.0,507.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,508.0,508.0,508.0,507.0,507.0,525.0,525.0,525.0,525.0,546.0,546.0,546.0,546.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,528.0,528.0,528.0,514.0,514.0,478.0,478.0,478.0,478.0,492.0,492.0,492.0,492.0,503.0,503.0,503.0,503.0,507.0,507.0,507.0,510.0,510.0,510.0,519.0,519.0,7.0,80.0,116.0,507.0,514.0,519.0,507.64444444444445,507.9111111111111,458.0444444444444,505.0,514.0,478.0,508.0,546.0,519.0
0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,509.0,509.0,546.0,546.0,546.0,546.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,528.0,528.0,528.0,514.0,514.0,514.0,514.0,515.0,515.0,492.0,492.0,492.0,492.0,503.0,503.0,503.0,503.0,507.0,507.0,507.0,510.0,510.0,510.0,519.0,519.0,519.0,519.0,515.0,515.0,7.0,80.0,116.0,509.0,515.0,515.0,507.6222222222222,510.8222222222222,464.53333333333336,505.0,514.0,492.0,509.0,546.0,519.0
0,505.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,509.0,509.0,509.0,509.0,512.0,546.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,528.0,528.0,528.0,514.0,514.0,514.0,514.0,515.0,515.0,515.0,515.0,493.0,492.0,503.0,503.0,503.0,503.0,507.0,507.0,507.0,510.0,510.0,510.0,519.0,519.0,519.0,519.0,515.0,515.0,515.0,515.0,479.0,7.0,77.0,116.0,512.0,493.0,479.0,507.68888888888887,513.6,470.26666666666665,505.0,493.0,479.0,512.0,546.0,519.0
0,508.0,506.0,506.0,506.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,509.0,509.0,509.0,509.0,512.0,512.0,512.0,509.0,509.0,534.0,534.0,534.0,534.0,528.0,528.0,528.0,514.0,514.0,514.0,514.0,515.0,515.0,515.0,515.0,493.0,493.0,493.0,486.0,486.0,503.0,507.0,507.0,507.0,510.0,510.0,510.0,519.0,519.0,519.0,519.0,515.0,515.0,515.0,515.0,479.0,479.0,479.0,429.0,429.0,7.0,77.0,103.0,509.0,486.0,429.0,508.0888888888889,514.4444444444445,474.8,506.0,486.0,429.0,512.0,534.0,519.0
0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,509.0,509.0,509.0,509.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,507.0,507.0,528.0,528.0,528.0,514.0,514.0,514.0,514.0,515.0,515.0,515.0,515.0,493.0,493.0,493.0,486.0,486.0,486.0,486.0,482.0,482.0,510.0,510.0,510.0,519.0,519.0,519.0,519.0,515.0,515.0,515.0,515.0,479.0,479.0,479.0,429.0,429.0,429.0,429.0,353.0,353.0,7.0,64.0,166.0,507.0,482.0,353.0,508.22222222222223,515.8666666666667,474.26666666666665,507.0,482.0,353.0,512.0,528.0,519.0
0,507.0,507.0,509.0,509.0,509.0,509.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,508.0,508.0,514.0,514.0,515.0,515.0,515.0,515.0,493.0,493.0,493.0,486.0,486.0,486.0,486.0,486.0,482.0,482.0,482.0,482.0,502.0,502.0,519.0,519.0,515.0,515.0,515.0,515.0,479.0,479.0,479.0,429.0,429.0,429.0,429.0,429.0,353.0,353.0,353.0,353.0,311.0,311.0,7.0,64.0,208.0,508.0,502.0,311.0,507.84444444444443,515.4666666666667,464.6666666666667,507.0,482.0,311.0,512.0,515.0,519.0
0,509.0,509.0,509.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,508.0,508.0,508.0,509.0,509.0,515.0,515.0,515.0,493.0,493.0,493.0,486.0,486.0,486.0,486.0,486.0,482.0,482.0,482.0,482.0,502.0,502.0,502.0,494.0,494.0,515.0,515.0,515.0,479.0,479.0,479.0,429.0,429.0,429.0,429.0,429.0,353.0,353.0,353.0,353.0,311.0,311.0,311.0,281.0,281.0,7.0,64.0,238.0,509.0,494.0,281.0,507.84444444444443,514.0222222222222,454.97777777777776,507.0,482.0,281.0,512.0,515.0,515.0
0,512.0,512.0,509.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,493.0,493.0,486.0,486.0,486.0,486.0,486.0,482.0,482.0,482.0,482.0,502.0,502.0,502.0,494.0,494.0,494.0,494.0,505.0,505.0,479.0,479.0,429.0,429.0,429.0,429.0,429.0,353.0,353.0,353.0,353.0,311.0,311.0,311.0,281.0,281.0,281.0,281.0,299.0,299.0,7.0,64.0,238.0,506.0,505.0,299.0,507.84444444444443,511.1333333333333,439.3777777777778,506.0,482.0,281.0,512.0,505.0,479.0
0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,506.0,506.0,505.0,505.0,486.0,486.0,486.0,482.0,482.0,482.0,482.0,502.0,502.0,502.0,494.0,494.0,494.0,494.0,505.0,505.0,505.0,505.0,503.0,503.0,429.0,429.0,429.0,353.0,353.0,353.0,353.0,311.0,311.0,311.0,281.0,281.0,281.0,281.0,299.0,299.0,299.0,299.0,354.0,354.0,7.0,64.0,238.0,505.0,503.0,354.0,507.8,508.3333333333333,425.2888888888889,505.0,482.0,281.0,509.0,505.0,429.0
0,507.0,507.0,507.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,505.0,505.0,482.0,482.0,482.0,502.0,502.0,502.0,494.0,494.0,494.0,494.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,488.0,488.0,353.0,353.0,353.0,311.0,311.0,311.0,281.0,281.0,281.0,281.0,299.0,299.0,299.0,299.0,354.0,354.0,354.0,354.0,393.0,393.0,7.0,52.0,238.0,505.0,488.0,393.0,507.6666666666667,504.3777777777778,414.26666666666665,505.0,482.0,281.0,509.0,505.0,393.0
0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,506.0,502.0,502.0,494.0,494.0,494.0,494.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,488.0,488.0,488.0,488.0,488.0,500.0,311.0,311.0,281.0,281.0,281.0,281.0,299.0,299.0,299.0,299.0,354.0,354.0,354.0,354.0,393.0,393.0,393.0,393.0,393.0,326.0,7.0,52.0,238.0,506.0,500.0,326.0,507.5111111111111,500.55555555555554,402.8222222222222,505.0,488.0,281.0,509.0,505.0,393.0
0,509.0,509.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,506.0,506.0,506.0,509.0,509.0,494.0,494.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,488.0,488.0,488.0,488.0,488.0,500.0,500.0,500.0,489.0,489.0,281.0,281.0,299.0,299.0,299.0,299.0,354.0,354.0,354.0,354.0,393.0,393.0,393.0,393.0,393.0,326.0,326.0,326.0,360.0,360.0,7.0,33.0,238.0,509.0,489.0,360.0,507.5111111111111,497.44444444444446,388.0444444444444,505.0,488.0,281.0,509.0,505.0,393.0
0,506.0,506.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,506.0,506.0,506.0,509.0,509.0,509.0,509.0,511.0,511.0,505.0,505.0,503.0,503.0,503.0,503.0,488.0,488.0,488.0,488.0,488.0,500.0,500.0,500.0,489.0,489.0,489.0,489.0,479.0,479.0,299.0,299.0,354.0,354.0,354.0,354.0,393.0,393.0,393.0,393.0,393.0,326.0,326.0,326.0,360.0,360.0,360.0,360.0,491.0,491.0,7.0,36.0,234.0,511.0,479.0,491.0,507.77777777777777,494.77777777777777,379.73333333333335,505.0,479.0,299.0,511.0,505.0,491.0
0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,506.0,506.0,506.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,513.0,513.0,503.0,503.0,488.0,488.0,488.0,488.0,488.0,500.0,500.0,500.0,489.0,489.0,489.0,489.0,479.0,479.0,479.0,479.0,482.0,482.0,354.0,354.0,393.0,393.0,393.0,393.0,393.0,326.0,326.0,326.0,360.0,360.0,360.0,360.0,491.0,491.0,491.0,491.0,677.0,677.0,8.0,26.0,396.0,513.0,482.0,677.0,508.0444444444444,491.7111111111111,385.8666666666667,505.0,479.0,326.0,513.0,503.0,677.0
0,505.0,505.0,505.0,506.0,506.0,506.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,513.0,513.0,513.0,513.0,511.0,511.0,488.0,488.0,488.0,500.0,500.0,500.0,489.0,489.0,489.0,489.0,479.0,479.0,479.0,479.0,482.0,482.0,482.0,482.0,491.0,491.0,393.0,393.0,393.0,326.0,326.0,326.0,360.0,360.0,360.0,360.0,491.0,491.0,491.0,491.0,677.0,677.0,677.0,677.0,826.0,826.0,8.0,26.0,545.0,511.0,491.0,826.0,508.1111111111111,491.2888888888889,411.2,505.0,479.0,326.0,513.0,500.0,826.0
