,emg_0,emg_1,emg_2,emg_med_0,emg_med_1,emg_med_2,emg_max_0,emg_max_1,emg_max_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_min_0,emg_min_1,emg_min_2
0,509.0,549.0,509.0,510.31111111111113,499.26666666666665,517.2,515.0,549.0,544.0,506.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,515.0,515.0,515.0,515.0,512.0,512.0,512.0,512.0,512.0,512.0,509.0,509.0,496.0,508.0,508.0,508.0,508.0,520.0,520.0,520.0,529.0,529.0,529.0,529.0,538.0,538.0,538.0,547.0,547.0,547.0,549.0,549.0,497.0,445.0,445.0,445.0,445.0,442.0,442.0,442.0,508.0,508.0,508.0,508.0,544.0,544.0,544.0,543.0,543.0,543.0,509.0,509.0,19.0,83.0,164.0,506.0,496.0,442.0
0,503.0,555.0,491.0,509.8,506.06666666666666,508.24444444444447,515.0,555.0,544.0,511.0,510.0,510.0,510.0,515.0,515.0,515.0,515.0,512.0,512.0,512.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,509.0,503.0,508.0,520.0,520.0,520.0,529.0,529.0,529.0,529.0,538.0,538.0,538.0,547.0,547.0,547.0,549.0,549.0,549.0,549.0,549.0,555.0,445.0,442.0,442.0,442.0,508.0,508.0,508.0,508.0,544.0,544.0,544.0,543.0,543.0,543.0,509.0,509.0,509.0,509.0,509.0,491.0,19.0,89.0,164.0,503.0,508.0,442.0
0,510.0,547.0,479.0,509.9555555555556,513.4888888888889,499.1111111111111,515.0,555.0,544.0,515.0,515.0,515.0,515.0,512.0,512.0,512.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,509.0,503.0,503.0,503.0,510.0,510.0,529.0,529.0,529.0,529.0,538.0,538.0,538.0,547.0,547.0,547.0,549.0,549.0,549.0,549.0,549.0,555.0,555.0,555.0,547.0,547.0,508.0,508.0,508.0,508.0,544.0,544.0,544.0,543.0,543.0,543.0,509.0,509.0,509.0,509.0,509.0,491.0,491.0,491.0,479.0,479.0,19.0,89.0,102.0,503.0,529.0,479.0
0,511.0,536.0,529.0,509.44444444444446,520.0444444444445,498.35555555555555,512.0,555.0,544.0,512.0,512.0,512.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,509.0,503.0,503.0,503.0,510.0,510.0,510.0,510.0,510.0,511.0,538.0,538.0,538.0,547.0,547.0,547.0,549.0,549.0,549.0,549.0,549.0,555.0,555.0,555.0,547.0,547.0,547.0,547.0,547.0,536.0,544.0,544.0,544.0,543.0,543.0,543.0,509.0,509.0,509.0,509.0,509.0,491.0,491.0,491.0,479.0,479.0,479.0,479.0,479.0,529.0,19.0,83.0,102.0,503.0,536.0,479.0
0,511.0,529.0,544.0,509.68888888888887,524.0222222222222,501.75555555555553,512.0,555.0,544.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,509.0,503.0,503.0,503.0,510.0,510.0,510.0,510.0,510.0,511.0,511.0,511.0,511.0,547.0,547.0,547.0,549.0,549.0,549.0,549.0,549.0,555.0,555.0,555.0,547.0,547.0,547.0,547.0,547.0,536.0,536.0,536.0,529.0,543.0,543.0,543.0,509.0,509.0,509.0,509.0,509.0,491.0,491.0,491.0,479.0,479.0,479.0,479.0,479.0,529.0,529.0,529.0,544.0,14.0,80.0,102.0,503.0,529.0,479.0
0,517.0,519.0,533.0,510.26666666666665,527.3111111111111,503.9555555555556,517.0,555.0,544.0,509.0,509.0,509.0,509.0,509.0,503.0,503.0,503.0,510.0,510.0,510.0,510.0,510.0,511.0,511.0,511.0,511.0,511.0,511.0,517.0,549.0,549.0,549.0,549.0,549.0,555.0,555.0,555.0,547.0,547.0,547.0,547.0,547.0,536.0,536.0,536.0,529.0,529.0,529.0,519.0,509.0,509.0,509.0,509.0,509.0,491.0,491.0,491.0,479.0,479.0,479.0,479.0,479.0,529.0,529.0,529.0,544.0,544.0,544.0,533.0,14.0,78.0,102.0,503.0,519.0,479.0
0,507.0,507.0,516.0,510.55555555555554,530.4444444444445,503.7111111111111,517.0,555.0,544.0,509.0,503.0,503.0,503.0,510.0,510.0,510.0,510.0,510.0,511.0,511.0,511.0,511.0,511.0,511.0,517.0,517.0,517.0,517.0,507.0,549.0,555.0,555.0,555.0,547.0,547.0,547.0,547.0,547.0,536.0,536.0,536.0,529.0,529.0,529.0,519.0,519.0,519.0,519.0,507.0,509.0,491.0,491.0,491.0,479.0,479.0,479.0,479.0,479.0,529.0,529.0,529.0,544.0,544.0,544.0,533.0,533.0,533.0,533.0,516.0,14.0,59.0,102.0,503.0,507.0,479.0
0,501.0,499.0,501.0,510.3777777777778,531.0666666666667,504.73333333333335,517.0,547.0,544.0,510.0,510.0,510.0,510.0,510.0,511.0,511.0,511.0,511.0,511.0,511.0,517.0,517.0,517.0,517.0,507.0,507.0,507.0,501.0,501.0,547.0,547.0,547.0,547.0,547.0,536.0,536.0,536.0,529.0,529.0,529.0,519.0,519.0,519.0,519.0,507.0,507.0,507.0,499.0,499.0,479.0,479.0,479.0,479.0,479.0,529.0,529.0,529.0,544.0,544.0,544.0,533.0,533.0,533.0,533.0,516.0,516.0,516.0,501.0,501.0,16.0,56.0,102.0,501.0,499.0,479.0
0,504.0,488.0,529.0,509.55555555555554,530.0222222222222,510.3333333333333,517.0,547.0,544.0,510.0,511.0,511.0,511.0,511.0,511.0,511.0,517.0,517.0,517.0,517.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,501.0,504.0,547.0,536.0,536.0,536.0,529.0,529.0,529.0,519.0,519.0,519.0,519.0,507.0,507.0,507.0,499.0,499.0,499.0,499.0,499.0,488.0,479.0,529.0,529.0,529.0,544.0,544.0,544.0,533.0,533.0,533.0,533.0,516.0,516.0,516.0,501.0,501.0,501.0,501.0,501.0,529.0,16.0,67.0,102.0,501.0,488.0,479.0
0,505.0,477.0,526.0,508.93333333333334,526.7333333333333,516.5333333333333,517.0,529.0,544.0,511.0,511.0,511.0,517.0,517.0,517.0,517.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,501.0,504.0,504.0,504.0,505.0,505.0,529.0,529.0,529.0,519.0,519.0,519.0,519.0,507.0,507.0,507.0,499.0,499.0,499.0,499.0,499.0,488.0,488.0,488.0,477.0,477.0,544.0,544.0,544.0,533.0,533.0,533.0,533.0,516.0,516.0,516.0,501.0,501.0,501.0,501.0,501.0,529.0,529.0,529.0,526.0,526.0,16.0,78.0,65.0,501.0,477.0,501.0
0,506.0,468.0,509.0,508.15555555555557,521.5111111111111,516.5777777777778,517.0,519.0,533.0,517.0,517.0,517.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,501.0,504.0,504.0,504.0,504.0,505.0,505.0,505.0,506.0,506.0,519.0,519.0,519.0,507.0,507.0,507.0,499.0,499.0,499.0,499.0,499.0,488.0,488.0,488.0,488.0,477.0,477.0,477.0,468.0,468.0,533.0,533.0,533.0,516.0,516.0,516.0,501.0,501.0,501.0,501.0,501.0,529.0,529.0,529.0,529.0,526.0,526.0,526.0,509.0,509.0,16.0,87.0,65.0,501.0,468.0,501.0
0,502.0,464.0,474.0,507.6666666666667,516.5555555555555,513.4888888888889,507.0,507.0,529.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,501.0,504.0,504.0,504.0,504.0,505.0,505.0,505.0,506.0,506.0,506.0,506.0,502.0,507.0,507.0,507.0,499.0,499.0,499.0,499.0,499.0,488.0,488.0,488.0,488.0,477.0,477.0,477.0,468.0,468.0,468.0,468.0,464.0,516.0,516.0,516.0,501.0,501.0,501.0,501.0,501.0,529.0,529.0,529.0,529.0,526.0,526.0,526.0,509.0,509.0,509.0,509.0,474.0,16.0,91.0,70.0,501.0,464.0,474.0
0,499.0,464.0,447.0,506.93333333333334,510.97777777777776,508.44444444444446,506.0,499.0,529.0,501.0,501.0,501.0,501.0,501.0,504.0,504.0,504.0,504.0,505.0,505.0,505.0,506.0,506.0,506.0,506.0,502.0,502.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,488.0,488.0,488.0,488.0,477.0,477.0,477.0,468.0,468.0,468.0,468.0,464.0,464.0,464.0,464.0,501.0,501.0,501.0,501.0,501.0,529.0,529.0,529.0,529.0,526.0,526.0,526.0,509.0,509.0,509.0,509.0,474.0,474.0,447.0,447.0,18.0,91.0,97.0,499.0,464.0,447.0
0,498.0,476.0,462.0,506.22222222222223,505.84444444444443,504.97777777777776,506.0,499.0,529.0,501.0,501.0,504.0,504.0,504.0,504.0,505.0,505.0,505.0,506.0,506.0,506.0,506.0,502.0,502.0,499.0,499.0,499.0,498.0,498.0,499.0,499.0,488.0,488.0,488.0,488.0,477.0,477.0,477.0,468.0,468.0,468.0,468.0,464.0,464.0,464.0,464.0,464.0,476.0,476.0,501.0,501.0,529.0,529.0,529.0,529.0,526.0,526.0,526.0,509.0,509.0,509.0,509.0,474.0,474.0,447.0,447.0,447.0,462.0,462.0,19.0,91.0,97.0,498.0,464.0,447.0
0,512.0,476.0,515.0,506.1777777777778,502.46666666666664,504.46666666666664,512.0,488.0,529.0,504.0,504.0,504.0,504.0,505.0,505.0,505.0,506.0,506.0,506.0,506.0,502.0,502.0,499.0,499.0,499.0,498.0,498.0,512.0,512.0,488.0,488.0,488.0,488.0,477.0,477.0,477.0,468.0,468.0,468.0,468.0,464.0,464.0,464.0,464.0,464.0,476.0,476.0,476.0,476.0,529.0,529.0,529.0,529.0,526.0,526.0,526.0,509.0,509.0,509.0,509.0,474.0,474.0,447.0,447.0,447.0,462.0,462.0,515.0,515.0,19.0,91.0,97.0,498.0,464.0,447.0
0,514.0,485.0,553.0,506.8,494.6222222222222,509.6222222222222,514.0,485.0,553.0,505.0,505.0,506.0,506.0,506.0,506.0,502.0,502.0,499.0,499.0,499.0,498.0,498.0,498.0,512.0,512.0,512.0,512.0,514.0,514.0,477.0,477.0,468.0,468.0,468.0,468.0,464.0,464.0,464.0,464.0,464.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,485.0,485.0,526.0,526.0,509.0,509.0,509.0,509.0,474.0,474.0,447.0,447.0,447.0,462.0,462.0,462.0,515.0,515.0,515.0,515.0,553.0,553.0,19.0,83.0,106.0,498.0,464.0,447.0
0,514.0,485.0,553.0,507.1111111111111,489.6,513.9777777777778,514.0,485.0,553.0,506.0,506.0,502.0,502.0,499.0,499.0,499.0,498.0,498.0,498.0,512.0,512.0,512.0,512.0,514.0,514.0,514.0,514.0,514.0,514.0,468.0,468.0,464.0,464.0,464.0,464.0,464.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,485.0,485.0,485.0,485.0,485.0,485.0,509.0,509.0,474.0,474.0,447.0,447.0,447.0,462.0,462.0,462.0,515.0,515.0,515.0,515.0,553.0,553.0,553.0,553.0,553.0,553.0,19.0,72.0,106.0,498.0,464.0,447.0
0,514.0,503.0,531.0,507.0,487.35555555555555,514.2888888888889,514.0,503.0,553.0,502.0,499.0,499.0,499.0,498.0,498.0,498.0,512.0,512.0,512.0,512.0,514.0,514.0,514.0,514.0,514.0,514.0,507.0,507.0,514.0,464.0,464.0,464.0,464.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,485.0,485.0,485.0,485.0,485.0,485.0,495.0,495.0,503.0,474.0,447.0,447.0,447.0,462.0,462.0,462.0,515.0,515.0,515.0,515.0,553.0,553.0,553.0,553.0,553.0,553.0,550.0,550.0,531.0,19.0,65.0,106.0,498.0,464.0,447.0
0,513.0,515.0,507.0,506.8666666666667,486.8666666666667,512.3111111111111,514.0,515.0,553.0,499.0,498.0,498.0,498.0,512.0,512.0,512.0,512.0,514.0,514.0,514.0,514.0,514.0,514.0,507.0,507.0,514.0,513.0,513.0,513.0,464.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,485.0,485.0,485.0,485.0,485.0,485.0,495.0,495.0,503.0,515.0,515.0,515.0,447.0,462.0,462.0,462.0,515.0,515.0,515.0,515.0,553.0,553.0,553.0,553.0,553.0,553.0,550.0,550.0,531.0,507.0,507.0,507.0,19.0,55.0,106.0,498.0,464.0,447.0
0,505.0,526.0,517.0,506.46666666666664,487.35555555555555,511.4,514.0,526.0,553.0,498.0,512.0,512.0,512.0,512.0,514.0,514.0,514.0,514.0,514.0,514.0,507.0,507.0,514.0,513.0,513.0,513.0,513.0,505.0,505.0,476.0,476.0,476.0,476.0,476.0,485.0,485.0,485.0,485.0,485.0,485.0,495.0,495.0,503.0,515.0,515.0,515.0,515.0,526.0,526.0,462.0,515.0,515.0,515.0,515.0,553.0,553.0,553.0,553.0,553.0,553.0,550.0,550.0,531.0,507.0,507.0,507.0,507.0,517.0,517.0,16.0,62.0,106.0,498.0,476.0,462.0
0,512.0,536.0,502.0,506.7111111111111,489.6222222222222,511.8222222222222,514.0,536.0,553.0,512.0,514.0,514.0,514.0,514.0,514.0,514.0,507.0,507.0,514.0,513.0,513.0,513.0,513.0,505.0,505.0,505.0,505.0,505.0,512.0,476.0,485.0,485.0,485.0,485.0,485.0,485.0,495.0,495.0,503.0,515.0,515.0,515.0,515.0,526.0,526.0,526.0,526.0,526.0,536.0,515.0,553.0,553.0,553.0,553.0,553.0,553.0,550.0,550.0,531.0,507.0,507.0,507.0,507.0,517.0,517.0,517.0,517.0,517.0,502.0,16.0,72.0,106.0,505.0,476.0,502.0
0,515.0,542.0,483.0,507.5111111111111,492.22222222222223,511.46666666666664,515.0,542.0,553.0,514.0,514.0,514.0,514.0,507.0,507.0,514.0,513.0,513.0,513.0,513.0,505.0,505.0,505.0,505.0,505.0,512.0,512.0,512.0,515.0,485.0,485.0,485.0,485.0,495.0,495.0,503.0,515.0,515.0,515.0,515.0,526.0,526.0,526.0,526.0,526.0,536.0,536.0,536.0,542.0,553.0,553.0,553.0,553.0,550.0,550.0,531.0,507.0,507.0,507.0,507.0,517.0,517.0,517.0,517.0,517.0,502.0,502.0,502.0,483.0,17.0,78.0,106.0,505.0,485.0,483.0
0,510.0,551.0,481.0,508.1333333333333,496.02222222222224,508.35555555555555,515.0,551.0,553.0,514.0,507.0,507.0,514.0,513.0,513.0,513.0,513.0,505.0,505.0,505.0,505.0,505.0,512.0,512.0,512.0,515.0,515.0,515.0,510.0,485.0,495.0,495.0,503.0,515.0,515.0,515.0,515.0,526.0,526.0,526.0,526.0,526.0,536.0,536.0,536.0,542.0,542.0,542.0,551.0,553.0,550.0,550.0,531.0,507.0,507.0,507.0,507.0,517.0,517.0,517.0,517.0,517.0,502.0,502.0,502.0,483.0,483.0,483.0,481.0,17.0,87.0,106.0,505.0,485.0,481.0
0,510.0,553.0,487.0,508.6,502.44444444444446,504.55555555555554,515.0,553.0,517.0,513.0,513.0,513.0,513.0,505.0,505.0,505.0,505.0,505.0,512.0,512.0,512.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,510.0,515.0,515.0,515.0,515.0,526.0,526.0,526.0,526.0,526.0,536.0,536.0,536.0,542.0,542.0,542.0,551.0,551.0,551.0,553.0,553.0,507.0,507.0,507.0,507.0,517.0,517.0,517.0,517.0,517.0,502.0,502.0,502.0,483.0,483.0,483.0,481.0,481.0,481.0,487.0,487.0,17.0,89.0,106.0,505.0,515.0,481.0
0,505.0,553.0,486.0,508.64444444444445,508.1111111111111,503.0444444444444,515.0,553.0,517.0,513.0,505.0,505.0,505.0,505.0,505.0,512.0,512.0,512.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,510.0,510.0,505.0,505.0,515.0,526.0,526.0,526.0,526.0,526.0,536.0,536.0,536.0,542.0,542.0,542.0,551.0,551.0,551.0,553.0,553.0,553.0,553.0,553.0,507.0,517.0,517.0,517.0,517.0,517.0,502.0,502.0,502.0,483.0,483.0,483.0,481.0,481.0,481.0,487.0,487.0,487.0,486.0,486.0,17.0,89.0,106.0,505.0,515.0,481.0
0,511.0,548.0,525.0,509.02222222222224,513.7333333333333,504.8,515.0,553.0,525.0,505.0,505.0,505.0,512.0,512.0,512.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,510.0,510.0,505.0,505.0,505.0,511.0,511.0,526.0,526.0,526.0,536.0,536.0,536.0,542.0,542.0,542.0,551.0,551.0,551.0,553.0,553.0,553.0,553.0,553.0,553.0,548.0,548.0,517.0,517.0,517.0,502.0,502.0,502.0,483.0,483.0,483.0,481.0,481.0,481.0,487.0,487.0,487.0,486.0,486.0,486.0,525.0,525.0,17.0,89.0,106.0,505.0,526.0,481.0
0,510.0,536.0,544.0,509.77777777777777,518.8,510.84444444444443,515.0,553.0,544.0,512.0,512.0,512.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,510.0,510.0,505.0,505.0,505.0,511.0,511.0,511.0,510.0,510.0,536.0,536.0,536.0,542.0,542.0,542.0,551.0,551.0,551.0,553.0,553.0,553.0,553.0,553.0,553.0,548.0,548.0,548.0,536.0,536.0,502.0,502.0,502.0,483.0,483.0,483.0,481.0,481.0,481.0,487.0,487.0,487.0,486.0,486.0,486.0,525.0,525.0,525.0,544.0,544.0,17.0,77.0,91.0,505.0,536.0,481.0
0,510.0,526.0,536.0,510.31111111111113,521.2444444444444,514.3111111111111,515.0,553.0,544.0,512.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,510.0,510.0,505.0,505.0,505.0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,536.0,542.0,542.0,542.0,551.0,551.0,551.0,553.0,553.0,553.0,553.0,553.0,553.0,548.0,548.0,548.0,536.0,536.0,536.0,526.0,502.0,483.0,483.0,483.0,481.0,481.0,481.0,487.0,487.0,487.0,486.0,486.0,486.0,525.0,525.0,525.0,544.0,544.0,544.0,536.0,17.0,77.0,91.0,505.0,526.0,481.0
0,512.0,518.0,558.0,510.4888888888889,525.5111111111111,517.8444444444444,512.0,553.0,558.0,510.0,510.0,510.0,510.0,510.0,510.0,505.0,505.0,505.0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,551.0,551.0,551.0,553.0,553.0,553.0,553.0,553.0,553.0,548.0,548.0,548.0,536.0,536.0,536.0,526.0,526.0,526.0,518.0,518.0,481.0,481.0,481.0,487.0,487.0,487.0,486.0,486.0,486.0,525.0,525.0,525.0,544.0,544.0,544.0,536.0,536.0,536.0,558.0,558.0,10.0,77.0,77.0,505.0,518.0,481.0
0,503.0,505.0,545.0,509.9555555555556,528.0666666666667,518.5555555555555,512.0,553.0,558.0,510.0,510.0,505.0,505.0,505.0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,503.0,503.0,553.0,553.0,553.0,553.0,553.0,548.0,548.0,548.0,536.0,536.0,536.0,526.0,526.0,526.0,526.0,518.0,518.0,518.0,505.0,505.0,487.0,487.0,486.0,486.0,486.0,525.0,525.0,525.0,544.0,544.0,544.0,536.0,536.0,536.0,536.0,558.0,558.0,558.0,545.0,545.0,12.0,68.0,77.0,503.0,505.0,486.0
0,508.0,491.0,505.0,509.35555555555555,529.0,516.1333333333333,512.0,553.0,558.0,505.0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,503.0,503.0,503.0,503.0,508.0,508.0,553.0,548.0,548.0,548.0,536.0,536.0,536.0,526.0,526.0,526.0,526.0,518.0,518.0,518.0,505.0,505.0,505.0,505.0,491.0,491.0,486.0,525.0,525.0,525.0,544.0,544.0,544.0,536.0,536.0,536.0,536.0,558.0,558.0,558.0,545.0,545.0,545.0,545.0,505.0,505.0,12.0,62.0,77.0,503.0,491.0,486.0
0,508.0,481.0,510.0,509.24444444444447,528.4222222222222,514.6666666666666,512.0,548.0,558.0,511.0,511.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,503.0,503.0,503.0,503.0,508.0,508.0,508.0,508.0,548.0,548.0,536.0,536.0,536.0,526.0,526.0,526.0,526.0,518.0,518.0,518.0,505.0,505.0,505.0,505.0,491.0,491.0,481.0,481.0,525.0,525.0,544.0,544.0,544.0,536.0,536.0,536.0,536.0,558.0,558.0,558.0,545.0,545.0,545.0,545.0,505.0,505.0,510.0,510.0,12.0,72.0,77.0,503.0,481.0,505.0
0,509.0,473.0,498.0,508.84444444444443,525.0444444444445,514.4,512.0,536.0,558.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,503.0,503.0,503.0,503.0,508.0,508.0,508.0,508.0,508.0,508.0,509.0,509.0,536.0,526.0,526.0,526.0,526.0,518.0,518.0,518.0,505.0,505.0,505.0,505.0,491.0,491.0,491.0,481.0,481.0,481.0,473.0,473.0,544.0,536.0,536.0,536.0,536.0,558.0,558.0,558.0,545.0,545.0,545.0,545.0,505.0,505.0,505.0,510.0,510.0,510.0,498.0,498.0,12.0,80.0,77.0,503.0,473.0,498.0
0,506.0,467.0,472.0,509.06666666666666,520.0666666666667,511.55555555555554,512.0,526.0,558.0,510.0,512.0,512.0,512.0,503.0,503.0,503.0,503.0,508.0,508.0,508.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,526.0,518.0,518.0,518.0,505.0,505.0,505.0,505.0,491.0,491.0,491.0,481.0,481.0,481.0,473.0,473.0,473.0,473.0,467.0,467.0,536.0,558.0,558.0,558.0,545.0,545.0,545.0,545.0,505.0,505.0,505.0,510.0,510.0,510.0,498.0,498.0,498.0,498.0,472.0,472.0,12.0,86.0,86.0,503.0,467.0,472.0
0,503.0,467.0,474.0,508.68888888888887,515.6888888888889,509.31111111111113,512.0,518.0,558.0,512.0,503.0,503.0,503.0,503.0,508.0,508.0,508.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,506.0,503.0,503.0,518.0,505.0,505.0,505.0,505.0,491.0,491.0,491.0,481.0,481.0,481.0,473.0,473.0,473.0,473.0,467.0,467.0,467.0,467.0,467.0,558.0,545.0,545.0,545.0,545.0,505.0,505.0,505.0,510.0,510.0,510.0,498.0,498.0,498.0,498.0,472.0,472.0,472.0,474.0,474.0,12.0,86.0,86.0,503.0,467.0,472.0
0,499.0,470.0,490.0,507.77777777777777,510.9555555555556,509.0,509.0,505.0,545.0,503.0,503.0,508.0,508.0,508.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,506.0,503.0,503.0,503.0,499.0,499.0,505.0,505.0,491.0,491.0,491.0,481.0,481.0,481.0,473.0,473.0,473.0,473.0,467.0,467.0,467.0,467.0,467.0,467.0,470.0,470.0,545.0,545.0,505.0,505.0,505.0,510.0,510.0,510.0,498.0,498.0,498.0,498.0,472.0,472.0,472.0,474.0,474.0,474.0,490.0,490.0,16.0,86.0,86.0,499.0,467.0,472.0
0,504.0,478.0,516.0,507.15555555555557,506.1111111111111,510.7111111111111,509.0,491.0,516.0,508.0,508.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,506.0,503.0,503.0,503.0,499.0,499.0,499.0,504.0,504.0,491.0,491.0,481.0,481.0,481.0,473.0,473.0,473.0,473.0,467.0,467.0,467.0,467.0,467.0,467.0,470.0,470.0,470.0,478.0,478.0,505.0,505.0,510.0,510.0,510.0,498.0,498.0,498.0,498.0,472.0,472.0,472.0,474.0,474.0,474.0,490.0,490.0,490.0,516.0,516.0,13.0,86.0,86.0,499.0,467.0,472.0
0,510.0,482.0,521.0,507.02222222222224,501.3333333333333,513.0,510.0,482.0,521.0,508.0,508.0,509.0,509.0,509.0,509.0,506.0,506.0,506.0,503.0,503.0,503.0,499.0,499.0,499.0,504.0,504.0,504.0,510.0,510.0,481.0,481.0,473.0,473.0,473.0,473.0,467.0,467.0,467.0,467.0,467.0,467.0,470.0,470.0,470.0,478.0,478.0,478.0,482.0,482.0,510.0,510.0,498.0,498.0,498.0,498.0,472.0,472.0,472.0,474.0,474.0,474.0,490.0,490.0,490.0,516.0,516.0,516.0,521.0,521.0,13.0,86.0,86.0,499.0,467.0,472.0
0,513.0,486.0,517.0,507.3777777777778,496.77777777777777,515.1333333333333,513.0,486.0,521.0,509.0,509.0,509.0,506.0,506.0,506.0,503.0,503.0,503.0,499.0,499.0,499.0,504.0,504.0,504.0,510.0,510.0,510.0,513.0,513.0,473.0,473.0,473.0,467.0,467.0,467.0,467.0,467.0,467.0,470.0,470.0,470.0,478.0,478.0,478.0,482.0,482.0,482.0,486.0,486.0,498.0,498.0,498.0,472.0,472.0,472.0,474.0,474.0,474.0,490.0,490.0,490.0,516.0,516.0,516.0,521.0,521.0,521.0,517.0,517.0,14.0,86.0,86.0,499.0,467.0,472.0
0,510.0,499.0,514.0,507.5111111111111,493.1111111111111,515.3333333333334,513.0,499.0,521.0,506.0,506.0,506.0,503.0,503.0,503.0,499.0,499.0,499.0,504.0,504.0,504.0,510.0,510.0,510.0,513.0,513.0,513.0,510.0,510.0,467.0,467.0,467.0,467.0,467.0,467.0,470.0,470.0,470.0,478.0,478.0,478.0,482.0,482.0,482.0,486.0,486.0,486.0,499.0,499.0,472.0,472.0,472.0,474.0,474.0,474.0,490.0,490.0,490.0,516.0,516.0,516.0,521.0,521.0,521.0,517.0,517.0,517.0,514.0,514.0,14.0,81.0,86.0,499.0,467.0,472.0
0,510.0,513.0,509.0,507.4888888888889,491.0,513.5333333333333,513.0,513.0,521.0,503.0,503.0,503.0,499.0,499.0,499.0,504.0,504.0,504.0,510.0,510.0,510.0,513.0,513.0,513.0,510.0,510.0,510.0,510.0,510.0,467.0,467.0,467.0,470.0,470.0,470.0,478.0,478.0,478.0,482.0,482.0,482.0,486.0,486.0,486.0,499.0,499.0,499.0,513.0,513.0,474.0,474.0,474.0,490.0,490.0,490.0,516.0,516.0,516.0,521.0,521.0,521.0,517.0,517.0,517.0,514.0,514.0,514.0,509.0,509.0,14.0,69.0,86.0,499.0,467.0,474.0
0,511.0,524.0,508.0,507.53333333333336,490.1111111111111,510.9111111111111,513.0,524.0,521.0,499.0,499.0,504.0,504.0,504.0,510.0,510.0,510.0,513.0,513.0,513.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,511.0,511.0,470.0,470.0,478.0,478.0,478.0,482.0,482.0,482.0,486.0,486.0,486.0,499.0,499.0,499.0,513.0,513.0,513.0,513.0,524.0,524.0,490.0,490.0,516.0,516.0,516.0,521.0,521.0,521.0,517.0,517.0,517.0,514.0,514.0,514.0,509.0,509.0,509.0,509.0,508.0,508.0,14.0,59.0,86.0,499.0,470.0,490.0
