,emg_0,emg_1,emg_2,emg_med_0,emg_med_1,emg_med_2,emg_max_0,emg_max_1,emg_max_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_min_0,emg_min_1,emg_min_2
0,510.0,551.0,489.0,510.31111111111113,502.1111111111111,493.4888888888889,518.0,552.0,521.0,504.0,504.0,512.0,512.0,512.0,512.0,518.0,518.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,510.0,510.0,510.0,510.0,504.0,504.0,513.0,513.0,513.0,513.0,525.0,525.0,542.0,542.0,542.0,542.0,543.0,543.0,543.0,543.0,552.0,552.0,552.0,551.0,474.0,474.0,516.0,516.0,516.0,516.0,521.0,521.0,497.0,497.0,497.0,497.0,467.0,467.0,467.0,467.0,466.0,466.0,466.0,489.0,16.0,86.0,80.0,504.0,504.0,466.0
0,510.0,549.0,536.0,510.5777777777778,507.3333333333333,494.53333333333336,518.0,552.0,536.0,512.0,512.0,512.0,518.0,518.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,525.0,525.0,542.0,542.0,542.0,542.0,543.0,543.0,543.0,543.0,552.0,552.0,552.0,551.0,551.0,551.0,549.0,516.0,516.0,516.0,521.0,521.0,497.0,497.0,497.0,497.0,467.0,467.0,467.0,467.0,466.0,466.0,466.0,489.0,489.0,489.0,536.0,16.0,86.0,83.0,510.0,513.0,466.0
0,510.0,542.0,523.0,510.46666666666664,516.0666666666667,502.1111111111111,513.0,552.0,536.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,542.0,542.0,542.0,542.0,543.0,543.0,543.0,543.0,552.0,552.0,552.0,551.0,551.0,551.0,549.0,549.0,549.0,549.0,542.0,542.0,497.0,497.0,497.0,497.0,467.0,467.0,467.0,467.0,466.0,466.0,466.0,489.0,489.0,489.0,536.0,536.0,536.0,536.0,523.0,523.0,16.0,82.0,70.0,510.0,542.0,466.0
0,508.0,532.0,522.0,510.6222222222222,520.2666666666667,504.24444444444447,513.0,552.0,536.0,513.0,513.0,513.0,513.0,513.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,508.0,508.0,542.0,543.0,543.0,543.0,543.0,552.0,552.0,552.0,551.0,551.0,551.0,549.0,549.0,549.0,549.0,542.0,542.0,542.0,532.0,532.0,497.0,467.0,467.0,467.0,467.0,466.0,466.0,466.0,489.0,489.0,489.0,536.0,536.0,536.0,536.0,523.0,523.0,523.0,522.0,522.0,15.0,76.0,70.0,508.0,532.0,466.0
0,507.0,521.0,490.0,510.1333333333333,523.6888888888889,503.8666666666667,513.0,552.0,536.0,513.0,513.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,507.0,543.0,543.0,552.0,552.0,552.0,551.0,551.0,551.0,549.0,549.0,549.0,549.0,542.0,542.0,542.0,532.0,532.0,532.0,532.0,521.0,467.0,467.0,466.0,466.0,466.0,489.0,489.0,489.0,536.0,536.0,536.0,536.0,523.0,523.0,523.0,522.0,522.0,522.0,522.0,490.0,15.0,76.0,70.0,507.0,521.0,466.0
0,512.0,511.0,484.0,510.35555555555555,526.2222222222222,502.15555555555557,512.0,552.0,536.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,507.0,507.0,512.0,512.0,552.0,552.0,551.0,551.0,551.0,549.0,549.0,549.0,549.0,542.0,542.0,542.0,532.0,532.0,532.0,532.0,521.0,521.0,511.0,511.0,466.0,466.0,489.0,489.0,489.0,536.0,536.0,536.0,536.0,523.0,523.0,523.0,522.0,522.0,522.0,522.0,490.0,490.0,484.0,484.0,15.0,76.0,70.0,507.0,511.0,466.0
0,501.0,502.0,524.0,510.26666666666665,528.6222222222223,500.64444444444445,512.0,551.0,536.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,507.0,507.0,512.0,512.0,512.0,512.0,501.0,501.0,551.0,549.0,549.0,549.0,549.0,542.0,542.0,542.0,532.0,532.0,532.0,532.0,521.0,521.0,511.0,511.0,511.0,511.0,502.0,502.0,489.0,536.0,536.0,536.0,536.0,523.0,523.0,523.0,522.0,522.0,522.0,522.0,490.0,490.0,484.0,484.0,484.0,484.0,524.0,524.0,17.0,57.0,70.0,501.0,502.0,484.0
0,504.0,488.0,557.0,509.6,528.7777777777778,502.64444444444445,512.0,549.0,557.0,510.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,507.0,507.0,512.0,512.0,512.0,512.0,501.0,501.0,501.0,501.0,504.0,549.0,549.0,542.0,542.0,542.0,532.0,532.0,532.0,532.0,521.0,521.0,511.0,511.0,511.0,511.0,502.0,502.0,502.0,502.0,488.0,536.0,536.0,523.0,523.0,523.0,522.0,522.0,522.0,522.0,490.0,490.0,484.0,484.0,484.0,484.0,524.0,524.0,524.0,524.0,557.0,17.0,64.0,91.0,501.0,488.0,484.0
0,509.0,476.0,537.0,509.7111111111111,527.4444444444445,507.73333333333335,512.0,542.0,557.0,510.0,510.0,508.0,508.0,508.0,508.0,507.0,507.0,512.0,512.0,512.0,512.0,501.0,501.0,501.0,501.0,504.0,504.0,504.0,509.0,542.0,542.0,532.0,532.0,532.0,532.0,521.0,521.0,511.0,511.0,511.0,511.0,502.0,502.0,502.0,502.0,488.0,488.0,488.0,476.0,523.0,523.0,522.0,522.0,522.0,522.0,490.0,490.0,484.0,484.0,484.0,484.0,524.0,524.0,524.0,524.0,557.0,557.0,557.0,537.0,17.0,76.0,91.0,501.0,476.0,484.0
0,501.0,467.0,500.0,509.0888888888889,523.7555555555556,507.9555555555556,512.0,532.0,557.0,508.0,508.0,507.0,507.0,512.0,512.0,512.0,512.0,501.0,501.0,501.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,501.0,501.0,532.0,532.0,521.0,521.0,511.0,511.0,511.0,511.0,502.0,502.0,502.0,502.0,488.0,488.0,488.0,476.0,476.0,476.0,467.0,467.0,522.0,522.0,490.0,490.0,484.0,484.0,484.0,484.0,524.0,524.0,524.0,524.0,557.0,557.0,557.0,537.0,537.0,537.0,500.0,500.0,17.0,85.0,91.0,501.0,467.0,484.0
0,509.0,465.0,479.0,508.15555555555557,517.7555555555556,506.22222222222223,512.0,511.0,557.0,512.0,512.0,512.0,512.0,501.0,501.0,501.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,501.0,501.0,501.0,501.0,509.0,509.0,511.0,511.0,511.0,511.0,502.0,502.0,502.0,502.0,488.0,488.0,488.0,476.0,476.0,476.0,467.0,467.0,467.0,467.0,465.0,465.0,484.0,484.0,484.0,484.0,524.0,524.0,524.0,524.0,557.0,557.0,557.0,537.0,537.0,537.0,500.0,500.0,500.0,500.0,479.0,479.0,12.0,87.0,91.0,501.0,465.0,479.0
0,505.0,471.0,484.0,507.7111111111111,512.8666666666667,505.9111111111111,512.0,511.0,557.0,512.0,501.0,501.0,501.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,501.0,501.0,501.0,501.0,509.0,509.0,509.0,505.0,505.0,511.0,502.0,502.0,502.0,502.0,488.0,488.0,488.0,476.0,476.0,476.0,467.0,467.0,467.0,467.0,465.0,465.0,465.0,471.0,471.0,484.0,524.0,524.0,524.0,524.0,557.0,557.0,557.0,537.0,537.0,537.0,500.0,500.0,500.0,500.0,479.0,479.0,479.0,484.0,484.0,12.0,87.0,91.0,501.0,465.0,479.0
0,505.0,471.0,484.0,507.35555555555555,509.6666666666667,506.6666666666667,509.0,502.0,557.0,501.0,501.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,501.0,501.0,501.0,501.0,509.0,509.0,509.0,505.0,505.0,505.0,505.0,502.0,502.0,502.0,488.0,488.0,488.0,476.0,476.0,476.0,467.0,467.0,467.0,467.0,465.0,465.0,465.0,471.0,471.0,471.0,471.0,524.0,524.0,524.0,557.0,557.0,557.0,537.0,537.0,537.0,500.0,500.0,500.0,500.0,479.0,479.0,479.0,484.0,484.0,484.0,484.0,12.0,87.0,91.0,501.0,465.0,479.0
0,502.0,470.0,548.0,506.75555555555553,504.4,512.1111111111111,509.0,488.0,557.0,504.0,504.0,504.0,509.0,509.0,509.0,501.0,501.0,501.0,501.0,509.0,509.0,509.0,505.0,505.0,505.0,505.0,502.0,502.0,505.0,488.0,488.0,488.0,476.0,476.0,476.0,467.0,467.0,467.0,467.0,465.0,465.0,465.0,471.0,471.0,471.0,471.0,470.0,470.0,476.0,557.0,557.0,557.0,537.0,537.0,537.0,500.0,500.0,500.0,500.0,479.0,479.0,479.0,484.0,484.0,484.0,484.0,548.0,548.0,573.0,11.0,87.0,91.0,501.0,465.0,479.0
0,505.0,476.0,573.0,506.4222222222222,499.3777777777778,518.2222222222222,509.0,476.0,573.0,509.0,509.0,509.0,501.0,501.0,501.0,501.0,509.0,509.0,509.0,505.0,505.0,505.0,505.0,502.0,502.0,502.0,505.0,505.0,505.0,476.0,476.0,476.0,467.0,467.0,467.0,467.0,465.0,465.0,465.0,471.0,471.0,471.0,471.0,470.0,470.0,470.0,476.0,476.0,476.0,537.0,537.0,537.0,500.0,500.0,500.0,500.0,479.0,479.0,479.0,484.0,484.0,484.0,484.0,548.0,548.0,548.0,573.0,573.0,573.0,11.0,86.0,94.0,501.0,465.0,479.0
0,509.0,491.0,471.0,506.1111111111111,493.8222222222222,515.9777777777778,509.0,491.0,573.0,501.0,501.0,501.0,509.0,509.0,509.0,505.0,505.0,505.0,505.0,502.0,502.0,502.0,505.0,505.0,505.0,504.0,504.0,509.0,509.0,467.0,467.0,467.0,465.0,465.0,465.0,471.0,471.0,471.0,471.0,470.0,470.0,470.0,476.0,476.0,476.0,483.0,483.0,491.0,491.0,500.0,500.0,500.0,479.0,479.0,479.0,484.0,484.0,484.0,484.0,548.0,548.0,548.0,573.0,573.0,573.0,527.0,527.0,471.0,471.0,11.0,84.0,102.0,501.0,465.0,471.0
0,509.0,491.0,471.0,506.06666666666666,491.4,513.3777777777777,509.0,491.0,573.0,501.0,509.0,509.0,509.0,505.0,505.0,505.0,505.0,502.0,502.0,502.0,505.0,505.0,505.0,504.0,504.0,509.0,509.0,509.0,509.0,467.0,465.0,465.0,465.0,471.0,471.0,471.0,471.0,470.0,470.0,470.0,476.0,476.0,476.0,483.0,483.0,491.0,491.0,491.0,491.0,500.0,479.0,479.0,479.0,484.0,484.0,484.0,484.0,548.0,548.0,548.0,573.0,573.0,573.0,527.0,527.0,471.0,471.0,471.0,471.0,11.0,77.0,102.0,501.0,465.0,471.0
0,515.0,508.0,479.0,506.3333333333333,488.2888888888889,508.4888888888889,515.0,508.0,573.0,505.0,505.0,505.0,505.0,502.0,502.0,502.0,505.0,505.0,505.0,504.0,504.0,509.0,509.0,509.0,509.0,509.0,509.0,515.0,515.0,471.0,471.0,471.0,471.0,470.0,470.0,470.0,476.0,476.0,476.0,483.0,483.0,491.0,491.0,491.0,491.0,496.0,496.0,508.0,508.0,484.0,484.0,484.0,484.0,548.0,548.0,548.0,573.0,573.0,573.0,527.0,527.0,471.0,471.0,471.0,471.0,456.0,456.0,479.0,479.0,14.0,67.0,117.0,502.0,470.0,456.0
0,515.0,521.0,538.0,506.8222222222222,487.5111111111111,508.9555555555556,515.0,521.0,573.0,505.0,502.0,502.0,502.0,505.0,505.0,505.0,504.0,504.0,509.0,509.0,509.0,509.0,509.0,509.0,515.0,515.0,515.0,515.0,515.0,471.0,470.0,470.0,470.0,476.0,476.0,476.0,483.0,483.0,491.0,491.0,491.0,491.0,496.0,496.0,508.0,508.0,508.0,521.0,521.0,484.0,548.0,548.0,548.0,573.0,573.0,573.0,527.0,527.0,471.0,471.0,471.0,471.0,456.0,456.0,479.0,479.0,479.0,538.0,538.0,14.0,56.0,117.0,502.0,470.0,456.0
0,518.0,529.0,530.0,507.26666666666665,488.31111111111113,512.0666666666667,518.0,529.0,573.0,502.0,505.0,505.0,505.0,504.0,504.0,509.0,509.0,509.0,509.0,509.0,509.0,515.0,515.0,515.0,515.0,515.0,515.0,518.0,518.0,470.0,476.0,476.0,476.0,483.0,483.0,491.0,491.0,491.0,491.0,496.0,496.0,508.0,508.0,508.0,521.0,521.0,521.0,529.0,529.0,548.0,573.0,573.0,573.0,527.0,527.0,471.0,471.0,471.0,471.0,456.0,456.0,479.0,479.0,479.0,538.0,538.0,538.0,530.0,530.0,17.0,64.0,117.0,502.0,470.0,456.0
0,515.0,539.0,487.0,507.77777777777777,490.15555555555557,512.3333333333334,518.0,539.0,573.0,505.0,504.0,504.0,509.0,509.0,509.0,509.0,509.0,509.0,515.0,515.0,515.0,515.0,515.0,515.0,518.0,518.0,518.0,515.0,515.0,476.0,483.0,483.0,491.0,491.0,491.0,491.0,496.0,496.0,508.0,508.0,508.0,521.0,521.0,521.0,529.0,529.0,529.0,539.0,539.0,573.0,527.0,527.0,471.0,471.0,471.0,471.0,456.0,456.0,479.0,479.0,479.0,538.0,538.0,538.0,530.0,530.0,530.0,487.0,487.0,17.0,74.0,117.0,504.0,476.0,456.0
0,514.0,546.0,466.0,508.6666666666667,492.93333333333334,508.93333333333334,518.0,546.0,538.0,509.0,509.0,509.0,509.0,509.0,509.0,515.0,515.0,515.0,515.0,515.0,515.0,518.0,518.0,518.0,515.0,515.0,515.0,514.0,514.0,491.0,491.0,491.0,491.0,496.0,496.0,508.0,508.0,508.0,521.0,521.0,521.0,529.0,529.0,529.0,539.0,539.0,539.0,546.0,546.0,471.0,471.0,471.0,471.0,456.0,456.0,479.0,479.0,479.0,538.0,538.0,538.0,530.0,530.0,530.0,487.0,487.0,487.0,466.0,466.0,17.0,81.0,117.0,509.0,491.0,456.0
0,511.0,552.0,506.0,509.2,497.06666666666666,504.64444444444445,518.0,552.0,538.0,509.0,509.0,509.0,515.0,515.0,515.0,515.0,515.0,515.0,518.0,518.0,518.0,515.0,515.0,515.0,514.0,514.0,514.0,511.0,511.0,491.0,496.0,496.0,508.0,508.0,508.0,521.0,521.0,521.0,529.0,529.0,529.0,539.0,539.0,539.0,546.0,546.0,546.0,552.0,552.0,471.0,456.0,456.0,479.0,479.0,479.0,538.0,538.0,538.0,530.0,530.0,530.0,487.0,487.0,487.0,466.0,466.0,466.0,506.0,506.0,17.0,87.0,117.0,509.0,491.0,456.0
0,519.0,549.0,560.0,509.73333333333335,503.9555555555556,503.9111111111111,519.0,552.0,560.0,515.0,515.0,515.0,515.0,515.0,518.0,518.0,518.0,515.0,515.0,515.0,514.0,514.0,514.0,511.0,511.0,511.0,511.0,511.0,519.0,508.0,508.0,521.0,521.0,521.0,529.0,529.0,529.0,539.0,539.0,539.0,546.0,546.0,546.0,552.0,552.0,552.0,552.0,552.0,549.0,479.0,479.0,538.0,538.0,538.0,530.0,530.0,530.0,487.0,487.0,487.0,466.0,466.0,466.0,506.0,506.0,506.0,506.0,506.0,560.0,18.0,87.0,117.0,511.0,508.0,466.0
0,501.0,545.0,541.0,510.1333333333333,509.24444444444447,507.06666666666666,519.0,552.0,560.0,515.0,515.0,518.0,518.0,518.0,515.0,515.0,515.0,514.0,514.0,514.0,511.0,511.0,511.0,511.0,511.0,519.0,519.0,501.0,501.0,521.0,521.0,529.0,529.0,529.0,539.0,539.0,539.0,546.0,546.0,546.0,552.0,552.0,552.0,552.0,552.0,549.0,549.0,545.0,545.0,538.0,538.0,530.0,530.0,530.0,487.0,487.0,487.0,466.0,466.0,466.0,506.0,506.0,506.0,506.0,506.0,560.0,560.0,541.0,541.0,18.0,87.0,117.0,501.0,521.0,466.0
0,510.0,536.0,494.0,510.0,514.1777777777778,509.1111111111111,519.0,552.0,560.0,518.0,518.0,515.0,515.0,515.0,514.0,514.0,514.0,511.0,511.0,511.0,511.0,511.0,519.0,519.0,501.0,501.0,501.0,510.0,510.0,529.0,529.0,539.0,539.0,539.0,546.0,546.0,546.0,552.0,552.0,552.0,552.0,552.0,549.0,549.0,545.0,545.0,545.0,536.0,536.0,530.0,530.0,487.0,487.0,487.0,466.0,466.0,466.0,506.0,506.0,506.0,506.0,506.0,560.0,560.0,541.0,541.0,541.0,494.0,494.0,18.0,82.0,117.0,501.0,529.0,466.0
0,509.0,527.0,438.0,510.1777777777778,516.6666666666666,507.06666666666666,519.0,552.0,560.0,515.0,515.0,515.0,514.0,514.0,514.0,511.0,511.0,511.0,511.0,511.0,519.0,519.0,501.0,501.0,501.0,510.0,510.0,509.0,509.0,539.0,539.0,539.0,546.0,546.0,546.0,552.0,552.0,552.0,552.0,552.0,549.0,549.0,545.0,545.0,545.0,536.0,536.0,527.0,527.0,487.0,487.0,487.0,466.0,466.0,466.0,506.0,506.0,506.0,506.0,506.0,560.0,560.0,541.0,541.0,541.0,494.0,494.0,438.0,438.0,18.0,82.0,135.0,501.0,527.0,438.0
0,503.0,518.0,473.0,510.4,521.2888888888889,501.68888888888887,519.0,552.0,560.0,514.0,514.0,511.0,511.0,511.0,511.0,511.0,519.0,519.0,501.0,501.0,501.0,510.0,510.0,509.0,509.0,509.0,509.0,503.0,503.0,546.0,546.0,552.0,552.0,552.0,552.0,552.0,549.0,549.0,545.0,545.0,545.0,536.0,536.0,527.0,527.0,527.0,527.0,518.0,518.0,466.0,466.0,506.0,506.0,506.0,506.0,506.0,560.0,560.0,541.0,541.0,541.0,494.0,494.0,438.0,438.0,438.0,438.0,473.0,473.0,18.0,82.0,135.0,501.0,518.0,438.0
0,507.0,506.0,569.0,510.46666666666664,523.0222222222222,499.93333333333334,519.0,552.0,569.0,511.0,511.0,511.0,511.0,511.0,519.0,519.0,501.0,501.0,501.0,510.0,510.0,509.0,509.0,509.0,509.0,503.0,503.0,503.0,507.0,552.0,552.0,552.0,552.0,552.0,549.0,549.0,545.0,545.0,545.0,536.0,536.0,527.0,527.0,527.0,527.0,518.0,518.0,518.0,506.0,506.0,506.0,506.0,506.0,506.0,560.0,560.0,541.0,541.0,541.0,494.0,494.0,438.0,438.0,438.0,438.0,473.0,473.0,473.0,569.0,18.0,76.0,135.0,501.0,506.0,438.0
0,510.0,493.0,592.0,510.8222222222222,524.8,502.64444444444445,519.0,552.0,592.0,511.0,519.0,519.0,501.0,501.0,501.0,510.0,510.0,509.0,509.0,509.0,509.0,503.0,503.0,503.0,507.0,507.0,507.0,510.0,510.0,552.0,549.0,549.0,545.0,545.0,545.0,536.0,536.0,527.0,527.0,527.0,527.0,518.0,518.0,518.0,506.0,506.0,506.0,493.0,493.0,506.0,560.0,560.0,541.0,541.0,541.0,494.0,494.0,438.0,438.0,438.0,438.0,473.0,473.0,473.0,569.0,569.0,569.0,592.0,592.0,18.0,61.0,154.0,501.0,493.0,438.0
0,514.0,481.0,534.0,511.06666666666666,524.4,508.1333333333333,514.0,545.0,592.0,501.0,501.0,501.0,510.0,510.0,509.0,509.0,509.0,509.0,503.0,503.0,503.0,507.0,507.0,507.0,510.0,510.0,510.0,514.0,514.0,545.0,545.0,545.0,536.0,536.0,527.0,527.0,527.0,527.0,518.0,518.0,518.0,506.0,506.0,506.0,493.0,493.0,493.0,481.0,481.0,541.0,541.0,541.0,494.0,494.0,438.0,438.0,438.0,438.0,473.0,473.0,473.0,569.0,569.0,569.0,592.0,592.0,592.0,534.0,534.0,18.0,71.0,154.0,501.0,481.0,438.0
0,504.0,474.0,455.0,510.9555555555556,523.2,509.4888888888889,514.0,536.0,592.0,510.0,510.0,509.0,509.0,509.0,509.0,503.0,503.0,503.0,507.0,507.0,507.0,510.0,510.0,510.0,514.0,514.0,514.0,504.0,504.0,536.0,536.0,527.0,527.0,527.0,527.0,518.0,518.0,518.0,506.0,506.0,506.0,493.0,493.0,493.0,481.0,481.0,481.0,474.0,474.0,494.0,494.0,438.0,438.0,438.0,438.0,473.0,473.0,473.0,569.0,569.0,569.0,592.0,592.0,592.0,534.0,534.0,534.0,455.0,455.0,18.0,78.0,154.0,503.0,474.0,438.0
0,504.0,472.0,442.0,510.22222222222223,520.8444444444444,507.31111111111113,514.0,527.0,592.0,509.0,509.0,509.0,503.0,503.0,503.0,507.0,507.0,507.0,510.0,510.0,510.0,514.0,514.0,514.0,504.0,504.0,504.0,504.0,504.0,527.0,527.0,527.0,518.0,518.0,518.0,506.0,506.0,506.0,493.0,493.0,493.0,481.0,481.0,481.0,474.0,474.0,474.0,472.0,472.0,438.0,438.0,438.0,473.0,473.0,473.0,569.0,569.0,569.0,592.0,592.0,592.0,534.0,534.0,534.0,455.0,455.0,455.0,442.0,442.0,18.0,80.0,154.0,503.0,472.0,438.0
0,518.0,466.0,483.0,509.8,516.0444444444445,500.77777777777777,518.0,518.0,592.0,503.0,503.0,507.0,507.0,507.0,510.0,510.0,510.0,514.0,514.0,514.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,518.0,518.0,518.0,518.0,506.0,506.0,506.0,493.0,493.0,493.0,481.0,481.0,481.0,474.0,474.0,474.0,472.0,472.0,472.0,472.0,466.0,466.0,473.0,473.0,569.0,569.0,569.0,592.0,592.0,592.0,534.0,534.0,534.0,455.0,455.0,455.0,442.0,442.0,442.0,442.0,483.0,483.0,18.0,86.0,154.0,503.0,466.0,442.0
0,506.0,474.0,516.0,509.3333333333333,511.97777777777776,500.06666666666666,518.0,506.0,592.0,507.0,507.0,510.0,510.0,510.0,514.0,514.0,514.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,518.0,518.0,518.0,506.0,506.0,506.0,506.0,493.0,493.0,493.0,481.0,481.0,481.0,474.0,474.0,474.0,472.0,472.0,472.0,472.0,466.0,466.0,466.0,474.0,474.0,569.0,569.0,592.0,592.0,592.0,534.0,534.0,534.0,455.0,455.0,455.0,442.0,442.0,442.0,442.0,483.0,483.0,483.0,516.0,516.0,18.0,86.0,154.0,504.0,466.0,442.0
0,504.0,474.0,503.0,508.6666666666667,507.4888888888889,501.8888888888889,518.0,493.0,592.0,510.0,510.0,514.0,514.0,514.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,518.0,518.0,518.0,506.0,506.0,506.0,504.0,504.0,493.0,493.0,481.0,481.0,481.0,474.0,474.0,474.0,472.0,472.0,472.0,472.0,466.0,466.0,466.0,474.0,474.0,474.0,474.0,474.0,592.0,592.0,534.0,534.0,534.0,455.0,455.0,455.0,442.0,442.0,442.0,442.0,483.0,483.0,483.0,516.0,516.0,516.0,503.0,503.0,18.0,86.0,154.0,504.0,466.0,442.0
0,511.0,478.0,490.0,508.3777777777778,502.73333333333335,502.8888888888889,518.0,481.0,534.0,514.0,514.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,518.0,518.0,518.0,506.0,506.0,506.0,504.0,504.0,504.0,511.0,511.0,481.0,481.0,474.0,474.0,474.0,472.0,472.0,472.0,472.0,466.0,466.0,466.0,474.0,474.0,474.0,474.0,474.0,474.0,478.0,478.0,534.0,534.0,455.0,455.0,455.0,442.0,442.0,442.0,442.0,483.0,483.0,483.0,516.0,516.0,516.0,503.0,503.0,503.0,490.0,490.0,18.0,86.0,154.0,504.0,466.0,442.0
0,498.0,485.0,454.0,507.8,498.1111111111111,500.22222222222223,518.0,485.0,516.0,504.0,504.0,504.0,504.0,504.0,504.0,518.0,518.0,518.0,506.0,506.0,506.0,504.0,504.0,504.0,511.0,511.0,511.0,498.0,498.0,474.0,474.0,472.0,472.0,472.0,472.0,466.0,466.0,466.0,474.0,474.0,474.0,474.0,474.0,474.0,478.0,478.0,478.0,485.0,485.0,455.0,455.0,442.0,442.0,442.0,442.0,483.0,483.0,483.0,516.0,516.0,516.0,503.0,503.0,503.0,490.0,490.0,490.0,454.0,454.0,21.0,86.0,154.0,498.0,466.0,442.0
0,533.0,497.0,524.0,508.1333333333333,494.31111111111113,497.46666666666664,533.0,497.0,524.0,504.0,504.0,504.0,518.0,518.0,518.0,506.0,506.0,506.0,504.0,504.0,504.0,511.0,511.0,511.0,498.0,498.0,498.0,533.0,533.0,472.0,472.0,472.0,466.0,466.0,466.0,474.0,474.0,474.0,474.0,474.0,474.0,478.0,478.0,478.0,485.0,485.0,485.0,497.0,497.0,442.0,442.0,442.0,483.0,483.0,483.0,516.0,516.0,516.0,503.0,503.0,503.0,490.0,490.0,490.0,454.0,454.0,454.0,524.0,524.0,35.0,79.0,154.0,498.0,466.0,442.0
0,499.0,504.0,579.0,508.8,492.3333333333333,497.93333333333334,533.0,504.0,579.0,504.0,518.0,518.0,518.0,506.0,506.0,506.0,504.0,504.0,504.0,511.0,511.0,511.0,498.0,498.0,498.0,533.0,533.0,499.0,499.0,472.0,466.0,466.0,466.0,474.0,474.0,474.0,474.0,474.0,474.0,478.0,478.0,478.0,485.0,485.0,485.0,497.0,497.0,504.0,504.0,442.0,483.0,483.0,483.0,516.0,516.0,516.0,503.0,503.0,503.0,490.0,490.0,490.0,454.0,454.0,524.0,524.0,524.0,579.0,579.0,35.0,79.0,154.0,498.0,466.0,442.0
0,505.0,515.0,599.0,508.31111111111113,489.97777777777776,506.5777777777778,533.0,515.0,599.0,506.0,506.0,506.0,504.0,504.0,504.0,511.0,511.0,511.0,498.0,498.0,498.0,533.0,533.0,533.0,499.0,499.0,499.0,505.0,505.0,474.0,474.0,474.0,474.0,474.0,474.0,478.0,478.0,478.0,485.0,485.0,485.0,497.0,497.0,497.0,504.0,504.0,504.0,515.0,515.0,516.0,516.0,516.0,503.0,503.0,503.0,490.0,490.0,490.0,454.0,454.0,454.0,524.0,524.0,524.0,579.0,579.0,579.0,599.0,599.0,35.0,61.0,161.0,498.0,474.0,454.0
0,505.0,515.0,599.0,508.1333333333333,489.44444444444446,513.7333333333333,533.0,515.0,599.0,506.0,504.0,504.0,504.0,511.0,511.0,511.0,498.0,498.0,498.0,533.0,533.0,533.0,499.0,499.0,499.0,505.0,505.0,505.0,505.0,474.0,474.0,474.0,474.0,478.0,478.0,478.0,485.0,485.0,485.0,497.0,497.0,497.0,504.0,504.0,504.0,515.0,515.0,515.0,515.0,516.0,503.0,503.0,503.0,490.0,490.0,490.0,454.0,454.0,454.0,524.0,524.0,524.0,579.0,579.0,579.0,599.0,599.0,599.0,599.0,35.0,61.0,161.0,498.0,474.0,454.0
