,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_med_0,emg_med_1,emg_med_2,emg_0,emg_1,emg_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_min_0,emg_min_1,emg_min_2,emg_max_0,emg_max_1,emg_max_2
0,3.0,1.0,6.0,506.9,503.6333333333333,511.2,500,500,500,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,503.0,503.0,503.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,517.0,517.0,517.0,504.0,503.0,511.0,507.0,504.0,517.0
0,3.0,1.0,6.0,505.9,503.6333333333333,513.2,500,500,500,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,505.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,507.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,504.0,503.0,511.0,507.0,504.0,517.0
0,3.0,6.0,2.0,504.76666666666665,505.6666666666667,516.8666666666667,500,500,500,504.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,507.0,507.0,507.0,503.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,509.0,509.0,509.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,515.0,515.0,515.0,504.0,503.0,515.0,507.0,509.0,517.0
0,3.0,6.0,2.0,505.46666666666664,507.06666666666666,516.4,500,500,500,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,505.0,507.0,515.0,507.0,509.0,517.0
0,5.0,8.0,5.0,505.5,510.26666666666665,514.7,500,500,500,507.0,507.0,507.0,507.0,507.0,507.0,507.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,502.0,502.0,502.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,512.0,512.0,512.0,502.0,509.0,512.0,507.0,515.0,515.0
0,6.0,6.0,3.0,503.0,513.1333333333333,513.1,500,500,500,505.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,501.0,501.0,501.0,501.0,501.0,512.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,511.0,511.0,511.0,511.0,511.0,514.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,514.0,514.0,514.0,514.0,514.0,501.0,511.0,512.0,505.0,515.0,514.0
0,4.0,5.0,2.0,503.03333333333336,510.6333333333333,513.4333333333333,500,500,500,501.0,501.0,501.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,510.0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,505.0,514.0,514.0,514.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,512.0,501.0,510.0,513.0,505.0,511.0,514.0
0,5.0,5.0,6.0,507.8333333333333,506.6666666666667,510.5,500,500,500,510.0,510.0,510.0,510.0,510.0,510.0,510.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,509.0,505.0,507.0,510.0,505.0,512.0
0,2.0,1.0,0.0,509.6666666666667,505.3333333333333,507.0,500,500,500,509.0,509.0,509.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,509.0,505.0,507.0,511.0,506.0,507.0
0,2.0,2.0,4.0,510.46666666666664,506.3,508.46666666666664,500,500,500,511.0,511.0,511.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,510.0,506.0,507.0,511.0,507.0,511.0
0,1.0,4.0,5.0,510.1333333333333,507.1666666666667,510.56666666666666,500,500,500,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,512.0,512.0,512.0,512.0,510.0,507.0,511.0,510.0,510.0,512.0
0,2.0,3.0,4.0,510.26666666666665,508.73333333333335,512.0666666666667,500,500,500,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,512.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,510.0,508.0,512.0,512.0,510.0,515.0
0,2.0,3.0,4.0,510.8666666666667,509.03333333333336,513.2666666666667,500,500,500,510.0,510.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,510.0,508.0,512.0,512.0,510.0,515.0
0,1.0,7.0,5.0,512.2,510.73333333333335,514.0,500,500,500,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,508.0,508.0,508.0,508.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,512.0,508.0,510.0,513.0,515.0,515.0
0,3.0,3.0,6.0,512.5666666666667,514.3,511.1,500,500,500,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,510.0,510.0,510.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,509.0,509.0,509.0,510.0,515.0,509.0,513.0,515.0,510.0
0,3.0,2.0,3.0,511.4,514.8,509.76666666666665,500,500,500,513.0,513.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,513.0,513.0,513.0,513.0,513.0,513.0,510.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,512.0,512.0,512.0,512.0,512.0,512.0,510.0,513.0,509.0,513.0,515.0,512.0
0,0.0,7.0,5.0,510.0,512.0,510.1666666666667,500,500,500,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,510.0,508.0,507.0,510.0,513.0,512.0
0,1.0,10.0,5.0,510.03333333333336,509.0,508.23333333333335,500,500,500,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,511.0,511.0,511.0,511.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,503.0,503.0,503.0,503.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,509.0,509.0,509.0,509.0,510.0,503.0,507.0,511.0,508.0,509.0
0,0.0,7.0,2.0,511.0,500.43333333333334,509.73333333333335,500,500,500,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,496.0,509.0,511.0,503.0,511.0
