,emg_med_0,emg_med_1,emg_med_2,emg_min_0,emg_min_1,emg_min_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_max_0,emg_max_1,emg_max_2,emg_0,emg_1,emg_2,emg_ampl_0,emg_ampl_1,emg_ampl_2
0,486.53333333333336,505.23333333333335,497.7,479.0,497.0,496.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,491.0,508.0,503.0,500,500,500,12.0,17.0,11.0
0,501.0,495.73333333333335,502.26666666666665,497.0,495.0,501.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,497.0,497.0,497.0,497.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,499.0,499.0,499.0,499.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,509.0,509.0,509.0,509.0,503.0,499.0,509.0,500,500,500,12.0,4.0,8.0
0,498.8666666666667,498.6,507.4,497.0,499.0,509.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,504.0,504.0,504.0,504.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,513.0,513.0,513.0,513.0,499.0,504.0,513.0,500,500,500,6.0,9.0,12.0
0,497.8666666666667,502.0,511.9,497.0,499.0,509.0,497.0,497.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,499.0,499.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,509.0,509.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,499.0,504.0,516.0,500,500,500,2.0,5.0,7.0
0,497.26666666666665,508.2,517.5,497.0,504.0,516.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,498.0,518.0,521.0,500,500,500,1.0,14.0,5.0
0,498.5,513.4,520.0,498.0,500.0,521.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,505.0,505.0,505.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,500.0,500.0,500.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,505.0,518.0,521.0,500,500,500,8.0,18.0,5.0
0,505.8666666666667,512.8666666666667,521.0,505.0,500.0,521.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,509.0,535.0,521.0,500,500,500,11.0,35.0,0.0
0,508.2,532.8,521.4,509.0,535.0,521.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,571.0,571.0,571.0,571.0,571.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,524.0,524.0,524.0,524.0,524.0,509.0,571.0,524.0,500,500,500,4.0,71.0,3.0
0,509.53333333333336,575.5333333333333,524.2666666666667,509.0,571.0,524.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,511.0,588.0,525.0,500,500,500,2.0,17.0,1.0
0,508.56666666666666,586.8666666666667,519.7666666666667,504.0,588.0,508.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,505.0,505.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,596.0,596.0,596.0,596.0,596.0,596.0,596.0,594.0,594.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,509.0,509.0,511.0,596.0,525.0,500,500,500,7.0,25.0,17.0
0,506.96666666666664,594.9666666666667,512.8333333333334,504.0,594.0,508.0,504.0,504.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,517.0,517.0,517.0,517.0,596.0,596.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,609.0,609.0,609.0,609.0,508.0,508.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,523.0,523.0,523.0,523.0,523.0,517.0,609.0,523.0,500,500,500,13.0,21.0,17.0
0,520.3333333333334,608.7,518.1,517.0,600.0,512.0,517.0,517.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,532.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,600.0,523.0,523.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,512.0,532.0,609.0,523.0,500,500,500,15.0,9.0,11.0
0,529.4,600.6,512.8,522.0,585.0,510.0,522.0,522.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,539.0,539.0,539.0,539.0,539.0,539.0,609.0,609.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,585.0,585.0,585.0,585.0,585.0,585.0,515.0,515.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,510.0,510.0,510.0,510.0,510.0,510.0,539.0,609.0,515.0,500,500,500,17.0,24.0,5.0
0,537.1333333333333,585.6,510.73333333333335,539.0,568.0,510.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,568.0,568.0,568.0,568.0,568.0,568.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,511.0,511.0,511.0,511.0,511.0,511.0,539.0,585.0,511.0,500,500,500,7.0,32.0,2.0
0,536.2,572.6333333333333,511.23333333333335,511.0,568.0,511.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,539.0,569.0,516.0,500,500,500,28.0,17.0,6.0
0,518.1,568.9666666666667,514.5333333333333,500.0,569.0,512.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,500.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,576.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,512.0,511.0,576.0,516.0,500,500,500,28.0,8.0,5.0
0,504.9,573.9,513.8666666666667,500.0,574.0,512.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,576.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,510.0,576.0,516.0,500,500,500,11.0,7.0,4.0
0,528.0,571.7333333333333,513.2,510.0,567.0,508.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,574.0,574.0,574.0,574.0,574.0,574.0,574.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,565.0,574.0,516.0,500,500,500,65.0,9.0,8.0
0,565.8,565.4,505.3333333333333,565.0,561.0,498.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,568.0,567.0,508.0,500,500,500,3.0,6.0,10.0
0,545.6,560.4666666666667,500.8333333333333,526.0,560.0,498.0,568.0,568.0,568.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,561.0,561.0,561.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,498.0,498.0,498.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,568.0,561.0,503.0,500,500,500,42.0,1.0,5.0
0,504.3333333333333,552.7666666666667,507.5,487.0,539.0,508.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,487.0,487.0,487.0,487.0,487.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,539.0,539.0,539.0,539.0,539.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,513.0,513.0,513.0,513.0,513.0,500.0,553.0,513.0,500,500,500,39.0,21.0,10.0
0,481.3333333333333,534.0,513.6666666666666,470.0,524.0,513.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,487.0,539.0,515.0,500,500,500,17.0,15.0,2.0
0,478.26666666666665,521.2666666666667,514.2,470.0,519.0,511.0,470.0,470.0,471.0,471.0,471.0,471.0,471.0,471.0,471.0,471.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,524.0,524.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,515.0,515.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,494.0,524.0,517.0,500,500,500,24.0,5.0,6.0
0,504.43333333333334,519.7,514.7666666666667,494.0,502.0,511.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,513.0,513.0,513.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,502.0,502.0,502.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,518.0,518.0,518.0,519.0,524.0,520.0,500,500,500,25.0,22.0,9.0
0,511.0,522.3666666666667,521.1666666666666,493.0,502.0,518.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,513.0,561.0,529.0,500,500,500,26.0,59.0,11.0
0,488.23333333333335,567.9666666666667,532.6666666666666,480.0,561.0,529.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,493.0,580.0,539.0,500,500,500,13.0,19.0,10.0
0,486.43333333333334,567.9,521.8,480.0,547.0,479.0,480.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,580.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,539.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,491.0,580.0,557.0,500,500,500,11.0,33.0,78.0
0,497.5,560.4666666666667,490.7,491.0,527.0,479.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,503.0,503.0,503.0,503.0,542.0,542.0,542.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0,543.0,543.0,543.0,543.0,527.0,527.0,527.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,488.0,488.0,488.0,488.0,506.0,506.0,506.0,542.0,571.0,506.0,500,500,500,53.0,44.0,78.0
0,517.8666666666667,536.7333333333333,494.0,502.0,496.0,488.0,503.0,503.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,502.0,502.0,502.0,502.0,543.0,543.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,496.0,496.0,496.0,496.0,488.0,488.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,488.0,488.0,488.0,488.0,542.0,543.0,506.0,500,500,500,51.0,75.0,27.0
0,511.6666666666667,493.3666666666667,488.9,502.0,470.0,481.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,512.0,496.0,488.0,500,500,500,40.0,57.0,25.0
0,495.3,461.0,476.4,483.0,455.0,474.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,495.0,460.0,475.0,500,500,500,29.0,15.0,7.0
0,486.5,455.6666666666667,479.6666666666667,483.0,455.0,474.0,483.0,483.0,483.0,483.0,483.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,496.0,496.0,496.0,496.0,496.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,459.0,459.0,459.0,459.0,459.0,474.0,474.0,474.0,474.0,474.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,496.0,496.0,496.0,496.0,496.0,496.0,459.0,496.0,500,500,500,13.0,4.0,22.0
0,505.6,463.26666666666665,495.46666666666664,496.0,459.0,495.0,496.0,496.0,496.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,459.0,459.0,459.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,496.0,496.0,496.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,514.0,467.0,496.0,500,500,500,18.0,8.0,1.0
0,514.4,461.6666666666667,496.5,510.0,451.0,491.0,514.0,514.0,514.0,514.0,514.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,467.0,467.0,467.0,467.0,467.0,461.0,461.0,461.0,461.0,461.0,461.0,461.0,461.0,451.0,451.0,451.0,451.0,451.0,451.0,451.0,495.0,495.0,495.0,495.0,495.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,519.0,467.0,506.0,500,500,500,9.0,16.0,15.0
0,503.53333333333336,448.6333333333333,504.56666666666666,492.0,446.0,501.0,510.0,510.0,510.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,492.0,492.0,492.0,492.0,451.0,451.0,451.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,446.0,446.0,446.0,446.0,506.0,506.0,506.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,501.0,501.0,501.0,501.0,510.0,451.0,506.0,500,500,500,18.0,5.0,5.0
0,493.06666666666666,446.4,502.46666666666664,492.0,446.0,501.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,492.0,447.0,505.0,500,500,500,8.0,1.0,4.0
0,492.4,446.56666666666666,503.3666666666667,492.0,445.0,498.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,496.0,496.0,496.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,445.0,445.0,445.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,498.0,498.0,498.0,496.0,447.0,505.0,500,500,500,4.0,2.0,7.0
0,498.1333333333333,444.46666666666664,500.53333333333336,496.0,442.0,498.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,506.0,445.0,504.0,500,500,500,14.0,5.0,7.0
0,504.23333333333335,443.3,503.7,505.0,442.0,504.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,450.0,450.0,450.0,450.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,511.0,511.0,511.0,511.0,506.0,450.0,511.0,500,500,500,10.0,8.0,13.0
0,497.53333333333336,451.4,507.73333333333335,489.0,450.0,504.0,505.0,505.0,505.0,505.0,505.0,505.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,450.0,450.0,450.0,450.0,450.0,450.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,511.0,511.0,511.0,511.0,511.0,511.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,505.0,453.0,511.0,500,500,500,16.0,3.0,7.0
0,480.4,453.2,496.7,475.0,451.0,487.0,489.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,453.0,451.0,451.0,451.0,451.0,451.0,451.0,451.0,451.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,504.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,489.0,455.0,504.0,500,500,500,14.0,4.0,17.0
0,498.8,460.0,471.2,488.0,460.0,468.0,488.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,476.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,506.0,460.0,476.0,500,500,500,18.0,0.0,8.0
0,508.26666666666665,465.7,470.8333333333333,504.0,460.0,468.0,506.0,506.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,460.0,460.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,468.0,468.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0,472.0,472.0,472.0,472.0,472.0,472.0,472.0,512.0,476.0,473.0,500,500,500,8.0,16.0,5.0
