,unixtime,emg0,emg1,emg2,emg0_ampl,emg1_ampl,emg2_ampl,emg0_med,emg1_med
313,1555416178.3813922,512.0,505.0,468.0,9.0,13.0,195.0,508.9,508.7
314,1555416178.4569092,510.0,500.0,475.0,9.0,16.0,195.0,508.8,508.4
315,1555416178.5398118,508.0,505.0,545.0,8.0,16.0,195.0,508.5,508.5
316,1555416178.613091,508.0,503.0,545.0,7.0,16.0,195.0,508.25,508.35
317,1555416178.6850657,507.0,508.0,563.0,7.0,16.0,195.0,508.05,508.3
318,1555416178.7545803,508.0,515.0,530.0,7.0,16.0,195.0,508.0,508.6
319,1555416178.8249571,508.0,513.0,526.0,7.0,16.0,119.0,507.95,509.0
320,1555416178.8965697,507.0,515.0,516.0,7.0,16.0,119.0,507.95,509.3
321,1555416178.973844,511.0,513.0,516.0,7.0,16.0,119.0,508.1,509.25
322,1555416179.0474808,512.0,513.0,504.0,7.0,16.0,119.0,508.45,509.55
