,unixtime,emg0,emg1
314,1555408821.7902608,480.0,514.0
315,1555408821.8420708,471.0,511.0
316,1555408821.8977275,473.0,511.0
317,1555408821.953965,495.0,505.0
318,1555408822.0088704,489.0,503.0
319,1555408822.0628526,508.0,504.0
320,1555408822.1142492,531.0,507.0
321,1555408822.1656475,534.0,504.0
322,1555408822.2182443,511.0,504.0
323,1555408822.2734318,511.0,504.0
324,1555408822.3336866,521.0,506.0
325,1555408822.3854885,528.0,505.0
326,1555408822.4373028,516.0,508.0
327,1555408822.4897804,492.0,513.0
328,1555408822.5472996,489.0,510.0
329,1555408822.6022182,508.0,511.0
330,1555408822.6541793,512.0,516.0
331,1555408822.709429,497.0,515.0
332,1555408822.7632308,529.0,508.0
333,1555408822.8160655,545.0,509.0
334,1555408822.8684947,502.0,510.0
335,1555408822.9202282,498.0,505.0
336,1555408822.9759667,525.0,505.0
337,1555408823.0364184,504.0,504.0
338,1555408823.0881624,463.0,504.0
339,1555408823.1459918,461.0,508.0
340,1555408823.2104743,497.0,511.0
341,1555408823.2697258,512.0,513.0
342,1555408823.3219535,514.0,511.0
343,1555408823.3737333,500.0,507.0
344,1555408823.4278955,499.0,503.0
345,1555408823.4824765,496.0,502.0
346,1555408823.534646,494.0,503.0
347,1555408823.5882504,510.0,502.0
348,1555408823.6409817,516.0,509.0
349,1555408823.6928384,518.0,512.0
350,1555408823.7521486,519.0,512.0
351,1555408823.8056896,530.0,510.0
352,1555408823.85773,530.0,510.0
353,1555408823.9132192,534.0,513.0
354,1555408823.9650946,536.0,513.0
355,1555408824.0292668,524.0,512.0
356,1555408824.082366,510.0,510.0
357,1555408824.1365135,496.0,507.0
358,1555408824.1882682,540.0,505.0
359,1555408824.2440228,512.0,509.0
360,1555408824.2973526,508.0,506.0
361,1555408824.3496966,503.0,505.0
362,1555408824.40244,500.0,506.0
363,1555408824.4611497,487.0,506.0
364,1555408824.5132709,494.0,512.0
365,1555408824.5652711,510.0,513.0
366,1555408824.6167932,529.0,513.0
367,1555408824.669358,534.0,510.0
368,1555408824.7216368,528.0,514.0
369,1555408824.7743294,513.0,509.0
370,1555408824.8264942,513.0,509.0
371,1555408824.8801534,485.0,505.0
372,1555408824.9346611,477.0,505.0
373,1555408824.9876156,488.0,507.0
374,1555408825.0414903,499.0,512.0
375,1555408825.092826,501.0,514.0
376,1555408825.1442313,512.0,510.0
377,1555408825.1968446,522.0,512.0
378,1555408825.2486486,527.0,512.0
379,1555408825.3002477,521.0,509.0
380,1555408825.353874,504.0,506.0
381,1555408825.4064233,493.0,501.0
382,1555408825.458932,476.0,503.0
383,1555408825.5140886,476.0,503.0
384,1555408825.5678494,471.0,502.0
385,1555408825.6200056,491.0,501.0
386,1555408825.6727688,497.0,506.0
387,1555408825.7241921,492.0,507.0
388,1555408825.7755182,503.0,509.0
389,1555408825.8297095,523.0,508.0
390,1555408825.8825212,522.0,511.0
391,1555408825.9351373,516.0,513.0
392,1555408825.9887824,516.0,513.0
393,1555408826.0412948,516.0,511.0
394,1555408826.0979147,524.0,511.0
395,1555408826.152053,523.0,512.0
396,1555408826.2034993,512.0,510.0
397,1555408826.2577538,515.0,510.0
398,1555408826.310831,526.0,515.0
399,1555408826.3686903,525.0,513.0
400,1555408826.4214652,515.0,510.0
401,1555408826.474156,512.0,509.0
402,1555408826.5353484,508.0,510.0
403,1555408826.586706,508.0,510.0
404,1555408826.638344,512.0,509.0
405,1555408826.689994,497.0,511.0
406,1555408826.7533367,506.0,510.0
407,1555408826.807271,508.0,509.0
408,1555408826.858802,514.0,508.0
409,1555408826.9125192,504.0,511.0
410,1555408826.9641201,504.0,511.0
411,1555408827.0156362,509.0,510.0
412,1555408827.067272,512.0,509.0
413,1555408827.1199484,508.0,510.0
414,1555408827.173222,498.0,517.0
415,1555408827.2255666,512.0,515.0
416,1555408827.2777712,523.0,520.0
417,1555408827.3308432,514.0,514.0
418,1555408827.3840594,511.0,514.0
419,1555408827.4355254,504.0,512.0
420,1555408827.4902205,506.0,514.0
421,1555408827.541686,500.0,515.0
422,1555408827.5976865,488.0,511.0
423,1555408827.6593776,499.0,510.0
424,1555408827.713885,512.0,509.0
425,1555408827.7654905,498.0,525.0
426,1555408827.822348,506.0,506.0
427,1555408827.8806953,496.0,508.0
428,1555408827.9328468,521.0,511.0
429,1555408827.989952,536.0,511.0
430,1555408828.0414443,523.0,510.0
431,1555408828.0989025,520.0,508.0
432,1555408828.1512947,518.0,507.0
433,1555408828.2033165,513.0,506.0
434,1555408828.2573366,493.0,505.0
435,1555408828.308914,494.0,506.0
436,1555408828.3603356,498.0,508.0
437,1555408828.415471,513.0,510.0
438,1555408828.4697728,524.0,512.0
439,1555408828.5220714,529.0,511.0
440,1555408828.5737422,497.0,509.0
441,1555408828.632761,500.0,511.0
442,1555408828.6841176,512.0,509.0
443,1555408828.7370834,512.0,508.0
444,1555408828.7930348,489.0,506.0
445,1555408828.8488793,478.0,511.0
446,1555408828.902773,501.0,504.0
447,1555408828.9542916,507.0,506.0
448,1555408829.006792,507.0,506.0
