,emg_min_0,emg_min_1,emg_min_2,emg_0,emg_1,emg_2,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_med_0,emg_med_1,emg_med_2,emg_max_0,emg_max_1,emg_max_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19
0,502.0,489.0,515.0,500,500,500,10.0,22.0,26.0,507.5,499.1333333333333,517.4666666666667,512.0,511.0,527.0,502.0,502.0,502.0,502.0,502.0,502.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,511.0,511.0,511.0,511.0,511.0,511.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,527.0,527.0,527.0,527.0,527.0,527.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0
0,507.0,485.0,495.0,500,500,500,5.0,16.0,20.0,508.8333333333333,493.93333333333334,507.0,507.0,501.0,505.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0
0,498.0,485.0,495.0,500,500,500,9.0,3.0,14.0,505.2,485.6,497.8,507.0,488.0,509.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,498.0,498.0,498.0,498.0,498.0,498.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,488.0,488.0,488.0,488.0,488.0,488.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,509.0,509.0,509.0,509.0,509.0,509.0
0,498.0,485.0,495.0,500,500,500,9.0,8.0,14.0,502.0,487.4,503.26666666666665,507.0,493.0,509.0,507.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,505.0,505.0,505.0,505.0,505.0,505.0,485.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,503.0,503.0,503.0,503.0,503.0,503.0
0,502.0,493.0,502.0,500,500,500,7.0,35.0,7.0,502.96666666666664,495.8333333333333,504.26666666666665,505.0,523.0,503.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,502.0,502.0,502.0,502.0,502.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,523.0,523.0,523.0,523.0,523.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,502.0,502.0,502.0,502.0,502.0
0,502.0,523.0,502.0,500,500,500,12.0,55.0,4.0,507.0,531.0,503.6666666666667,514.0,548.0,506.0,502.0,502.0,502.0,502.0,502.0,502.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,523.0,523.0,523.0,523.0,523.0,523.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,502.0,502.0,502.0,502.0,502.0,502.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0
0,510.0,534.0,499.0,500,500,500,12.0,30.0,7.0,512.9333333333333,545.2,504.3,514.0,553.0,506.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,510.0,510.0,510.0,510.0,510.0,514.0,514.0,514.0,514.0,514.0,514.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,553.0,553.0,553.0,553.0,553.0,534.0,534.0,534.0,534.0,534.0,534.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,505.0,499.0,499.0,499.0,499.0,499.0,499.0
0,514.0,512.0,499.0,500,500,500,5.0,41.0,7.0,513.5,533.9666666666667,500.4,515.0,534.0,500.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,515.0,515.0,515.0,515.0,515.0,515.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,512.0,512.0,512.0,512.0,512.0,512.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,500.0,500.0,500.0,500.0,500.0,500.0
0,505.0,503.0,494.0,500,500,500,10.0,31.0,6.0,514.1,516.5333333333333,499.3666666666667,515.0,512.0,500.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,505.0,505.0,505.0,505.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,503.0,503.0,503.0,503.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,494.0,494.0,494.0,494.0
0,502.0,501.0,494.0,500,500,500,13.0,11.0,14.0,506.0,504.1333333333333,499.8666666666667,505.0,503.0,508.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0
0,502.0,492.0,501.0,500,500,500,6.0,9.0,7.0,504.4,496.73333333333335,504.8,508.0,501.0,508.0,502.0,502.0,502.0,508.0,508.0,508.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,501.0,501.0,501.0,496.0,496.0,496.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,508.0,508.0,508.0,505.0,505.0,505.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0
0,506.0,492.0,501.0,500,500,500,6.0,20.0,16.0,508.6,500.6666666666667,507.93333333333334,512.0,512.0,517.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0
0,505.0,488.0,510.0,500,500,500,7.0,29.0,8.0,509.1,505.8,515.9,512.0,517.0,518.0,512.0,512.0,512.0,512.0,512.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,508.0,508.0,508.0,512.0,512.0,512.0,512.0,512.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,510.0,510.0,510.0,510.0,510.0,510.0
0,499.0,523.0,500.0,500,500,500,9.0,34.0,10.0,506.43333333333334,521.9333333333333,509.6666666666667,506.0,551.0,510.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,499.0,499.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,551.0,551.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,500.0,500.0
0,499.0,502.0,500.0,500,500,500,5.0,49.0,21.0,501.8333333333333,523.2333333333333,511.9,504.0,551.0,521.0,499.0,499.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,551.0,551.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,500.0,500.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0
0,519.0,495.0,506.0,500,500,500,18.0,7.0,15.0,519.8,497.06666666666666,511.2,522.0,496.0,521.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,519.0,519.0,519.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,495.0,495.0,495.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,521.0,521.0,521.0
0,516.0,486.0,506.0,500,500,500,6.0,10.0,15.0,519.9,494.5,514.2,522.0,496.0,521.0,522.0,522.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,516.0,516.0,516.0,496.0,496.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,486.0,486.0,486.0,506.0,506.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,513.0,513.0,513.0
0,513.0,479.0,495.0,500,500,500,6.0,16.0,26.0,515.9,486.23333333333335,510.06666666666666,516.0,486.0,513.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0
0,511.0,479.0,495.0,500,500,500,5.0,14.0,18.0,512.5,483.43333333333334,498.6,513.0,493.0,505.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0
0,508.0,493.0,505.0,500,500,500,5.0,20.0,17.0,510.6666666666667,493.0,505.6333333333333,511.0,499.0,512.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
0,496.0,499.0,512.0,500,500,500,15.0,7.0,12.0,507.3,497.3333333333333,510.56666666666666,508.0,500.0,517.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0
0,486.0,500.0,510.0,500,500,500,22.0,44.0,7.0,496.3333333333333,507.0,515.0,496.0,543.0,517.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0
0,486.0,543.0,502.0,500,500,500,6.0,14.0,8.0,488.4,548.6,506.8,492.0,557.0,510.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0
0,492.0,525.0,502.0,500,500,500,4.0,32.0,14.0,494.4,542.6,507.6,496.0,557.0,516.0,492.0,492.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,557.0,557.0,549.0,549.0,549.0,549.0,549.0,549.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0
0,491.0,496.0,479.0,500,500,500,10.0,29.0,37.0,495.1666666666667,506.06666666666666,490.3333333333333,501.0,507.0,488.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0
0,501.0,499.0,483.0,500,500,500,10.0,8.0,5.0,504.0,504.6,486.5,511.0,507.0,488.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0
0,511.0,499.0,483.0,500,500,500,16.0,8.0,5.0,510.73333333333335,501.73333333333335,484.3,517.0,505.0,485.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0
0,512.0,504.0,482.0,500,500,500,5.0,7.0,13.0,515.1333333333333,507.26666666666665,488.6,517.0,511.0,495.0,517.0,517.0,517.0,512.0,512.0,512.0,512.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,505.0,505.0,505.0,504.0,504.0,504.0,504.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,485.0,485.0,485.0,482.0,482.0,482.0,482.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0
0,515.0,516.0,516.0,500,500,500,1.0,18.0,29.0,514.6666666666666,519.1,511.4,515.0,529.0,524.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0
0,505.0,519.0,516.0,500,500,500,10.0,10.0,10.0,512.0,525.8333333333334,518.5,515.0,529.0,526.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,509.0,509.0,509.0,509.0,509.0,505.0,505.0,505.0,505.0,505.0,505.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,522.0,522.0,522.0,522.0,522.0,519.0,519.0,519.0,519.0,519.0,519.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,519.0,519.0,519.0,519.0,519.0,526.0,526.0,526.0,526.0,526.0,526.0
0,505.0,519.0,517.0,500,500,500,8.0,3.0,9.0,506.8666666666667,519.9,523.5666666666667,513.0,522.0,526.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,513.0,513.0,513.0,513.0,513.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,522.0,522.0,522.0,522.0,522.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,517.0,517.0,517.0,517.0,517.0
0,513.0,485.0,510.0,500,500,500,8.0,37.0,16.0,511.6666666666667,509.1666666666667,516.1666666666666,513.0,522.0,517.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0
0,507.0,477.0,498.0,500,500,500,6.0,45.0,19.0,511.8,487.1,508.3,513.0,485.0,510.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,507.0,507.0,507.0,507.0,507.0,507.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,477.0,477.0,477.0,477.0,477.0,477.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,498.0,498.0,498.0,498.0,498.0,498.0
0,497.0,477.0,498.0,500,500,500,16.0,10.0,19.0,504.93333333333334,480.46666666666664,504.26666666666665,507.0,487.0,517.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0
0,495.0,478.0,510.0,500,500,500,12.0,10.0,19.0,497.73333333333335,482.96666666666664,512.3666666666667,497.0,487.0,517.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0
0,495.0,473.0,489.0,500,500,500,7.0,14.0,28.0,496.26666666666665,478.8333333333333,508.3666666666667,502.0,478.0,510.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,502.0,502.0,502.0,502.0,502.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,473.0,473.0,473.0,473.0,473.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,489.0,489.0,489.0,489.0,489.0
0,499.0,473.0,489.0,500,500,500,7.0,5.0,31.0,500.26666666666665,474.6666666666667,505.2,502.0,476.0,520.0,502.0,502.0,502.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,473.0,473.0,473.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,489.0,489.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0
0,499.0,476.0,504.0,500,500,500,7.0,77.0,16.0,501.1666666666667,494.3666666666667,517.3333333333334,506.0,553.0,520.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,502.0,502.0,502.0,502.0,502.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,553.0,553.0,553.0,553.0,553.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,504.0,504.0,504.0,504.0,504.0
0,501.0,553.0,504.0,500,500,500,5.0,45.0,12.0,502.03333333333336,552.2333333333333,505.93333333333334,502.0,561.0,506.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0
0,498.0,539.0,506.0,500,500,500,3.0,22.0,10.0,499.9,552.9333333333333,509.6666666666667,501.0,561.0,516.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0
0,498.0,515.0,489.0,500,500,500,15.0,24.0,27.0,503.5,528.2,501.7,513.0,534.0,505.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0
0,504.0,479.0,489.0,500,500,500,9.0,57.0,19.0,508.7,497.8,494.06666666666666,510.0,536.0,508.0,504.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,536.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,508.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0
0,510.0,479.0,480.0,500,500,500,1.0,21.0,11.0,510.53333333333336,490.0,488.96666666666664,511.0,500.0,491.0,510.0,510.0,510.0,510.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,479.0,479.0,479.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,498.0,498.0,498.0,498.0,498.0,489.0,489.0,489.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,480.0,480.0,480.0,480.0,480.0
