,emg_min_0,emg_min_1,emg_min_2,emg_0,emg_1,emg_2,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_med_0,emg_med_1,emg_med_2,emg_max_0,emg_max_1,emg_max_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19
0,503.0,464.0,494.0,500,500,500,6.0,127.0,14.0,504.1666666666667,524.9666666666667,501.73333333333335,509.0,591.0,508.0,504.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,509.0,509.0,509.0,509.0,591.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,572.0,572.0,572.0,572.0,496.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,494.0,494.0,494.0,494.0
0,509.0,551.0,494.0,500,500,500,7.0,108.0,14.0,507.73333333333335,544.0,498.06666666666666,510.0,572.0,500.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,510.0,510.0,510.0,510.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,551.0,551.0,551.0,551.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,500.0,500.0,500.0,500.0
0,510.0,551.0,491.0,500,500,500,3.0,21.0,9.0,510.03333333333336,557.6333333333333,496.7,512.0,553.0,500.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,512.0,512.0,512.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,553.0,553.0,553.0,553.0,553.0,553.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,491.0,491.0,491.0,491.0,491.0,491.0
0,509.0,536.0,491.0,500,500,500,3.0,17.0,19.0,511.1333333333333,549.3333333333334,496.0,512.0,553.0,510.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0
0,503.0,483.0,510.0,500,500,500,9.0,70.0,28.0,508.5,530.6333333333333,509.3,509.0,536.0,519.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,503.0,503.0,503.0,503.0,503.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,483.0,483.0,483.0,483.0,483.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,519.0,519.0,519.0,519.0,519.0,519.0
0,503.0,483.0,498.0,500,500,500,7.0,8.0,21.0,506.5,487.0,508.5,510.0,491.0,519.0,503.0,503.0,503.0,503.0,503.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,513.0,483.0,483.0,483.0,483.0,483.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,519.0,519.0,519.0,519.0,519.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,517.0
0,508.0,468.0,517.0,500,500,500,5.0,23.0,40.0,510.8666666666667,484.8666666666667,517.5333333333333,513.0,491.0,538.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0
0,508.0,464.0,512.0,500,500,500,5.0,4.0,26.0,509.6666666666667,466.6666666666667,529.3333333333334,513.0,468.0,538.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
0,506.0,464.0,512.0,500,500,500,7.0,5.0,26.0,510.6333333333333,465.4,519.3,513.0,469.0,525.0,513.0,513.0,513.0,513.0,513.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,464.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,512.0,512.0,512.0,512.0,512.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0
0,506.0,469.0,519.0,500,500,500,5.0,9.0,6.0,507.1666666666667,471.1,523.6,511.0,478.0,525.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0
0,511.0,474.0,519.0,500,500,500,4.0,4.0,4.0,512.8666666666667,476.1333333333333,520.8666666666667,515.0,478.0,523.0,511.0,511.0,511.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,478.0,478.0,478.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,519.0,519.0,519.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0
0,512.0,482.0,503.0,500,500,500,5.0,27.0,20.0,515.3,484.3,508.8333333333333,517.0,501.0,504.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0
0,511.0,501.0,503.0,500,500,500,6.0,30.0,19.0,512.5333333333333,501.1333333333333,508.8666666666667,512.0,512.0,522.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0
0,499.0,512.0,516.0,500,500,500,13.0,19.0,19.0,509.6333333333333,510.5,516.7666666666667,511.0,520.0,522.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,499.0,499.0,499.0,499.0,499.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,520.0,520.0,520.0,520.0,520.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,516.0,516.0,516.0,516.0,516.0
0,499.0,512.0,511.0,500,500,500,12.0,9.0,11.0,504.3,516.9,517.9,511.0,521.0,522.0,511.0,511.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,504.0,504.0,504.0,512.0,512.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,521.0,521.0,521.0,522.0,522.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,511.0,511.0,511.0
0,504.0,520.0,509.0,500,500,500,7.0,1.0,7.0,503.23333333333335,520.3333333333334,511.76666666666665,506.0,521.0,511.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0
0,504.0,501.0,499.0,500,500,500,2.0,20.0,15.0,505.4,513.3,507.23333333333335,506.0,520.0,514.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,510.0,510.0,510.0,510.0,510.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,514.0,514.0,514.0,514.0,514.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
0,504.0,501.0,496.0,500,500,500,5.0,9.0,18.0,505.53333333333336,502.96666666666664,499.7,509.0,505.0,499.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0
0,501.0,486.0,496.0,500,500,500,8.0,19.0,21.0,505.8,497.4,504.4,509.0,505.0,517.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0
0,504.0,501.0,500.0,500,500,500,16.0,67.0,17.0,510.3333333333333,525.7333333333333,506.6,517.0,553.0,512.0,504.0,504.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,510.0,501.0,501.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,605.0,512.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,494.0
0,510.0,535.0,494.0,500,500,500,7.0,70.0,11.0,514.2666666666667,569.1333333333333,498.3333333333333,517.0,605.0,505.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,511.0,511.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,535.0,535.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,505.0,505.0,505.0
0,510.0,535.0,494.0,500,500,500,7.0,70.0,19.0,512.0666666666667,564.0666666666667,501.03333333333336,517.0,605.0,513.0,510.0,510.0,510.0,510.0,510.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,517.0,517.0,517.0,605.0,605.0,605.0,605.0,605.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,576.0,576.0,576.0,494.0,494.0,494.0,494.0,494.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,513.0,513.0,513.0
0,517.0,576.0,496.0,500,500,500,10.0,77.0,17.0,518.6666666666666,591.4333333333333,504.8,521.0,612.0,513.0,517.0,517.0,517.0,517.0,517.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,576.0,576.0,576.0,576.0,576.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,513.0,513.0,513.0,513.0,513.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0
0,511.0,548.0,504.0,500,500,500,10.0,64.0,14.0,516.1333333333333,579.9666666666667,503.53333333333336,517.0,577.0,510.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0
0,511.0,551.0,503.0,500,500,500,3.0,26.0,9.0,512.3333333333334,562.2333333333333,510.6666666666667,514.0,577.0,512.0,511.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,514.0,514.0,577.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,551.0,551.0,510.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,503.0,503.0
0,508.0,435.0,503.0,500,500,500,6.0,119.0,11.0,512.4333333333333,528.9,508.5,514.0,551.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0
0,508.0,435.0,514.0,500,500,500,5.0,8.0,18.0,510.0,438.2,521.2,513.0,443.0,532.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0
0,513.0,437.0,517.0,500,500,500,2.0,19.0,15.0,513.5333333333333,445.46666666666664,526.6666666666666,515.0,456.0,532.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,513.0,513.0,513.0,513.0,513.0,513.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,437.0,437.0,437.0,437.0,437.0,437.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,524.0,524.0,524.0,524.0,524.0,524.0
0,508.0,437.0,517.0,500,500,500,7.0,19.0,15.0,513.0333333333333,443.1666666666667,522.4,515.0,456.0,524.0,515.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,508.0,508.0,508.0,508.0,508.0,508.0,456.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,438.0,438.0,438.0,438.0,438.0,438.0,517.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,518.0,518.0,518.0,518.0,518.0,518.0
0,505.0,438.0,516.0,500,500,500,8.0,35.0,8.0,509.56666666666666,438.8,519.9333333333333,508.0,472.0,518.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,505.0,505.0,505.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,472.0,472.0,472.0,472.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,516.0,516.0,516.0,516.0
0,505.0,472.0,516.0,500,500,500,7.0,70.0,9.0,507.4,479.4,518.9,512.0,508.0,525.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,472.0,472.0,472.0,472.0,472.0,472.0,472.0,472.0,472.0,472.0,472.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0
0,501.0,491.0,502.0,500,500,500,11.0,22.0,23.0,505.8,507.8333333333333,509.4,510.0,513.0,505.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,510.0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,491.0,491.0,491.0,491.0,491.0,491.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,505.0,505.0,505.0,505.0,505.0,505.0
0,506.0,491.0,505.0,500,500,500,4.0,1.0,7.0,507.73333333333335,491.56666666666666,508.96666666666664,510.0,492.0,512.0,510.0,510.0,510.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,503.0,491.0,491.0,491.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,497.0,505.0,505.0,505.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,503.0
0,503.0,496.0,495.0,500,500,500,3.0,5.0,17.0,503.4,495.9,500.73333333333335,503.0,497.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0
0,503.0,493.0,495.0,500,500,500,8.0,15.0,14.0,506.96666666666664,498.1,500.56666666666666,511.0,508.0,509.0,503.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,496.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,495.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0
0,510.0,508.0,503.0,500,500,500,3.0,16.0,9.0,510.3666666666667,505.6333333333333,506.7,511.0,509.0,509.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,503.0,503.0,503.0,503.0
0,508.0,501.0,502.0,500,500,500,3.0,8.0,7.0,510.03333333333336,507.4,504.43333333333334,510.0,509.0,503.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0
0,508.0,501.0,496.0,500,500,500,0.0,43.0,6.0,508.0,523.9333333333333,498.8,508.0,544.0,516.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,507.0,507.0,501.0,501.0,501.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,526.0,526.0,502.0,502.0,502.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,516.0,516.0
0,513.0,507.0,519.0,500,500,500,9.0,19.0,3.0,511.3,522.7333333333333,518.2,516.0,523.0,519.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,516.0,516.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,507.0,507.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0
0,512.0,505.0,503.0,500,500,500,4.0,18.0,16.0,514.2333333333333,507.8666666666667,513.1333333333333,516.0,507.0,519.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0
0,512.0,505.0,503.0,500,500,500,4.0,2.0,16.0,513.3333333333334,505.6666666666667,508.3333333333333,512.0,505.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0
0,508.0,495.0,509.0,500,500,500,5.0,12.0,10.0,509.26666666666665,498.1333333333333,510.4,513.0,507.0,513.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,513.0,513.0,513.0,513.0,513.0,513.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,507.0,507.0,507.0,507.0,507.0,507.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,509.0,509.0,509.0,509.0,509.0,509.0
0,513.0,477.0,498.0,500,500,500,9.0,30.0,15.0,514.8333333333334,491.6,503.6333333333333,517.0,507.0,509.0,513.0,513.0,513.0,513.0,513.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,507.0,507.0,507.0,507.0,507.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,509.0,509.0,509.0,509.0,509.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0
