,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_max_0,emg_max_1,emg_max_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_min_0,emg_min_1,emg_min_2,emg_0,emg_1,emg_2,emg_med_0,emg_med_1,emg_med_2
0,12.0,22.0,9.0,510.0,527.0,510.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,503.0,505.0,502.0,500,500,500,503.8666666666667,514.2666666666667,503.93333333333334
0,4.0,24.0,12.0,514.0,507.0,522.0,512.0,512.0,512.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,509.0,509.0,507.0,507.0,507.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,516.0,516.0,522.0,522.0,522.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,524.0,524.0,512.0,503.0,513.0,500,500,500,512.4666666666667,510.8666666666667,513.6
0,5.0,14.0,11.0,514.0,516.0,524.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,523.0,523.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,521.0,521.0,509.0,502.0,514.0,500,500,500,511.3333333333333,509.6,519.2
0,9.0,8.0,7.0,523.0,510.0,521.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,522.0,502.0,518.0,500,500,500,521.8333333333334,504.1333333333333,519.5
0,2.0,20.0,18.0,524.0,522.0,525.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,524.0,524.0,524.0,524.0,524.0,524.0,510.0,510.0,510.0,510.0,510.0,510.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,511.0,511.0,511.0,511.0,511.0,511.0,518.0,518.0,518.0,518.0,518.0,518.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,507.0,507.0,507.0,507.0,507.0,507.0,522.0,510.0,507.0,500,500,500,522.4333333333333,513.1333333333333,517.7666666666667
0,3.0,32.0,18.0,525.0,511.0,517.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,525.0,525.0,525.0,525.0,525.0,525.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,490.0,490.0,490.0,490.0,490.0,490.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,517.0,517.0,517.0,517.0,517.0,517.0,524.0,490.0,507.0,500,500,500,523.3666666666667,511.06666666666666,513.8666666666667
0,1.0,21.0,17.0,525.0,505.0,524.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,524.0,524.0,524.0,524.0,524.0,524.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,490.0,517.0,500,500,500,524.7333333333333,494.6,517.1666666666666
0,5.0,24.0,7.0,524.0,514.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,520.0,520.0,520.0,520.0,520.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,514.0,514.0,514.0,514.0,514.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,522.0,522.0,522.0,522.0,522.0,520.0,505.0,522.0,500,500,500,523.4,505.5,523.2
0,4.0,13.0,14.0,520.0,514.0,522.0,520.0,520.0,520.0,520.0,520.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,514.0,514.0,514.0,514.0,514.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,522.0,522.0,522.0,522.0,522.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,516.0,501.0,508.0,500,500,500,518.1333333333333,507.93333333333334,515.4666666666667
0,12.0,11.0,2.0,517.0,498.0,510.0,517.0,517.0,517.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,490.0,490.0,490.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,505.0,490.0,508.0,500,500,500,510.43333333333334,496.1,508.6
0,7.0,24.0,6.0,501.0,520.0,512.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,498.0,496.0,506.0,500,500,500,500.8,507.6,509.2
0,4.0,27.0,5.0,500.0,523.0,506.0,498.0,498.0,498.0,498.0,498.0,498.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,500.0,500.0,500.0,496.0,496.0,496.0,496.0,496.0,496.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,501.0,501.0,501.0,506.0,506.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,501.0,501.0,501.0,496.0,496.0,501.0,500,500,500,497.3333333333333,507.1333333333333,505.26666666666665
0,2.0,24.0,7.0,500.0,525.0,501.0,500.0,500.0,500.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,499.0,499.0,499.0,501.0,501.0,501.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,512.0,512.0,512.0,501.0,501.0,501.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,504.0,504.0,504.0,498.0,501.0,494.0,500,500,500,499.0,513.0,497.5
0,5.0,20.0,10.0,503.0,512.0,504.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,499.0,505.0,494.0,500,500,500,500.26666666666665,510.53333333333336,500.0
0,5.0,17.0,10.0,508.0,522.0,504.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,507.0,505.0,496.0,500,500,500,506.46666666666664,511.23333333333335,498.73333333333335
0,7.0,17.0,16.0,515.0,522.0,520.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,512.0,515.0,508.0,500,500,500,512.0666666666667,515.0,511.06666666666666
0,6.0,26.0,11.0,521.0,513.0,522.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,519.0,496.0,511.0,500,500,500,518.5333333333333,508.03333333333336,518.1666666666666
0,4.0,24.0,14.0,525.0,513.0,525.0,521.0,521.0,521.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,513.0,513.0,513.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,511.0,511.0,511.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,521.0,489.0,511.0,500,500,500,523.0,501.0,518.0
0,12.0,32.0,22.0,518.0,521.0,517.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,513.0,518.0,503.0,500,500,500,517.7333333333333,513.2,512.0666666666667
0,3.0,17.0,23.0,516.0,524.0,500.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,518.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,512.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,513.0,515.0,507.0,494.0,500,500,500,514.9333333333333,516.5,501.56666666666666
0,3.0,30.0,20.0,518.0,512.0,514.0,516.0,516.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,507.0,507.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,516.0,494.0,494.0,500,500,500,516.7,509.4,504.2
0,6.0,18.0,1.0,516.0,510.0,514.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,512.0,494.0,513.0,500,500,500,514.7333333333333,499.93333333333334,513.6333333333333
0,8.0,4.0,10.0,512.0,514.0,516.0,512.0,512.0,512.0,512.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,504.0,504.0,504.0,504.0,510.0,510.0,510.0,510.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,506.0,506.0,506.0,506.0,504.0,510.0,506.0,500,500,500,508.1666666666667,512.0333333333333,513.6
0,7.0,10.0,16.0,504.0,523.0,506.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,498.0,513.0,500.0,500,500,500,502.43333333333334,516.2333333333333,506.53333333333336
0,5.0,19.0,4.0,501.0,542.0,504.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,501.0,501.0,501.0,501.0,501.0,501.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,526.0,526.0,526.0,526.0,526.0,526.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,485.0,485.0,485.0,485.0,485.0,485.0,493.0,526.0,485.0,500,500,500,496.1333333333333,532.9666666666667,501.46666666666664
0,4.0,16.0,19.0,501.0,534.0,502.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,497.0,497.0,497.0,497.0,497.0,497.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,534.0,534.0,534.0,534.0,534.0,534.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,502.0,502.0,502.0,502.0,502.0,502.0,497.0,526.0,485.0,500,500,500,499.93333333333334,528.9333333333333,489.73333333333335
0,8.0,38.0,25.0,505.0,534.0,510.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,497.0,496.0,502.0,500,500,500,499.26666666666665,525.8,499.3666666666667
0,1.0,16.0,3.0,506.0,512.0,513.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,505.0,496.0,510.0,500,500,500,505.3333333333333,501.3333333333333,511.0
0,4.0,38.0,12.0,506.0,550.0,513.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,502.0,512.0,501.0,500,500,500,504.8,523.4,509.4
0,21.0,43.0,13.0,523.0,550.0,514.0,502.0,502.0,502.0,502.0,502.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,523.0,523.0,523.0,523.0,523.0,550.0,550.0,550.0,550.0,550.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,501.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,514.0,514.0,514.0,514.0,514.0,502.0,507.0,501.0,500,500,500,508.6333333333333,529.2333333333333,504.56666666666666
0,9.0,13.0,8.0,523.0,507.0,514.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,522.0,522.0,522.0,522.0,522.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,496.0,496.0,496.0,496.0,496.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,511.0,511.0,511.0,511.0,511.0,522.0,496.0,511.0,500,500,500,522.0,506.1,512.9
0,1.0,23.0,5.0,522.0,519.0,511.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,519.0,519.0,519.0,519.0,519.0,519.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,509.0,509.0,509.0,509.0,509.0,509.0,522.0,496.0,509.0,500,500,500,522.3,503.1333333333333,511.56666666666666
0,4.0,23.0,5.0,526.0,519.0,514.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,526.0,526.0,526.0,526.0,526.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,510.0,510.0,510.0,510.0,510.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,514.0,514.0,514.0,514.0,514.0,522.0,510.0,509.0,500,500,500,522.4,510.43333333333334,510.1666666666667
0,7.0,24.0,8.0,529.0,519.0,514.0,522.0,522.0,522.0,522.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,529.0,529.0,529.0,529.0,519.0,519.0,519.0,519.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,495.0,495.0,495.0,495.0,509.0,509.0,509.0,509.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,506.0,506.0,506.0,506.0,522.0,495.0,506.0,500,500,500,524.5333333333333,512.2,510.6
0,3.0,22.0,8.0,529.0,495.0,514.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,528.0,528.0,528.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,488.0,488.0,488.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,514.0,514.0,514.0,528.0,488.0,506.0,500,500,500,528.4,496.8,508.1333333333333
0,2.0,12.0,8.0,530.0,500.0,514.0,529.0,529.0,529.0,529.0,529.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,530.0,530.0,530.0,530.0,495.0,495.0,495.0,495.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,500.0,500.0,500.0,500.0,506.0,506.0,506.0,506.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,507.0,507.0,507.0,507.0,528.0,488.0,506.0,500,500,500,528.6333333333333,492.3,509.53333333333336
0,5.0,12.0,7.0,530.0,500.0,511.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,525.0,500.0,507.0,500,500,500,527.8,498.8,509.3
0,10.0,3.0,17.0,525.0,500.0,516.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,525.0,525.0,525.0,525.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,516.0,516.0,516.0,516.0,520.0,497.0,499.0,500,500,500,524.1666666666666,498.8,508.06666666666666
0,11.0,3.0,17.0,525.0,498.0,516.0,520.0,520.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,514.0,514.0,514.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,498.0,498.0,498.0,499.0,499.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,504.0,504.0,504.0,514.0,497.0,499.0,500,500,500,522.9333333333333,497.46666666666664,510.0
0,16.0,1.0,12.0,514.0,498.0,505.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,509.0,509.0,509.0,509.0,509.0,509.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,505.0,505.0,505.0,505.0,505.0,505.0,509.0,498.0,504.0,500,500,500,516.6666666666666,497.6666666666667,508.2
0,9.0,9.0,2.0,509.0,507.0,505.0,509.0,509.0,509.0,509.0,509.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,498.0,498.0,498.0,498.0,498.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,505.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,500.0,498.0,503.0,500,500,500,505.1,501.9,504.1333333333333
0,2.0,8.0,7.0,499.0,512.0,510.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,498.0,504.0,504.0,500,500,500,498.93333333333334,506.73333333333335,505.4
0,6.0,6.0,18.0,497.0,513.0,518.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,492.0,507.0,500.0,500,500,500,495.5,510.46666666666664,508.73333333333335
