,emg_max_0,emg_max_1,emg_max_2,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_min_0,emg_min_1,emg_min_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_med_0,emg_med_1,emg_med_2,emg_0,emg_1,emg_2
0,508.0,514.0,514.0,17.0,64.0,81.0,496.0,477.0,473.0,500.0,500.0,500.0,500.0,500.0,500.0,496.0,496.0,496.0,496.0,498.0,498.0,498.0,498.0,503.0,503.0,503.0,503.0,508.0,508.0,477.0,477.0,477.0,477.0,477.0,477.0,489.0,489.0,489.0,489.0,496.0,496.0,496.0,496.0,485.0,485.0,485.0,485.0,514.0,514.0,505.0,505.0,505.0,505.0,505.0,505.0,514.0,514.0,514.0,514.0,498.0,498.0,498.0,498.0,473.0,473.0,473.0,473.0,475.0,475.0,501.68888888888887,488.68888888888887,506.2,508.0,514.0,475.0
0,509.0,514.0,514.0,13.0,63.0,65.0,496.0,477.0,473.0,500.0,500.0,500.0,496.0,496.0,496.0,496.0,498.0,498.0,498.0,498.0,503.0,503.0,503.0,503.0,508.0,508.0,508.0,509.0,509.0,477.0,477.0,477.0,489.0,489.0,489.0,489.0,496.0,496.0,496.0,496.0,485.0,485.0,485.0,485.0,514.0,514.0,514.0,503.0,503.0,505.0,505.0,505.0,514.0,514.0,514.0,514.0,498.0,498.0,498.0,498.0,473.0,473.0,473.0,473.0,475.0,475.0,475.0,487.0,487.0,501.7111111111111,489.1111111111111,502.1777777777778,509.0,503.0,487.0
0,509.0,514.0,514.0,13.0,63.0,41.0,496.0,477.0,473.0,500.0,496.0,496.0,496.0,496.0,498.0,498.0,498.0,498.0,503.0,503.0,503.0,503.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,477.0,489.0,489.0,489.0,489.0,496.0,496.0,496.0,496.0,485.0,485.0,485.0,485.0,514.0,514.0,514.0,503.0,503.0,503.0,503.0,505.0,514.0,514.0,514.0,514.0,498.0,498.0,498.0,498.0,473.0,473.0,473.0,473.0,475.0,475.0,475.0,487.0,487.0,487.0,487.0,501.8666666666667,490.4888888888889,500.53333333333336,509.0,503.0,487.0
0,516.0,545.0,498.0,20.0,68.0,41.0,498.0,485.0,473.0,498.0,498.0,498.0,498.0,503.0,503.0,503.0,503.0,508.0,508.0,509.0,509.0,509.0,509.0,516.0,516.0,516.0,516.0,514.0,514.0,496.0,496.0,496.0,496.0,485.0,485.0,485.0,485.0,514.0,514.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,545.0,545.0,498.0,498.0,498.0,498.0,473.0,473.0,473.0,473.0,475.0,475.0,487.0,487.0,487.0,487.0,490.0,490.0,490.0,490.0,488.0,488.0,502.8666666666667,495.15555555555557,498.75555555555553,514.0,545.0,488.0
0,518.0,545.0,503.0,22.0,68.0,41.0,503.0,485.0,473.0,503.0,503.0,503.0,503.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,516.0,516.0,516.0,516.0,514.0,514.0,514.0,514.0,518.0,485.0,485.0,485.0,485.0,514.0,514.0,514.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,545.0,545.0,545.0,545.0,536.0,473.0,473.0,473.0,473.0,475.0,475.0,475.0,487.0,487.0,487.0,487.0,490.0,490.0,490.0,490.0,488.0,488.0,488.0,488.0,503.0,503.8,498.9555555555556,497.1777777777778,518.0,536.0,503.0
0,522.0,545.0,519.0,26.0,68.0,46.0,503.0,485.0,473.0,503.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,516.0,516.0,516.0,516.0,514.0,514.0,514.0,514.0,518.0,518.0,518.0,522.0,485.0,514.0,514.0,514.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,545.0,545.0,545.0,545.0,536.0,536.0,536.0,518.0,473.0,475.0,475.0,475.0,487.0,487.0,487.0,487.0,490.0,490.0,490.0,490.0,488.0,488.0,488.0,488.0,503.0,503.0,503.0,519.0,505.0888888888889,501.15555555555557,497.1333333333333,522.0,518.0,519.0
0,522.0,551.0,533.0,26.0,74.0,60.0,509.0,503.0,487.0,509.0,509.0,509.0,516.0,516.0,516.0,516.0,514.0,514.0,514.0,514.0,518.0,518.0,518.0,522.0,522.0,522.0,522.0,519.0,519.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,545.0,545.0,545.0,545.0,536.0,536.0,536.0,518.0,518.0,518.0,518.0,551.0,551.0,487.0,487.0,487.0,490.0,490.0,490.0,490.0,488.0,488.0,488.0,488.0,503.0,503.0,503.0,519.0,519.0,519.0,519.0,533.0,533.0,507.53333333333336,505.26666666666665,498.64444444444445,519.0,551.0,533.0
0,523.0,576.0,533.0,27.0,99.0,60.0,514.0,503.0,488.0,516.0,516.0,516.0,514.0,514.0,514.0,514.0,518.0,518.0,518.0,522.0,522.0,522.0,522.0,519.0,519.0,519.0,519.0,523.0,523.0,503.0,503.0,503.0,545.0,545.0,545.0,545.0,536.0,536.0,536.0,518.0,518.0,518.0,518.0,551.0,551.0,551.0,551.0,576.0,576.0,490.0,490.0,490.0,488.0,488.0,488.0,488.0,503.0,503.0,503.0,519.0,519.0,519.0,519.0,533.0,533.0,533.0,533.0,530.0,530.0,509.6,512.1555555555556,500.6,523.0,576.0,530.0
0,523.0,576.0,533.0,27.0,99.0,60.0,513.0,518.0,488.0,514.0,514.0,514.0,518.0,518.0,518.0,522.0,522.0,522.0,522.0,519.0,519.0,519.0,519.0,523.0,523.0,523.0,523.0,513.0,513.0,545.0,545.0,545.0,536.0,536.0,536.0,518.0,518.0,518.0,518.0,551.0,551.0,551.0,551.0,576.0,576.0,576.0,576.0,572.0,572.0,488.0,488.0,488.0,503.0,503.0,503.0,519.0,519.0,519.0,519.0,533.0,533.0,533.0,533.0,530.0,530.0,530.0,530.0,525.0,525.0,511.2,520.7777777777778,502.6,513.0,572.0,525.0
0,523.0,576.0,533.0,27.0,91.0,60.0,513.0,518.0,503.0,518.0,518.0,522.0,522.0,522.0,522.0,519.0,519.0,519.0,519.0,523.0,523.0,523.0,523.0,513.0,513.0,513.0,513.0,513.0,513.0,536.0,536.0,518.0,518.0,518.0,518.0,551.0,551.0,551.0,551.0,576.0,576.0,576.0,576.0,572.0,572.0,572.0,572.0,563.0,563.0,503.0,503.0,519.0,519.0,519.0,519.0,533.0,533.0,533.0,533.0,530.0,530.0,530.0,530.0,525.0,525.0,525.0,525.0,527.0,527.0,512.6222222222223,528.0222222222222,503.8666666666667,513.0,563.0,527.0
0,523.0,576.0,533.0,25.0,91.0,60.0,513.0,518.0,519.0,522.0,519.0,519.0,519.0,519.0,523.0,523.0,523.0,523.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,518.0,551.0,551.0,551.0,551.0,576.0,576.0,576.0,576.0,572.0,572.0,572.0,572.0,563.0,563.0,563.0,563.0,563.0,544.0,544.0,519.0,533.0,533.0,533.0,533.0,530.0,530.0,530.0,530.0,525.0,525.0,525.0,525.0,527.0,527.0,527.0,527.0,527.0,519.0,519.0,514.3333333333334,534.7777777777778,506.3777777777778,513.0,544.0,519.0
0,523.0,576.0,533.0,20.0,91.0,60.0,513.0,519.0,517.0,519.0,519.0,519.0,523.0,523.0,523.0,523.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,551.0,551.0,551.0,576.0,576.0,576.0,576.0,572.0,572.0,572.0,572.0,563.0,563.0,563.0,563.0,563.0,544.0,544.0,544.0,519.0,533.0,533.0,533.0,530.0,530.0,530.0,530.0,525.0,525.0,525.0,525.0,527.0,527.0,527.0,527.0,527.0,519.0,519.0,519.0,517.0,514.7777777777778,536.8444444444444,508.3777777777778,513.0,519.0,517.0
0,523.0,576.0,530.0,16.0,81.0,58.0,507.0,495.0,517.0,523.0,523.0,523.0,523.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,507.0,576.0,576.0,576.0,576.0,572.0,572.0,572.0,572.0,563.0,563.0,563.0,563.0,563.0,544.0,544.0,544.0,519.0,519.0,519.0,495.0,530.0,530.0,530.0,530.0,525.0,525.0,525.0,525.0,527.0,527.0,527.0,527.0,527.0,519.0,519.0,519.0,517.0,517.0,517.0,520.0,515.2,537.9333333333333,511.3333333333333,507.0,495.0,520.0
0,523.0,576.0,530.0,16.0,105.0,46.0,507.0,471.0,517.0,523.0,523.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,507.0,507.0,513.0,576.0,576.0,572.0,572.0,572.0,572.0,563.0,563.0,563.0,563.0,563.0,544.0,544.0,544.0,519.0,519.0,519.0,495.0,495.0,471.0,530.0,530.0,525.0,525.0,525.0,525.0,527.0,527.0,527.0,527.0,527.0,519.0,519.0,519.0,517.0,517.0,517.0,520.0,520.0,523.0,515.2888888888889,536.5555555555555,513.4,513.0,471.0,523.0
0,513.0,572.0,529.0,16.0,105.0,45.0,507.0,471.0,517.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,507.0,507.0,513.0,513.0,513.0,508.0,508.0,572.0,572.0,563.0,563.0,563.0,563.0,563.0,544.0,544.0,544.0,519.0,519.0,519.0,495.0,495.0,471.0,471.0,471.0,475.0,475.0,525.0,525.0,527.0,527.0,527.0,527.0,527.0,519.0,519.0,519.0,517.0,517.0,517.0,520.0,520.0,523.0,523.0,523.0,529.0,529.0,515.4222222222222,533.8888888888889,516.8666666666667,508.0,475.0,529.0
0,513.0,563.0,532.0,23.0,105.0,45.0,500.0,471.0,517.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,507.0,507.0,513.0,513.0,513.0,508.0,508.0,508.0,508.0,500.0,500.0,563.0,563.0,563.0,544.0,544.0,544.0,519.0,519.0,519.0,495.0,495.0,471.0,471.0,471.0,475.0,475.0,475.0,475.0,487.0,487.0,527.0,527.0,527.0,519.0,519.0,519.0,517.0,517.0,517.0,520.0,520.0,523.0,523.0,523.0,529.0,529.0,529.0,529.0,532.0,532.0,514.3555555555556,531.9333333333333,520.4666666666667,500.0,487.0,532.0
0,513.0,544.0,532.0,23.0,105.0,30.0,500.0,471.0,517.0,513.0,513.0,513.0,513.0,513.0,507.0,507.0,513.0,513.0,513.0,508.0,508.0,508.0,508.0,500.0,500.0,500.0,500.0,502.0,502.0,544.0,544.0,519.0,519.0,519.0,495.0,495.0,471.0,471.0,471.0,475.0,475.0,475.0,475.0,487.0,487.0,487.0,487.0,503.0,503.0,519.0,519.0,517.0,517.0,517.0,520.0,520.0,523.0,523.0,523.0,529.0,529.0,529.0,529.0,532.0,532.0,532.0,532.0,523.0,523.0,513.2,527.4888888888889,523.9777777777778,502.0,503.0,523.0
0,513.0,519.0,532.0,23.0,105.0,26.0,500.0,471.0,507.0,513.0,513.0,507.0,507.0,513.0,513.0,513.0,508.0,508.0,508.0,508.0,500.0,500.0,500.0,500.0,502.0,502.0,502.0,502.0,502.0,519.0,519.0,495.0,495.0,471.0,471.0,471.0,475.0,475.0,475.0,475.0,487.0,487.0,487.0,487.0,503.0,503.0,503.0,503.0,497.0,517.0,517.0,520.0,520.0,523.0,523.0,523.0,529.0,529.0,529.0,529.0,532.0,532.0,532.0,532.0,523.0,523.0,523.0,523.0,507.0,512.1333333333333,525.1555555555556,524.9555555555555,502.0,497.0,507.0
0,513.0,503.0,532.0,27.0,105.0,27.0,496.0,471.0,506.0,513.0,513.0,513.0,508.0,508.0,508.0,508.0,500.0,500.0,500.0,500.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,496.0,496.0,471.0,471.0,471.0,475.0,475.0,475.0,475.0,487.0,487.0,487.0,487.0,503.0,503.0,503.0,503.0,497.0,497.0,497.0,471.0,471.0,523.0,523.0,523.0,529.0,529.0,529.0,529.0,532.0,532.0,532.0,532.0,523.0,523.0,523.0,523.0,507.0,507.0,507.0,506.0,506.0,510.0888888888889,522.1333333333333,523.8444444444444,496.0,471.0,506.0
0,508.0,503.0,532.0,27.0,141.0,27.0,496.0,435.0,505.0,508.0,508.0,508.0,500.0,500.0,500.0,500.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,496.0,496.0,496.0,496.0,502.0,502.0,475.0,475.0,475.0,487.0,487.0,487.0,487.0,503.0,503.0,503.0,503.0,497.0,497.0,497.0,471.0,471.0,471.0,471.0,435.0,435.0,529.0,529.0,529.0,532.0,532.0,532.0,532.0,523.0,523.0,523.0,523.0,507.0,507.0,507.0,506.0,506.0,506.0,506.0,505.0,505.0,508.31111111111113,513.4222222222222,521.4,502.0,435.0,505.0
0,502.0,509.0,532.0,27.0,141.0,35.0,496.0,435.0,497.0,500.0,500.0,500.0,500.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,496.0,496.0,496.0,496.0,502.0,502.0,502.0,502.0,499.0,487.0,487.0,487.0,487.0,503.0,503.0,503.0,503.0,497.0,497.0,497.0,471.0,471.0,471.0,471.0,435.0,435.0,435.0,435.0,509.0,532.0,532.0,532.0,532.0,523.0,523.0,523.0,523.0,507.0,507.0,507.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,497.0,506.84444444444443,505.6666666666667,519.5555555555555,499.0,509.0,497.0
0,510.0,588.0,523.0,17.0,153.0,35.0,496.0,435.0,497.0,502.0,502.0,502.0,502.0,502.0,502.0,496.0,496.0,496.0,496.0,502.0,502.0,502.0,502.0,499.0,499.0,499.0,499.0,510.0,510.0,503.0,503.0,503.0,497.0,497.0,497.0,471.0,471.0,471.0,471.0,435.0,435.0,435.0,435.0,509.0,509.0,509.0,509.0,588.0,588.0,523.0,523.0,523.0,507.0,507.0,507.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,497.0,497.0,497.0,497.0,499.0,499.0,505.55555555555554,502.0888888888889,516.4222222222222,510.0,588.0,499.0
0,510.0,588.0,507.0,17.0,153.0,41.0,496.0,435.0,491.0,502.0,502.0,502.0,496.0,496.0,496.0,496.0,502.0,502.0,502.0,502.0,499.0,499.0,499.0,499.0,510.0,510.0,510.0,506.0,506.0,497.0,497.0,497.0,471.0,471.0,471.0,471.0,435.0,435.0,435.0,435.0,509.0,509.0,509.0,509.0,588.0,588.0,588.0,513.0,513.0,507.0,507.0,507.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,497.0,497.0,497.0,497.0,499.0,499.0,499.0,491.0,491.0,505.1777777777778,500.4222222222222,514.2,506.0,513.0,491.0
0,510.0,588.0,506.0,17.0,153.0,50.0,496.0,435.0,482.0,496.0,496.0,496.0,502.0,502.0,502.0,502.0,499.0,499.0,499.0,499.0,510.0,510.0,510.0,506.0,506.0,506.0,506.0,507.0,507.0,471.0,471.0,471.0,435.0,435.0,435.0,435.0,509.0,509.0,509.0,509.0,588.0,588.0,588.0,513.0,513.0,513.0,513.0,462.0,462.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,497.0,497.0,497.0,497.0,499.0,499.0,499.0,491.0,491.0,491.0,491.0,482.0,482.0,504.6,494.55555555555554,510.9555555555556,507.0,462.0,482.0
0,511.0,588.0,505.0,17.0,153.0,56.0,499.0,435.0,476.0,502.0,502.0,502.0,502.0,499.0,499.0,499.0,499.0,510.0,510.0,510.0,506.0,506.0,506.0,506.0,507.0,507.0,507.0,511.0,511.0,435.0,435.0,435.0,435.0,509.0,509.0,509.0,509.0,588.0,588.0,588.0,513.0,513.0,513.0,513.0,462.0,462.0,462.0,499.0,499.0,505.0,505.0,505.0,505.0,497.0,497.0,497.0,497.0,499.0,499.0,499.0,491.0,491.0,491.0,491.0,482.0,482.0,482.0,476.0,476.0,504.3777777777778,491.84444444444443,508.31111111111113,511.0,499.0,476.0
0,513.0,588.0,499.0,17.0,153.0,66.0,499.0,462.0,466.0,499.0,499.0,499.0,499.0,510.0,510.0,510.0,506.0,506.0,506.0,506.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,513.0,513.0,509.0,509.0,509.0,509.0,588.0,588.0,588.0,513.0,513.0,513.0,513.0,462.0,462.0,462.0,499.0,499.0,499.0,499.0,505.0,505.0,497.0,497.0,497.0,497.0,499.0,499.0,499.0,491.0,491.0,491.0,491.0,482.0,482.0,482.0,476.0,476.0,476.0,476.0,466.0,466.0,504.55555555555554,492.46666666666664,503.9555555555556,513.0,505.0,466.0
0,514.0,588.0,499.0,18.0,153.0,79.0,506.0,462.0,453.0,510.0,510.0,510.0,506.0,506.0,506.0,506.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,513.0,513.0,513.0,513.0,514.0,514.0,588.0,588.0,588.0,513.0,513.0,513.0,513.0,462.0,462.0,462.0,499.0,499.0,499.0,499.0,505.0,505.0,505.0,505.0,534.0,534.0,499.0,499.0,499.0,491.0,491.0,491.0,491.0,482.0,482.0,482.0,476.0,476.0,476.0,476.0,466.0,466.0,466.0,466.0,453.0,453.0,504.8222222222222,496.6,498.0444444444444,514.0,534.0,453.0
0,519.0,540.0,491.0,23.0,153.0,79.0,506.0,462.0,453.0,506.0,506.0,506.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,513.0,513.0,513.0,513.0,514.0,514.0,514.0,514.0,519.0,519.0,513.0,513.0,513.0,462.0,462.0,462.0,499.0,499.0,499.0,499.0,505.0,505.0,505.0,505.0,534.0,534.0,534.0,534.0,540.0,540.0,491.0,491.0,491.0,482.0,482.0,482.0,476.0,476.0,476.0,476.0,466.0,466.0,466.0,466.0,453.0,453.0,453.0,453.0,457.0,457.0,505.93333333333334,501.5777777777778,491.3333333333333,519.0,540.0,457.0
0,520.0,540.0,482.0,24.0,153.0,70.0,507.0,462.0,453.0,507.0,511.0,511.0,511.0,511.0,513.0,513.0,513.0,513.0,514.0,514.0,514.0,514.0,519.0,519.0,519.0,519.0,519.0,520.0,520.0,462.0,499.0,499.0,499.0,499.0,505.0,505.0,505.0,505.0,534.0,534.0,534.0,534.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,482.0,476.0,476.0,476.0,476.0,466.0,466.0,466.0,466.0,453.0,453.0,453.0,453.0,457.0,457.0,457.0,457.0,457.0,462.0,462.0,507.9555555555556,506.4,483.8222222222222,520.0,540.0,462.0
0,520.0,542.0,476.0,24.0,153.0,53.0,511.0,499.0,453.0,511.0,513.0,513.0,513.0,513.0,514.0,514.0,514.0,514.0,519.0,519.0,519.0,519.0,519.0,520.0,520.0,520.0,520.0,517.0,517.0,499.0,505.0,505.0,505.0,505.0,534.0,534.0,534.0,534.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,476.0,466.0,466.0,466.0,466.0,453.0,453.0,453.0,453.0,457.0,457.0,457.0,457.0,457.0,462.0,462.0,462.0,462.0,473.0,473.0,509.4222222222222,510.1777777777778,479.9555555555556,517.0,542.0,473.0
0,520.0,542.0,473.0,21.0,153.0,52.0,513.0,505.0,453.0,513.0,514.0,514.0,514.0,514.0,519.0,519.0,519.0,519.0,519.0,520.0,520.0,520.0,520.0,517.0,517.0,517.0,517.0,513.0,513.0,505.0,534.0,534.0,534.0,534.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,542.0,542.0,533.0,533.0,466.0,453.0,453.0,453.0,453.0,457.0,457.0,457.0,457.0,457.0,462.0,462.0,462.0,462.0,473.0,473.0,473.0,473.0,471.0,471.0,511.1111111111111,516.0888888888888,476.93333333333334,513.0,533.0,471.0
0,520.0,550.0,473.0,21.0,126.0,48.0,513.0,533.0,451.0,514.0,519.0,519.0,519.0,519.0,519.0,520.0,520.0,520.0,520.0,517.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,516.0,516.0,534.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,542.0,542.0,533.0,533.0,533.0,533.0,550.0,550.0,453.0,457.0,457.0,457.0,457.0,457.0,462.0,462.0,462.0,462.0,473.0,473.0,473.0,473.0,471.0,471.0,471.0,471.0,451.0,451.0,512.2222222222222,525.5555555555555,473.02222222222224,516.0,550.0,451.0
0,523.0,550.0,479.0,24.0,126.0,48.0,513.0,533.0,451.0,519.0,519.0,519.0,520.0,520.0,520.0,520.0,517.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,516.0,516.0,516.0,523.0,523.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,542.0,542.0,533.0,533.0,533.0,533.0,550.0,550.0,550.0,533.0,533.0,457.0,457.0,457.0,462.0,462.0,462.0,462.0,473.0,473.0,473.0,473.0,471.0,471.0,471.0,471.0,451.0,451.0,451.0,479.0,479.0,513.6666666666666,527.5333333333333,471.2,523.0,533.0,479.0
0,523.0,550.0,513.0,17.0,126.0,62.0,513.0,533.0,451.0,520.0,520.0,520.0,520.0,517.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,516.0,516.0,516.0,523.0,523.0,523.0,523.0,516.0,540.0,540.0,540.0,540.0,542.0,542.0,542.0,542.0,533.0,533.0,533.0,533.0,550.0,550.0,550.0,533.0,533.0,533.0,533.0,543.0,462.0,462.0,462.0,462.0,473.0,473.0,473.0,473.0,471.0,471.0,471.0,471.0,451.0,451.0,451.0,479.0,479.0,479.0,479.0,513.0,514.6222222222223,525.8444444444444,470.6666666666667,516.0,543.0,513.0
0,523.0,550.0,537.0,17.0,88.0,86.0,511.0,527.0,451.0,517.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,516.0,516.0,516.0,523.0,523.0,523.0,523.0,516.0,516.0,516.0,516.0,511.0,542.0,542.0,542.0,542.0,533.0,533.0,533.0,533.0,550.0,550.0,550.0,533.0,533.0,533.0,533.0,543.0,543.0,543.0,543.0,527.0,473.0,473.0,473.0,473.0,471.0,471.0,471.0,471.0,451.0,451.0,451.0,479.0,479.0,479.0,479.0,513.0,513.0,513.0,513.0,537.0,515.3111111111111,526.4888888888889,472.97777777777776,511.0,527.0,537.0
0,523.0,550.0,578.0,12.0,51.0,127.0,511.0,523.0,451.0,513.0,513.0,513.0,516.0,516.0,516.0,523.0,523.0,523.0,523.0,516.0,516.0,516.0,516.0,511.0,511.0,511.0,511.0,514.0,514.0,533.0,533.0,533.0,550.0,550.0,550.0,533.0,533.0,533.0,533.0,543.0,543.0,543.0,543.0,527.0,527.0,527.0,527.0,523.0,523.0,471.0,471.0,471.0,451.0,451.0,451.0,479.0,479.0,479.0,479.0,513.0,513.0,513.0,513.0,537.0,537.0,537.0,537.0,578.0,578.0,515.8222222222222,531.5777777777778,480.84444444444443,514.0,523.0,578.0
0,523.0,550.0,648.0,13.0,45.0,197.0,510.0,523.0,451.0,516.0,516.0,523.0,523.0,523.0,523.0,516.0,516.0,516.0,516.0,511.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,510.0,510.0,550.0,550.0,533.0,533.0,533.0,533.0,543.0,543.0,543.0,543.0,527.0,527.0,527.0,527.0,523.0,523.0,523.0,523.0,525.0,525.0,451.0,451.0,479.0,479.0,479.0,479.0,513.0,513.0,513.0,513.0,537.0,537.0,537.0,537.0,578.0,578.0,578.0,578.0,648.0,648.0,515.8666666666667,533.6666666666666,493.24444444444447,510.0,525.0,648.0
0,523.0,543.0,660.0,19.0,78.0,209.0,504.0,472.0,479.0,523.0,523.0,516.0,516.0,516.0,516.0,511.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,510.0,510.0,510.0,510.0,504.0,504.0,533.0,533.0,543.0,543.0,543.0,543.0,527.0,527.0,527.0,527.0,523.0,523.0,523.0,523.0,525.0,525.0,525.0,525.0,472.0,472.0,479.0,479.0,513.0,513.0,513.0,513.0,537.0,537.0,537.0,537.0,578.0,578.0,578.0,578.0,648.0,648.0,648.0,648.0,660.0,660.0,515.3111111111111,532.4444444444445,510.24444444444447,504.0,472.0,660.0
0,516.0,543.0,660.0,23.0,170.0,209.0,500.0,380.0,513.0,516.0,516.0,511.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,510.0,510.0,510.0,510.0,504.0,504.0,504.0,504.0,500.0,500.0,543.0,543.0,527.0,527.0,527.0,527.0,523.0,523.0,523.0,523.0,525.0,525.0,525.0,525.0,472.0,472.0,472.0,380.0,380.0,380.0,513.0,513.0,537.0,537.0,537.0,537.0,578.0,578.0,578.0,578.0,648.0,648.0,648.0,648.0,660.0,660.0,660.0,608.0,608.0,608.0,514.1333333333333,522.7111111111111,526.2444444444444,500.0,380.0,608.0
0,514.0,527.0,660.0,23.0,170.0,209.0,500.0,380.0,537.0,511.0,514.0,514.0,514.0,514.0,510.0,510.0,510.0,510.0,504.0,504.0,504.0,504.0,500.0,500.0,500.0,500.0,500.0,501.0,501.0,527.0,523.0,523.0,523.0,523.0,525.0,525.0,525.0,525.0,472.0,472.0,472.0,472.0,380.0,380.0,380.0,380.0,380.0,452.0,452.0,537.0,578.0,578.0,578.0,578.0,648.0,648.0,648.0,648.0,660.0,660.0,660.0,660.0,608.0,608.0,608.0,608.0,608.0,543.0,543.0,512.0444444444445,508.1333333333333,540.0222222222222,501.0,452.0,543.0
0,514.0,525.0,660.0,23.0,170.0,209.0,500.0,380.0,543.0,514.0,514.0,510.0,510.0,510.0,510.0,504.0,504.0,504.0,504.0,500.0,500.0,500.0,500.0,500.0,501.0,501.0,501.0,501.0,507.0,523.0,523.0,525.0,525.0,525.0,525.0,472.0,472.0,472.0,472.0,380.0,380.0,380.0,380.0,380.0,452.0,452.0,452.0,452.0,470.0,578.0,578.0,648.0,648.0,648.0,648.0,660.0,660.0,660.0,660.0,608.0,608.0,608.0,608.0,608.0,543.0,543.0,543.0,543.0,597.0,510.9111111111111,502.6666666666667,546.6222222222223,507.0,470.0,597.0
0,510.0,525.0,660.0,28.0,170.0,209.0,495.0,380.0,543.0,510.0,504.0,504.0,504.0,504.0,500.0,500.0,500.0,500.0,500.0,501.0,501.0,501.0,501.0,507.0,507.0,507.0,507.0,495.0,495.0,525.0,472.0,472.0,472.0,472.0,380.0,380.0,380.0,380.0,380.0,452.0,452.0,452.0,452.0,470.0,470.0,470.0,470.0,481.0,481.0,648.0,660.0,660.0,660.0,660.0,608.0,608.0,608.0,608.0,608.0,543.0,543.0,543.0,543.0,597.0,597.0,597.0,597.0,584.0,584.0,509.35555555555555,495.35555555555555,559.8666666666667,495.0,481.0,584.0
