iter	Logloss
579	0.08558176874
580	0.0855456741
581	0.08501618184
582	0.08487655354
583	0.08487267007
584	0.08464419122
585	0.08444622656
586	0.08436104868
587	0.08418870775
588	0.08410340175
589	0.08401773766
590	0.08400546611
591	0.08399729823
592	0.08396468469
593	0.08360235598
594	0.08337893559
595	0.08337199646
596	0.08334582398
597	0.08322700166
598	0.08319369182
599	0.0831652963
600	0.08315438533
601	0.08268499395
602	0.0824576669
603	0.08231645878
604	0.08215345495
605	0.08214716703
606	0.08190936016
607	0.08175342316
608	0.08154218938
609	0.08150841411
610	0.0814652105
611	0.08112999417
612	0.08100777677
613	0.08083615021
614	0.08082834082
615	0.08082299231
616	0.08081929503
617	0.08080639586
618	0.08075625171
619	0.08074377445
620	0.08059275171
621	0.08044396557
622	0.08031230441
623	0.08010457934
624	0.08009421962
625	0.07979237398
626	0.07941650998
627	0.07937800132
628	0.07936422179
629	0.07931085007
630	0.07919697741
631	0.07918929931
632	0.0790695345
633	0.0790336341
634	0.07889498804
635	0.07870638392
636	0.07846417783
637	0.07846130099
638	0.07841180697
639	0.07837711706
640	0.07832295876
641	0.07830925553
642	0.07818721022
643	0.07813984692
644	0.07812738691
645	0.07790588143
646	0.0778768861
647	0.07776741724
648	0.07773268085
649	0.07773067413
650	0.07763150109
651	0.07752103629
652	0.07724036362
653	0.07719138301
654	0.0770702532
655	0.07705920818
656	0.07682611701
657	0.07673074533
658	0.07661515295
659	0.07661188698
660	0.0765939512
661	0.07658335439
662	0.07653938268
663	0.07647585535
664	0.07645669983
665	0.07639219215
666	0.07629937499
667	0.07627192753
668	0.07610989207
669	0.07598126826
670	0.07593838876
671	0.07589133912
672	0.07576221632
673	0.07567058722
674	0.07566459284
675	0.0755719441
676	0.07556326145
677	0.07537590584
678	0.07537221765
679	0.0752053546
680	0.07520172563
681	0.07509702033
682	0.07492041033
683	0.07467922387
684	0.07459433813
685	0.07454764637
686	0.07454197044
687	0.07452623114
688	0.07438160019
689	0.07437866525
690	0.07424244531
691	0.07423592632
692	0.07395531314
693	0.07392269031
694	0.07391755592
695	0.07372685189
696	0.0735736232
697	0.07357244674
698	0.07344461732
699	0.07314665347
700	0.07284468071
701	0.07250670788
702	0.0723678024
703	0.07218305966
704	0.07217057913
705	0.07216846886
706	0.07215968013
707	0.07202613407
708	0.07202419258
709	0.07201840358
710	0.07179596512
711	0.0717804724
712	0.07175655702
713	0.07167394491
714	0.07156566578
715	0.07131173475
716	0.07128915134
717	0.07111483662
718	0.07093580119
719	0.07078452489
720	0.07078261021
721	0.07074863882
722	0.0707408353
723	0.07058639898
724	0.07054096989
725	0.07034702353
726	0.07031362564
727	0.07031006018
728	0.07016478468
729	0.07016188422
730	0.07012604298
731	0.07007746581
732	0.07000238374
733	0.06980313124
734	0.06979251714
735	0.06978860738
736	0.06968901942
737	0.06965384201
738	0.06965021143
739	0.06964673764
740	0.06960706814
741	0.06960528341
742	0.06946619362
743	0.06938215443
744	0.06932547516
745	0.06920644828
746	0.06911899624
747	0.06911319615
748	0.06908338106
749	0.06897932035
750	0.06895934717
751	0.06885235793
752	0.06871434341
753	0.06867493215
754	0.06866617809
755	0.06866460837
756	0.06853705307
757	0.06823965153
758	0.06812385364
759	0.06804825751
760	0.06801601476
761	0.06801154848
762	0.0679090727
763	0.06788768552
764	0.06787164751
765	0.06786893406
766	0.06773784132
767	0.06770289401
768	0.0676923705
769	0.06751734627
770	0.06732697232
771	0.06731496317
772	0.06717976354
773	0.06717673684
774	0.06717576381
775	0.06717363589
776	0.06687368278
777	0.06687188434
778	0.06685959133
779	0.06672652785
780	0.06643681144
781	0.06643604009
782	0.06641991708
783	0.0664040695
784	0.06638171823
785	0.06638019627
786	0.06634098434
787	0.06633537257
788	0.06633480273
789	0.06610768509
790	0.06603877244
791	0.06598124828
792	0.06594019343
793	0.06593120324
794	0.06588721513
795	0.06585967112
796	0.06573284197
797	0.06569415743
798	0.06569235177
799	0.06568703361
800	0.065685459
801	0.06564446835
802	0.06564023542
803	0.06563821302
804	0.06553808312
805	0.06538757194
806	0.06537216501
807	0.06536461737
808	0.06536373706
809	0.06536258026
810	0.0651708077
811	0.06516550509
812	0.06516268177
813	0.06510919213
814	0.06500650228
815	0.06500265982
816	0.06499905869
817	0.06482386184
818	0.06481890577
819	0.0647751012
820	0.06477371217
821	0.06452191724
822	0.06452015919
823	0.06439870885
824	0.06434807887
825	0.06433765524
826	0.06433088942
827	0.06415972147
828	0.0641572332
829	0.06395591909
830	0.06391837825
831	0.06379559269
832	0.06378763707
833	0.06378623951
834	0.06375721372
835	0.06371132627
836	0.06358254304
837	0.06357024843
838	0.06355802999
839	0.06355732697
840	0.06355457449
841	0.06354608893
842	0.06353728856
843	0.06351736045
844	0.06346447639
845	0.06345025926
846	0.06335942571
847	0.06334354203
848	0.06334180813
849	0.06333413024
850	0.06330263688
851	0.06326398588
852	0.06325815492
853	0.06322518401
854	0.06322385959
855	0.06322211239
856	0.06321597038
857	0.06301719605
858	0.06293236366
859	0.06289442279
860	0.06288131166
861	0.06287981007
862	0.0628775927
863	0.06276842589
864	0.0626853607
865	0.06267824069
866	0.06254077205
867	0.06239638228
868	0.06239505702
869	0.06238597003
870	0.06224255437
871	0.06223079319
872	0.06222212581
873	0.06221446494
874	0.06221361997
875	0.06221284184
876	0.06217713185
877	0.06213177827
878	0.06201856546
879	0.06198913924
880	0.06197417913
881	0.06195511208
882	0.06193408261
883	0.06192489876
884	0.06192416587
885	0.06188514121
886	0.06179892118
887	0.0616896128
888	0.06168874349
889	0.06166071288
890	0.06166022715
891	0.06161325081
892	0.06160164432
893	0.06150955846
894	0.06150660854
895	0.06150460143
896	0.06149981988
897	0.06147722483
898	0.06139308239
899	0.06137612311
900	0.06136314612
901	0.06136187505
902	0.06135218683
903	0.06134873616
904	0.06128450765
905	0.06106272396
906	0.06103169279
907	0.06091985681
908	0.06088880446
909	0.06088002135
910	0.06087450676
911	0.06086845994
912	0.06079257104
913	0.06078647735
914	0.06077850735
915	0.06072348313
916	0.06072203686
917	0.06071538823
918	0.06069347392
919	0.06069253957
920	0.06069043809
921	0.06068986476
922	0.06062315292
923	0.06062220282
924	0.06058339741
925	0.06058277975
926	0.06058225937
927	0.06046560044
928	0.06046443597
929	0.06045970233
930	0.06029286897
931	0.0602035431
932	0.06011785835
933	0.06005940916
934	0.05988342177
935	0.05988137181
936	0.05986685719
937	0.0595620243
938	0.05953822986
939	0.05945425754
940	0.05945036099
941	0.05943067064
942	0.05936796889
943	0.05935755635
944	0.05935326303
945	0.05934519321
946	0.05924923018
947	0.05910759714
948	0.05910608031
949	0.0590257628
950	0.05899862848
951	0.05883266314
952	0.0585558837
953	0.05854293851
954	0.05851562543
955	0.0585074098
956	0.05847965846
957	0.058384086
958	0.05837455639
959	0.05829803887
960	0.05828561
961	0.05815320268
962	0.05805684212
963	0.05802697228
964	0.05800593071
965	0.05790887213
966	0.05787290961
967	0.05787183697
968	0.05772634496
969	0.05770312076
970	0.05765457435
971	0.05765310823
972	0.05764062578
973	0.05760588784
974	0.0574458803
975	0.05710397832
976	0.0570889308
977	0.05708825178
978	0.05699726299
979	0.05698696157
980	0.0569037467
981	0.05681234855
982	0.05681133537
983	0.05680393693
984	0.0567966685
985	0.05679467964
986	0.05678516869
987	0.05675684712
988	0.05668185467
989	0.05667450063
990	0.05666941256
991	0.05666384924
992	0.05665776473
993	0.05665726325
994	0.05665215215
995	0.05659323294
996	0.05657481467
997	0.05654121356
998	0.05652592975
999	0.05652383859
