,unixtime,emg0,emg1
148,1555408876.9014122,528.0,402.0
149,1555408876.9544153,561.0,450.0
150,1555408877.0101388,430.0,545.0
151,1555408877.0644996,476.0,519.0
152,1555408877.1222062,512.0,386.0
153,1555408877.177303,551.0,477.0
154,1555408877.2293096,557.0,562.0
155,1555408877.2809417,485.0,517.0
156,1555408877.334744,409.0,509.0
157,1555408877.3869197,470.0,580.0
158,1555408877.4401429,526.0,514.0
159,1555408877.4972975,536.0,548.0
160,1555408877.5498195,471.0,583.0
161,1555408877.6087782,423.0,528.0
162,1555408877.6648912,405.0,501.0
163,1555408877.716891,498.0,330.0
164,1555408877.7712934,560.0,528.0
165,1555408877.822803,506.0,529.0
166,1555408877.8751292,462.0,475.0
167,1555408877.9272287,503.0,532.0
168,1555408877.9800322,668.0,449.0
169,1555408878.0406122,566.0,557.0
170,1555408878.0971968,545.0,449.0
171,1555408878.1498177,522.0,547.0
172,1555408878.2032423,558.0,568.0
173,1555408878.2571893,596.0,470.0
174,1555408878.308647,555.0,507.0
175,1555408878.3616009,496.0,411.0
176,1555408878.4169517,477.0,558.0
177,1555408878.4699204,552.0,479.0
178,1555408878.5226805,541.0,470.0
179,1555408878.5754144,541.0,470.0
180,1555408878.6281414,546.0,476.0
181,1555408878.6812644,457.0,519.0
182,1555408878.7350502,545.0,496.0
183,1555408878.789741,489.0,469.0
184,1555408878.8419452,520.0,545.0
185,1555408878.8955534,484.0,463.0
186,1555408878.948705,526.0,420.0
187,1555408879.000969,462.0,449.0
188,1555408879.0555575,508.0,522.0
189,1555408879.1084118,513.0,508.0
190,1555408879.164418,535.0,625.0
191,1555408879.2161884,525.0,403.0
192,1555408879.2688122,477.0,437.0
193,1555408879.321244,457.0,544.0
194,1555408879.3746693,491.0,272.0
195,1555408879.4307525,540.0,408.0
196,1555408879.48308,502.0,495.0
197,1555408879.5490677,502.0,495.0
198,1555408879.6027722,478.0,522.0
199,1555408879.6546304,541.0,556.0
200,1555408879.7083411,494.0,441.0
201,1555408879.7599063,491.0,560.0
202,1555408879.811305,478.0,432.0
203,1555408879.8679318,593.0,461.0
204,1555408879.921558,474.0,419.0
205,1555408879.9758189,521.0,418.0
206,1555408880.0281372,479.0,561.0
207,1555408880.0853524,515.0,483.0
208,1555408880.139209,468.0,564.0
209,1555408880.1912386,481.0,504.0
210,1555408880.2483733,508.0,472.0
211,1555408880.3017418,491.0,596.0
212,1555408880.358424,491.0,596.0
213,1555408880.413586,513.0,489.0
214,1555408880.4655905,571.0,358.0
215,1555408880.5195541,487.0,577.0
216,1555408880.5710108,515.0,458.0
217,1555408880.623243,567.0,506.0
218,1555408880.676679,535.0,498.0
219,1555408880.7329085,573.0,507.0
220,1555408880.7982736,527.0,364.0
221,1555408880.8500254,557.0,516.0
222,1555408880.902525,476.0,531.0
223,1555408880.9550297,452.0,564.0
224,1555408881.0119386,452.0,543.0
225,1555408881.0747962,563.0,400.0
226,1555408881.1280692,522.0,398.0
227,1555408881.1828346,536.0,525.0
228,1555408881.2352905,529.0,584.0
229,1555408881.290745,497.0,465.0
230,1555408881.342557,544.0,503.0
231,1555408881.3961406,519.0,566.0
232,1555408881.4511025,459.0,477.0
233,1555408881.5077353,575.0,344.0
234,1555408881.560381,500.0,499.0
235,1555408881.6151137,533.0,573.0
236,1555408881.6664984,512.0,601.0
237,1555408881.721475,483.0,416.0
238,1555408881.7778955,511.0,570.0
239,1555408881.832438,450.0,533.0
240,1555408881.8936818,493.0,480.0
241,1555408881.9536433,489.0,438.0
242,1555408882.0059206,503.0,653.0
243,1555408882.0573595,563.0,501.0
244,1555408882.1087484,590.0,500.0
245,1555408882.1607153,583.0,488.0
246,1555408882.213018,476.0,509.0
247,1555408882.267203,559.0,633.0
248,1555408882.3218565,559.0,633.0
