,emg_min_0,emg_min_1,emg_min_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_0,emg_1,emg_2,emg_med_0,emg_med_1,emg_med_2,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_max_0,emg_max_1,emg_max_2
0,497.0,480.0,439.0,514.0,514.0,514.0,504.0,504.0,504.0,504.0,525.0,525.0,525.0,525.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,497.0,480.0,480.0,480.0,544.0,544.0,544.0,544.0,510.0,510.0,510.0,510.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,509.0,583.0,583.0,583.0,439.0,439.0,439.0,439.0,561.0,561.0,561.0,561.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,544.0,497.0,509.0,544.0,464.97777777777776,452.8888888888889,572.5777777777778,527.0,498.0,864.0,527.0,547.0,583.0
0,497.0,509.0,439.0,504.0,504.0,504.0,525.0,525.0,525.0,525.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,497.0,497.0,497.0,527.0,527.0,544.0,544.0,544.0,510.0,510.0,510.0,510.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,509.0,509.0,509.0,512.0,512.0,439.0,439.0,439.0,561.0,561.0,561.0,561.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,544.0,544.0,544.0,486.0,486.0,527.0,512.0,486.0,464.53333333333336,478.8,529.9111111111112,527.0,498.0,864.0,527.0,547.0,561.0
0,497.0,497.0,486.0,525.0,525.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,497.0,497.0,497.0,527.0,527.0,527.0,527.0,527.0,499.0,499.0,510.0,510.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,509.0,509.0,509.0,512.0,512.0,512.0,512.0,512.0,497.0,497.0,561.0,561.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,544.0,544.0,544.0,486.0,486.0,486.0,486.0,486.0,491.0,491.0,499.0,497.0,491.0,465.64444444444445,525.5333333333333,497.1333333333333,527.0,70.0,452.0,527.0,547.0,561.0
0,497.0,497.0,486.0,527.0,527.0,527.0,527.0,527.0,527.0,497.0,497.0,497.0,527.0,527.0,527.0,527.0,527.0,499.0,499.0,499.0,499.0,520.0,520.0,547.0,547.0,547.0,547.0,547.0,547.0,509.0,509.0,509.0,512.0,512.0,512.0,512.0,512.0,497.0,497.0,497.0,497.0,550.0,550.0,556.0,556.0,556.0,556.0,556.0,556.0,544.0,544.0,544.0,486.0,486.0,486.0,486.0,486.0,491.0,491.0,491.0,491.0,535.0,535.0,520.0,550.0,535.0,468.0888888888889,523.1777777777778,493.84444444444443,527.0,70.0,452.0,527.0,550.0,556.0
0,497.0,480.0,486.0,527.0,527.0,497.0,497.0,497.0,527.0,527.0,527.0,527.0,527.0,499.0,499.0,499.0,499.0,520.0,520.0,520.0,520.0,514.0,514.0,547.0,547.0,509.0,509.0,509.0,512.0,512.0,512.0,512.0,512.0,497.0,497.0,497.0,497.0,550.0,550.0,550.0,550.0,480.0,480.0,556.0,556.0,544.0,544.0,544.0,486.0,486.0,486.0,486.0,486.0,491.0,491.0,491.0,491.0,535.0,535.0,535.0,535.0,583.0,583.0,514.0,480.0,583.0,470.0,521.4444444444445,513.2666666666667,527.0,70.0,452.0,527.0,550.0,583.0
0,497.0,480.0,439.0,497.0,527.0,527.0,527.0,527.0,527.0,499.0,499.0,499.0,499.0,520.0,520.0,520.0,520.0,514.0,514.0,514.0,514.0,504.0,504.0,509.0,512.0,512.0,512.0,512.0,512.0,497.0,497.0,497.0,497.0,550.0,550.0,550.0,550.0,480.0,480.0,480.0,480.0,544.0,544.0,544.0,486.0,486.0,486.0,486.0,486.0,491.0,491.0,491.0,491.0,535.0,535.0,535.0,535.0,583.0,583.0,583.0,583.0,439.0,439.0,504.0,544.0,439.0,492.6222222222222,519.4444444444445,529.0888888888888,527.0,70.0,144.0,527.0,550.0,583.0
0,499.0,480.0,439.0,527.0,527.0,499.0,499.0,499.0,499.0,520.0,520.0,520.0,520.0,514.0,514.0,514.0,514.0,504.0,504.0,504.0,504.0,525.0,525.0,512.0,512.0,497.0,497.0,497.0,497.0,550.0,550.0,550.0,550.0,480.0,480.0,480.0,480.0,544.0,544.0,544.0,544.0,510.0,510.0,486.0,486.0,491.0,491.0,491.0,491.0,535.0,535.0,535.0,535.0,583.0,583.0,583.0,583.0,439.0,439.0,439.0,439.0,561.0,561.0,525.0,510.0,561.0,515.5111111111111,520.5111111111111,523.8444444444444,30.0,70.0,144.0,527.0,550.0,583.0
0,499.0,480.0,439.0,499.0,499.0,520.0,520.0,520.0,520.0,514.0,514.0,514.0,514.0,504.0,504.0,504.0,504.0,525.0,525.0,525.0,525.0,527.0,527.0,497.0,497.0,550.0,550.0,550.0,550.0,480.0,480.0,480.0,480.0,544.0,544.0,544.0,544.0,510.0,510.0,510.0,510.0,547.0,547.0,491.0,491.0,535.0,535.0,535.0,535.0,583.0,583.0,583.0,583.0,439.0,439.0,439.0,439.0,561.0,561.0,561.0,561.0,556.0,556.0,527.0,547.0,556.0,516.8,523.4,524.8666666666667,30.0,70.0,144.0,527.0,550.0,583.0
0,504.0,480.0,439.0,520.0,520.0,520.0,514.0,514.0,514.0,514.0,504.0,504.0,504.0,504.0,525.0,525.0,525.0,525.0,527.0,527.0,527.0,506.0,506.0,550.0,550.0,550.0,480.0,480.0,480.0,480.0,544.0,544.0,544.0,544.0,510.0,510.0,510.0,510.0,547.0,547.0,547.0,553.0,553.0,535.0,535.0,535.0,583.0,583.0,583.0,583.0,439.0,439.0,439.0,439.0,561.0,561.0,561.0,561.0,556.0,556.0,556.0,491.0,491.0,506.0,553.0,491.0,517.4,523.8666666666667,529.7777777777778,30.0,73.0,144.0,527.0,553.0,583.0
0,504.0,480.0,439.0,514.0,514.0,514.0,514.0,504.0,504.0,504.0,504.0,525.0,525.0,525.0,525.0,527.0,527.0,527.0,506.0,506.0,506.0,505.0,505.0,480.0,480.0,480.0,480.0,544.0,544.0,544.0,544.0,510.0,510.0,510.0,510.0,547.0,547.0,547.0,553.0,553.0,553.0,538.0,538.0,583.0,583.0,583.0,583.0,439.0,439.0,439.0,439.0,561.0,561.0,561.0,561.0,556.0,556.0,556.0,491.0,491.0,491.0,482.0,482.0,505.0,538.0,482.0,516.1111111111111,526.4,524.9111111111112,30.0,73.0,144.0,527.0,553.0,583.0
0,490.0,510.0,439.0,504.0,504.0,504.0,525.0,525.0,525.0,525.0,527.0,527.0,527.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,490.0,490.0,544.0,544.0,544.0,510.0,510.0,510.0,510.0,547.0,547.0,547.0,553.0,553.0,553.0,553.0,538.0,538.0,538.0,538.0,528.0,528.0,439.0,439.0,439.0,561.0,561.0,561.0,561.0,556.0,556.0,556.0,491.0,491.0,491.0,491.0,482.0,482.0,482.0,482.0,526.0,526.0,490.0,528.0,526.0,513.0444444444445,525.7777777777778,518.5333333333333,37.0,73.0,144.0,527.0,553.0,561.0
0,490.0,510.0,482.0,525.0,525.0,525.0,527.0,527.0,527.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,490.0,490.0,490.0,490.0,504.0,504.0,510.0,510.0,510.0,547.0,547.0,547.0,553.0,553.0,553.0,553.0,538.0,538.0,538.0,538.0,528.0,528.0,528.0,528.0,520.0,520.0,561.0,561.0,561.0,556.0,556.0,556.0,491.0,491.0,491.0,491.0,482.0,482.0,482.0,482.0,526.0,526.0,526.0,526.0,506.0,506.0,504.0,520.0,506.0,510.3777777777778,523.7333333333333,514.9777777777778,37.0,73.0,144.0,527.0,553.0,561.0
0,490.0,505.0,482.0,527.0,527.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,490.0,490.0,490.0,490.0,504.0,504.0,504.0,504.0,504.0,504.0,547.0,547.0,553.0,553.0,553.0,553.0,538.0,538.0,538.0,538.0,528.0,528.0,528.0,528.0,520.0,520.0,520.0,520.0,505.0,505.0,556.0,556.0,491.0,491.0,491.0,491.0,482.0,482.0,482.0,482.0,526.0,526.0,526.0,526.0,506.0,506.0,506.0,506.0,508.0,508.0,504.0,505.0,508.0,510.3333333333333,523.9777777777778,512.9777777777778,37.0,73.0,144.0,527.0,553.0,556.0
0,489.0,505.0,453.0,506.0,506.0,505.0,505.0,505.0,505.0,490.0,490.0,490.0,490.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,489.0,489.0,553.0,553.0,538.0,538.0,538.0,538.0,528.0,528.0,528.0,528.0,520.0,520.0,520.0,520.0,505.0,505.0,505.0,505.0,519.0,519.0,491.0,491.0,482.0,482.0,482.0,482.0,526.0,526.0,526.0,526.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,453.0,453.0,489.0,519.0,453.0,507.6222222222222,523.9777777777778,512.4888888888889,38.0,73.0,144.0,506.0,553.0,526.0
0,489.0,500.0,422.0,505.0,505.0,505.0,490.0,490.0,490.0,490.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,489.0,489.0,489.0,489.0,559.0,538.0,538.0,538.0,528.0,528.0,528.0,528.0,520.0,520.0,520.0,520.0,505.0,505.0,505.0,505.0,519.0,519.0,519.0,519.0,500.0,482.0,482.0,482.0,526.0,526.0,526.0,526.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,453.0,453.0,453.0,453.0,422.0,559.0,500.0,422.0,508.5111111111111,525.0222222222222,509.26666666666665,70.0,73.0,161.0,559.0,538.0,526.0
0,489.0,500.0,422.0,490.0,490.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,489.0,489.0,489.0,489.0,559.0,559.0,559.0,559.0,497.0,497.0,528.0,528.0,520.0,520.0,520.0,520.0,505.0,505.0,505.0,505.0,519.0,519.0,519.0,519.0,500.0,500.0,500.0,500.0,500.0,500.0,526.0,526.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,453.0,453.0,453.0,453.0,422.0,422.0,422.0,422.0,476.0,476.0,497.0,500.0,476.0,510.55555555555554,520.6444444444444,500.0888888888889,70.0,73.0,161.0,559.0,528.0,526.0
0,489.0,498.0,422.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,489.0,489.0,489.0,489.0,559.0,559.0,559.0,559.0,497.0,497.0,497.0,497.0,507.0,520.0,520.0,520.0,505.0,505.0,505.0,505.0,519.0,519.0,519.0,519.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,498.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,453.0,453.0,453.0,453.0,422.0,422.0,422.0,422.0,476.0,476.0,476.0,476.0,509.0,507.0,498.0,509.0,509.64444444444445,521.9333333333333,493.68888888888887,70.0,73.0,161.0,559.0,520.0,509.0
0,489.0,498.0,422.0,504.0,504.0,489.0,489.0,489.0,489.0,559.0,559.0,559.0,559.0,497.0,497.0,497.0,497.0,507.0,507.0,507.0,507.0,527.0,527.0,505.0,505.0,519.0,519.0,519.0,519.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,498.0,498.0,498.0,498.0,565.0,565.0,508.0,508.0,453.0,453.0,453.0,453.0,422.0,422.0,422.0,422.0,476.0,476.0,476.0,476.0,509.0,509.0,509.0,509.0,500.0,500.0,527.0,565.0,500.0,510.64444444444445,521.2222222222222,497.8666666666667,70.0,67.0,139.0,559.0,565.0,509.0
0,489.0,498.0,422.0,489.0,489.0,559.0,559.0,559.0,559.0,497.0,497.0,497.0,497.0,507.0,507.0,507.0,507.0,527.0,527.0,527.0,527.0,504.0,504.0,519.0,519.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,498.0,498.0,498.0,498.0,565.0,565.0,565.0,565.0,527.0,527.0,453.0,453.0,422.0,422.0,422.0,422.0,476.0,476.0,476.0,476.0,509.0,509.0,509.0,509.0,500.0,500.0,500.0,500.0,512.0,512.0,504.0,527.0,512.0,509.8,524.4222222222222,492.97777777777776,70.0,67.0,134.0,559.0,565.0,512.0
0,497.0,498.0,422.0,559.0,559.0,497.0,497.0,497.0,497.0,507.0,507.0,507.0,507.0,527.0,527.0,527.0,527.0,504.0,504.0,504.0,504.0,504.0,504.0,500.0,500.0,500.0,500.0,500.0,500.0,498.0,498.0,498.0,498.0,565.0,565.0,565.0,565.0,527.0,527.0,527.0,527.0,506.0,506.0,422.0,422.0,476.0,476.0,476.0,476.0,509.0,509.0,509.0,509.0,500.0,500.0,500.0,500.0,512.0,512.0,512.0,512.0,531.0,531.0,504.0,506.0,531.0,508.22222222222223,521.5777777777778,491.35555555555555,70.0,67.0,109.0,559.0,565.0,531.0
0,497.0,441.0,476.0,497.0,507.0,507.0,507.0,507.0,527.0,527.0,527.0,527.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,503.0,503.0,500.0,498.0,498.0,498.0,498.0,565.0,565.0,565.0,565.0,527.0,527.0,527.0,527.0,506.0,506.0,506.0,506.0,506.0,441.0,441.0,476.0,509.0,509.0,509.0,509.0,500.0,500.0,500.0,500.0,512.0,512.0,512.0,512.0,531.0,531.0,531.0,531.0,531.0,518.0,518.0,503.0,441.0,518.0,508.0,514.1333333333333,495.6222222222222,70.0,124.0,109.0,527.0,565.0,531.0
0,503.0,441.0,498.0,527.0,527.0,527.0,527.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,503.0,503.0,503.0,503.0,511.0,511.0,511.0,565.0,565.0,565.0,565.0,527.0,527.0,527.0,527.0,506.0,506.0,506.0,506.0,506.0,441.0,441.0,441.0,441.0,481.0,481.0,481.0,500.0,500.0,500.0,500.0,512.0,512.0,512.0,512.0,531.0,531.0,531.0,531.0,531.0,518.0,518.0,518.0,518.0,498.0,498.0,498.0,511.0,481.0,498.0,508.84444444444443,506.68888888888887,495.35555555555555,70.0,124.0,109.0,527.0,565.0,531.0
0,503.0,441.0,498.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,503.0,503.0,503.0,503.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,527.0,527.0,527.0,527.0,506.0,506.0,506.0,506.0,506.0,441.0,441.0,441.0,441.0,481.0,481.0,481.0,481.0,497.0,497.0,497.0,512.0,512.0,512.0,512.0,531.0,531.0,531.0,531.0,531.0,518.0,518.0,518.0,518.0,498.0,498.0,498.0,498.0,529.0,529.0,529.0,510.0,497.0,529.0,510.2,503.75555555555553,495.5777777777778,70.0,124.0,109.0,511.0,527.0,531.0
0,503.0,441.0,498.0,504.0,504.0,504.0,504.0,503.0,503.0,503.0,503.0,511.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,510.0,505.0,505.0,506.0,506.0,506.0,506.0,441.0,441.0,441.0,441.0,481.0,481.0,481.0,481.0,481.0,497.0,497.0,497.0,497.0,497.0,511.0,511.0,531.0,531.0,531.0,531.0,518.0,518.0,518.0,518.0,498.0,498.0,498.0,498.0,498.0,529.0,529.0,529.0,529.0,529.0,540.0,540.0,505.0,511.0,540.0,510.64444444444445,503.15555555555557,498.44444444444446,70.0,124.0,118.0,511.0,511.0,540.0
0,503.0,441.0,498.0,503.0,503.0,503.0,503.0,511.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,510.0,505.0,505.0,505.0,505.0,538.0,538.0,441.0,441.0,441.0,441.0,481.0,481.0,481.0,481.0,481.0,497.0,497.0,497.0,497.0,497.0,511.0,511.0,511.0,511.0,468.0,468.0,518.0,518.0,518.0,518.0,498.0,498.0,498.0,498.0,498.0,529.0,529.0,529.0,529.0,529.0,540.0,540.0,540.0,540.0,520.0,520.0,538.0,468.0,520.0,513.5333333333333,500.53333333333336,505.2888888888889,62.0,124.0,118.0,538.0,511.0,540.0
0,505.0,468.0,460.0,511.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,505.0,505.0,505.0,505.0,538.0,538.0,538.0,538.0,508.0,508.0,508.0,481.0,481.0,481.0,481.0,481.0,497.0,497.0,497.0,497.0,511.0,511.0,511.0,511.0,468.0,468.0,468.0,468.0,504.0,504.0,504.0,498.0,498.0,498.0,498.0,498.0,529.0,529.0,529.0,529.0,540.0,540.0,540.0,540.0,520.0,520.0,520.0,520.0,460.0,460.0,460.0,508.0,504.0,460.0,510.3333333333333,499.2888888888889,511.3333333333333,41.0,124.0,80.0,538.0,511.0,540.0
0,505.0,468.0,460.0,510.0,510.0,510.0,510.0,510.0,505.0,505.0,505.0,505.0,538.0,538.0,538.0,538.0,508.0,508.0,508.0,508.0,508.0,521.0,521.0,497.0,497.0,497.0,497.0,497.0,511.0,511.0,511.0,511.0,468.0,468.0,468.0,468.0,504.0,504.0,504.0,504.0,504.0,522.0,522.0,529.0,529.0,529.0,529.0,529.0,540.0,540.0,540.0,540.0,520.0,520.0,520.0,520.0,460.0,460.0,460.0,460.0,460.0,535.0,535.0,521.0,522.0,535.0,511.9111111111111,500.5777777777778,512.1555555555556,35.0,124.0,80.0,538.0,522.0,540.0
0,505.0,468.0,460.0,510.0,505.0,505.0,505.0,505.0,538.0,538.0,538.0,538.0,508.0,508.0,508.0,508.0,508.0,521.0,521.0,521.0,521.0,507.0,507.0,497.0,511.0,511.0,511.0,511.0,468.0,468.0,468.0,468.0,504.0,504.0,504.0,504.0,504.0,522.0,522.0,522.0,522.0,534.0,534.0,529.0,540.0,540.0,540.0,540.0,520.0,520.0,520.0,520.0,460.0,460.0,460.0,460.0,460.0,535.0,535.0,535.0,535.0,514.0,514.0,507.0,534.0,514.0,512.0888888888888,501.75555555555553,513.7333333333333,35.0,124.0,80.0,538.0,534.0,540.0
0,489.0,468.0,460.0,505.0,538.0,538.0,538.0,538.0,508.0,508.0,508.0,508.0,508.0,521.0,521.0,521.0,521.0,507.0,507.0,507.0,507.0,507.0,489.0,511.0,468.0,468.0,468.0,468.0,504.0,504.0,504.0,504.0,504.0,522.0,522.0,522.0,522.0,534.0,534.0,534.0,534.0,534.0,554.0,540.0,520.0,520.0,520.0,520.0,460.0,460.0,460.0,460.0,460.0,535.0,535.0,535.0,535.0,514.0,514.0,514.0,514.0,514.0,478.0,489.0,554.0,478.0,510.4222222222222,500.2888888888889,513.9111111111112,49.0,113.0,80.0,538.0,554.0,540.0
0,489.0,504.0,460.0,508.0,508.0,508.0,508.0,508.0,521.0,521.0,521.0,521.0,507.0,507.0,507.0,507.0,507.0,489.0,489.0,489.0,489.0,489.0,530.0,504.0,504.0,504.0,504.0,504.0,522.0,522.0,522.0,522.0,534.0,534.0,534.0,534.0,534.0,554.0,554.0,554.0,554.0,554.0,551.0,460.0,460.0,460.0,460.0,460.0,535.0,535.0,535.0,535.0,514.0,514.0,514.0,514.0,514.0,478.0,478.0,478.0,478.0,478.0,484.0,530.0,551.0,484.0,509.6666666666667,504.15555555555557,509.4222222222222,49.0,113.0,80.0,530.0,554.0,535.0
0,489.0,522.0,478.0,521.0,521.0,521.0,521.0,507.0,507.0,507.0,507.0,507.0,489.0,489.0,489.0,489.0,489.0,530.0,530.0,530.0,530.0,507.0,507.0,522.0,522.0,522.0,522.0,534.0,534.0,534.0,534.0,534.0,554.0,554.0,554.0,554.0,554.0,551.0,551.0,551.0,551.0,548.0,548.0,535.0,535.0,535.0,535.0,514.0,514.0,514.0,514.0,514.0,478.0,478.0,478.0,478.0,478.0,484.0,484.0,484.0,484.0,506.0,506.0,507.0,548.0,506.0,511.5777777777778,511.9111111111111,505.75555555555553,49.0,113.0,80.0,530.0,554.0,535.0
0,489.0,531.0,478.0,507.0,507.0,507.0,507.0,507.0,489.0,489.0,489.0,489.0,489.0,530.0,530.0,530.0,530.0,507.0,507.0,507.0,507.0,502.0,502.0,534.0,534.0,534.0,534.0,534.0,554.0,554.0,554.0,554.0,554.0,551.0,551.0,551.0,551.0,548.0,548.0,548.0,548.0,531.0,531.0,514.0,514.0,514.0,514.0,514.0,478.0,478.0,478.0,478.0,478.0,484.0,484.0,484.0,484.0,506.0,506.0,506.0,506.0,506.0,506.0,502.0,531.0,506.0,511.35555555555555,518.8888888888889,505.5777777777778,49.0,86.0,80.0,530.0,554.0,514.0
0,475.0,519.0,478.0,507.0,489.0,489.0,489.0,489.0,489.0,530.0,530.0,530.0,530.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,475.0,475.0,534.0,554.0,554.0,554.0,554.0,554.0,551.0,551.0,551.0,551.0,548.0,548.0,548.0,548.0,531.0,531.0,531.0,531.0,519.0,519.0,514.0,478.0,478.0,478.0,478.0,478.0,484.0,484.0,484.0,484.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,518.0,518.0,475.0,519.0,518.0,509.3777777777778,522.4444444444445,506.1333333333333,63.0,86.0,80.0,530.0,554.0,518.0
0,475.0,504.0,476.0,489.0,489.0,530.0,530.0,530.0,530.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,475.0,475.0,475.0,475.0,528.0,528.0,554.0,554.0,551.0,551.0,551.0,551.0,548.0,548.0,548.0,548.0,531.0,531.0,531.0,531.0,519.0,519.0,519.0,519.0,504.0,504.0,478.0,478.0,484.0,484.0,484.0,484.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,518.0,518.0,518.0,518.0,476.0,476.0,528.0,504.0,476.0,508.6222222222222,523.7333333333333,503.2888888888889,63.0,86.0,80.0,530.0,554.0,518.0
0,475.0,504.0,476.0,530.0,530.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,475.0,475.0,475.0,475.0,528.0,528.0,528.0,528.0,488.0,488.0,551.0,551.0,548.0,548.0,548.0,548.0,531.0,531.0,531.0,531.0,519.0,519.0,519.0,519.0,504.0,504.0,504.0,504.0,531.0,531.0,484.0,484.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,518.0,518.0,518.0,518.0,476.0,476.0,476.0,476.0,509.0,509.0,488.0,531.0,509.0,508.8888888888889,524.3111111111111,499.06666666666666,63.0,86.0,75.0,530.0,551.0,518.0
0,475.0,504.0,476.0,507.0,507.0,502.0,502.0,502.0,502.0,475.0,475.0,475.0,475.0,528.0,528.0,528.0,528.0,488.0,488.0,488.0,488.0,510.0,510.0,548.0,548.0,531.0,531.0,531.0,531.0,519.0,519.0,519.0,519.0,504.0,504.0,504.0,504.0,531.0,531.0,531.0,531.0,510.0,510.0,506.0,506.0,506.0,506.0,506.0,506.0,518.0,518.0,518.0,518.0,476.0,476.0,476.0,476.0,509.0,509.0,509.0,509.0,550.0,550.0,510.0,510.0,550.0,505.4222222222222,528.9777777777778,499.9111111111111,55.0,50.0,90.0,528.0,548.0,550.0
0,475.0,495.0,476.0,502.0,502.0,475.0,475.0,475.0,475.0,528.0,528.0,528.0,528.0,488.0,488.0,488.0,488.0,510.0,510.0,510.0,510.0,513.0,513.0,531.0,531.0,519.0,519.0,519.0,519.0,504.0,504.0,504.0,504.0,531.0,531.0,531.0,531.0,510.0,510.0,510.0,510.0,495.0,495.0,506.0,506.0,518.0,518.0,518.0,518.0,476.0,476.0,476.0,476.0,509.0,509.0,509.0,509.0,550.0,550.0,550.0,550.0,508.0,508.0,513.0,495.0,508.0,505.73333333333335,528.8444444444444,506.0444444444444,55.0,59.0,90.0,528.0,531.0,550.0
0,475.0,491.0,476.0,475.0,475.0,528.0,528.0,528.0,528.0,488.0,488.0,488.0,488.0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,513.0,487.0,487.0,519.0,519.0,504.0,504.0,504.0,504.0,531.0,531.0,531.0,531.0,510.0,510.0,510.0,510.0,495.0,495.0,495.0,495.0,491.0,491.0,518.0,518.0,476.0,476.0,476.0,476.0,509.0,509.0,509.0,509.0,550.0,550.0,550.0,550.0,508.0,508.0,508.0,508.0,529.0,529.0,487.0,491.0,529.0,504.15555555555557,526.6666666666666,506.24444444444447,55.0,63.0,74.0,528.0,531.0,550.0
0,487.0,473.0,476.0,528.0,528.0,488.0,488.0,488.0,488.0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,513.0,487.0,487.0,487.0,487.0,535.0,535.0,504.0,504.0,531.0,531.0,531.0,531.0,510.0,510.0,510.0,510.0,495.0,495.0,495.0,495.0,491.0,491.0,491.0,491.0,473.0,473.0,476.0,476.0,509.0,509.0,509.0,509.0,550.0,550.0,550.0,550.0,508.0,508.0,508.0,508.0,529.0,529.0,529.0,529.0,527.0,527.0,535.0,473.0,527.0,504.2,522.3111111111111,507.02222222222224,60.0,81.0,74.0,535.0,531.0,550.0
0,487.0,473.0,508.0,488.0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,513.0,487.0,487.0,487.0,487.0,535.0,535.0,535.0,535.0,535.0,503.0,503.0,531.0,510.0,510.0,510.0,510.0,495.0,495.0,495.0,495.0,491.0,491.0,491.0,491.0,473.0,473.0,473.0,473.0,473.0,487.0,487.0,509.0,550.0,550.0,550.0,550.0,508.0,508.0,508.0,508.0,529.0,529.0,529.0,529.0,527.0,527.0,527.0,527.0,527.0,541.0,541.0,503.0,487.0,541.0,507.0888888888889,514.8222222222222,511.4888888888889,60.0,81.0,74.0,535.0,531.0,550.0
0,487.0,451.0,500.0,510.0,510.0,513.0,513.0,513.0,513.0,487.0,487.0,487.0,487.0,535.0,535.0,535.0,535.0,535.0,503.0,503.0,503.0,500.0,500.0,510.0,510.0,495.0,495.0,495.0,495.0,491.0,491.0,491.0,491.0,473.0,473.0,473.0,473.0,473.0,487.0,487.0,487.0,451.0,451.0,550.0,550.0,508.0,508.0,508.0,508.0,529.0,529.0,529.0,529.0,527.0,527.0,527.0,527.0,527.0,541.0,541.0,541.0,500.0,500.0,500.0,451.0,500.0,506.97777777777776,508.8222222222222,513.7333333333333,60.0,100.0,74.0,535.0,510.0,550.0
0,487.0,451.0,500.0,513.0,513.0,513.0,487.0,487.0,487.0,487.0,535.0,535.0,535.0,535.0,535.0,503.0,503.0,503.0,500.0,500.0,500.0,504.0,504.0,495.0,495.0,495.0,491.0,491.0,491.0,491.0,473.0,473.0,473.0,473.0,473.0,487.0,487.0,487.0,451.0,451.0,451.0,466.0,466.0,508.0,508.0,508.0,529.0,529.0,529.0,529.0,527.0,527.0,527.0,527.0,527.0,541.0,541.0,541.0,500.0,500.0,500.0,506.0,506.0,504.0,466.0,506.0,505.15555555555557,502.8222222222222,515.0666666666667,60.0,97.0,74.0,535.0,495.0,541.0
