,unixtime,emg0,emg1,emg2,emg0_ampl,emg1_ampl,emg2_ampl,emg0_med,emg1_med
124,1555416510.504336,516.0,550.0,501.0,100.0,201.0,133.0,516.65,508.35
125,1555416510.5864038,548.0,492.0,560.0,100.0,201.0,133.0,517.85,509.75
126,1555416510.666319,539.0,565.0,515.0,100.0,201.0,133.0,517.55,508.8
127,1555416510.7670355,504.0,499.0,521.0,100.0,201.0,133.0,516.95,508.25
128,1555416510.8550048,509.0,478.0,450.0,100.0,189.0,133.0,516.5,510.4
129,1555416510.9317918,503.0,499.0,423.0,100.0,189.0,157.0,516.0,511.0
130,1555416511.0030115,510.0,496.0,415.0,100.0,118.0,165.0,515.85,504.0
131,1555416511.0740874,501.0,483.0,606.0,100.0,118.0,191.0,515.55,503.15
132,1555416511.1431522,473.0,395.0,439.0,106.0,170.0,191.0,513.7,499.1
133,1555416511.2156165,491.0,474.0,448.0,106.0,170.0,191.0,510.95,495.05
134,1555416511.2972195,507.0,510.0,472.0,75.0,170.0,191.0,507.35,493.05
135,1555416511.3837185,501.0,528.0,558.0,75.0,170.0,191.0,505.5,493.4
