,unixtime,emg0,emg1,emg0_ampl,emg1_ampl,emg0_med,emg1_med
233,1555413325.7472007,504.0,553.0,98.0,490.0,494.45,418.6
234,1555413325.8479147,584.0,464.0,129.0,490.0,499.6,434.7
235,1555413325.9408977,543.0,400.0,129.0,294.0,502.7,447.6
236,1555413326.0243425,613.0,434.0,158.0,294.0,507.25,447.65
237,1555413326.098852,541.0,541.0,158.0,294.0,510.45,455.55
238,1555413326.1797557,461.0,485.0,158.0,292.0,506.6,462.9
239,1555413326.252305,451.0,619.0,162.0,292.0,501.5,466.45
240,1555413326.3367512,506.0,383.0,162.0,292.0,502.3,467.15
241,1555413326.4106505,498.0,404.0,162.0,292.0,503.35,464.8
242,1555413326.4888787,555.0,543.0,162.0,292.0,508.35,464.7
243,1555413326.5641468,477.0,555.0,162.0,292.0,507.7,471.65
244,1555413326.6458173,557.0,512.0,162.0,292.0,511.1,475.25
245,1555413326.7322965,565.0,556.0,162.0,292.0,515.25,481.95
246,1555413326.8377664,508.0,611.0,162.0,292.0,516.9,490.25
247,1555413326.921662,512.0,507.0,162.0,292.0,518.05,492.45
248,1555413326.9949138,574.0,688.0,162.0,348.0,521.05,507.2
249,1555413327.0678675,503.0,415.0,162.0,348.0,520.6,507.7
250,1555413327.137259,480.0,548.0,162.0,348.0,520.2,503.5
251,1555413327.2095177,561.0,723.0,162.0,340.0,524.65,522.65
252,1555413327.2926319,490.0,488.0,162.0,340.0,524.15,521.45
253,1555413327.363327,527.0,584.0,162.0,340.0,525.3,523.0
254,1555413327.4293046,517.0,467.0,162.0,340.0,521.95,523.15
255,1555413327.513699,555.0,499.0,162.0,340.0,522.55,528.1
256,1555413327.5957618,458.0,342.0,123.0,381.0,514.8,523.5
257,1555413327.6789548,512.0,650.0,123.0,381.0,513.35,528.95
258,1555413327.757203,506.0,494.0,123.0,381.0,515.6,529.4
259,1555413327.833288,526.0,320.0,116.0,403.0,519.35,514.45
260,1555413327.9078453,512.0,483.0,116.0,403.0,519.65,519.45
261,1555413327.9875362,533.0,535.0,116.0,403.0,521.4,526.0
262,1555413328.0686464,554.0,607.0,116.0,403.0,521.35,529.2
263,1555413328.1443493,496.0,541.0,116.0,403.0,522.3,528.5
264,1555413328.2364647,541.0,682.0,116.0,403.0,521.5,537.0
265,1555413328.3208225,515.0,471.0,116.0,403.0,519.0,532.75
266,1555413328.3961759,543.0,614.0,116.0,403.0,520.75,532.9
267,1555413328.4880655,501.0,477.0,116.0,403.0,520.2,531.4
268,1555413328.5639372,473.0,321.0,103.0,403.0,515.15,513.05
269,1555413328.6359653,464.0,443.0,103.0,403.0,513.2,514.45
270,1555413328.7190053,504.0,330.0,103.0,403.0,514.4,503.55
271,1555413328.8086839,537.0,289.0,97.0,393.0,513.2,481.85
272,1555413328.8886256,576.0,379.0,118.0,393.0,517.5,476.4
273,1555413328.967191,498.0,458.0,118.0,393.0,516.05,470.1
274,1555413329.037302,439.0,300.0,137.0,393.0,512.15,461.75
275,1555413329.112778,448.0,592.0,137.0,393.0,506.8,466.4
276,1555413329.1904006,508.0,768.0,137.0,479.0,509.3,487.7
277,1555413329.2690346,475.0,560.0,137.0,479.0,507.45,483.2
278,1555413329.3457978,491.0,564.0,137.0,479.0,506.7,486.7
279,1555413329.4315975,584.0,733.0,145.0,479.0,509.6,507.35
280,1555413329.5034308,616.0,541.0,177.0,479.0,514.8,510.25
281,1555413329.5885866,553.0,568.0,177.0,479.0,515.8,511.9
282,1555413329.6626952,550.0,921.0,177.0,632.0,515.6,527.6
283,1555413329.7581587,412.0,696.0,204.0,632.0,511.4,535.35
284,1555413329.8435678,438.0,751.0,204.0,632.0,506.25,538.8
285,1555413329.9207754,480.0,464.0,204.0,632.0,504.5,538.45
286,1555413329.9922543,464.0,441.0,204.0,632.0,500.55,529.8
287,1555413330.0779216,481.0,350.0,204.0,632.0,499.55,523.45
288,1555413330.1705174,441.0,139.0,204.0,782.0,497.95,514.35
289,1555413330.2602031,475.0,418.0,204.0,782.0,498.5,513.1
290,1555413330.3385262,501.0,41.0,204.0,880.0,498.35,498.65
291,1555413330.4314198,473.0,235.0,204.0,880.0,495.15,495.95
292,1555413330.5064187,535.0,339.0,204.0,880.0,493.1,493.95
293,1555413330.5806973,518.0,587.0,204.0,880.0,494.1,500.4
294,1555413330.6605558,467.0,452.0,204.0,880.0,495.5,508.0
295,1555413330.7354672,467.0,458.0,204.0,880.0,496.45,501.3
296,1555413330.809087,448.0,625.0,204.0,880.0,493.45,494.15
297,1555413330.877882,465.0,566.0,204.0,880.0,492.95,494.45
298,1555413330.9675794,506.0,432.0,204.0,880.0,493.7,487.85
299,1555413331.0445602,402.0,434.0,214.0,880.0,484.6,472.9
300,1555413331.1224923,562.0,416.0,160.0,880.0,481.9,466.65
301,1555413331.2078507,588.0,319.0,186.0,880.0,483.65,454.2
302,1555413331.279974,559.0,259.0,186.0,710.0,484.1,421.1
303,1555413331.3542957,509.0,399.0,186.0,710.0,488.95,406.25
304,1555413331.4325957,355.0,133.0,233.0,584.0,484.8,375.35
305,1555413331.511724,338.0,744.0,250.0,703.0,477.7,389.35
306,1555413331.5837145,419.0,906.0,250.0,865.0,475.45,412.6
307,1555413331.6510742,565.0,362.0,250.0,865.0,479.65,413.2
308,1555413331.7324533,843.0,977.0,505.0,936.0,499.75,455.1
309,1555413331.8230567,692.0,407.0,505.0,936.0,510.6,454.55
310,1555413331.8912752,584.0,297.0,505.0,844.0,514.75,467.35
311,1555413331.9602609,517.0,367.0,505.0,844.0,516.95,473.95
312,1555413332.0340016,567.0,209.0,505.0,844.0,518.55,467.45
313,1555413332.1158948,556.0,647.0,505.0,844.0,520.45,470.45
314,1555413332.1898844,493.0,1022.0,505.0,889.0,521.75,498.95
315,1555413332.2603285,495.0,959.0,505.0,889.0,523.15,524.0
316,1555413332.3329828,509.0,865.0,505.0,889.0,526.2,536.0
317,1555413332.4133952,420.0,469.0,505.0,889.0,523.95,531.15
318,1555413332.4828389,450.0,375.0,505.0,889.0,521.15,528.3
319,1555413332.5728548,616.0,433.0,505.0,889.0,531.85,528.25
320,1555413332.6511137,651.0,303.0,505.0,889.0,536.3,522.6
321,1555413332.73052,882.0,350.0,544.0,889.0,551.0,524.15
322,1555413332.8057964,947.0,101.0,609.0,921.0,570.4,516.25
323,1555413332.8891587,774.0,419.0,609.0,921.0,583.65,517.25
324,1555413332.958842,275.0,880.0,672.0,921.0,579.65,554.6
325,1555413333.045147,370.0,928.0,672.0,921.0,581.25,563.8
326,1555413333.122396,610.0,1023.0,672.0,922.0,590.8,569.65
327,1555413333.1942282,601.0,1023.0,672.0,922.0,592.6,602.7
328,1555413333.2616427,423.0,1022.0,672.0,922.0,571.6,604.95
329,1555413333.3325012,214.0,985.0,733.0,922.0,547.7,633.85
330,1555413333.4091866,323.0,714.0,733.0,922.0,534.65,654.7
331,1555413333.4829736,237.0,330.0,733.0,922.0,520.65,652.85
332,1555413333.5594342,540.0,303.0,733.0,922.0,519.3,657.55
333,1555413333.6429894,627.0,201.0,733.0,922.0,522.85,635.25
334,1555413333.7088952,589.0,507.0,733.0,922.0,527.65,609.5
335,1555413333.7810066,671.0,580.0,733.0,922.0,536.45,590.55
336,1555413333.8642378,586.0,853.0,733.0,922.0,540.3,589.95
337,1555413333.9392557,404.0,395.0,733.0,922.0,539.5,586.25
338,1555413334.0139616,320.0,299.0,733.0,922.0,533.0,582.45
339,1555413334.0919156,546.0,349.0,733.0,922.0,529.5,578.25
340,1555413334.1713119,508.0,1016.0,733.0,922.0,522.35,613.9
341,1555413334.2572048,608.0,1007.0,733.0,922.0,508.65,646.75
342,1555413334.338519,467.0,1023.0,560.0,822.0,484.65,692.85
343,1555413334.4182675,642.0,826.0,457.0,822.0,478.05,713.2
344,1555413334.4944625,601.0,124.0,457.0,899.0,494.35,675.4
345,1555413334.5633004,548.0,612.0,457.0,899.0,503.25,659.6
346,1555413334.654145,671.0,701.0,457.0,899.0,506.3,643.5
347,1555413334.7316067,618.0,149.0,457.0,899.0,507.15,599.8
348,1555413334.8126082,500.0,214.0,457.0,899.0,511.0,559.4
349,1555413334.8848958,498.0,410.0,434.0,899.0,525.2,530.65
350,1555413334.9593108,400.0,604.0,434.0,899.0,529.05,525.15
351,1555413335.0330575,433.0,214.0,351.0,899.0,538.85,519.35
352,1555413335.1120956,412.0,367.0,351.0,899.0,532.45,522.55
353,1555413335.1903136,500.0,1.0,351.0,1022.0,526.1,512.55
354,1555413335.2675056,504.0,0.0,351.0,1023.0,521.85,487.2
355,1555413335.345675,453.0,0.0,351.0,1023.0,510.95,458.2
356,1555413335.4253914,587.0,63.0,351.0,1023.0,511.0,418.7
357,1555413335.5111785,445.0,147.0,351.0,1023.0,513.05,406.3
358,1555413335.5956783,402.0,2.0,271.0,1023.0,517.15,391.45
359,1555413335.6817684,376.0,344.0,295.0,1023.0,508.65,391.2
360,1555413335.7489712,416.0,360.0,295.0,1023.0,504.05,358.4
361,1555413335.818174,366.0,456.0,305.0,1023.0,491.95,330.85
362,1555413335.8945875,344.0,528.0,327.0,826.0,485.8,306.1
363,1555413335.9712381,540.0,369.0,327.0,701.0,480.7,283.25
364,1555413336.0529406,641.0,528.0,327.0,701.0,482.7,303.45
365,1555413336.1345277,509.0,557.0,327.0,701.0,480.75,300.7
366,1555413336.2193189,485.0,548.0,297.0,604.0,471.45,293.05
367,1555413336.2972896,450.0,371.0,297.0,604.0,463.05,304.15
368,1555413336.3688364,403.0,506.0,297.0,604.0,458.2,318.75
369,1555413336.452892,448.0,562.0,297.0,604.0,455.7,326.35
370,1555413336.5211396,471.0,642.0,297.0,642.0,459.25,328.25
371,1555413336.591804,418.0,389.0,297.0,642.0,458.5,337.0
372,1555413336.6624434,587.0,540.0,297.0,642.0,467.25,345.65
373,1555413336.7464395,565.0,469.0,297.0,642.0,470.5,369.05
374,1555413336.8182075,692.0,718.0,348.0,718.0,479.9,404.95
375,1555413336.9075153,494.0,370.0,348.0,716.0,481.95,423.45
376,1555413336.9835367,491.0,294.0,348.0,716.0,477.15,435.0
377,1555413337.0597017,558.0,1021.0,348.0,1019.0,482.8,478.7
378,1555413337.1331813,449.0,603.0,348.0,727.0,485.15,508.75
379,1555413337.225584,503.0,427.0,348.0,727.0,491.5,512.9
380,1555413337.2933478,607.0,550.0,348.0,727.0,501.05,522.4
381,1555413337.3782907,510.0,502.0,348.0,727.0,508.25,524.7
382,1555413337.4582005,469.0,141.0,289.0,880.0,514.5,505.35
383,1555413337.5455475,511.0,519.0,289.0,880.0,513.05,512.85
384,1555413337.6620998,513.0,556.0,289.0,880.0,506.65,514.25
385,1555413337.7376738,472.0,797.0,289.0,880.0,504.8,526.25
386,1555413337.818167,438.0,526.0,289.0,880.0,502.45,525.15
387,1555413337.8858063,463.0,588.0,289.0,880.0,503.1,536.0
388,1555413337.9613495,549.0,193.0,274.0,880.0,510.4,520.35
389,1555413338.0397172,570.0,518.0,274.0,880.0,516.5,518.15
390,1555413338.123474,524.0,194.0,274.0,880.0,519.15,495.75
391,1555413338.2108564,540.0,467.0,254.0,880.0,525.25,499.65
392,1555413338.3011067,582.0,267.0,254.0,880.0,525.0,486.0
393,1555413338.3726137,472.0,609.0,254.0,880.0,520.35,493.0
394,1555413338.4605937,504.0,597.0,169.0,880.0,510.95,486.95
395,1555413338.5372245,561.0,701.0,169.0,880.0,514.3,503.5
396,1555413338.6216636,601.0,443.0,169.0,880.0,519.8,510.95
397,1555413338.703746,604.0,357.0,169.0,656.0,522.1,477.75
