,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_min_0,emg_min_1,emg_min_2,emg_med_0,emg_med_1,emg_med_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_0,emg_1,emg_2,emg_max_0,emg_max_1,emg_max_2
0,48.0,215.0,32.0,481.0,775.0,500.0,499.4,867.2,524.7333333333333,481.0,481.0,481.0,481.0,481.0,481.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,499.0,499.0,499.0,499.0,775.0,775.0,775.0,775.0,775.0,775.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,929.0,929.0,929.0,929.0,532.0,532.0,532.0,532.0,532.0,532.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,500.0,500.0,500.0,500.0,500,500,500,529.0,990.0,532.0
0,30.0,503.0,23.0,499.0,487.0,500.0,513.6666666666666,827.4,506.93333333333334,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,929.0,929.0,929.0,929.0,929.0,929.0,929.0,929.0,929.0,929.0,929.0,929.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,500,500,500,524.0,929.0,503.0
0,33.0,716.0,32.0,524.0,213.0,503.0,520.0666666666667,538.8666666666667,506.26666666666665,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,532.0,532.0,532.0,532.0,532.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,213.0,213.0,213.0,213.0,213.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,532.0,532.0,532.0,532.0,532.0,500,500,500,532.0,487.0,532.0
0,31.0,548.0,29.0,501.0,213.0,504.0,527.5333333333333,331.73333333333335,521.4333333333333,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,501.0,501.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,761.0,761.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,504.0,504.0,500,500,500,532.0,761.0,532.0
0,17.0,317.0,19.0,485.0,514.0,495.0,493.1,644.5,508.1,501.0,501.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,502.0,502.0,502.0,502.0,761.0,761.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,831.0,831.0,831.0,831.0,504.0,504.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,495.0,495.0,495.0,495.0,500,500,500,502.0,831.0,514.0
0,38.0,317.0,67.0,502.0,557.0,495.0,500.7,740.2,505.5,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,523.0,523.0,523.0,523.0,523.0,831.0,831.0,831.0,831.0,831.0,831.0,831.0,831.0,831.0,831.0,831.0,831.0,831.0,831.0,831.0,557.0,557.0,557.0,557.0,557.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,562.0,562.0,562.0,562.0,562.0,500,500,500,523.0,831.0,562.0
0,61.0,444.0,67.0,462.0,557.0,524.0,509.96666666666664,680.1333333333333,541.3,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,500,500,500,523.0,1001.0,562.0
0,58.0,118.0,11.0,462.0,883.0,524.0,477.46666666666664,969.5333333333333,526.9333333333333,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,500,500,500,520.0,1001.0,535.0
0,58.0,189.0,11.0,518.0,812.0,535.0,504.3333333333333,907.3666666666667,532.0666666666667,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,518.0,518.0,518.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,812.0,812.0,812.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,500,500,500,520.0,883.0,535.0
0,8.0,213.0,27.0,518.0,670.0,508.0,519.9333333333333,823.8333333333334,531.4,520.0,520.0,520.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,526.0,526.0,526.0,526.0,526.0,883.0,883.0,883.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,812.0,670.0,670.0,670.0,670.0,670.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,508.0,508.0,508.0,508.0,508.0,500,500,500,526.0,883.0,535.0
0,26.0,478.0,45.0,500.0,334.0,508.0,518.2,675.5333333333333,527.2,518.0,518.0,518.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,500.0,500.0,500.0,500.0,500.0,500.0,812.0,812.0,812.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,334.0,334.0,334.0,334.0,334.0,334.0,535.0,535.0,535.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,553.0,553.0,553.0,553.0,553.0,553.0,500,500,500,526.0,812.0,553.0
0,27.0,345.0,45.0,499.0,325.0,527.0,500.46666666666664,330.1,541.7333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,553.0,553.0,553.0,553.0,553.0,553.0,553.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,500,500,500,500.0,334.0,553.0
0,40.0,308.0,67.0,497.0,325.0,486.0,509.1,369.3666666666667,517.4,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,497.0,497.0,497.0,497.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,633.0,633.0,633.0,633.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,508.0,508.0,508.0,508.0,500,500,500,537.0,633.0,527.0
0,40.0,328.0,48.0,497.0,411.0,486.0,508.1666666666667,523.1333333333333,506.1666666666667,537.0,537.0,537.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,502.0,411.0,411.0,411.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,653.0,486.0,486.0,486.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,534.0,500,500,500,537.0,653.0,534.0
0,25.0,57.0,40.0,497.0,633.0,494.0,502.3333333333333,648.6,516.5333333333333,497.0,497.0,497.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,522.0,522.0,522.0,522.0,522.0,633.0,633.0,633.0,653.0,653.0,653.0,653.0,653.0,653.0,653.0,653.0,653.0,653.0,653.0,653.0,690.0,690.0,690.0,690.0,690.0,508.0,508.0,508.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,494.0,494.0,494.0,494.0,494.0,500,500,500,522.0,690.0,534.0
0,48.0,156.0,46.0,474.0,653.0,494.0,506.6666666666667,696.2666666666667,516.3333333333334,502.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,474.0,474.0,474.0,474.0,474.0,474.0,653.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,809.0,809.0,809.0,809.0,809.0,809.0,534.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,540.0,540.0,540.0,540.0,540.0,540.0,500,500,500,522.0,809.0,540.0
0,90.0,119.0,46.0,474.0,714.0,494.0,481.8,793.9333333333333,533.8666666666667,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,564.0,564.0,564.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,714.0,714.0,714.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,494.0,494.0,494.0,500,500,500,564.0,809.0,540.0
0,90.0,163.0,46.0,474.0,714.0,494.0,525.9,765.1333333333333,511.06666666666666,474.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,809.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,877.0,877.0,877.0,877.0,877.0,877.0,877.0,540.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,500,500,500,564.0,877.0,540.0
0,81.0,292.0,2.0,483.0,585.0,494.0,517.9,770.8333333333334,495.06666666666666,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,877.0,877.0,877.0,877.0,877.0,877.0,877.0,877.0,877.0,877.0,877.0,877.0,877.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,500,500,500,513.0,877.0,496.0
0,42.0,305.0,38.0,471.0,572.0,494.0,479.2,589.5333333333333,509.26666666666665,483.0,483.0,483.0,483.0,483.0,483.0,483.0,471.0,471.0,471.0,471.0,471.0,471.0,471.0,471.0,471.0,471.0,471.0,542.0,542.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,781.0,781.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,483.0,483.0,500,500,500,483.0,585.0,532.0
0,46.0,58.0,17.0,496.0,723.0,466.0,519.0,752.0,474.5,542.0,542.0,542.0,542.0,542.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,781.0,781.0,781.0,781.0,781.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,483.0,483.0,483.0,483.0,483.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,500,500,500,542.0,781.0,483.0
0,41.0,400.0,59.0,496.0,323.0,466.0,506.1,554.4666666666667,484.3666666666667,496.0,496.0,496.0,496.0,496.0,496.0,496.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,537.0,537.0,537.0,537.0,537.0,537.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,347.0,347.0,347.0,347.0,347.0,347.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,489.0,489.0,489.0,489.0,489.0,489.0,500,500,500,537.0,723.0,525.0
0,16.0,96.0,46.0,521.0,347.0,489.0,531.1333333333333,382.2,505.8666666666667,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,347.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,500,500,500,537.0,443.0,535.0
0,25.0,352.0,46.0,521.0,153.0,490.0,528.1333333333333,394.2,516.6666666666666,521.0,521.0,521.0,521.0,521.0,521.0,546.0,546.0,546.0,546.0,546.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,443.0,443.0,443.0,443.0,443.0,443.0,505.0,505.0,505.0,505.0,505.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,535.0,535.0,535.0,535.0,535.0,535.0,490.0,490.0,490.0,490.0,490.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,500,500,500,546.0,505.0,535.0
0,20.0,352.0,21.0,526.0,153.0,496.0,529.6333333333333,234.96666666666667,498.1,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,526.0,526.0,526.0,526.0,526.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,504.0,504.0,504.0,504.0,504.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,511.0,511.0,511.0,511.0,511.0,500,500,500,529.0,504.0,511.0
0,5.0,351.0,20.0,526.0,451.0,511.0,527.8,453.0,511.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,451.0,451.0,451.0,451.0,451.0,451.0,451.0,451.0,451.0,451.0,451.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,500,500,500,531.0,504.0,516.0
0,35.0,296.0,28.0,496.0,451.0,516.0,519.0333333333333,547.7666666666667,525.2,531.0,531.0,531.0,531.0,531.0,531.0,531.0,496.0,496.0,496.0,496.0,496.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,451.0,451.0,451.0,451.0,451.0,451.0,451.0,558.0,558.0,558.0,558.0,558.0,747.0,747.0,747.0,747.0,747.0,747.0,747.0,747.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,544.0,544.0,544.0,544.0,544.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,500,500,500,531.0,747.0,544.0
0,28.0,189.0,43.0,480.0,639.0,501.0,499.2,708.3,523.7666666666667,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,747.0,747.0,747.0,747.0,747.0,747.0,747.0,747.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,500,500,500,508.0,747.0,533.0
0,35.0,637.0,20.0,480.0,2.0,501.0,495.1666666666667,362.96666666666664,509.6666666666667,480.0,480.0,480.0,480.0,480.0,480.0,480.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,639.0,639.0,639.0,639.0,639.0,639.0,639.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,500,500,500,515.0,639.0,521.0
0,30.0,8.0,59.0,512.0,2.0,462.0,518.1,5.9,490.96666666666664,515.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,542.0,542.0,542.0,542.0,542.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,3.0,3.0,521.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,506.0,506.0,506.0,506.0,506.0,500,500,500,542.0,10.0,521.0
0,30.0,34.0,46.0,519.0,3.0,506.0,533.7,7.8,497.4,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,500,500,500,542.0,37.0,508.0
0,53.0,107.0,12.0,489.0,37.0,508.0,517.3666666666667,46.1,509.8666666666667,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,500,500,500,519.0,110.0,518.0
0,35.0,160.0,12.0,484.0,110.0,506.0,493.5,106.53333333333333,515.1333333333333,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,484.0,484.0,484.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,197.0,197.0,197.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,506.0,506.0,506.0,500,500,500,489.0,197.0,518.0
0,71.0,190.0,34.0,484.0,197.0,506.0,490.06666666666666,180.66666666666666,512.2,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,555.0,555.0,555.0,555.0,555.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,300.0,300.0,300.0,300.0,300.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,540.0,540.0,540.0,540.0,540.0,500,500,500,555.0,300.0,540.0
0,44.0,70.0,46.0,511.0,300.0,494.0,538.8666666666667,325.6666666666667,523.1333333333333,555.0,555.0,555.0,555.0,555.0,555.0,555.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,500,500,500,555.0,370.0,540.0
0,56.0,651.0,41.0,455.0,370.0,509.0,484.2,573.3,511.3,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,500,500,500,481.0,1021.0,535.0
0,30.0,628.0,32.0,455.0,1000.0,532.0,467.06666666666666,998.3333333333334,535.8333333333334,455.0,455.0,455.0,455.0,455.0,455.0,455.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,467.0,467.0,467.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1000.0,1000.0,1000.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,541.0,532.0,532.0,532.0,500,500,500,485.0,1022.0,541.0
0,32.0,184.0,46.0,467.0,838.0,495.0,483.4,939.6,519.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,500,500,500,499.0,1000.0,532.0
0,15.0,543.0,22.0,499.0,295.0,495.0,505.5,602.7,504.53333333333336,499.0,499.0,499.0,499.0,499.0,499.0,499.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,838.0,838.0,838.0,838.0,838.0,838.0,838.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,500,500,500,514.0,838.0,517.0
0,17.0,77.0,27.0,498.0,295.0,498.0,509.53333333333336,330.76666666666665,513.9666666666667,514.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,295.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,517.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,500,500,500,515.0,372.0,525.0
0,17.0,81.0,27.0,504.0,333.0,512.0,510.53333333333336,354.4,518.8,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,504.0,504.0,504.0,504.0,504.0,504.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,414.0,414.0,414.0,414.0,414.0,414.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,512.0,512.0,512.0,512.0,512.0,512.0,500,500,500,515.0,414.0,525.0
0,15.0,408.0,13.0,504.0,333.0,512.0,510.26666666666665,411.6,518.2333333333333,515.0,515.0,515.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,519.0,519.0,519.0,333.0,333.0,333.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,741.0,741.0,741.0,525.0,525.0,525.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,518.0,518.0,518.0,500,500,500,519.0,741.0,525.0
0,23.0,327.0,23.0,519.0,694.0,495.0,517.1666666666666,627.2333333333333,508.53333333333336,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,741.0,741.0,741.0,741.0,741.0,741.0,741.0,741.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,694.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,500,500,500,527.0,741.0,518.0
