,emg_0,emg_1,emg_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_max_0,emg_max_1,emg_max_2,emg_min_0,emg_min_1,emg_min_2,emg_med_0,emg_med_1,emg_med_2,emg_ampl_0,emg_ampl_1,emg_ampl_2
0,508.0,499.0,503.0,510.0,510.0,510.0,510.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,508.0,508.0,508.0,508.0,508.0,494.0,494.0,494.0,494.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,499.0,499.0,499.0,499.0,499.0,521.0,521.0,521.0,521.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,503.0,503.0,503.0,503.0,503.0,510.0,500.0,521.0,508.0,494.0,503.0,509.0,496.93333333333334,513.7666666666667,3.0,7.0,27.0
0,509.0,498.0,495.0,509.0,509.0,509.0,509.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,509.0,509.0,500.0,500.0,500.0,500.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,498.0,498.0,498.0,498.0,498.0,498.0,507.0,507.0,507.0,507.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,495.0,495.0,495.0,495.0,495.0,495.0,509.0,500.0,507.0,508.0,498.0,495.0,508.76666666666665,498.6666666666667,504.6666666666667,2.0,6.0,26.0
0,506.0,499.0,489.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,499.0,499.0,499.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,503.0,503.0,503.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,509.0,499.0,503.0,506.0,498.0,489.0,507.96666666666664,498.8333333333333,497.8666666666667,3.0,2.0,18.0
0,508.0,494.0,488.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,508.0,499.0,489.0,506.0,494.0,488.0,507.3,497.26666666666665,490.1,3.0,5.0,7.0
0,509.0,503.0,489.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,509.0,503.0,489.0,508.0,494.0,488.0,507.8333333333333,497.1,488.43333333333334,3.0,9.0,1.0
0,511.0,491.0,483.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,511.0,503.0,489.0,509.0,491.0,483.0,509.3,496.7,486.9,3.0,12.0,6.0
0,510.0,493.0,482.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,511.0,493.0,483.0,510.0,491.0,482.0,510.1666666666667,495.06666666666666,484.56666666666666,2.0,12.0,7.0
0,513.0,488.0,482.0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,513.0,513.0,491.0,491.0,491.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,488.0,488.0,488.0,488.0,488.0,483.0,483.0,483.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,513.0,493.0,483.0,510.0,488.0,482.0,510.93333333333334,491.3,482.43333333333334,3.0,5.0,1.0
0,507.0,497.0,452.0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,507.0,507.0,507.0,507.0,507.0,493.0,493.0,493.0,493.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,497.0,497.0,497.0,497.0,497.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,452.0,452.0,452.0,452.0,452.0,513.0,497.0,482.0,507.0,488.0,452.0,510.6666666666667,491.7,477.06666666666666,6.0,9.0,31.0
0,507.0,518.0,492.0,513.0,513.0,513.0,513.0,513.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,488.0,488.0,488.0,488.0,488.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,482.0,482.0,482.0,482.0,482.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,513.0,518.0,492.0,507.0,488.0,452.0,509.6,498.06666666666666,476.3333333333333,6.0,30.0,40.0
0,511.0,517.0,573.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,497.0,497.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,452.0,452.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,511.0,518.0,573.0,507.0,497.0,452.0,508.73333333333335,508.1666666666667,498.9,6.0,30.0,121.0
0,504.0,532.0,526.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,511.0,532.0,573.0,504.0,517.0,526.0,507.7,521.8,534.6,7.0,15.0,81.0
0,506.0,523.0,496.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,506.0,506.0,506.0,506.0,506.0,506.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,523.0,523.0,523.0,523.0,523.0,523.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,496.0,496.0,496.0,496.0,496.0,496.0,506.0,532.0,526.0,504.0,523.0,496.0,506.5,525.7,534.1,7.0,15.0,77.0
0,605.0,557.0,582.0,504.0,504.0,504.0,504.0,504.0,504.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,605.0,605.0,605.0,605.0,532.0,532.0,532.0,532.0,532.0,532.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,557.0,557.0,557.0,557.0,526.0,526.0,526.0,526.0,526.0,526.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,582.0,582.0,582.0,582.0,605.0,557.0,582.0,504.0,523.0,496.0,518.3666666666667,531.8333333333334,525.0333333333333,101.0,40.0,86.0
0,514.0,538.0,523.0,506.0,506.0,506.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,523.0,523.0,523.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,496.0,496.0,496.0,582.0,582.0,582.0,582.0,582.0,582.0,582.0,582.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,605.0,557.0,582.0,506.0,523.0,496.0,534.6,537.4666666666667,530.0333333333333,101.0,34.0,86.0
0,532.0,524.0,522.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,532.0,532.0,532.0,532.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,524.0,524.0,524.0,524.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,522.0,522.0,522.0,522.0,532.0,538.0,523.0,514.0,524.0,522.0,540.1333333333333,540.2,536.8,99.0,34.0,86.0
0,505.0,535.0,387.0,514.0,514.0,514.0,514.0,514.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,505.0,505.0,505.0,505.0,505.0,505.0,538.0,538.0,538.0,538.0,538.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,535.0,535.0,535.0,535.0,535.0,535.0,523.0,523.0,523.0,523.0,523.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,387.0,387.0,387.0,387.0,387.0,387.0,532.0,538.0,523.0,505.0,524.0,387.0,517.6,533.2,495.5,27.0,14.0,136.0
0,573.0,516.0,468.0,532.0,532.0,532.0,532.0,532.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,573.0,573.0,573.0,573.0,573.0,524.0,524.0,524.0,524.0,524.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,516.0,516.0,516.0,516.0,516.0,522.0,522.0,522.0,522.0,522.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,468.0,468.0,468.0,468.0,468.0,573.0,535.0,522.0,505.0,516.0,387.0,526.2333333333333,529.1333333333333,468.2,68.0,22.0,136.0
0,535.0,539.0,417.0,505.0,505.0,505.0,505.0,505.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,539.0,539.0,539.0,539.0,387.0,387.0,387.0,387.0,387.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,417.0,417.0,417.0,417.0,573.0,539.0,468.0,505.0,516.0,387.0,538.4333333333333,526.7333333333333,443.2,68.0,23.0,135.0
0,500.0,535.0,557.0,573.0,573.0,573.0,573.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,500.0,500.0,500.0,500.0,516.0,516.0,516.0,516.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,535.0,535.0,535.0,535.0,468.0,468.0,468.0,468.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,557.0,557.0,557.0,557.0,573.0,539.0,557.0,500.0,516.0,417.0,541.2666666666667,529.6333333333333,451.3666666666667,73.0,23.0,170.0
0,500.0,499.0,560.0,535.0,535.0,535.0,535.0,535.0,535.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,539.0,539.0,539.0,539.0,539.0,539.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,499.0,499.0,499.0,499.0,499.0,499.0,417.0,417.0,417.0,417.0,417.0,417.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,560.0,560.0,560.0,560.0,560.0,560.0,535.0,539.0,560.0,500.0,499.0,417.0,523.7333333333333,526.8666666666667,489.73333333333335,73.0,40.0,143.0
0,500.0,524.0,647.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,500.0,524.0,647.0,500.0,499.0,560.0,502.3333333333333,517.9333333333333,572.8666666666667,35.0,40.0,230.0
0,524.0,484.0,559.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,524.0,524.0,524.0,524.0,524.0,524.0,499.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,484.0,484.0,484.0,484.0,484.0,484.0,560.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,559.0,559.0,559.0,559.0,559.0,559.0,524.0,524.0,647.0,500.0,484.0,559.0,504.8,506.8333333333333,597.5,24.0,40.0,88.0
0,467.0,528.0,515.0,500.0,500.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,524.0,524.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,647.0,647.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,524.0,528.0,647.0,467.0,484.0,515.0,496.5,514.5333333333333,583.9333333333333,57.0,44.0,132.0
0,479.0,510.0,399.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,479.0,479.0,479.0,479.0,479.0,479.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,510.0,510.0,510.0,510.0,510.0,510.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,399.0,399.0,399.0,399.0,399.0,399.0,479.0,528.0,515.0,467.0,510.0,399.0,484.2,513.2666666666667,507.4,57.0,44.0,160.0
0,489.0,623.0,115.0,467.0,467.0,467.0,467.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,489.0,489.0,489.0,489.0,489.0,528.0,528.0,528.0,528.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,623.0,623.0,623.0,623.0,623.0,515.0,515.0,515.0,515.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,115.0,115.0,115.0,115.0,115.0,489.0,623.0,515.0,467.0,510.0,115.0,475.06666666666666,537.2333333333333,405.8,22.0,113.0,400.0
0,528.0,517.0,1.0,479.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,510.0,623.0,623.0,623.0,623.0,623.0,623.0,623.0,623.0,623.0,623.0,623.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,399.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,528.0,623.0,399.0,479.0,510.0,1.0,495.73333333333335,553.3,188.73333333333332,49.0,113.0,398.0
0,532.0,453.0,3.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,528.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,532.0,517.0,3.0,528.0,453.0,1.0,519.9666666666667,524.6666666666666,28.133333333333333,43.0,170.0,114.0
0,474.0,430.0,366.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,532.0,453.0,366.0,474.0,430.0,3.0,517.1333333333333,468.96666666666664,87.03333333333333,58.0,87.0,365.0
0,498.0,506.0,154.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,498.0,506.0,366.0,474.0,430.0,154.0,500.53333333333336,460.46666666666664,181.4,58.0,76.0,363.0
0,511.0,508.0,423.0,474.0,474.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,511.0,511.0,511.0,430.0,430.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,366.0,366.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,423.0,423.0,423.0,511.0,508.0,423.0,474.0,430.0,154.0,491.6333333333333,476.56666666666666,253.6,58.0,78.0,420.0
0,455.0,516.0,532.0,498.0,498.0,498.0,498.0,498.0,498.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,506.0,506.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,154.0,154.0,154.0,154.0,154.0,154.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,511.0,516.0,532.0,455.0,506.0,154.0,490.2,506.26666666666665,312.03333333333336,56.0,86.0,378.0
0,532.0,468.0,724.0,511.0,511.0,511.0,511.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,508.0,508.0,508.0,508.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,423.0,423.0,423.0,423.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,532.0,516.0,724.0,455.0,468.0,423.0,489.8,505.06666666666666,431.3666666666667,77.0,48.0,570.0
0,503.0,472.0,634.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,532.0,503.0,503.0,503.0,503.0,503.0,503.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,472.0,472.0,472.0,472.0,472.0,472.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,634.0,634.0,634.0,634.0,634.0,634.0,532.0,472.0,724.0,503.0,468.0,634.0,505.6666666666667,481.6,654.8,77.0,48.0,192.0
0,510.0,564.0,519.0,532.0,532.0,532.0,532.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,510.0,510.0,510.0,510.0,510.0,510.0,468.0,468.0,468.0,468.0,472.0,472.0,472.0,472.0,472.0,472.0,472.0,472.0,472.0,472.0,564.0,564.0,564.0,564.0,564.0,564.0,724.0,724.0,724.0,724.0,634.0,634.0,634.0,634.0,634.0,634.0,634.0,634.0,634.0,634.0,519.0,519.0,519.0,519.0,519.0,519.0,532.0,564.0,724.0,503.0,468.0,519.0,517.9333333333333,488.53333333333336,653.0,29.0,96.0,205.0
0,501.0,566.0,551.0,503.0,503.0,503.0,503.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,472.0,472.0,472.0,472.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,564.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,634.0,634.0,634.0,634.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,510.0,566.0,634.0,501.0,472.0,519.0,508.8,520.9333333333333,591.0666666666667,31.0,98.0,205.0
0,514.0,537.0,614.0,510.0,510.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,514.0,514.0,514.0,514.0,514.0,564.0,564.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,537.0,537.0,537.0,537.0,537.0,519.0,519.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0,614.0,614.0,614.0,614.0,614.0,514.0,566.0,614.0,501.0,537.0,519.0,506.3,554.2333333333333,556.3666666666667,13.0,94.0,115.0
0,477.0,514.0,589.0,501.0,501.0,501.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,477.0,477.0,477.0,477.0,477.0,477.0,566.0,566.0,566.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,514.0,514.0,514.0,514.0,514.0,514.0,551.0,551.0,551.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,589.0,589.0,589.0,589.0,589.0,589.0,514.0,566.0,614.0,477.0,514.0,551.0,500.96666666666664,544.9666666666667,581.7,37.0,52.0,63.0
0,525.0,550.0,569.0,514.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,537.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,614.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,525.0,550.0,614.0,477.0,514.0,569.0,503.3666666666667,532.0333333333333,592.8333333333334,48.0,36.0,45.0
0,484.0,519.0,544.0,477.0,477.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,484.0,484.0,484.0,484.0,484.0,484.0,514.0,514.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,519.0,519.0,519.0,519.0,519.0,519.0,589.0,589.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,544.0,544.0,544.0,544.0,544.0,544.0,525.0,550.0,589.0,477.0,514.0,544.0,501.2,531.8,576.0,48.0,36.0,70.0
0,538.0,517.0,546.0,525.0,525.0,525.0,525.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,538.0,538.0,538.0,538.0,538.0,538.0,550.0,550.0,550.0,550.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,517.0,517.0,517.0,517.0,517.0,517.0,569.0,569.0,569.0,569.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,546.0,546.0,546.0,546.0,546.0,546.0,538.0,550.0,569.0,484.0,517.0,544.0,512.3333333333334,531.8666666666667,556.7333333333333,61.0,36.0,45.0
0,517.0,469.0,518.0,484.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,469.0,469.0,469.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,518.0,518.0,518.0,538.0,519.0,546.0,484.0,469.0,518.0,518.8666666666667,517.1666666666666,545.1666666666666,54.0,81.0,51.0
