,emg_max_0,emg_max_1,emg_max_2,emg_0,emg_1,emg_2,emg_med_0,emg_med_1,emg_med_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_min_0,emg_min_1,emg_min_2,emg_ampl_0,emg_ampl_1,emg_ampl_2
0,514.0,509.0,501.0,514.0,495.0,473.0,509.0888888888889,503.1111111111111,496.3333333333333,510.0,508.0,508.0,508.0,508.0,508.0,505.0,505.0,505.0,505.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,514.0,514.0,504.0,509.0,509.0,509.0,509.0,509.0,502.0,502.0,502.0,502.0,501.0,501.0,501.0,501.0,490.0,490.0,490.0,490.0,495.0,495.0,501.0,498.0,498.0,498.0,498.0,498.0,486.0,486.0,486.0,486.0,485.0,485.0,485.0,485.0,478.0,478.0,478.0,478.0,473.0,473.0,505.0,490.0,473.0,16.0,21.0,57.0
0,514.0,509.0,498.0,513.0,498.0,488.0,509.68888888888887,502.7111111111111,492.2,508.0,508.0,505.0,505.0,505.0,505.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,513.0,513.0,509.0,509.0,502.0,502.0,502.0,502.0,501.0,501.0,501.0,501.0,490.0,490.0,490.0,490.0,495.0,495.0,495.0,495.0,498.0,498.0,498.0,498.0,486.0,486.0,486.0,486.0,485.0,485.0,485.0,485.0,478.0,478.0,478.0,478.0,473.0,473.0,473.0,473.0,488.0,488.0,505.0,490.0,473.0,16.0,21.0,45.0
0,514.0,502.0,510.0,506.0,491.0,510.0,509.75555555555553,501.5111111111111,490.6666666666667,505.0,505.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,513.0,513.0,513.0,513.0,506.0,506.0,502.0,502.0,501.0,501.0,501.0,501.0,490.0,490.0,490.0,490.0,495.0,495.0,495.0,495.0,498.0,498.0,498.0,498.0,491.0,491.0,486.0,486.0,485.0,485.0,485.0,485.0,478.0,478.0,478.0,478.0,473.0,473.0,473.0,473.0,488.0,488.0,488.0,488.0,510.0,510.0,505.0,490.0,473.0,16.0,21.0,38.0
0,514.0,501.0,511.0,507.0,497.0,511.0,509.6666666666667,500.44444444444446,490.64444444444445,509.0,509.0,509.0,511.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,513.0,513.0,513.0,513.0,506.0,506.0,506.0,507.0,507.0,501.0,501.0,501.0,490.0,490.0,490.0,490.0,495.0,495.0,495.0,495.0,498.0,498.0,498.0,498.0,491.0,491.0,491.0,497.0,497.0,485.0,485.0,485.0,478.0,478.0,478.0,478.0,473.0,473.0,473.0,473.0,488.0,488.0,488.0,488.0,510.0,510.0,510.0,511.0,511.0,506.0,490.0,473.0,16.0,19.0,38.0
0,514.0,505.0,511.0,511.0,505.0,509.0,508.9111111111111,500.4,491.9111111111111,511.0,511.0,511.0,514.0,514.0,514.0,514.0,513.0,513.0,513.0,513.0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,511.0,511.0,490.0,490.0,490.0,495.0,495.0,495.0,495.0,498.0,498.0,498.0,498.0,491.0,491.0,491.0,497.0,497.0,497.0,497.0,505.0,505.0,478.0,478.0,478.0,473.0,473.0,473.0,473.0,488.0,488.0,488.0,488.0,510.0,510.0,510.0,511.0,511.0,511.0,511.0,509.0,509.0,506.0,490.0,473.0,9.0,19.0,38.0
0,514.0,509.0,516.0,512.0,509.0,516.0,509.3333333333333,500.4888888888889,494.22222222222223,514.0,514.0,514.0,513.0,513.0,513.0,513.0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,512.0,512.0,495.0,495.0,495.0,498.0,498.0,498.0,498.0,491.0,491.0,491.0,497.0,497.0,497.0,497.0,505.0,505.0,505.0,505.0,509.0,509.0,473.0,473.0,473.0,488.0,488.0,488.0,488.0,510.0,510.0,510.0,511.0,511.0,511.0,511.0,509.0,509.0,509.0,509.0,516.0,516.0,506.0,491.0,473.0,9.0,19.0,43.0
0,515.0,516.0,521.0,515.0,516.0,521.0,509.9111111111111,501.1111111111111,496.64444444444445,513.0,513.0,513.0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,512.0,512.0,512.0,512.0,515.0,515.0,498.0,498.0,498.0,491.0,491.0,491.0,497.0,497.0,497.0,497.0,505.0,505.0,505.0,505.0,509.0,509.0,509.0,509.0,516.0,516.0,488.0,488.0,488.0,510.0,510.0,510.0,511.0,511.0,511.0,511.0,509.0,509.0,509.0,509.0,516.0,516.0,516.0,516.0,521.0,521.0,506.0,491.0,488.0,10.0,26.0,48.0
0,515.0,521.0,533.0,511.0,521.0,533.0,510.22222222222223,502.2888888888889,499.02222222222224,506.0,506.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,511.0,511.0,491.0,491.0,497.0,497.0,497.0,497.0,505.0,505.0,505.0,505.0,509.0,509.0,509.0,509.0,516.0,516.0,516.0,516.0,521.0,521.0,510.0,510.0,511.0,511.0,511.0,511.0,509.0,509.0,509.0,509.0,516.0,516.0,516.0,516.0,521.0,521.0,521.0,521.0,533.0,533.0,506.0,491.0,509.0,10.0,31.0,60.0
0,515.0,521.0,543.0,503.0,514.0,543.0,510.1333333333333,503.0444444444444,502.5777777777778,507.0,507.0,511.0,511.0,511.0,511.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,511.0,511.0,511.0,511.0,503.0,503.0,497.0,497.0,505.0,505.0,505.0,505.0,509.0,509.0,509.0,509.0,516.0,516.0,516.0,516.0,521.0,521.0,521.0,521.0,514.0,514.0,511.0,511.0,509.0,509.0,509.0,509.0,516.0,516.0,516.0,516.0,521.0,521.0,521.0,521.0,533.0,533.0,533.0,533.0,543.0,543.0,503.0,497.0,509.0,12.0,31.0,70.0
0,515.0,521.0,548.0,508.0,507.0,548.0,510.1777777777778,503.8,507.8666666666667,511.0,511.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,511.0,511.0,511.0,511.0,503.0,503.0,503.0,503.0,508.0,508.0,505.0,505.0,509.0,509.0,509.0,509.0,516.0,516.0,516.0,516.0,521.0,521.0,521.0,521.0,514.0,514.0,514.0,514.0,507.0,507.0,509.0,509.0,516.0,516.0,516.0,516.0,521.0,521.0,521.0,521.0,533.0,533.0,533.0,533.0,543.0,543.0,543.0,543.0,548.0,548.0,503.0,505.0,509.0,12.0,31.0,75.0
0,515.0,521.0,548.0,510.0,505.0,537.0,510.1777777777778,504.24444444444447,512.9777777777778,512.0,512.0,515.0,515.0,515.0,515.0,511.0,511.0,511.0,511.0,503.0,503.0,503.0,503.0,508.0,508.0,508.0,508.0,510.0,510.0,509.0,509.0,516.0,516.0,516.0,516.0,521.0,521.0,521.0,521.0,514.0,514.0,514.0,514.0,507.0,507.0,507.0,507.0,505.0,505.0,516.0,516.0,521.0,521.0,521.0,521.0,533.0,533.0,533.0,533.0,543.0,543.0,543.0,543.0,548.0,548.0,548.0,548.0,537.0,537.0,503.0,505.0,516.0,12.0,31.0,75.0
0,515.0,521.0,548.0,507.0,509.0,519.0,509.9555555555556,505.75555555555553,517.4222222222222,515.0,515.0,511.0,511.0,511.0,511.0,503.0,503.0,503.0,503.0,508.0,508.0,508.0,508.0,510.0,510.0,510.0,510.0,507.0,507.0,516.0,516.0,521.0,521.0,521.0,521.0,514.0,514.0,514.0,514.0,507.0,507.0,507.0,507.0,505.0,505.0,505.0,505.0,509.0,509.0,521.0,521.0,533.0,533.0,533.0,533.0,543.0,543.0,543.0,543.0,548.0,548.0,548.0,548.0,537.0,537.0,537.0,537.0,519.0,519.0,503.0,505.0,519.0,12.0,30.0,75.0
0,511.0,521.0,548.0,507.0,501.0,518.0,509.3333333333333,506.64444444444445,521.4666666666667,511.0,511.0,503.0,503.0,503.0,503.0,508.0,508.0,508.0,508.0,510.0,510.0,510.0,510.0,507.0,507.0,507.0,507.0,507.0,507.0,521.0,521.0,514.0,514.0,514.0,514.0,507.0,507.0,507.0,507.0,505.0,505.0,505.0,505.0,509.0,509.0,509.0,509.0,501.0,501.0,533.0,533.0,543.0,543.0,543.0,543.0,548.0,548.0,548.0,548.0,537.0,537.0,537.0,537.0,519.0,519.0,519.0,519.0,518.0,518.0,503.0,501.0,518.0,12.0,30.0,60.0
0,510.0,514.0,548.0,502.0,507.0,518.0,508.5777777777778,507.1777777777778,524.1333333333333,503.0,503.0,508.0,508.0,508.0,508.0,510.0,510.0,510.0,510.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,502.0,502.0,514.0,514.0,507.0,507.0,507.0,507.0,505.0,505.0,505.0,505.0,509.0,509.0,509.0,509.0,501.0,501.0,501.0,501.0,507.0,507.0,543.0,543.0,548.0,548.0,548.0,548.0,537.0,537.0,537.0,537.0,519.0,519.0,519.0,519.0,518.0,518.0,518.0,518.0,518.0,518.0,502.0,501.0,518.0,13.0,30.0,39.0
0,510.0,511.0,548.0,502.0,511.0,505.0,508.2,508.64444444444445,524.2444444444444,508.0,508.0,510.0,510.0,510.0,510.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,502.0,502.0,507.0,507.0,505.0,505.0,505.0,505.0,509.0,509.0,509.0,509.0,501.0,501.0,501.0,501.0,507.0,507.0,507.0,507.0,511.0,511.0,548.0,548.0,537.0,537.0,537.0,537.0,519.0,519.0,519.0,519.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,505.0,505.0,502.0,501.0,505.0,13.0,24.0,43.0
0,510.0,511.0,537.0,501.0,507.0,513.0,507.6222222222222,509.53333333333336,524.1111111111111,510.0,510.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,501.0,501.0,505.0,505.0,509.0,509.0,509.0,509.0,501.0,501.0,501.0,501.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,507.0,507.0,537.0,537.0,519.0,519.0,519.0,519.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,505.0,505.0,505.0,505.0,513.0,513.0,501.0,501.0,505.0,14.0,20.0,43.0
0,512.0,511.0,519.0,512.0,504.0,505.0,507.2,509.4888888888889,523.9555555555555,507.0,507.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,501.0,501.0,501.0,501.0,512.0,512.0,509.0,509.0,501.0,501.0,501.0,501.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,507.0,507.0,507.0,507.0,504.0,504.0,519.0,519.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,505.0,505.0,505.0,505.0,513.0,513.0,513.0,513.0,505.0,505.0,501.0,501.0,505.0,14.0,20.0,43.0
0,512.0,511.0,518.0,503.0,510.0,491.0,507.0,509.2888888888889,522.9111111111112,507.0,507.0,507.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,501.0,501.0,501.0,501.0,512.0,512.0,512.0,512.0,503.0,501.0,501.0,501.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,507.0,507.0,507.0,507.0,504.0,504.0,504.0,504.0,510.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,505.0,505.0,505.0,505.0,513.0,513.0,513.0,513.0,505.0,505.0,505.0,491.0,491.0,501.0,501.0,491.0,14.0,20.0,57.0
0,512.0,511.0,518.0,506.0,509.0,484.0,506.0,508.73333333333335,520.0888888888888,502.0,502.0,502.0,502.0,502.0,502.0,502.0,501.0,501.0,501.0,501.0,512.0,512.0,512.0,512.0,503.0,503.0,503.0,503.0,506.0,507.0,507.0,507.0,511.0,511.0,511.0,511.0,507.0,507.0,507.0,507.0,504.0,504.0,504.0,504.0,510.0,510.0,510.0,510.0,509.0,518.0,518.0,518.0,505.0,505.0,505.0,505.0,513.0,513.0,513.0,513.0,505.0,505.0,505.0,505.0,491.0,491.0,491.0,491.0,484.0,501.0,504.0,484.0,11.0,20.0,64.0
0,512.0,511.0,513.0,506.0,507.0,483.0,505.6222222222222,507.46666666666664,514.3777777777777,502.0,502.0,501.0,501.0,501.0,501.0,512.0,512.0,512.0,512.0,503.0,503.0,503.0,503.0,506.0,506.0,506.0,506.0,506.0,506.0,511.0,511.0,507.0,507.0,507.0,507.0,504.0,504.0,504.0,504.0,510.0,510.0,510.0,510.0,509.0,509.0,509.0,509.0,507.0,507.0,505.0,505.0,513.0,513.0,513.0,513.0,505.0,505.0,505.0,505.0,491.0,491.0,491.0,491.0,484.0,484.0,484.0,484.0,483.0,483.0,501.0,504.0,483.0,11.0,13.0,65.0
0,512.0,510.0,513.0,499.0,506.0,480.0,505.5111111111111,506.9555555555556,510.24444444444447,501.0,501.0,501.0,512.0,512.0,512.0,512.0,503.0,503.0,503.0,503.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,499.0,499.0,507.0,507.0,507.0,504.0,504.0,504.0,504.0,510.0,510.0,510.0,510.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,506.0,506.0,513.0,513.0,513.0,505.0,505.0,505.0,505.0,491.0,491.0,491.0,491.0,484.0,484.0,484.0,484.0,483.0,483.0,483.0,480.0,480.0,499.0,504.0,480.0,13.0,10.0,68.0
0,512.0,510.0,505.0,510.0,500.0,484.0,505.44444444444446,506.46666666666664,504.46666666666664,512.0,512.0,512.0,503.0,503.0,503.0,503.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,499.0,499.0,499.0,510.0,510.0,510.0,504.0,504.0,504.0,510.0,510.0,510.0,510.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,506.0,506.0,506.0,500.0,500.0,500.0,505.0,505.0,505.0,491.0,491.0,491.0,491.0,484.0,484.0,484.0,484.0,483.0,483.0,483.0,480.0,480.0,480.0,484.0,484.0,484.0,499.0,500.0,480.0,13.0,11.0,57.0
0,510.0,510.0,491.0,501.0,494.0,488.0,505.0444444444444,505.75555555555553,499.93333333333334,503.0,503.0,503.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,499.0,499.0,499.0,510.0,510.0,510.0,510.0,510.0,501.0,501.0,510.0,510.0,510.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,506.0,506.0,506.0,500.0,500.0,500.0,500.0,500.0,494.0,494.0,491.0,491.0,491.0,484.0,484.0,484.0,484.0,483.0,483.0,483.0,480.0,480.0,480.0,484.0,484.0,484.0,484.0,484.0,488.0,488.0,499.0,494.0,480.0,13.0,17.0,39.0
0,510.0,509.0,499.0,509.0,495.0,499.0,505.0,504.8,498.35555555555555,506.0,506.0,506.0,506.0,506.0,506.0,506.0,499.0,499.0,499.0,510.0,510.0,510.0,510.0,510.0,501.0,501.0,501.0,509.0,509.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,506.0,506.0,506.0,500.0,500.0,500.0,500.0,500.0,494.0,494.0,494.0,495.0,495.0,484.0,484.0,484.0,484.0,483.0,483.0,483.0,480.0,480.0,480.0,484.0,484.0,484.0,484.0,484.0,488.0,488.0,488.0,499.0,499.0,499.0,494.0,480.0,13.0,17.0,39.0
0,510.0,507.0,499.0,508.0,504.0,496.0,505.1333333333333,504.4888888888889,496.5111111111111,506.0,506.0,506.0,499.0,499.0,499.0,510.0,510.0,510.0,510.0,510.0,501.0,501.0,501.0,509.0,509.0,509.0,509.0,508.0,508.0,507.0,507.0,507.0,506.0,506.0,506.0,500.0,500.0,500.0,500.0,500.0,494.0,494.0,494.0,495.0,495.0,495.0,495.0,504.0,504.0,483.0,483.0,483.0,480.0,480.0,480.0,484.0,484.0,484.0,484.0,484.0,488.0,488.0,488.0,499.0,499.0,499.0,499.0,496.0,496.0,499.0,494.0,480.0,13.0,17.0,38.0
0,514.0,506.0,499.0,514.0,501.0,497.0,505.8222222222222,504.22222222222223,494.6,499.0,499.0,510.0,510.0,510.0,510.0,510.0,501.0,501.0,501.0,509.0,509.0,509.0,509.0,508.0,508.0,508.0,508.0,514.0,514.0,506.0,506.0,500.0,500.0,500.0,500.0,500.0,494.0,494.0,494.0,495.0,495.0,495.0,495.0,504.0,504.0,504.0,504.0,501.0,501.0,480.0,480.0,484.0,484.0,484.0,484.0,484.0,488.0,488.0,488.0,499.0,499.0,499.0,499.0,496.0,496.0,496.0,496.0,497.0,497.0,499.0,494.0,480.0,15.0,17.0,38.0
0,514.0,513.0,504.0,508.0,513.0,504.0,506.6222222222222,503.9555555555556,493.9111111111111,510.0,510.0,510.0,501.0,501.0,501.0,509.0,509.0,509.0,509.0,508.0,508.0,508.0,508.0,514.0,514.0,514.0,514.0,508.0,508.0,500.0,500.0,500.0,494.0,494.0,494.0,495.0,495.0,495.0,495.0,504.0,504.0,504.0,504.0,501.0,501.0,501.0,501.0,513.0,513.0,484.0,484.0,484.0,488.0,488.0,488.0,499.0,499.0,499.0,499.0,496.0,496.0,496.0,496.0,497.0,497.0,497.0,497.0,504.0,504.0,501.0,494.0,484.0,15.0,19.0,33.0
0,514.0,515.0,520.0,513.0,515.0,520.0,507.2888888888889,504.35555555555555,494.2,501.0,501.0,501.0,509.0,509.0,509.0,509.0,508.0,508.0,508.0,508.0,514.0,514.0,514.0,514.0,508.0,508.0,508.0,513.0,513.0,494.0,494.0,494.0,495.0,495.0,495.0,495.0,504.0,504.0,504.0,504.0,501.0,501.0,501.0,501.0,513.0,513.0,513.0,515.0,515.0,488.0,488.0,488.0,499.0,499.0,499.0,499.0,496.0,496.0,496.0,496.0,497.0,497.0,497.0,497.0,504.0,504.0,504.0,520.0,520.0,501.0,494.0,488.0,15.0,21.0,40.0
0,514.0,515.0,543.0,509.0,515.0,543.0,507.68888888888887,505.2,496.2,509.0,509.0,509.0,508.0,508.0,508.0,508.0,514.0,514.0,514.0,514.0,508.0,508.0,508.0,513.0,513.0,513.0,513.0,509.0,509.0,495.0,495.0,495.0,504.0,504.0,504.0,504.0,501.0,501.0,501.0,501.0,513.0,513.0,513.0,515.0,515.0,515.0,515.0,515.0,515.0,499.0,499.0,499.0,496.0,496.0,496.0,496.0,497.0,497.0,497.0,497.0,504.0,504.0,504.0,520.0,520.0,520.0,520.0,543.0,543.0,508.0,495.0,496.0,15.0,21.0,63.0
0,514.0,520.0,543.0,512.0,520.0,541.0,507.9555555555556,506.1333333333333,500.1111111111111,508.0,508.0,508.0,514.0,514.0,514.0,514.0,508.0,508.0,508.0,513.0,513.0,513.0,513.0,509.0,509.0,509.0,509.0,512.0,512.0,504.0,504.0,504.0,501.0,501.0,501.0,501.0,513.0,513.0,513.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,520.0,520.0,496.0,496.0,496.0,497.0,497.0,497.0,497.0,504.0,504.0,504.0,520.0,520.0,520.0,520.0,543.0,543.0,543.0,543.0,541.0,541.0,508.0,501.0,496.0,15.0,26.0,63.0
0,514.0,520.0,549.0,507.0,513.0,549.0,508.3777777777778,506.6666666666667,503.77777777777777,514.0,514.0,514.0,514.0,508.0,508.0,508.0,513.0,513.0,513.0,513.0,509.0,509.0,509.0,509.0,512.0,512.0,512.0,512.0,507.0,501.0,501.0,501.0,501.0,513.0,513.0,513.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,520.0,520.0,520.0,520.0,513.0,497.0,497.0,497.0,497.0,504.0,504.0,504.0,520.0,520.0,520.0,520.0,543.0,543.0,543.0,543.0,541.0,541.0,541.0,541.0,549.0,507.0,501.0,497.0,15.0,26.0,69.0
0,513.0,522.0,552.0,501.0,522.0,552.0,507.97777777777776,508.1333333333333,512.7777777777778,508.0,513.0,513.0,513.0,513.0,509.0,509.0,509.0,509.0,512.0,512.0,512.0,512.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,513.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,520.0,520.0,520.0,520.0,513.0,513.0,513.0,522.0,522.0,522.0,522.0,504.0,520.0,520.0,520.0,520.0,543.0,543.0,543.0,543.0,541.0,541.0,541.0,541.0,549.0,549.0,549.0,552.0,552.0,552.0,552.0,501.0,513.0,504.0,15.0,28.0,72.0
0,513.0,522.0,552.0,507.0,502.0,547.0,508.1777777777778,508.8,518.8666666666667,513.0,509.0,509.0,509.0,509.0,512.0,512.0,512.0,512.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,501.0,501.0,507.0,507.0,515.0,515.0,515.0,515.0,515.0,520.0,520.0,520.0,520.0,513.0,513.0,513.0,522.0,522.0,522.0,522.0,522.0,522.0,502.0,502.0,520.0,543.0,543.0,543.0,543.0,541.0,541.0,541.0,541.0,549.0,549.0,549.0,552.0,552.0,552.0,552.0,552.0,552.0,547.0,547.0,501.0,502.0,520.0,13.0,28.0,68.0
0,512.0,522.0,552.0,510.0,511.0,538.0,508.0444444444444,509.3777777777778,524.0666666666667,509.0,512.0,512.0,512.0,512.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,501.0,501.0,507.0,507.0,507.0,507.0,510.0,510.0,515.0,520.0,520.0,520.0,520.0,513.0,513.0,513.0,522.0,522.0,522.0,522.0,522.0,522.0,502.0,502.0,502.0,502.0,511.0,511.0,543.0,541.0,541.0,541.0,541.0,549.0,549.0,549.0,552.0,552.0,552.0,552.0,552.0,552.0,547.0,547.0,547.0,547.0,538.0,538.0,501.0,502.0,538.0,13.0,28.0,64.0
0,512.0,522.0,552.0,508.0,498.0,541.0,508.5777777777778,510.2888888888889,528.4,512.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,501.0,501.0,507.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,508.0,508.0,520.0,513.0,513.0,513.0,522.0,522.0,522.0,522.0,522.0,522.0,502.0,502.0,502.0,502.0,511.0,511.0,511.0,511.0,498.0,498.0,541.0,549.0,549.0,549.0,552.0,552.0,552.0,552.0,552.0,552.0,547.0,547.0,547.0,547.0,538.0,538.0,538.0,538.0,541.0,541.0,501.0,498.0,538.0,13.0,27.0,56.0
0,510.0,522.0,552.0,507.0,504.0,527.0,508.46666666666664,510.6222222222222,531.5777777777778,501.0,501.0,501.0,501.0,501.0,501.0,507.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,507.0,507.0,522.0,522.0,522.0,522.0,522.0,522.0,502.0,502.0,502.0,502.0,511.0,511.0,511.0,511.0,498.0,498.0,498.0,498.0,504.0,504.0,552.0,552.0,552.0,552.0,552.0,552.0,547.0,547.0,547.0,547.0,538.0,538.0,538.0,538.0,541.0,541.0,541.0,541.0,527.0,527.0,501.0,498.0,527.0,13.0,24.0,56.0
0,510.0,522.0,552.0,508.0,513.0,517.0,508.2888888888889,511.0888888888889,533.8666666666667,501.0,501.0,507.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,508.0,508.0,522.0,522.0,502.0,502.0,502.0,502.0,511.0,511.0,511.0,511.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,513.0,513.0,552.0,552.0,547.0,547.0,547.0,547.0,538.0,538.0,538.0,538.0,541.0,541.0,541.0,541.0,527.0,527.0,527.0,527.0,517.0,517.0,501.0,498.0,517.0,13.0,24.0,55.0
0,510.0,513.0,547.0,506.0,505.0,513.0,507.8,511.53333333333336,535.3111111111111,507.0,507.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,508.0,508.0,508.0,508.0,506.0,506.0,502.0,502.0,511.0,511.0,511.0,511.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,513.0,513.0,513.0,513.0,505.0,505.0,547.0,547.0,538.0,538.0,538.0,538.0,541.0,541.0,541.0,541.0,527.0,527.0,527.0,527.0,517.0,517.0,517.0,517.0,513.0,513.0,506.0,498.0,513.0,12.0,24.0,48.0
0,510.0,513.0,541.0,508.0,503.0,509.0,507.6,510.9111111111111,535.4666666666667,510.0,510.0,508.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,506.0,508.0,508.0,511.0,511.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,513.0,513.0,513.0,513.0,505.0,505.0,505.0,505.0,503.0,503.0,538.0,538.0,541.0,541.0,541.0,541.0,527.0,527.0,527.0,527.0,517.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,509.0,509.0,506.0,498.0,509.0,12.0,24.0,43.0
0,508.0,515.0,541.0,505.0,515.0,488.0,507.0888888888889,510.1111111111111,532.2888888888889,508.0,508.0,507.0,507.0,507.0,507.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,505.0,505.0,498.0,498.0,504.0,504.0,504.0,504.0,513.0,513.0,513.0,513.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,515.0,515.0,541.0,541.0,527.0,527.0,527.0,527.0,517.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,509.0,509.0,509.0,509.0,488.0,488.0,505.0,498.0,488.0,11.0,24.0,64.0
0,511.0,515.0,527.0,511.0,502.0,489.0,506.8666666666667,509.31111111111113,527.5333333333333,507.0,507.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,505.0,505.0,505.0,505.0,511.0,511.0,504.0,504.0,513.0,513.0,513.0,513.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,515.0,515.0,515.0,515.0,502.0,502.0,527.0,527.0,517.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,509.0,509.0,509.0,509.0,488.0,488.0,488.0,488.0,489.0,489.0,505.0,502.0,488.0,11.0,24.0,64.0
0,511.0,515.0,517.0,505.0,505.0,488.0,506.73333333333335,508.15555555555557,522.5111111111111,508.0,508.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,505.0,505.0,505.0,505.0,511.0,511.0,511.0,511.0,505.0,505.0,513.0,513.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,515.0,515.0,515.0,515.0,502.0,502.0,502.0,502.0,505.0,505.0,517.0,517.0,513.0,513.0,513.0,513.0,509.0,509.0,509.0,509.0,488.0,488.0,488.0,488.0,489.0,489.0,489.0,489.0,488.0,488.0,505.0,502.0,488.0,10.0,24.0,64.0
