,emg_med_0,emg_med_1,emg_med_2,emg_0,emg_1,emg_2,emg_min_0,emg_min_1,emg_min_2,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_max_0,emg_max_1,emg_max_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19
0,505.15555555555557,488.4888888888889,516.3555555555556,509.0,476.0,504.0,499.0,449.0,499.0,11.0,109.0,27.0,509.0,476.0,522.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,499.0,499.0,499.0,503.0,503.0,503.0,506.0,506.0,506.0,506.0,509.0,509.0,453.0,453.0,453.0,453.0,449.0,449.0,449.0,449.0,459.0,459.0,459.0,460.0,460.0,460.0,471.0,471.0,471.0,471.0,476.0,476.0,519.0,519.0,519.0,519.0,522.0,522.0,522.0,522.0,510.0,510.0,510.0,500.0,500.0,500.0,499.0,499.0,499.0,499.0,504.0,504.0
0,505.2888888888889,481.9111111111111,514.8,511.0,487.0,507.0,499.0,449.0,499.0,12.0,99.0,27.0,511.0,487.0,522.0,503.0,503.0,503.0,503.0,499.0,499.0,499.0,503.0,503.0,503.0,506.0,506.0,506.0,506.0,509.0,509.0,509.0,509.0,511.0,511.0,449.0,449.0,449.0,449.0,459.0,459.0,459.0,460.0,460.0,460.0,471.0,471.0,471.0,471.0,476.0,476.0,476.0,476.0,487.0,487.0,522.0,522.0,522.0,522.0,510.0,510.0,510.0,500.0,500.0,500.0,499.0,499.0,499.0,499.0,504.0,504.0,504.0,504.0,507.0,507.0
0,505.73333333333335,477.4222222222222,513.1111111111111,510.0,503.0,502.0,499.0,459.0,499.0,12.0,94.0,25.0,511.0,503.0,510.0,499.0,499.0,499.0,503.0,503.0,503.0,506.0,506.0,506.0,506.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,510.0,510.0,459.0,459.0,459.0,460.0,460.0,460.0,471.0,471.0,471.0,471.0,476.0,476.0,476.0,476.0,487.0,487.0,487.0,487.0,503.0,503.0,510.0,510.0,510.0,500.0,500.0,500.0,499.0,499.0,499.0,499.0,504.0,504.0,504.0,504.0,507.0,507.0,507.0,507.0,502.0,502.0
0,505.97777777777776,476.93333333333334,512.0666666666667,514.0,524.0,507.0,503.0,460.0,499.0,15.0,75.0,25.0,514.0,524.0,507.0,503.0,503.0,503.0,506.0,506.0,506.0,506.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,514.0,514.0,460.0,460.0,460.0,471.0,471.0,471.0,471.0,476.0,476.0,476.0,476.0,487.0,487.0,487.0,487.0,503.0,503.0,503.0,524.0,524.0,500.0,500.0,500.0,499.0,499.0,499.0,499.0,504.0,504.0,504.0,504.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,507.0,507.0
0,506.8,479.73333333333335,510.2888888888889,517.0,549.0,500.0,506.0,471.0,499.0,18.0,100.0,25.0,517.0,549.0,507.0,506.0,506.0,506.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,514.0,514.0,514.0,517.0,517.0,517.0,471.0,471.0,471.0,476.0,476.0,476.0,476.0,487.0,487.0,487.0,487.0,503.0,503.0,503.0,524.0,524.0,524.0,549.0,549.0,549.0,499.0,499.0,499.0,504.0,504.0,504.0,504.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,507.0,507.0,507.0,500.0,500.0,500.0
0,507.53333333333336,483.1333333333333,508.46666666666664,516.0,546.0,494.0,509.0,476.0,494.0,18.0,100.0,30.0,517.0,549.0,507.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,514.0,514.0,514.0,517.0,517.0,517.0,517.0,516.0,516.0,476.0,476.0,476.0,476.0,487.0,487.0,487.0,487.0,503.0,503.0,503.0,524.0,524.0,524.0,549.0,549.0,549.0,549.0,546.0,546.0,504.0,504.0,504.0,504.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,507.0,507.0,507.0,500.0,500.0,500.0,500.0,494.0,494.0
0,508.5777777777778,490.0444444444444,506.5111111111111,516.0,559.0,501.0,510.0,487.0,494.0,18.0,110.0,28.0,517.0,559.0,507.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,514.0,514.0,514.0,517.0,517.0,517.0,517.0,516.0,516.0,516.0,516.0,516.0,516.0,487.0,487.0,487.0,487.0,503.0,503.0,503.0,524.0,524.0,524.0,549.0,549.0,549.0,549.0,546.0,546.0,546.0,546.0,559.0,559.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,507.0,507.0,507.0,500.0,500.0,500.0,500.0,494.0,494.0,494.0,494.0,501.0,501.0
0,509.24444444444447,496.9111111111111,505.15555555555557,515.0,561.0,496.0,510.0,487.0,494.0,18.0,112.0,28.0,517.0,561.0,507.0,511.0,510.0,510.0,510.0,514.0,514.0,514.0,517.0,517.0,517.0,517.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,515.0,515.0,487.0,503.0,503.0,503.0,524.0,524.0,524.0,549.0,549.0,549.0,549.0,546.0,546.0,546.0,546.0,559.0,559.0,559.0,561.0,561.0,507.0,502.0,502.0,502.0,507.0,507.0,507.0,500.0,500.0,500.0,500.0,494.0,494.0,494.0,494.0,501.0,501.0,501.0,496.0,496.0
0,510.44444444444446,506.3333333333333,503.2,518.0,557.0,498.0,514.0,524.0,494.0,19.0,112.0,28.0,518.0,561.0,507.0,514.0,514.0,514.0,517.0,517.0,517.0,517.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,515.0,515.0,515.0,515.0,518.0,518.0,524.0,524.0,524.0,549.0,549.0,549.0,549.0,546.0,546.0,546.0,546.0,559.0,559.0,559.0,561.0,561.0,561.0,561.0,557.0,557.0,507.0,507.0,507.0,500.0,500.0,500.0,500.0,494.0,494.0,494.0,494.0,501.0,501.0,501.0,496.0,496.0,496.0,496.0,498.0,498.0
0,511.5111111111111,516.2,501.8666666666667,512.0,563.0,516.0,512.0,546.0,494.0,19.0,104.0,22.0,518.0,563.0,516.0,517.0,517.0,517.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,515.0,515.0,515.0,515.0,518.0,518.0,518.0,518.0,512.0,512.0,549.0,549.0,549.0,546.0,546.0,546.0,546.0,559.0,559.0,559.0,561.0,561.0,561.0,561.0,557.0,557.0,557.0,557.0,563.0,563.0,500.0,500.0,500.0,494.0,494.0,494.0,494.0,501.0,501.0,501.0,496.0,496.0,496.0,496.0,498.0,498.0,498.0,498.0,516.0,516.0
0,512.6,522.4222222222222,502.93333333333334,517.0,547.0,531.0,512.0,546.0,494.0,15.0,103.0,37.0,518.0,563.0,531.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,515.0,515.0,515.0,515.0,518.0,518.0,518.0,518.0,512.0,512.0,512.0,517.0,517.0,546.0,546.0,546.0,546.0,559.0,559.0,559.0,561.0,561.0,561.0,561.0,557.0,557.0,557.0,557.0,563.0,563.0,563.0,547.0,547.0,494.0,494.0,494.0,494.0,501.0,501.0,501.0,496.0,496.0,496.0,496.0,498.0,498.0,498.0,498.0,516.0,516.0,516.0,531.0,531.0
0,513.4444444444445,527.8666666666667,505.26666666666665,515.0,539.0,537.0,512.0,539.0,494.0,12.0,92.0,43.0,518.0,563.0,537.0,516.0,516.0,516.0,516.0,515.0,515.0,515.0,515.0,518.0,518.0,518.0,518.0,512.0,512.0,512.0,517.0,517.0,517.0,515.0,515.0,546.0,559.0,559.0,559.0,561.0,561.0,561.0,561.0,557.0,557.0,557.0,557.0,563.0,563.0,563.0,547.0,547.0,547.0,539.0,539.0,494.0,501.0,501.0,501.0,496.0,496.0,496.0,496.0,498.0,498.0,498.0,498.0,516.0,516.0,516.0,531.0,531.0,531.0,537.0,537.0
0,513.6444444444444,530.4888888888889,507.24444444444447,506.0,521.0,550.0,506.0,521.0,496.0,12.0,92.0,56.0,518.0,563.0,550.0,516.0,516.0,515.0,515.0,515.0,515.0,518.0,518.0,518.0,518.0,512.0,512.0,512.0,517.0,517.0,517.0,515.0,515.0,506.0,506.0,559.0,559.0,561.0,561.0,561.0,561.0,557.0,557.0,557.0,557.0,563.0,563.0,563.0,547.0,547.0,547.0,539.0,539.0,521.0,521.0,501.0,501.0,496.0,496.0,496.0,496.0,498.0,498.0,498.0,498.0,516.0,516.0,516.0,531.0,531.0,531.0,537.0,537.0,550.0,550.0
0,513.4666666666667,533.9555555555555,511.6,505.0,504.0,551.0,505.0,504.0,496.0,13.0,87.0,57.0,518.0,563.0,551.0,515.0,515.0,518.0,518.0,518.0,518.0,512.0,512.0,512.0,517.0,517.0,517.0,515.0,515.0,515.0,506.0,506.0,506.0,505.0,505.0,561.0,561.0,557.0,557.0,557.0,557.0,563.0,563.0,563.0,547.0,547.0,547.0,539.0,539.0,539.0,521.0,521.0,521.0,504.0,504.0,496.0,496.0,498.0,498.0,498.0,498.0,516.0,516.0,516.0,531.0,531.0,531.0,537.0,537.0,537.0,550.0,550.0,550.0,551.0,551.0
0,513.2,534.9555555555555,513.7777777777778,506.0,490.0,531.0,505.0,490.0,498.0,13.0,76.0,57.0,518.0,563.0,551.0,518.0,518.0,518.0,512.0,512.0,512.0,517.0,517.0,517.0,515.0,515.0,515.0,506.0,506.0,506.0,505.0,505.0,505.0,506.0,506.0,557.0,557.0,557.0,563.0,563.0,563.0,547.0,547.0,547.0,539.0,539.0,539.0,521.0,521.0,521.0,504.0,504.0,504.0,490.0,490.0,498.0,498.0,498.0,516.0,516.0,516.0,531.0,531.0,531.0,537.0,537.0,537.0,550.0,550.0,550.0,551.0,551.0,551.0,531.0,531.0
0,512.8444444444444,534.8888888888889,515.2666666666667,505.0,478.0,526.0,505.0,478.0,516.0,13.0,85.0,57.0,517.0,563.0,551.0,512.0,512.0,512.0,517.0,517.0,517.0,515.0,515.0,515.0,506.0,506.0,506.0,505.0,505.0,505.0,506.0,506.0,506.0,506.0,505.0,563.0,563.0,563.0,547.0,547.0,547.0,539.0,539.0,539.0,521.0,521.0,521.0,504.0,504.0,504.0,490.0,490.0,490.0,490.0,478.0,516.0,516.0,516.0,531.0,531.0,531.0,537.0,537.0,537.0,550.0,550.0,550.0,551.0,551.0,551.0,531.0,531.0,531.0,531.0,526.0
0,512.1777777777778,531.6666666666666,517.0222222222222,502.0,466.0,520.0,502.0,466.0,520.0,16.0,97.0,57.0,517.0,547.0,551.0,517.0,517.0,515.0,515.0,515.0,506.0,506.0,506.0,505.0,505.0,505.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,502.0,502.0,547.0,547.0,539.0,539.0,539.0,521.0,521.0,521.0,504.0,504.0,504.0,490.0,490.0,490.0,490.0,478.0,478.0,478.0,466.0,466.0,531.0,531.0,537.0,537.0,537.0,550.0,550.0,550.0,551.0,551.0,551.0,531.0,531.0,531.0,531.0,526.0,526.0,526.0,520.0,520.0
0,511.4,527.0666666666667,517.8222222222222,504.0,462.0,515.0,502.0,462.0,515.0,16.0,101.0,57.0,515.0,539.0,551.0,515.0,515.0,506.0,506.0,506.0,505.0,505.0,505.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,502.0,502.0,502.0,504.0,504.0,539.0,539.0,521.0,521.0,521.0,504.0,504.0,504.0,490.0,490.0,490.0,490.0,478.0,478.0,478.0,466.0,466.0,466.0,462.0,462.0,537.0,537.0,550.0,550.0,550.0,551.0,551.0,551.0,531.0,531.0,531.0,531.0,526.0,526.0,526.0,520.0,520.0,520.0,515.0,515.0
0,510.4,520.7333333333333,518.3333333333334,501.0,450.0,504.0,501.0,450.0,504.0,17.0,113.0,57.0,506.0,521.0,551.0,506.0,506.0,505.0,505.0,505.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,502.0,502.0,502.0,504.0,504.0,504.0,501.0,501.0,521.0,521.0,504.0,504.0,504.0,490.0,490.0,490.0,490.0,478.0,478.0,478.0,466.0,466.0,466.0,462.0,462.0,462.0,450.0,450.0,550.0,550.0,551.0,551.0,551.0,531.0,531.0,531.0,531.0,526.0,526.0,526.0,520.0,520.0,520.0,515.0,515.0,515.0,504.0,504.0
0,509.4888888888889,514.5111111111111,518.6888888888889,503.0,454.0,497.0,501.0,450.0,497.0,17.0,113.0,57.0,506.0,504.0,551.0,505.0,505.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,502.0,502.0,502.0,504.0,504.0,504.0,501.0,501.0,501.0,503.0,503.0,504.0,504.0,490.0,490.0,490.0,490.0,478.0,478.0,478.0,466.0,466.0,466.0,462.0,462.0,462.0,450.0,450.0,450.0,454.0,454.0,551.0,551.0,531.0,531.0,531.0,531.0,526.0,526.0,526.0,520.0,520.0,520.0,515.0,515.0,515.0,504.0,504.0,504.0,497.0,497.0
0,508.44444444444446,508.2,519.0666666666667,499.0,463.0,508.0,499.0,450.0,497.0,19.0,113.0,55.0,506.0,490.0,531.0,506.0,506.0,506.0,505.0,505.0,505.0,502.0,502.0,502.0,504.0,504.0,504.0,501.0,501.0,501.0,503.0,503.0,503.0,499.0,499.0,490.0,490.0,490.0,478.0,478.0,478.0,466.0,466.0,466.0,462.0,462.0,462.0,450.0,450.0,450.0,454.0,454.0,454.0,463.0,463.0,531.0,531.0,531.0,526.0,526.0,526.0,520.0,520.0,520.0,515.0,515.0,515.0,504.0,504.0,504.0,497.0,497.0,497.0,508.0,508.0
0,507.5777777777778,501.93333333333334,519.5777777777778,504.0,468.0,504.0,499.0,450.0,497.0,19.0,113.0,55.0,505.0,478.0,526.0,505.0,505.0,505.0,502.0,502.0,502.0,504.0,504.0,504.0,501.0,501.0,501.0,503.0,503.0,503.0,499.0,499.0,499.0,504.0,504.0,478.0,478.0,478.0,466.0,466.0,466.0,462.0,462.0,462.0,450.0,450.0,450.0,454.0,454.0,454.0,463.0,463.0,463.0,468.0,468.0,526.0,526.0,526.0,520.0,520.0,520.0,515.0,515.0,515.0,504.0,504.0,504.0,497.0,497.0,497.0,508.0,508.0,508.0,504.0,504.0
0,506.68888888888887,493.8888888888889,519.7111111111111,509.0,469.0,493.0,499.0,450.0,493.0,19.0,113.0,58.0,509.0,469.0,520.0,502.0,502.0,504.0,504.0,504.0,501.0,501.0,501.0,503.0,503.0,503.0,499.0,499.0,499.0,504.0,504.0,504.0,504.0,509.0,509.0,466.0,466.0,462.0,462.0,462.0,450.0,450.0,450.0,454.0,454.0,454.0,463.0,463.0,463.0,468.0,468.0,468.0,468.0,469.0,469.0,520.0,520.0,515.0,515.0,515.0,504.0,504.0,504.0,497.0,497.0,497.0,508.0,508.0,508.0,504.0,504.0,504.0,504.0,493.0,493.0
0,506.1333333333333,488.5111111111111,518.0444444444445,507.0,483.0,472.0,499.0,450.0,472.0,18.0,113.0,79.0,509.0,483.0,515.0,504.0,504.0,501.0,501.0,501.0,503.0,503.0,503.0,499.0,499.0,499.0,504.0,504.0,504.0,504.0,509.0,509.0,509.0,507.0,507.0,462.0,462.0,450.0,450.0,450.0,454.0,454.0,454.0,463.0,463.0,463.0,468.0,468.0,468.0,468.0,469.0,469.0,469.0,483.0,483.0,515.0,515.0,504.0,504.0,504.0,497.0,497.0,497.0,508.0,508.0,508.0,504.0,504.0,504.0,504.0,493.0,493.0,493.0,472.0,472.0
0,505.46666666666664,482.9555555555556,512.9777777777778,507.0,502.0,461.0,499.0,450.0,461.0,18.0,97.0,90.0,509.0,502.0,508.0,501.0,503.0,503.0,503.0,499.0,499.0,499.0,504.0,504.0,504.0,504.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,507.0,507.0,450.0,454.0,454.0,454.0,463.0,463.0,463.0,468.0,468.0,468.0,468.0,469.0,469.0,469.0,483.0,483.0,483.0,483.0,502.0,502.0,504.0,497.0,497.0,497.0,508.0,508.0,508.0,504.0,504.0,504.0,504.0,493.0,493.0,493.0,472.0,472.0,472.0,472.0,461.0,461.0
0,504.97777777777776,480.97777777777776,508.31111111111113,509.0,517.0,467.0,499.0,454.0,461.0,16.0,89.0,90.0,509.0,517.0,508.0,503.0,499.0,499.0,499.0,504.0,504.0,504.0,504.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,509.0,509.0,454.0,463.0,463.0,463.0,468.0,468.0,468.0,468.0,469.0,469.0,469.0,483.0,483.0,483.0,483.0,502.0,502.0,502.0,517.0,517.0,497.0,508.0,508.0,508.0,504.0,504.0,504.0,504.0,493.0,493.0,493.0,472.0,472.0,472.0,472.0,461.0,461.0,461.0,467.0,467.0
0,505.1111111111111,481.15555555555557,503.8666666666667,512.0,536.0,485.0,499.0,463.0,461.0,13.0,86.0,90.0,512.0,536.0,508.0,499.0,504.0,504.0,504.0,504.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,509.0,509.0,509.0,512.0,512.0,463.0,468.0,468.0,468.0,468.0,469.0,469.0,469.0,483.0,483.0,483.0,483.0,502.0,502.0,502.0,517.0,517.0,517.0,536.0,536.0,508.0,504.0,504.0,504.0,504.0,493.0,493.0,493.0,472.0,472.0,472.0,472.0,461.0,461.0,461.0,467.0,467.0,467.0,485.0,485.0
0,505.68888888888887,483.26666666666665,500.02222222222224,515.0,544.0,497.0,504.0,468.0,461.0,16.0,94.0,90.0,515.0,544.0,504.0,504.0,504.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,509.0,509.0,509.0,512.0,512.0,512.0,515.0,515.0,468.0,468.0,469.0,469.0,469.0,483.0,483.0,483.0,483.0,502.0,502.0,502.0,517.0,517.0,517.0,536.0,536.0,536.0,544.0,544.0,504.0,504.0,493.0,493.0,493.0,472.0,472.0,472.0,472.0,461.0,461.0,461.0,467.0,467.0,467.0,485.0,485.0,485.0,497.0,497.0
0,506.4888888888889,486.75555555555553,497.6,523.0,553.0,510.0,507.0,469.0,461.0,24.0,103.0,70.0,523.0,553.0,510.0,509.0,509.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,509.0,509.0,509.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,523.0,469.0,469.0,483.0,483.0,483.0,483.0,502.0,502.0,502.0,517.0,517.0,517.0,536.0,536.0,536.0,544.0,544.0,544.0,544.0,553.0,493.0,493.0,472.0,472.0,472.0,472.0,461.0,461.0,461.0,467.0,467.0,467.0,485.0,485.0,485.0,497.0,497.0,497.0,497.0,510.0
0,507.2888888888889,491.7111111111111,497.5111111111111,515.0,564.0,537.0,507.0,483.0,461.0,24.0,114.0,76.0,523.0,564.0,537.0,507.0,507.0,507.0,507.0,507.0,507.0,509.0,509.0,509.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,523.0,523.0,515.0,515.0,483.0,483.0,483.0,502.0,502.0,502.0,517.0,517.0,517.0,536.0,536.0,536.0,544.0,544.0,544.0,544.0,553.0,553.0,564.0,564.0,472.0,472.0,472.0,461.0,461.0,461.0,467.0,467.0,467.0,485.0,485.0,485.0,497.0,497.0,497.0,497.0,510.0,510.0,537.0,537.0
0,507.73333333333335,495.53333333333336,498.0,515.0,564.0,537.0,507.0,483.0,461.0,24.0,114.0,76.0,523.0,564.0,537.0,507.0,507.0,507.0,507.0,509.0,509.0,509.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,523.0,523.0,515.0,515.0,515.0,515.0,483.0,502.0,502.0,502.0,517.0,517.0,517.0,536.0,536.0,536.0,544.0,544.0,544.0,544.0,553.0,553.0,564.0,564.0,564.0,564.0,472.0,461.0,461.0,461.0,467.0,467.0,467.0,485.0,485.0,485.0,497.0,497.0,497.0,497.0,510.0,510.0,537.0,537.0,537.0,537.0
0,508.6,501.8,499.75555555555553,512.0,564.0,548.0,507.0,502.0,461.0,24.0,114.0,87.0,523.0,564.0,548.0,507.0,509.0,509.0,509.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,523.0,523.0,515.0,515.0,515.0,515.0,521.0,512.0,512.0,502.0,517.0,517.0,517.0,536.0,536.0,536.0,544.0,544.0,544.0,544.0,553.0,553.0,564.0,564.0,564.0,564.0,552.0,564.0,564.0,461.0,467.0,467.0,467.0,485.0,485.0,485.0,497.0,497.0,497.0,497.0,510.0,510.0,537.0,537.0,537.0,537.0,543.0,548.0,548.0
0,509.1333333333333,508.73333333333335,502.5777777777778,512.0,567.0,562.0,509.0,517.0,467.0,24.0,117.0,101.0,523.0,567.0,562.0,509.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,523.0,523.0,515.0,515.0,515.0,515.0,521.0,512.0,512.0,512.0,512.0,512.0,517.0,536.0,536.0,536.0,544.0,544.0,544.0,544.0,553.0,553.0,564.0,564.0,564.0,564.0,552.0,564.0,564.0,564.0,567.0,567.0,467.0,485.0,485.0,485.0,497.0,497.0,497.0,497.0,510.0,510.0,537.0,537.0,537.0,537.0,543.0,548.0,548.0,548.0,562.0,562.0
0,509.5111111111111,513.1111111111111,504.53333333333336,507.0,530.0,534.0,507.0,530.0,485.0,24.0,117.0,101.0,523.0,567.0,562.0,512.0,512.0,515.0,515.0,515.0,515.0,523.0,523.0,515.0,515.0,515.0,515.0,521.0,512.0,512.0,512.0,512.0,512.0,507.0,507.0,536.0,536.0,544.0,544.0,544.0,544.0,553.0,553.0,564.0,564.0,564.0,564.0,552.0,564.0,564.0,564.0,567.0,567.0,530.0,530.0,485.0,485.0,497.0,497.0,497.0,497.0,510.0,510.0,537.0,537.0,537.0,537.0,543.0,548.0,548.0,548.0,562.0,562.0,534.0,534.0
0,509.8888888888889,517.8666666666667,506.31111111111113,510.0,512.0,510.0,507.0,512.0,497.0,24.0,113.0,101.0,523.0,567.0,562.0,515.0,515.0,515.0,523.0,523.0,515.0,515.0,515.0,515.0,521.0,512.0,512.0,512.0,512.0,512.0,512.0,507.0,507.0,507.0,510.0,544.0,544.0,544.0,553.0,553.0,564.0,564.0,564.0,564.0,552.0,564.0,564.0,564.0,567.0,567.0,567.0,530.0,530.0,530.0,512.0,497.0,497.0,497.0,510.0,510.0,537.0,537.0,537.0,537.0,543.0,548.0,548.0,548.0,562.0,562.0,562.0,534.0,534.0,534.0,510.0
0,510.77777777777777,523.3555555555556,506.5111111111111,507.0,511.0,502.0,507.0,511.0,502.0,19.0,99.0,101.0,521.0,567.0,562.0,515.0,515.0,515.0,515.0,521.0,512.0,512.0,512.0,512.0,512.0,512.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,507.0,507.0,564.0,564.0,564.0,564.0,552.0,564.0,564.0,564.0,567.0,567.0,567.0,530.0,530.0,530.0,512.0,512.0,512.0,512.0,511.0,511.0,537.0,537.0,537.0,537.0,543.0,548.0,548.0,548.0,562.0,562.0,562.0,534.0,534.0,534.0,510.0,510.0,510.0,510.0,502.0,502.0
0,510.97777777777776,526.0,506.8222222222222,507.0,501.0,522.0,507.0,501.0,502.0,16.0,98.0,101.0,521.0,567.0,562.0,515.0,521.0,512.0,512.0,512.0,512.0,512.0,512.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,507.0,507.0,507.0,507.0,507.0,564.0,552.0,564.0,564.0,564.0,567.0,567.0,567.0,530.0,530.0,530.0,512.0,512.0,512.0,512.0,511.0,511.0,511.0,511.0,501.0,537.0,543.0,548.0,548.0,548.0,562.0,562.0,562.0,534.0,534.0,534.0,510.0,510.0,510.0,510.0,502.0,502.0,502.0,502.0,522.0
0,510.6222222222222,527.3333333333334,508.4888888888889,502.0,483.0,516.0,502.0,483.0,502.0,21.0,84.0,101.0,512.0,567.0,562.0,512.0,512.0,512.0,512.0,512.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,507.0,507.0,507.0,507.0,507.0,507.0,502.0,502.0,564.0,564.0,567.0,567.0,567.0,530.0,530.0,530.0,512.0,512.0,512.0,512.0,511.0,511.0,511.0,511.0,501.0,501.0,483.0,483.0,548.0,548.0,562.0,562.0,562.0,534.0,534.0,534.0,510.0,510.0,510.0,510.0,502.0,502.0,502.0,502.0,522.0,522.0,516.0,516.0
0,510.1111111111111,526.2,513.0,503.0,467.0,502.0,502.0,467.0,502.0,21.0,100.0,101.0,510.0,530.0,534.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,507.0,507.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,502.0,503.0,503.0,530.0,530.0,530.0,512.0,512.0,512.0,512.0,511.0,511.0,511.0,511.0,501.0,501.0,483.0,483.0,483.0,483.0,483.0,467.0,467.0,534.0,534.0,534.0,510.0,510.0,510.0,510.0,502.0,502.0,502.0,502.0,522.0,522.0,516.0,516.0,516.0,516.0,516.0,502.0,502.0
0,509.97777777777776,522.7333333333333,515.2444444444444,507.0,449.0,494.0,502.0,449.0,494.0,21.0,118.0,95.0,510.0,512.0,522.0,510.0,510.0,510.0,510.0,507.0,507.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,502.0,503.0,503.0,503.0,507.0,507.0,512.0,512.0,512.0,512.0,511.0,511.0,511.0,511.0,501.0,501.0,483.0,483.0,483.0,483.0,483.0,467.0,467.0,467.0,449.0,449.0,510.0,510.0,510.0,510.0,502.0,502.0,502.0,502.0,522.0,522.0,516.0,516.0,516.0,516.0,516.0,502.0,502.0,502.0,494.0,494.0
0,509.46666666666664,517.5555555555555,516.1111111111111,500.0,444.0,482.0,500.0,444.0,482.0,23.0,123.0,80.0,510.0,512.0,522.0,510.0,507.0,507.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,502.0,503.0,503.0,503.0,507.0,507.0,507.0,500.0,500.0,512.0,511.0,511.0,511.0,511.0,501.0,501.0,483.0,483.0,483.0,483.0,483.0,467.0,467.0,467.0,449.0,449.0,449.0,444.0,444.0,510.0,502.0,502.0,502.0,502.0,522.0,522.0,516.0,516.0,516.0,516.0,516.0,502.0,502.0,502.0,494.0,494.0,494.0,482.0,482.0
0,508.68888888888887,511.68888888888887,516.2666666666667,502.0,454.0,496.0,500.0,444.0,482.0,23.0,123.0,80.0,507.0,511.0,522.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,502.0,503.0,503.0,503.0,507.0,507.0,507.0,500.0,500.0,500.0,502.0,502.0,511.0,511.0,501.0,501.0,483.0,483.0,483.0,483.0,483.0,467.0,467.0,467.0,449.0,449.0,449.0,444.0,444.0,444.0,454.0,454.0,502.0,502.0,522.0,522.0,516.0,516.0,516.0,516.0,516.0,502.0,502.0,502.0,494.0,494.0,494.0,482.0,482.0,482.0,496.0,496.0
