,emg_med_0,emg_med_1,emg_med_2,emg_0,emg_1,emg_2,emg_min_0,emg_min_1,emg_min_2,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_max_0,emg_max_1,emg_max_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19
0,511.7111111111111,522.3555555555556,505.8,516.0,548.0,520.0,513.0,548.0,511.0,21.0,107.0,22.0,523.0,564.0,520.0,516.0,516.0,516.0,516.0,523.0,523.0,523.0,513.0,513.0,513.0,513.0,515.0,515.0,515.0,515.0,515.0,514.0,514.0,514.0,516.0,554.0,554.0,554.0,554.0,555.0,555.0,555.0,564.0,564.0,564.0,564.0,561.0,561.0,561.0,561.0,561.0,564.0,564.0,564.0,548.0,514.0,514.0,514.0,514.0,513.0,513.0,513.0,511.0,511.0,511.0,511.0,516.0,516.0,516.0,516.0,516.0,515.0,515.0,515.0,520.0
0,512.2888888888889,526.2666666666667,506.93333333333334,514.0,542.0,531.0,513.0,542.0,511.0,21.0,107.0,33.0,523.0,564.0,531.0,516.0,516.0,523.0,523.0,523.0,513.0,513.0,513.0,513.0,515.0,515.0,515.0,515.0,515.0,514.0,514.0,514.0,516.0,516.0,514.0,554.0,554.0,555.0,555.0,555.0,564.0,564.0,564.0,564.0,561.0,561.0,561.0,561.0,561.0,564.0,564.0,564.0,548.0,548.0,542.0,514.0,514.0,513.0,513.0,513.0,511.0,511.0,511.0,511.0,516.0,516.0,516.0,516.0,516.0,515.0,515.0,515.0,520.0,520.0,531.0
0,513.2666666666667,532.8888888888889,509.8222222222222,512.0,521.0,534.0,512.0,521.0,511.0,21.0,107.0,36.0,523.0,564.0,534.0,523.0,513.0,513.0,513.0,513.0,515.0,515.0,515.0,515.0,515.0,514.0,514.0,514.0,516.0,516.0,514.0,514.0,514.0,512.0,512.0,555.0,564.0,564.0,564.0,564.0,561.0,561.0,561.0,561.0,561.0,564.0,564.0,564.0,548.0,548.0,542.0,542.0,542.0,521.0,521.0,513.0,511.0,511.0,511.0,511.0,516.0,516.0,516.0,516.0,516.0,515.0,515.0,515.0,520.0,520.0,531.0,531.0,531.0,534.0,534.0
0,512.9555555555555,535.9555555555555,512.1333333333333,497.0,513.0,533.0,497.0,513.0,511.0,26.0,88.0,36.0,516.0,564.0,534.0,513.0,513.0,515.0,515.0,515.0,515.0,515.0,514.0,514.0,514.0,516.0,516.0,514.0,514.0,514.0,512.0,512.0,512.0,497.0,497.0,564.0,564.0,561.0,561.0,561.0,561.0,561.0,564.0,564.0,564.0,548.0,548.0,542.0,542.0,542.0,521.0,521.0,521.0,513.0,513.0,511.0,511.0,516.0,516.0,516.0,516.0,516.0,515.0,515.0,515.0,520.0,520.0,531.0,531.0,531.0,534.0,534.0,534.0,533.0,533.0
0,511.75555555555553,539.1333333333333,513.9333333333333,494.0,535.0,524.0,494.0,513.0,515.0,29.0,82.0,36.0,516.0,564.0,534.0,515.0,515.0,515.0,515.0,514.0,514.0,514.0,516.0,516.0,514.0,514.0,514.0,512.0,512.0,512.0,497.0,497.0,497.0,494.0,494.0,561.0,561.0,561.0,561.0,564.0,564.0,564.0,548.0,548.0,542.0,542.0,542.0,521.0,521.0,521.0,513.0,513.0,513.0,535.0,535.0,516.0,516.0,516.0,516.0,515.0,515.0,515.0,520.0,520.0,531.0,531.0,531.0,534.0,534.0,534.0,533.0,533.0,533.0,524.0,524.0
0,510.4888888888889,541.9111111111112,515.6,494.0,535.0,524.0,494.0,513.0,515.0,29.0,65.0,36.0,516.0,564.0,534.0,515.0,514.0,514.0,514.0,516.0,516.0,514.0,514.0,514.0,512.0,512.0,512.0,497.0,497.0,497.0,494.0,494.0,494.0,494.0,494.0,561.0,564.0,564.0,564.0,548.0,548.0,542.0,542.0,542.0,521.0,521.0,521.0,513.0,513.0,513.0,535.0,535.0,535.0,535.0,535.0,516.0,515.0,515.0,515.0,520.0,520.0,531.0,531.0,531.0,534.0,534.0,534.0,533.0,533.0,533.0,524.0,524.0,524.0,524.0,524.0
0,510.2888888888889,539.4222222222222,517.2222222222222,505.0,476.0,525.0,494.0,476.0,515.0,29.0,88.0,36.0,516.0,564.0,534.0,514.0,516.0,516.0,514.0,514.0,514.0,512.0,512.0,512.0,497.0,497.0,497.0,494.0,494.0,494.0,494.0,494.0,507.0,505.0,505.0,564.0,548.0,548.0,542.0,542.0,542.0,521.0,521.0,521.0,513.0,513.0,513.0,535.0,535.0,535.0,535.0,535.0,495.0,476.0,476.0,515.0,520.0,520.0,531.0,531.0,531.0,534.0,534.0,534.0,533.0,533.0,533.0,524.0,524.0,524.0,524.0,524.0,517.0,525.0,525.0
0,510.24444444444447,534.7555555555556,518.4888888888889,507.0,452.0,513.0,494.0,452.0,513.0,29.0,112.0,35.0,514.0,542.0,534.0,514.0,514.0,514.0,512.0,512.0,512.0,497.0,497.0,497.0,494.0,494.0,494.0,494.0,494.0,507.0,505.0,505.0,505.0,507.0,507.0,542.0,542.0,542.0,521.0,521.0,521.0,513.0,513.0,513.0,535.0,535.0,535.0,535.0,535.0,495.0,476.0,476.0,476.0,452.0,452.0,531.0,531.0,531.0,534.0,534.0,534.0,533.0,533.0,533.0,524.0,524.0,524.0,524.0,524.0,517.0,525.0,525.0,525.0,513.0,513.0
0,509.93333333333334,528.0444444444445,519.4666666666667,512.0,449.0,507.0,494.0,449.0,507.0,29.0,115.0,27.0,512.0,535.0,534.0,512.0,512.0,497.0,497.0,497.0,494.0,494.0,494.0,494.0,494.0,507.0,505.0,505.0,505.0,507.0,507.0,507.0,507.0,512.0,512.0,521.0,521.0,513.0,513.0,513.0,535.0,535.0,535.0,535.0,535.0,495.0,476.0,476.0,476.0,452.0,452.0,452.0,452.0,449.0,449.0,534.0,534.0,533.0,533.0,533.0,524.0,524.0,524.0,524.0,524.0,517.0,525.0,525.0,525.0,513.0,513.0,513.0,513.0,507.0,507.0
0,509.4,521.1333333333333,518.8222222222222,506.0,451.0,503.0,494.0,449.0,503.0,29.0,115.0,31.0,512.0,535.0,533.0,497.0,497.0,494.0,494.0,494.0,494.0,494.0,507.0,505.0,505.0,505.0,507.0,507.0,507.0,507.0,512.0,512.0,512.0,506.0,506.0,513.0,513.0,535.0,535.0,535.0,535.0,535.0,495.0,476.0,476.0,476.0,452.0,452.0,452.0,452.0,449.0,449.0,449.0,451.0,451.0,533.0,533.0,524.0,524.0,524.0,524.0,524.0,517.0,525.0,525.0,525.0,513.0,513.0,513.0,513.0,507.0,507.0,507.0,503.0,503.0
0,508.8,516.5777777777778,518.1111111111111,506.0,453.0,492.0,494.0,449.0,492.0,29.0,115.0,42.0,512.0,535.0,525.0,494.0,494.0,494.0,494.0,494.0,507.0,505.0,505.0,505.0,507.0,507.0,507.0,507.0,512.0,512.0,512.0,506.0,506.0,506.0,506.0,535.0,535.0,535.0,535.0,535.0,495.0,476.0,476.0,476.0,452.0,452.0,452.0,452.0,449.0,449.0,449.0,451.0,451.0,451.0,453.0,524.0,524.0,524.0,524.0,524.0,517.0,525.0,525.0,525.0,513.0,513.0,513.0,513.0,507.0,507.0,507.0,503.0,503.0,503.0,492.0
0,507.75555555555553,509.84444444444443,516.5777777777778,503.0,459.0,488.0,494.0,449.0,488.0,22.0,115.0,46.0,512.0,535.0,525.0,494.0,494.0,507.0,505.0,505.0,505.0,507.0,507.0,507.0,507.0,512.0,512.0,512.0,506.0,506.0,506.0,506.0,506.0,503.0,503.0,535.0,535.0,495.0,476.0,476.0,476.0,452.0,452.0,452.0,452.0,449.0,449.0,449.0,451.0,451.0,451.0,453.0,453.0,459.0,459.0,524.0,524.0,517.0,525.0,525.0,525.0,513.0,513.0,513.0,513.0,507.0,507.0,507.0,503.0,503.0,503.0,492.0,492.0,488.0,488.0
0,506.9555555555556,501.1111111111111,514.6444444444444,506.0,471.0,493.0,503.0,449.0,488.0,22.0,115.0,46.0,512.0,476.0,525.0,505.0,505.0,507.0,507.0,507.0,507.0,512.0,512.0,512.0,506.0,506.0,506.0,506.0,506.0,503.0,503.0,503.0,503.0,506.0,506.0,476.0,476.0,452.0,452.0,452.0,452.0,449.0,449.0,449.0,451.0,451.0,451.0,453.0,453.0,459.0,459.0,459.0,459.0,471.0,471.0,525.0,525.0,513.0,513.0,513.0,513.0,507.0,507.0,507.0,503.0,503.0,503.0,492.0,492.0,488.0,488.0,488.0,488.0,493.0,493.0
0,506.24444444444447,493.46666666666664,512.2,508.0,479.0,484.0,503.0,449.0,484.0,22.0,115.0,50.0,512.0,479.0,513.0,507.0,507.0,512.0,512.0,512.0,506.0,506.0,506.0,506.0,506.0,503.0,503.0,503.0,503.0,506.0,506.0,506.0,506.0,508.0,508.0,452.0,452.0,449.0,449.0,449.0,451.0,451.0,451.0,453.0,453.0,459.0,459.0,459.0,459.0,471.0,471.0,471.0,471.0,479.0,479.0,513.0,513.0,507.0,507.0,507.0,503.0,503.0,503.0,492.0,492.0,488.0,488.0,488.0,488.0,493.0,493.0,493.0,493.0,484.0,484.0
0,505.84444444444443,487.8,510.1333333333333,508.0,479.0,484.0,503.0,449.0,484.0,22.0,99.0,50.0,512.0,479.0,507.0,512.0,512.0,506.0,506.0,506.0,506.0,506.0,503.0,503.0,503.0,503.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,508.0,449.0,449.0,451.0,451.0,451.0,453.0,453.0,459.0,459.0,459.0,459.0,471.0,471.0,471.0,471.0,479.0,479.0,479.0,479.0,479.0,507.0,507.0,503.0,503.0,503.0,492.0,492.0,488.0,488.0,488.0,488.0,493.0,493.0,493.0,493.0,484.0,484.0,484.0,484.0,484.0
0,505.6222222222222,484.2888888888889,506.8888888888889,512.0,514.0,489.0,503.0,451.0,484.0,20.0,93.0,50.0,513.0,514.0,503.0,506.0,506.0,506.0,503.0,503.0,503.0,503.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,508.0,513.0,513.0,512.0,512.0,451.0,453.0,453.0,459.0,459.0,459.0,459.0,471.0,471.0,471.0,471.0,479.0,479.0,479.0,479.0,479.0,497.0,497.0,514.0,514.0,503.0,492.0,492.0,488.0,488.0,488.0,488.0,493.0,493.0,493.0,493.0,484.0,484.0,484.0,484.0,484.0,489.0,489.0,489.0,489.0
0,505.1777777777778,483.6222222222222,504.53333333333336,503.0,520.0,502.0,503.0,459.0,484.0,19.0,86.0,50.0,513.0,520.0,502.0,503.0,503.0,503.0,503.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,508.0,513.0,513.0,512.0,512.0,512.0,503.0,503.0,459.0,459.0,459.0,459.0,471.0,471.0,471.0,471.0,479.0,479.0,479.0,479.0,479.0,497.0,497.0,514.0,514.0,514.0,520.0,520.0,488.0,488.0,488.0,488.0,493.0,493.0,493.0,493.0,484.0,484.0,484.0,484.0,484.0,489.0,489.0,489.0,489.0,489.0,502.0,502.0
0,505.73333333333335,484.4,502.6666666666667,514.0,531.0,507.0,503.0,459.0,484.0,20.0,86.0,49.0,514.0,531.0,507.0,503.0,506.0,506.0,506.0,506.0,508.0,508.0,508.0,508.0,508.0,513.0,513.0,512.0,512.0,512.0,503.0,503.0,503.0,514.0,514.0,459.0,471.0,471.0,471.0,471.0,479.0,479.0,479.0,479.0,479.0,497.0,497.0,514.0,514.0,514.0,520.0,520.0,520.0,531.0,531.0,488.0,493.0,493.0,493.0,493.0,484.0,484.0,484.0,484.0,484.0,489.0,489.0,489.0,489.0,489.0,502.0,502.0,502.0,507.0,507.0
0,507.1777777777778,485.9555555555556,501.55555555555554,518.0,561.0,512.0,503.0,471.0,484.0,24.0,112.0,41.0,518.0,561.0,512.0,506.0,506.0,508.0,508.0,508.0,508.0,508.0,513.0,513.0,512.0,512.0,512.0,503.0,503.0,503.0,514.0,514.0,514.0,518.0,518.0,471.0,471.0,479.0,479.0,479.0,479.0,479.0,497.0,497.0,514.0,514.0,514.0,520.0,520.0,520.0,531.0,531.0,531.0,561.0,561.0,493.0,493.0,484.0,484.0,484.0,484.0,484.0,489.0,489.0,489.0,489.0,489.0,502.0,502.0,502.0,507.0,507.0,507.0,512.0,512.0
0,508.68888888888887,487.6666666666667,500.77777777777777,514.0,560.0,513.0,503.0,479.0,484.0,15.0,112.0,41.0,518.0,561.0,513.0,508.0,508.0,508.0,508.0,513.0,513.0,512.0,512.0,512.0,503.0,503.0,503.0,514.0,514.0,514.0,518.0,518.0,518.0,518.0,514.0,479.0,479.0,479.0,479.0,497.0,497.0,514.0,514.0,514.0,520.0,520.0,520.0,531.0,531.0,531.0,561.0,561.0,561.0,561.0,560.0,484.0,484.0,484.0,484.0,489.0,489.0,489.0,489.0,489.0,502.0,502.0,502.0,507.0,507.0,507.0,512.0,512.0,512.0,512.0,513.0
0,509.4888888888889,495.15555555555557,499.97777777777776,515.0,570.0,515.0,503.0,497.0,489.0,15.0,121.0,31.0,518.0,570.0,515.0,513.0,513.0,512.0,512.0,512.0,503.0,503.0,503.0,514.0,514.0,514.0,518.0,518.0,518.0,518.0,514.0,514.0,514.0,515.0,515.0,497.0,497.0,514.0,514.0,514.0,520.0,520.0,520.0,531.0,531.0,531.0,561.0,561.0,561.0,561.0,560.0,560.0,560.0,570.0,570.0,489.0,489.0,489.0,489.0,489.0,502.0,502.0,502.0,507.0,507.0,507.0,512.0,512.0,512.0,512.0,513.0,513.0,513.0,515.0,515.0
0,510.06666666666666,505.64444444444445,500.55555555555554,512.0,570.0,524.0,503.0,514.0,489.0,15.0,121.0,40.0,518.0,570.0,524.0,512.0,503.0,503.0,503.0,514.0,514.0,514.0,518.0,518.0,518.0,518.0,514.0,514.0,514.0,515.0,515.0,515.0,515.0,512.0,512.0,514.0,520.0,520.0,520.0,531.0,531.0,531.0,561.0,561.0,561.0,561.0,560.0,560.0,560.0,570.0,570.0,570.0,570.0,570.0,570.0,489.0,502.0,502.0,502.0,507.0,507.0,507.0,512.0,512.0,512.0,512.0,513.0,513.0,513.0,515.0,515.0,515.0,515.0,524.0,524.0
0,510.26666666666665,516.0222222222222,502.2888888888889,515.0,555.0,530.0,512.0,531.0,507.0,15.0,119.0,46.0,518.0,570.0,530.0,514.0,514.0,514.0,518.0,518.0,518.0,518.0,514.0,514.0,514.0,515.0,515.0,515.0,515.0,512.0,512.0,512.0,512.0,512.0,515.0,531.0,531.0,531.0,561.0,561.0,561.0,561.0,560.0,560.0,560.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,555.0,507.0,507.0,507.0,512.0,512.0,512.0,512.0,513.0,513.0,513.0,515.0,515.0,515.0,515.0,524.0,524.0,524.0,524.0,524.0,530.0
0,510.8666666666667,522.6444444444444,504.24444444444447,515.0,543.0,526.0,512.0,543.0,512.0,15.0,117.0,46.0,518.0,570.0,530.0,518.0,518.0,518.0,518.0,514.0,514.0,514.0,515.0,515.0,515.0,515.0,512.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,561.0,561.0,561.0,561.0,560.0,560.0,560.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,555.0,555.0,555.0,543.0,512.0,512.0,512.0,512.0,513.0,513.0,513.0,515.0,515.0,515.0,515.0,524.0,524.0,524.0,524.0,524.0,530.0,530.0,530.0,526.0
0,511.24444444444447,528.2,506.9555555555556,507.0,539.0,532.0,507.0,539.0,512.0,15.0,111.0,48.0,518.0,570.0,532.0,518.0,514.0,514.0,514.0,515.0,515.0,515.0,515.0,512.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,515.0,507.0,507.0,561.0,560.0,560.0,560.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,555.0,555.0,555.0,543.0,543.0,539.0,539.0,512.0,513.0,513.0,513.0,515.0,515.0,515.0,515.0,524.0,524.0,524.0,524.0,524.0,530.0,530.0,530.0,526.0,526.0,532.0,532.0
0,511.53333333333336,532.8666666666667,509.6666666666667,511.0,521.0,527.0,507.0,521.0,513.0,15.0,99.0,48.0,515.0,570.0,532.0,514.0,515.0,515.0,515.0,515.0,512.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,515.0,507.0,507.0,507.0,507.0,511.0,560.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,555.0,555.0,555.0,543.0,543.0,539.0,539.0,539.0,539.0,521.0,513.0,515.0,515.0,515.0,515.0,524.0,524.0,524.0,524.0,524.0,530.0,530.0,530.0,526.0,526.0,532.0,532.0,532.0,532.0,527.0
0,511.8,536.4222222222222,512.4888888888889,508.0,505.0,518.0,507.0,505.0,515.0,15.0,91.0,48.0,515.0,570.0,532.0,515.0,512.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,515.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,508.0,508.0,570.0,570.0,570.0,570.0,570.0,570.0,555.0,555.0,555.0,543.0,543.0,539.0,539.0,539.0,539.0,521.0,521.0,521.0,505.0,505.0,515.0,524.0,524.0,524.0,524.0,524.0,530.0,530.0,530.0,526.0,526.0,532.0,532.0,532.0,532.0,527.0,527.0,527.0,518.0,518.0
0,511.8,537.5777777777778,514.0,508.0,505.0,518.0,507.0,505.0,518.0,15.0,91.0,48.0,515.0,570.0,532.0,512.0,512.0,512.0,512.0,515.0,515.0,515.0,515.0,515.0,507.0,507.0,507.0,507.0,511.0,511.0,508.0,508.0,508.0,508.0,504.0,570.0,570.0,570.0,570.0,555.0,555.0,555.0,543.0,543.0,539.0,539.0,539.0,539.0,521.0,521.0,505.0,505.0,505.0,505.0,495.0,524.0,524.0,524.0,524.0,530.0,530.0,530.0,526.0,526.0,532.0,532.0,532.0,532.0,527.0,527.0,518.0,518.0,518.0,518.0,518.0
0,511.1333333333333,537.2666666666667,516.4888888888889,502.0,474.0,511.0,502.0,474.0,511.0,16.0,96.0,43.0,515.0,555.0,532.0,515.0,515.0,515.0,515.0,515.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,508.0,508.0,508.0,508.0,504.0,504.0,502.0,502.0,555.0,555.0,555.0,543.0,543.0,539.0,539.0,539.0,539.0,521.0,521.0,521.0,505.0,505.0,505.0,505.0,495.0,495.0,474.0,474.0,530.0,530.0,530.0,526.0,526.0,532.0,532.0,532.0,532.0,527.0,527.0,527.0,518.0,518.0,518.0,518.0,518.0,518.0,511.0,511.0
0,510.9111111111111,536.3777777777777,516.9777777777778,502.0,474.0,511.0,502.0,474.0,511.0,16.0,96.0,43.0,515.0,555.0,532.0,515.0,515.0,515.0,515.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,508.0,508.0,508.0,508.0,504.0,504.0,502.0,502.0,502.0,555.0,555.0,543.0,543.0,539.0,539.0,539.0,539.0,521.0,521.0,521.0,505.0,505.0,505.0,505.0,495.0,495.0,474.0,474.0,474.0,530.0,530.0,526.0,526.0,532.0,532.0,532.0,532.0,527.0,527.0,527.0,518.0,518.0,518.0,518.0,518.0,518.0,511.0,511.0,511.0
0,510.6,531.1333333333333,517.0666666666667,505.0,455.0,496.0,502.0,455.0,496.0,16.0,115.0,36.0,511.0,539.0,532.0,507.0,507.0,507.0,507.0,511.0,511.0,511.0,508.0,508.0,508.0,508.0,504.0,504.0,502.0,502.0,502.0,503.0,503.0,505.0,505.0,539.0,539.0,539.0,539.0,521.0,521.0,521.0,505.0,505.0,505.0,505.0,495.0,495.0,474.0,474.0,474.0,461.0,461.0,455.0,455.0,532.0,532.0,532.0,532.0,527.0,527.0,527.0,518.0,518.0,518.0,518.0,518.0,518.0,511.0,511.0,511.0,497.0,497.0,496.0,496.0
0,509.9555555555556,525.0666666666667,516.6888888888889,503.0,465.0,507.0,502.0,455.0,496.0,16.0,115.0,36.0,511.0,521.0,527.0,511.0,511.0,511.0,508.0,508.0,508.0,508.0,504.0,504.0,502.0,502.0,502.0,503.0,503.0,505.0,505.0,505.0,505.0,503.0,503.0,521.0,521.0,521.0,505.0,505.0,505.0,505.0,495.0,495.0,474.0,474.0,474.0,461.0,461.0,455.0,455.0,455.0,455.0,465.0,465.0,527.0,527.0,527.0,518.0,518.0,518.0,518.0,518.0,518.0,511.0,511.0,511.0,497.0,497.0,496.0,496.0,496.0,496.0,507.0,507.0
0,509.2888888888889,520.8,516.4666666666667,503.0,465.0,507.0,502.0,455.0,496.0,16.0,115.0,36.0,511.0,521.0,527.0,511.0,508.0,508.0,508.0,508.0,504.0,504.0,502.0,502.0,502.0,503.0,503.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,498.0,521.0,505.0,505.0,505.0,505.0,495.0,495.0,474.0,474.0,474.0,461.0,461.0,455.0,455.0,455.0,455.0,465.0,465.0,465.0,459.0,527.0,518.0,518.0,518.0,518.0,518.0,518.0,511.0,511.0,511.0,497.0,497.0,496.0,496.0,496.0,496.0,507.0,507.0,507.0,503.0
0,507.8222222222222,511.75555555555553,515.5333333333333,504.0,458.0,499.0,498.0,455.0,496.0,17.0,115.0,36.0,508.0,505.0,518.0,508.0,504.0,504.0,502.0,502.0,502.0,503.0,503.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,498.0,498.0,498.0,504.0,505.0,495.0,495.0,474.0,474.0,474.0,461.0,461.0,455.0,455.0,455.0,455.0,465.0,465.0,465.0,465.0,459.0,459.0,459.0,458.0,518.0,518.0,518.0,511.0,511.0,511.0,497.0,497.0,496.0,496.0,496.0,496.0,507.0,507.0,507.0,507.0,503.0,503.0,503.0,499.0
0,507.2,504.9111111111111,514.3333333333334,506.0,467.0,495.0,498.0,455.0,495.0,17.0,115.0,37.0,506.0,474.0,511.0,502.0,502.0,502.0,503.0,503.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,498.0,498.0,498.0,504.0,504.0,506.0,506.0,474.0,474.0,474.0,461.0,461.0,455.0,455.0,455.0,455.0,465.0,465.0,465.0,465.0,459.0,459.0,459.0,458.0,458.0,467.0,467.0,511.0,511.0,511.0,497.0,497.0,496.0,496.0,496.0,496.0,507.0,507.0,507.0,507.0,503.0,503.0,503.0,499.0,499.0,495.0,495.0
0,506.6,498.22222222222223,512.8222222222222,503.0,475.0,496.0,498.0,455.0,495.0,17.0,115.0,37.0,506.0,475.0,507.0,503.0,503.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,498.0,498.0,498.0,504.0,504.0,506.0,506.0,506.0,503.0,503.0,461.0,461.0,455.0,455.0,455.0,455.0,465.0,465.0,465.0,465.0,459.0,459.0,459.0,458.0,458.0,467.0,467.0,467.0,475.0,475.0,497.0,497.0,496.0,496.0,496.0,496.0,507.0,507.0,507.0,507.0,503.0,503.0,503.0,499.0,499.0,495.0,495.0,495.0,496.0,496.0
0,505.93333333333334,490.8,510.02222222222224,506.0,498.0,489.0,498.0,455.0,489.0,17.0,100.0,43.0,506.0,498.0,507.0,505.0,505.0,503.0,503.0,503.0,503.0,498.0,498.0,498.0,504.0,504.0,506.0,506.0,506.0,506.0,503.0,503.0,503.0,506.0,506.0,455.0,455.0,465.0,465.0,465.0,465.0,459.0,459.0,459.0,458.0,458.0,467.0,467.0,467.0,467.0,475.0,475.0,475.0,498.0,498.0,496.0,496.0,507.0,507.0,507.0,507.0,503.0,503.0,503.0,499.0,499.0,495.0,495.0,495.0,495.0,496.0,496.0,496.0,489.0,489.0
0,505.6,487.4888888888889,507.2888888888889,512.0,509.0,489.0,498.0,458.0,489.0,17.0,88.0,43.0,512.0,509.0,507.0,503.0,503.0,503.0,498.0,498.0,498.0,504.0,504.0,506.0,506.0,506.0,506.0,503.0,503.0,503.0,506.0,506.0,506.0,512.0,512.0,465.0,465.0,465.0,459.0,459.0,459.0,458.0,458.0,467.0,467.0,467.0,467.0,475.0,475.0,475.0,498.0,498.0,498.0,509.0,509.0,507.0,507.0,507.0,503.0,503.0,503.0,499.0,499.0,495.0,495.0,495.0,495.0,496.0,496.0,496.0,489.0,489.0,489.0,489.0,489.0
0,505.68888888888887,485.5777777777778,503.77777777777777,512.0,530.0,490.0,498.0,458.0,489.0,14.0,84.0,43.0,512.0,530.0,503.0,498.0,498.0,504.0,504.0,506.0,506.0,506.0,506.0,503.0,503.0,503.0,506.0,506.0,506.0,512.0,512.0,512.0,512.0,512.0,512.0,459.0,459.0,458.0,458.0,467.0,467.0,467.0,467.0,475.0,475.0,475.0,498.0,498.0,498.0,509.0,509.0,509.0,509.0,530.0,530.0,503.0,503.0,499.0,499.0,495.0,495.0,495.0,495.0,496.0,496.0,496.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,490.0,490.0
0,506.0,485.15555555555557,501.97777777777776,516.0,529.0,493.0,503.0,458.0,489.0,18.0,75.0,38.0,516.0,530.0,499.0,504.0,504.0,506.0,506.0,506.0,506.0,503.0,503.0,503.0,506.0,506.0,506.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,516.0,458.0,458.0,467.0,467.0,467.0,467.0,475.0,475.0,475.0,498.0,498.0,498.0,509.0,509.0,509.0,509.0,530.0,530.0,530.0,529.0,499.0,499.0,495.0,495.0,495.0,495.0,496.0,496.0,496.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,490.0,490.0,490.0,493.0
0,506.55555555555554,487.1111111111111,499.64444444444445,517.0,549.0,504.0,503.0,467.0,489.0,19.0,94.0,29.0,517.0,549.0,504.0,506.0,506.0,503.0,503.0,503.0,506.0,506.0,506.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,516.0,516.0,516.0,517.0,517.0,467.0,467.0,475.0,475.0,475.0,498.0,498.0,498.0,509.0,509.0,509.0,509.0,530.0,530.0,530.0,529.0,529.0,529.0,549.0,549.0,495.0,495.0,496.0,496.0,496.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,490.0,490.0,490.0,493.0,493.0,493.0,504.0,504.0
0,506.9555555555556,489.06666666666666,499.02222222222224,517.0,549.0,504.0,503.0,475.0,489.0,19.0,94.0,29.0,517.0,549.0,504.0,503.0,503.0,503.0,506.0,506.0,506.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,516.0,516.0,516.0,517.0,517.0,517.0,517.0,475.0,475.0,475.0,498.0,498.0,498.0,509.0,509.0,509.0,509.0,530.0,530.0,530.0,529.0,529.0,529.0,549.0,549.0,549.0,549.0,496.0,496.0,496.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,490.0,490.0,490.0,493.0,493.0,493.0,504.0,504.0,504.0,504.0
