,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_med_0,emg_med_1,emg_med_2,emg_min_0,emg_min_1,emg_min_2,emg_0,emg_1,emg_2,emg_max_0,emg_max_1,emg_max_2,emg_ampl_0,emg_ampl_1,emg_ampl_2
0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,510.53333333333336,1022.0,510.0,509.0,1022.0,507.0,509.0,1022.0,522.0,511.0,1022.0,522.0,3.0,0.0,25.0
0,509.0,509.0,509.0,509.0,509.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,522.0,522.0,522.0,522.0,522.0,536.0,536.0,536.0,536.0,536.0,536.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,508.53333333333336,1022.0,530.9333333333333,508.0,1022.0,522.0,508.0,1022.0,548.0,509.0,1022.0,548.0,1.0,0.0,26.0
0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,508.23333333333335,1022.0,544.6333333333333,508.0,1022.0,537.0,509.0,1022.0,537.0,509.0,1022.0,548.0,1.0,0.0,12.0
0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,507.0,507.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,542.0,542.0,542.0,542.0,542.0,542.0,508.46666666666664,1022.0,541.1666666666666,507.0,1022.0,537.0,507.0,1022.0,542.0,509.0,1022.0,542.0,2.0,0.0,11.0
0,509.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,973.0,537.0,537.0,537.0,537.0,537.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,530.0,508.0,1020.3666666666667,539.1,507.0,973.0,530.0,507.0,973.0,530.0,509.0,1022.0,542.0,2.0,49.0,12.0
0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,1022.0,973.0,973.0,973.0,973.0,973.0,973.0,973.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,507.0,666.6333333333333,536.0666666666667,507.0,0.0,530.0,507.0,0.0,535.0,507.0,1022.0,542.0,0.0,1022.0,12.0
0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,508.0,508.0,508.0,508.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,524.0,524.0,524.0,524.0,524.0,507.03333333333336,291.9,533.1333333333333,507.0,0.0,524.0,507.0,0.0,535.0,508.0,0.0,535.0,1.0,973.0,11.0
0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,507.46666666666664,0.0,525.2666666666667,507.0,0.0,512.0,507.0,0.0,512.0,508.0,0.0,524.0,1.0,0.0,23.0
0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,507.1666666666667,0.0,522.3333333333334,507.0,0.0,512.0,507.0,0.0,537.0,507.0,0.0,537.0,1.0,0.0,25.0
0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,533.0,533.0,533.0,533.0,533.0,507.0,0.0,528.2666666666667,507.0,0.0,533.0,507.0,0.0,533.0,507.0,0.0,537.0,0.0,0.0,25.0
0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,537.0,537.0,537.0,537.0,537.0,537.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,507.0,0.0,533.8666666666667,507.0,0.0,533.0,507.0,0.0,533.0,507.0,0.0,537.0,0.0,0.0,25.0
0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,546.0,546.0,546.0,546.0,546.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,507.0,0.0,544.7666666666667,507.0,0.0,533.0,507.0,0.0,584.0,507.0,0.0,584.0,0.0,0.0,51.0
0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,505.0,505.0,505.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,546.0,546.0,546.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,584.0,595.0,595.0,595.0,595.0,506.8,0.0,563.9,505.0,0.0,546.0,505.0,0.0,595.0,507.0,0.0,595.0,2.0,0.0,62.0
0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,505.1333333333333,13.333333333333334,598.1,504.0,0.0,595.0,504.0,40.0,612.0,505.0,40.0,612.0,3.0,40.0,28.0
0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,506.0,506.0,506.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,1.0,1.0,1.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,559.0,559.0,559.0,504.43333333333334,26.766666666666666,602.7333333333333,504.0,1.0,559.0,506.0,1.0,559.0,506.0,40.0,612.0,2.0,40.0,53.0
0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,54.0,54.0,54.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,612.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,549.0,549.0,549.0,549.0,504.8666666666667,32.766666666666666,591.2333333333333,504.0,1.0,549.0,507.0,54.0,549.0,507.0,54.0,612.0,3.0,53.0,63.0
0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,1.0,1.0,1.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,559.0,559.0,559.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,506.06666666666666,52.36666666666667,564.2,506.0,1.0,538.0,507.0,138.0,538.0,507.0,138.0,559.0,3.0,137.0,74.0
