,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_max_0,emg_max_1,emg_max_2,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_med_0,emg_med_1,emg_med_2,emg_0,emg_1,emg_2,emg_min_0,emg_min_1,emg_min_2
0,511.0,511.0,511.0,510.0,510.0,510.0,510.0,510.0,506.0,506.0,506.0,506.0,506.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,507.0,507.0,507.0,504.0,504.0,504.0,504.0,504.0,501.0,501.0,501.0,501.0,501.0,490.0,490.0,490.0,490.0,490.0,485.0,485.0,498.0,498.0,498.0,479.0,479.0,479.0,479.0,479.0,467.0,467.0,467.0,467.0,467.0,464.0,464.0,464.0,464.0,464.0,478.0,478.0,512.0,507.0,498.0,6.0,31.0,49.0,509.0,504.68888888888887,494.31111111111113,512.0,485.0,478.0,506.0,485.0,464.0
0,510.0,510.0,506.0,506.0,506.0,506.0,506.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,512.0,512.0,512.0,509.0,509.0,504.0,504.0,501.0,501.0,501.0,501.0,501.0,490.0,490.0,490.0,490.0,490.0,485.0,485.0,485.0,485.0,485.0,485.0,496.0,496.0,479.0,479.0,467.0,467.0,467.0,467.0,467.0,464.0,464.0,464.0,464.0,464.0,478.0,478.0,478.0,478.0,478.0,478.0,481.0,481.0,512.0,504.0,481.0,6.0,31.0,49.0,509.5777777777778,502.44444444444446,489.9111111111111,509.0,496.0,481.0,506.0,485.0,464.0
0,506.0,506.0,506.0,506.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,510.0,501.0,501.0,501.0,501.0,490.0,490.0,490.0,490.0,490.0,485.0,485.0,485.0,485.0,485.0,485.0,496.0,496.0,496.0,496.0,500.0,467.0,467.0,467.0,467.0,464.0,464.0,464.0,464.0,464.0,478.0,478.0,478.0,478.0,478.0,478.0,481.0,481.0,481.0,481.0,485.0,512.0,501.0,485.0,6.0,31.0,49.0,509.53333333333336,502.06666666666666,487.93333333333334,510.0,500.0,485.0,506.0,485.0,464.0
0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,510.0,510.0,510.0,510.0,513.0,490.0,490.0,490.0,490.0,490.0,485.0,485.0,485.0,485.0,485.0,485.0,496.0,496.0,496.0,496.0,500.0,500.0,500.0,500.0,501.0,464.0,464.0,464.0,464.0,464.0,478.0,478.0,478.0,478.0,478.0,478.0,481.0,481.0,481.0,481.0,485.0,485.0,485.0,485.0,495.0,513.0,501.0,495.0,7.0,31.0,49.0,509.4222222222222,501.2,486.3777777777778,513.0,501.0,495.0,509.0,485.0,464.0
0,510.0,512.0,512.0,512.0,512.0,512.0,512.0,509.0,509.0,509.0,509.0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,513.0,512.0,490.0,485.0,485.0,485.0,485.0,485.0,485.0,496.0,496.0,496.0,496.0,500.0,500.0,500.0,500.0,501.0,501.0,501.0,501.0,511.0,464.0,478.0,478.0,478.0,478.0,478.0,478.0,481.0,481.0,481.0,481.0,485.0,485.0,485.0,485.0,495.0,495.0,495.0,495.0,490.0,513.0,511.0,495.0,7.0,31.0,49.0,509.75555555555553,500.0888888888889,484.6666666666667,512.0,511.0,490.0,509.0,485.0,464.0
0,512.0,512.0,509.0,509.0,509.0,509.0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,513.0,512.0,512.0,512.0,512.0,511.0,511.0,485.0,485.0,496.0,496.0,496.0,496.0,500.0,500.0,500.0,500.0,501.0,501.0,501.0,501.0,511.0,511.0,511.0,511.0,521.0,521.0,478.0,478.0,481.0,481.0,481.0,481.0,485.0,485.0,485.0,485.0,495.0,495.0,495.0,495.0,490.0,490.0,490.0,490.0,484.0,484.0,513.0,521.0,495.0,7.0,36.0,44.0,510.1777777777778,500.24444444444447,482.1777777777778,511.0,521.0,484.0,509.0,485.0,478.0
0,509.0,509.0,509.0,509.0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,513.0,512.0,512.0,512.0,512.0,511.0,511.0,511.0,511.0,496.0,496.0,496.0,496.0,500.0,500.0,500.0,500.0,501.0,501.0,501.0,501.0,511.0,511.0,511.0,511.0,521.0,521.0,521.0,521.0,481.0,481.0,481.0,481.0,485.0,485.0,485.0,485.0,495.0,495.0,495.0,495.0,490.0,490.0,490.0,490.0,484.0,484.0,484.0,484.0,513.0,521.0,495.0,7.0,36.0,34.0,510.35555555555555,500.64444444444445,481.1111111111111,511.0,521.0,484.0,509.0,496.0,481.0
0,510.0,510.0,510.0,510.0,513.0,513.0,513.0,513.0,512.0,512.0,512.0,512.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,508.0,500.0,500.0,500.0,500.0,501.0,501.0,501.0,501.0,511.0,511.0,511.0,511.0,521.0,521.0,521.0,521.0,518.0,518.0,518.0,516.0,485.0,485.0,485.0,485.0,495.0,495.0,495.0,495.0,490.0,490.0,490.0,490.0,484.0,484.0,484.0,484.0,509.0,509.0,509.0,526.0,513.0,521.0,526.0,7.0,36.0,62.0,510.22222222222223,501.5777777777778,482.46666666666664,508.0,516.0,526.0,508.0,500.0,484.0
0,513.0,513.0,513.0,512.0,512.0,512.0,512.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,511.0,511.0,501.0,501.0,501.0,511.0,511.0,511.0,511.0,521.0,521.0,521.0,521.0,518.0,518.0,518.0,516.0,516.0,516.0,516.0,524.0,524.0,495.0,495.0,495.0,490.0,490.0,490.0,490.0,484.0,484.0,484.0,484.0,509.0,509.0,509.0,526.0,526.0,526.0,526.0,529.0,529.0,513.0,524.0,529.0,7.0,39.0,65.0,510.1333333333333,503.26666666666665,487.8222222222222,511.0,524.0,529.0,508.0,501.0,484.0
0,512.0,512.0,512.0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,511.0,511.0,511.0,511.0,508.0,508.0,511.0,511.0,511.0,521.0,521.0,521.0,521.0,518.0,518.0,518.0,516.0,516.0,516.0,516.0,524.0,524.0,524.0,524.0,517.0,517.0,490.0,490.0,490.0,484.0,484.0,484.0,484.0,509.0,509.0,509.0,526.0,526.0,526.0,526.0,529.0,529.0,529.0,529.0,551.0,551.0,512.0,524.0,551.0,7.0,39.0,87.0,510.44444444444446,505.0,494.31111111111113,508.0,517.0,551.0,508.0,511.0,484.0
0,511.0,511.0,511.0,511.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,511.0,511.0,511.0,511.0,508.0,508.0,508.0,511.0,511.0,521.0,521.0,521.0,521.0,518.0,518.0,518.0,516.0,516.0,516.0,516.0,524.0,524.0,524.0,524.0,517.0,517.0,517.0,506.0,506.0,484.0,484.0,484.0,484.0,509.0,509.0,509.0,526.0,526.0,526.0,526.0,529.0,529.0,529.0,529.0,551.0,551.0,551.0,558.0,558.0,511.0,524.0,558.0,5.0,39.0,94.0,510.53333333333336,506.06666666666666,500.35555555555555,511.0,506.0,558.0,508.0,506.0,484.0
0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,511.0,511.0,511.0,511.0,508.0,508.0,508.0,511.0,511.0,511.0,511.0,508.0,508.0,518.0,518.0,518.0,516.0,516.0,516.0,516.0,524.0,524.0,524.0,524.0,517.0,517.0,517.0,506.0,506.0,506.0,506.0,506.0,506.0,509.0,509.0,509.0,526.0,526.0,526.0,526.0,529.0,529.0,529.0,529.0,551.0,551.0,551.0,558.0,558.0,558.0,558.0,527.0,527.0,511.0,524.0,558.0,5.0,39.0,80.0,510.44444444444446,507.6,507.02222222222224,508.0,506.0,527.0,508.0,506.0,509.0
