,unixtime,emg0,emg1
302,1555408674.652578,509.0,507.0
303,1555408674.70438,515.0,510.0
304,1555408674.7587926,509.0,509.0
305,1555408674.8200078,502.0,511.0
306,1555408674.8755488,494.0,508.0
307,1555408674.9280462,486.0,509.0
308,1555408674.9818063,486.0,509.0
309,1555408675.0357804,516.0,513.0
310,1555408675.0882761,577.0,508.0
311,1555408675.1411393,613.0,513.0
312,1555408675.1981008,507.0,513.0
313,1555408675.2507174,401.0,512.0
314,1555408675.302368,410.0,511.0
315,1555408675.3540351,492.0,510.0
316,1555408675.4054654,578.0,515.0
317,1555408675.4710166,594.0,512.0
318,1555408675.522777,491.0,518.0
319,1555408675.575645,434.0,514.0
320,1555408675.6282837,440.0,517.0
321,1555408675.6813924,474.0,513.0
322,1555408675.7330456,541.0,511.0
323,1555408675.7844753,581.0,511.0
324,1555408675.8368366,504.0,506.0
325,1555408675.8884308,416.0,504.0
326,1555408675.9417915,426.0,515.0
327,1555408676.0001454,496.0,508.0
328,1555408676.0561628,580.0,507.0
329,1555408676.1111763,611.0,508.0
330,1555408676.1625497,583.0,508.0
331,1555408676.2139,531.0,502.0
332,1555408676.26532,483.0,499.0
333,1555408676.3174179,435.0,509.0
334,1555408676.3724136,435.0,509.0
335,1555408676.426061,507.0,513.0
336,1555408676.4773684,550.0,515.0
337,1555408676.5290666,599.0,518.0
338,1555408676.582354,562.0,516.0
339,1555408676.6346283,529.0,504.0
340,1555408676.6870022,534.0,502.0
341,1555408676.7390292,475.0,501.0
342,1555408676.798322,469.0,500.0
343,1555408676.8506107,486.0,498.0
344,1555408676.912015,466.0,502.0
345,1555408676.9687643,486.0,515.0
346,1555408677.021439,492.0,511.0
347,1555408677.0760012,488.0,511.0
348,1555408677.1281347,490.0,508.0
349,1555408677.1795166,476.0,506.0
350,1555408677.2308853,510.0,507.0
351,1555408677.2848053,541.0,504.0
352,1555408677.336563,512.0,503.0
353,1555408677.3881676,512.0,503.0
354,1555408677.4437861,527.0,504.0
355,1555408677.4963732,550.0,510.0
356,1555408677.5483682,526.0,507.0
357,1555408677.6001182,504.0,506.0
358,1555408677.6522174,497.0,509.0
359,1555408677.7048414,486.0,509.0
360,1555408677.7652311,500.0,511.0
361,1555408677.8179245,486.0,513.0
362,1555408677.8713055,481.0,514.0
363,1555408677.9237988,483.0,508.0
364,1555408677.9751852,491.0,505.0
365,1555408678.0265787,507.0,507.0
366,1555408678.0804076,521.0,503.0
367,1555408678.1328027,521.0,503.0
368,1555408678.184996,495.0,502.0
369,1555408678.2383873,500.0,498.0
370,1555408678.2912724,506.0,505.0
371,1555408678.342596,504.0,504.0
372,1555408678.3939493,503.0,506.0
373,1555408678.4478984,498.0,506.0
374,1555408678.5083065,487.0,509.0
375,1555408678.5663161,494.0,507.0
376,1555408678.624146,501.0,505.0
377,1555408678.676262,530.0,506.0
378,1555408678.7279694,518.0,506.0
379,1555408678.7829158,512.0,507.0
380,1555408678.8365588,512.0,507.0
381,1555408678.8903432,506.0,510.0
382,1555408678.9424653,505.0,515.0
383,1555408678.9979997,513.0,515.0
384,1555408679.0599344,517.0,512.0
385,1555408679.1131072,525.0,511.0
386,1555408679.1687388,522.0,508.0
387,1555408679.2221067,521.0,507.0
388,1555408679.2737603,516.0,509.0
389,1555408679.327395,514.0,512.0
390,1555408679.3791642,515.0,512.0
391,1555408679.4306538,511.0,511.0
392,1555408679.482202,516.0,510.0
393,1555408679.534843,518.0,502.0
394,1555408679.5897217,518.0,502.0
395,1555408679.6414435,521.0,511.0
396,1555408679.6952624,568.0,533.0
397,1555408679.7473028,573.0,547.0
398,1555408679.806262,557.0,548.0
399,1555408679.85965,557.0,548.0
400,1555408679.9113941,557.0,548.0
401,1555408679.9643836,561.0,539.0
402,1555408680.0174565,530.0,522.0
403,1555408680.0691288,501.0,508.0
404,1555408680.1241517,501.0,508.0
405,1555408680.1766458,521.0,511.0
406,1555408680.2299016,568.0,533.0
407,1555408680.2825346,573.0,547.0
408,1555408680.3357751,557.0,548.0
409,1555408680.3889837,557.0,548.0
410,1555408680.4405677,561.0,539.0
411,1555408680.4922993,530.0,522.0
412,1555408680.550713,501.0,508.0
413,1555408680.604513,501.0,508.0
414,1555408680.6578617,521.0,511.0
415,1555408680.711028,521.0,511.0
416,1555408680.7624393,568.0,533.0
417,1555408680.8138437,573.0,547.0
418,1555408680.865715,557.0,548.0
419,1555408680.9179306,557.0,548.0
420,1555408680.9696877,561.0,539.0
421,1555408681.0212104,530.0,522.0
422,1555408681.0773988,501.0,508.0
423,1555408681.1379585,499.0,504.0
424,1555408681.189881,506.0,505.0
425,1555408681.2425935,496.0,499.0
426,1555408681.294588,489.0,496.0
427,1555408681.3460047,497.0,496.0
428,1555408681.4018648,504.0,499.0
429,1555408681.4544277,505.0,497.0
430,1555408681.5075252,504.0,511.0
431,1555408681.5606306,514.0,519.0
432,1555408681.6175032,518.0,520.0
433,1555408681.6709058,505.0,514.0
434,1555408681.7260585,506.0,510.0
435,1555408681.7798882,510.0,504.0
436,1555408681.8317084,508.0,495.0
437,1555408681.8881326,504.0,495.0
438,1555408681.9415507,497.0,496.0
439,1555408681.9977198,514.0,496.0
440,1555408682.0572202,514.0,500.0
441,1555408682.108557,494.0,491.0
442,1555408682.1598907,482.0,492.0
443,1555408682.211776,481.0,503.0
444,1555408682.2660873,506.0,504.0
445,1555408682.3184247,521.0,511.0
446,1555408682.3705702,521.0,511.0
447,1555408682.4229553,516.0,514.0
448,1555408682.479117,516.0,514.0
449,1555408682.5321093,506.0,507.0
450,1555408682.5855772,508.0,505.0
451,1555408682.6376622,501.0,507.0
452,1555408682.692623,488.0,517.0
453,1555408682.7478883,499.0,519.0
454,1555408682.8064306,526.0,517.0
455,1555408682.8618238,505.0,507.0
456,1555408682.917102,482.0,505.0
457,1555408682.9755728,475.0,499.0
458,1555408683.0269089,509.0,502.0
459,1555408683.0783894,511.0,503.0
460,1555408683.130512,519.0,504.0
461,1555408683.18247,512.0,487.0
462,1555408683.2387445,514.0,493.0
463,1555408683.3057818,531.0,496.0
464,1555408683.358869,544.0,508.0
465,1555408683.4107382,546.0,504.0
466,1555408683.4625647,526.0,511.0
467,1555408683.5163417,509.0,529.0
468,1555408683.5701194,485.0,515.0
469,1555408683.625306,524.0,547.0
470,1555408683.6868935,523.0,569.0
471,1555408683.7408524,516.0,450.0
472,1555408683.7946656,499.0,430.0
473,1555408683.846845,520.0,440.0
474,1555408683.9009492,524.0,451.0
475,1555408683.956588,526.0,453.0
476,1555408684.0190046,533.0,466.0
477,1555408684.0708232,534.0,494.0
478,1555408684.1246042,521.0,513.0
479,1555408684.1788435,521.0,541.0
480,1555408684.2347827,479.0,555.0
481,1555408684.2893372,517.0,540.0
482,1555408684.3418543,521.0,513.0
483,1555408684.3949423,517.0,494.0
484,1555408684.4467144,485.0,476.0
485,1555408684.499552,491.0,484.0
486,1555408684.556431,510.0,472.0
487,1555408684.6091123,510.0,472.0
488,1555408684.6626236,517.0,502.0
489,1555408684.7146692,545.0,482.0
490,1555408684.7664256,529.0,482.0
491,1555408684.8177798,526.0,522.0
492,1555408684.8710535,542.0,470.0
493,1555408684.9250836,465.0,473.0
494,1555408684.9774792,397.0,468.0
495,1555408685.0307617,433.0,497.0
496,1555408685.083484,471.0,491.0
497,1555408685.1369045,442.0,485.0
498,1555408685.1886208,413.0,495.0
499,1555408685.240359,430.0,533.0
500,1555408685.294377,491.0,521.0
501,1555408685.352318,491.0,521.0
