,emg_min_0,emg_min_1,emg_min_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_med_0,emg_med_1,emg_med_2,emg_0,emg_1,emg_2,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_max_0,emg_max_1,emg_max_2
0,506.0,477.0,447.0,512.0,511.0,511.0,511.0,511.0,506.0,506.0,506.0,506.0,527.0,527.0,509.0,509.0,509.0,506.0,506.0,506.0,506.0,506.0,581.0,477.0,498.0,498.0,498.0,498.0,500.0,500.0,500.0,500.0,504.0,504.0,518.0,518.0,518.0,523.0,523.0,523.0,523.0,523.0,522.0,564.0,559.0,559.0,559.0,559.0,525.0,525.0,525.0,525.0,503.0,503.0,479.0,479.0,479.0,447.0,447.0,447.0,447.0,447.0,449.0,510.97777777777776,504.9111111111111,528.1555555555556,506.0,523.0,447.0,56.0,46.0,175.0,527.0,523.0,564.0
0,506.0,500.0,447.0,506.0,506.0,506.0,527.0,527.0,509.0,509.0,509.0,506.0,506.0,506.0,506.0,506.0,506.0,581.0,581.0,581.0,581.0,581.0,585.0,500.0,500.0,500.0,504.0,504.0,518.0,518.0,518.0,523.0,523.0,523.0,523.0,523.0,523.0,522.0,522.0,522.0,522.0,522.0,525.0,525.0,525.0,525.0,503.0,503.0,479.0,479.0,479.0,447.0,447.0,447.0,447.0,447.0,447.0,449.0,449.0,449.0,449.0,449.0,482.0,517.8666666666667,507.1111111111111,507.1111111111111,585.0,525.0,482.0,96.0,48.0,146.0,585.0,525.0,525.0
0,506.0,504.0,447.0,527.0,527.0,509.0,509.0,509.0,506.0,506.0,506.0,506.0,506.0,506.0,581.0,581.0,581.0,581.0,581.0,585.0,585.0,585.0,585.0,504.0,504.0,518.0,518.0,518.0,523.0,523.0,523.0,523.0,523.0,523.0,522.0,522.0,522.0,522.0,522.0,525.0,525.0,525.0,525.0,503.0,503.0,479.0,479.0,479.0,447.0,447.0,447.0,447.0,447.0,447.0,449.0,449.0,449.0,449.0,449.0,482.0,482.0,482.0,482.0,523.3111111111111,508.46666666666664,501.1777777777778,585.0,525.0,482.0,96.0,48.0,117.0,585.0,525.0,503.0
0,451.0,522.0,447.0,506.0,506.0,506.0,506.0,506.0,506.0,581.0,581.0,581.0,581.0,581.0,585.0,585.0,585.0,585.0,451.0,451.0,451.0,498.0,498.0,523.0,523.0,523.0,523.0,523.0,523.0,522.0,522.0,522.0,522.0,522.0,525.0,525.0,525.0,525.0,528.0,528.0,528.0,529.0,529.0,447.0,447.0,447.0,447.0,447.0,447.0,449.0,449.0,449.0,449.0,449.0,482.0,482.0,482.0,482.0,501.0,501.0,501.0,515.0,515.0,518.9333333333333,510.8222222222222,500.46666666666664,498.0,529.0,515.0,134.0,52.0,117.0,585.0,529.0,515.0
0,451.0,522.0,447.0,506.0,506.0,581.0,581.0,581.0,581.0,581.0,585.0,585.0,585.0,585.0,451.0,451.0,451.0,498.0,498.0,498.0,498.0,527.0,527.0,523.0,523.0,522.0,522.0,522.0,522.0,522.0,525.0,525.0,525.0,525.0,528.0,528.0,528.0,529.0,529.0,529.0,529.0,529.0,529.0,447.0,447.0,449.0,449.0,449.0,449.0,449.0,482.0,482.0,482.0,482.0,501.0,501.0,501.0,515.0,515.0,515.0,515.0,505.0,505.0,519.1333333333333,512.7777777777778,501.8666666666667,527.0,529.0,505.0,134.0,52.0,117.0,585.0,529.0,515.0
0,451.0,522.0,449.0,581.0,581.0,581.0,581.0,585.0,585.0,585.0,585.0,451.0,451.0,451.0,498.0,498.0,498.0,498.0,527.0,527.0,527.0,486.0,486.0,522.0,522.0,522.0,522.0,525.0,525.0,525.0,525.0,528.0,528.0,528.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,525.0,525.0,449.0,449.0,449.0,449.0,482.0,482.0,482.0,482.0,501.0,501.0,501.0,515.0,515.0,515.0,515.0,505.0,505.0,505.0,484.0,484.0,519.2222222222222,514.2888888888889,499.46666666666664,486.0,525.0,484.0,134.0,52.0,117.0,585.0,529.0,515.0
0,451.0,522.0,449.0,581.0,585.0,585.0,585.0,585.0,451.0,451.0,451.0,498.0,498.0,498.0,498.0,527.0,527.0,527.0,486.0,486.0,486.0,517.0,517.0,522.0,525.0,525.0,525.0,525.0,528.0,528.0,528.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,525.0,525.0,525.0,526.0,526.0,449.0,482.0,482.0,482.0,482.0,501.0,501.0,501.0,515.0,515.0,515.0,515.0,505.0,505.0,505.0,484.0,484.0,484.0,471.0,471.0,519.3777777777777,517.1111111111111,494.0888888888889,517.0,526.0,471.0,134.0,52.0,117.0,585.0,529.0,515.0
0,451.0,512.0,471.0,585.0,585.0,451.0,451.0,451.0,498.0,498.0,498.0,498.0,527.0,527.0,527.0,486.0,486.0,486.0,517.0,517.0,517.0,513.0,513.0,525.0,525.0,528.0,528.0,528.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,525.0,525.0,525.0,526.0,526.0,526.0,512.0,512.0,482.0,482.0,501.0,501.0,501.0,515.0,515.0,515.0,515.0,505.0,505.0,505.0,484.0,484.0,484.0,471.0,471.0,471.0,486.0,486.0,519.5555555555555,519.2888888888889,488.6666666666667,513.0,512.0,486.0,134.0,31.0,112.0,585.0,529.0,515.0
0,451.0,512.0,471.0,451.0,498.0,498.0,498.0,498.0,527.0,527.0,527.0,486.0,486.0,486.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,513.0,499.0,528.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,525.0,525.0,525.0,526.0,526.0,526.0,512.0,512.0,512.0,512.0,512.0,516.0,501.0,515.0,515.0,515.0,515.0,505.0,505.0,505.0,484.0,484.0,484.0,471.0,471.0,471.0,486.0,486.0,486.0,486.0,486.0,532.0,519.5333333333333,520.5777777777778,483.9555555555556,499.0,516.0,532.0,134.0,29.0,85.0,527.0,529.0,532.0
0,486.0,504.0,471.0,527.0,527.0,527.0,486.0,486.0,486.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,513.0,499.0,499.0,499.0,499.0,493.0,493.0,529.0,529.0,529.0,525.0,525.0,525.0,526.0,526.0,526.0,512.0,512.0,512.0,512.0,512.0,516.0,516.0,516.0,516.0,504.0,504.0,505.0,505.0,505.0,484.0,484.0,484.0,471.0,471.0,471.0,486.0,486.0,486.0,486.0,486.0,532.0,532.0,532.0,532.0,585.0,585.0,517.5555555555555,521.6444444444444,488.06666666666666,493.0,504.0,585.0,134.0,25.0,138.0,527.0,529.0,585.0
0,486.0,504.0,471.0,486.0,486.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,513.0,499.0,499.0,499.0,499.0,493.0,493.0,493.0,493.0,506.0,506.0,525.0,525.0,526.0,526.0,526.0,512.0,512.0,512.0,512.0,512.0,516.0,516.0,516.0,516.0,504.0,504.0,504.0,504.0,525.0,525.0,484.0,484.0,471.0,471.0,471.0,486.0,486.0,486.0,486.0,486.0,532.0,532.0,532.0,532.0,585.0,585.0,585.0,585.0,605.0,605.0,516.7777777777778,521.2222222222222,499.0888888888889,506.0,525.0,605.0,134.0,25.0,158.0,517.0,526.0,605.0
0,493.0,504.0,471.0,517.0,513.0,513.0,513.0,513.0,513.0,499.0,499.0,499.0,499.0,493.0,493.0,493.0,493.0,506.0,506.0,506.0,506.0,547.0,547.0,526.0,512.0,512.0,512.0,512.0,512.0,516.0,516.0,516.0,516.0,504.0,504.0,504.0,504.0,525.0,525.0,525.0,525.0,512.0,512.0,471.0,486.0,486.0,486.0,486.0,486.0,532.0,532.0,532.0,532.0,585.0,585.0,585.0,585.0,605.0,605.0,605.0,605.0,546.0,546.0,518.6,520.8222222222222,510.5111111111111,547.0,512.0,546.0,134.0,25.0,158.0,547.0,526.0,605.0
0,493.0,502.0,486.0,513.0,513.0,499.0,499.0,499.0,499.0,493.0,493.0,493.0,493.0,506.0,506.0,506.0,506.0,547.0,547.0,547.0,547.0,512.0,512.0,512.0,512.0,516.0,516.0,516.0,516.0,504.0,504.0,504.0,504.0,525.0,525.0,525.0,525.0,512.0,512.0,512.0,512.0,502.0,502.0,486.0,486.0,532.0,532.0,532.0,532.0,585.0,585.0,585.0,585.0,605.0,605.0,605.0,605.0,546.0,546.0,546.0,546.0,506.0,506.0,515.6888888888889,519.4666666666667,517.4,512.0,502.0,506.0,134.0,27.0,156.0,547.0,525.0,605.0
0,482.0,502.0,499.0,499.0,499.0,499.0,493.0,493.0,493.0,493.0,506.0,506.0,506.0,506.0,547.0,547.0,547.0,547.0,512.0,512.0,512.0,482.0,482.0,516.0,516.0,516.0,504.0,504.0,504.0,504.0,525.0,525.0,525.0,525.0,512.0,512.0,512.0,512.0,502.0,502.0,502.0,506.0,506.0,532.0,532.0,532.0,585.0,585.0,585.0,585.0,605.0,605.0,605.0,605.0,546.0,546.0,546.0,546.0,506.0,506.0,506.0,499.0,499.0,509.6666666666667,518.2444444444444,520.1555555555556,482.0,506.0,499.0,134.0,27.0,134.0,547.0,525.0,605.0
0,482.0,502.0,499.0,493.0,493.0,493.0,506.0,506.0,506.0,506.0,547.0,547.0,547.0,547.0,512.0,512.0,512.0,482.0,482.0,482.0,482.0,491.0,491.0,504.0,504.0,504.0,525.0,525.0,525.0,525.0,512.0,512.0,512.0,512.0,502.0,502.0,502.0,506.0,506.0,506.0,506.0,528.0,528.0,585.0,585.0,585.0,605.0,605.0,605.0,605.0,546.0,546.0,546.0,546.0,506.0,506.0,506.0,499.0,499.0,499.0,499.0,516.0,516.0,503.8888888888889,517.4666666666667,522.0,491.0,528.0,516.0,96.0,27.0,134.0,547.0,528.0,605.0
0,482.0,501.0,499.0,506.0,506.0,506.0,547.0,547.0,547.0,547.0,512.0,512.0,512.0,482.0,482.0,482.0,482.0,491.0,491.0,491.0,491.0,526.0,526.0,525.0,525.0,525.0,512.0,512.0,512.0,512.0,502.0,502.0,502.0,506.0,506.0,506.0,506.0,528.0,528.0,528.0,528.0,501.0,501.0,605.0,605.0,605.0,546.0,546.0,546.0,546.0,506.0,506.0,506.0,499.0,499.0,499.0,499.0,516.0,516.0,516.0,516.0,519.0,519.0,506.9111111111111,516.2222222222222,522.8444444444444,526.0,501.0,519.0,65.0,28.0,134.0,547.0,528.0,605.0
0,482.0,498.0,499.0,547.0,547.0,547.0,547.0,512.0,512.0,512.0,482.0,482.0,482.0,482.0,491.0,491.0,491.0,491.0,526.0,526.0,526.0,526.0,493.0,512.0,512.0,512.0,512.0,502.0,502.0,502.0,506.0,506.0,506.0,506.0,528.0,528.0,528.0,528.0,501.0,501.0,501.0,501.0,498.0,546.0,546.0,546.0,546.0,506.0,506.0,506.0,499.0,499.0,499.0,499.0,516.0,516.0,516.0,516.0,519.0,519.0,519.0,519.0,502.0,507.4,514.2888888888889,522.9555555555555,493.0,498.0,502.0,65.0,31.0,134.0,547.0,528.0,546.0
0,482.0,490.0,499.0,547.0,512.0,512.0,512.0,482.0,482.0,482.0,482.0,491.0,491.0,491.0,491.0,526.0,526.0,526.0,526.0,493.0,493.0,532.0,532.0,512.0,502.0,502.0,502.0,506.0,506.0,506.0,506.0,528.0,528.0,528.0,528.0,501.0,501.0,501.0,501.0,498.0,498.0,490.0,490.0,546.0,506.0,506.0,506.0,499.0,499.0,499.0,499.0,516.0,516.0,516.0,516.0,519.0,519.0,519.0,519.0,502.0,502.0,515.0,515.0,507.77777777777777,511.9555555555556,523.8,532.0,490.0,515.0,65.0,38.0,134.0,547.0,528.0,546.0
0,482.0,489.0,499.0,482.0,482.0,482.0,482.0,491.0,491.0,491.0,491.0,526.0,526.0,526.0,526.0,493.0,493.0,532.0,532.0,532.0,532.0,482.0,482.0,506.0,506.0,506.0,506.0,528.0,528.0,528.0,528.0,501.0,501.0,501.0,501.0,498.0,498.0,490.0,490.0,490.0,490.0,489.0,489.0,499.0,499.0,499.0,499.0,516.0,516.0,516.0,516.0,519.0,519.0,519.0,519.0,502.0,502.0,515.0,515.0,515.0,515.0,537.0,537.0,508.26666666666665,508.75555555555553,528.1111111111111,482.0,489.0,537.0,65.0,39.0,134.0,532.0,528.0,537.0
0,482.0,487.0,502.0,491.0,491.0,491.0,491.0,526.0,526.0,526.0,526.0,493.0,493.0,532.0,532.0,532.0,532.0,482.0,482.0,482.0,482.0,496.0,496.0,528.0,528.0,528.0,528.0,501.0,501.0,501.0,501.0,498.0,498.0,490.0,490.0,490.0,490.0,489.0,489.0,489.0,489.0,487.0,487.0,516.0,516.0,516.0,516.0,519.0,519.0,519.0,519.0,502.0,502.0,515.0,515.0,515.0,515.0,537.0,537.0,537.0,537.0,526.0,526.0,506.0444444444444,506.31111111111113,532.4888888888889,496.0,487.0,526.0,65.0,41.0,119.0,532.0,528.0,537.0
0,482.0,487.0,502.0,526.0,526.0,526.0,526.0,493.0,493.0,532.0,532.0,532.0,532.0,482.0,482.0,482.0,482.0,496.0,496.0,496.0,496.0,513.0,513.0,501.0,501.0,501.0,501.0,498.0,498.0,490.0,490.0,490.0,490.0,489.0,489.0,489.0,489.0,487.0,487.0,487.0,487.0,496.0,496.0,519.0,519.0,519.0,519.0,502.0,502.0,515.0,515.0,515.0,515.0,537.0,537.0,537.0,537.0,526.0,526.0,526.0,526.0,502.0,502.0,505.9111111111111,504.31111111111113,532.9333333333333,513.0,496.0,502.0,65.0,41.0,106.0,532.0,501.0,537.0
0,482.0,487.0,463.0,493.0,493.0,532.0,532.0,532.0,532.0,482.0,482.0,482.0,482.0,496.0,496.0,496.0,496.0,513.0,513.0,513.0,513.0,485.0,485.0,498.0,498.0,490.0,490.0,490.0,490.0,489.0,489.0,489.0,489.0,487.0,487.0,487.0,487.0,496.0,496.0,496.0,496.0,514.0,514.0,502.0,502.0,515.0,515.0,515.0,515.0,537.0,537.0,537.0,537.0,526.0,526.0,526.0,526.0,502.0,502.0,502.0,502.0,463.0,463.0,506.1777777777778,503.8666666666667,526.1777777777778,485.0,514.0,463.0,65.0,41.0,142.0,532.0,514.0,537.0
0,481.0,487.0,461.0,532.0,532.0,482.0,482.0,482.0,482.0,496.0,496.0,496.0,496.0,513.0,513.0,513.0,513.0,485.0,485.0,485.0,485.0,485.0,481.0,490.0,490.0,489.0,489.0,489.0,489.0,487.0,487.0,487.0,487.0,496.0,496.0,496.0,496.0,514.0,514.0,514.0,514.0,514.0,524.0,515.0,515.0,537.0,537.0,537.0,537.0,526.0,526.0,526.0,526.0,502.0,502.0,502.0,502.0,463.0,463.0,463.0,463.0,463.0,461.0,504.8,504.0444444444444,514.4,481.0,524.0,461.0,66.0,41.0,144.0,532.0,524.0,537.0
0,481.0,487.0,461.0,482.0,482.0,482.0,496.0,496.0,496.0,496.0,513.0,513.0,513.0,513.0,485.0,485.0,485.0,485.0,485.0,481.0,481.0,529.0,529.0,489.0,489.0,489.0,487.0,487.0,487.0,487.0,496.0,496.0,496.0,496.0,514.0,514.0,514.0,514.0,514.0,524.0,524.0,526.0,526.0,537.0,537.0,537.0,526.0,526.0,526.0,526.0,502.0,502.0,502.0,502.0,463.0,463.0,463.0,463.0,463.0,461.0,461.0,479.0,479.0,504.35555555555555,504.35555555555555,506.9111111111111,529.0,526.0,479.0,66.0,41.0,85.0,529.0,526.0,537.0
0,481.0,487.0,461.0,496.0,496.0,496.0,513.0,513.0,513.0,513.0,485.0,485.0,485.0,485.0,485.0,481.0,481.0,529.0,529.0,529.0,529.0,518.0,518.0,487.0,487.0,487.0,496.0,496.0,496.0,496.0,514.0,514.0,514.0,514.0,514.0,524.0,524.0,526.0,526.0,526.0,526.0,529.0,529.0,526.0,526.0,526.0,502.0,502.0,502.0,502.0,463.0,463.0,463.0,463.0,463.0,461.0,461.0,479.0,479.0,479.0,479.0,503.0,503.0,503.0444444444444,505.9555555555556,502.9111111111111,518.0,529.0,503.0,51.0,42.0,76.0,529.0,529.0,526.0
0,481.0,496.0,461.0,513.0,513.0,513.0,485.0,485.0,485.0,485.0,485.0,481.0,481.0,529.0,529.0,529.0,529.0,518.0,518.0,518.0,518.0,518.0,498.0,496.0,496.0,496.0,514.0,514.0,514.0,514.0,514.0,524.0,524.0,526.0,526.0,526.0,526.0,529.0,529.0,529.0,529.0,529.0,527.0,502.0,502.0,502.0,463.0,463.0,463.0,463.0,463.0,461.0,461.0,479.0,479.0,479.0,479.0,503.0,503.0,503.0,503.0,503.0,511.0,504.46666666666664,508.1333333333333,503.1333333333333,498.0,527.0,511.0,51.0,42.0,76.0,529.0,529.0,511.0
0,481.0,514.0,461.0,485.0,485.0,485.0,485.0,481.0,481.0,529.0,529.0,529.0,529.0,518.0,518.0,518.0,518.0,518.0,498.0,498.0,498.0,516.0,516.0,514.0,514.0,514.0,514.0,524.0,524.0,526.0,526.0,526.0,526.0,529.0,529.0,529.0,529.0,529.0,527.0,527.0,527.0,526.0,526.0,463.0,463.0,463.0,463.0,461.0,461.0,479.0,479.0,479.0,479.0,503.0,503.0,503.0,503.0,503.0,511.0,511.0,511.0,514.0,514.0,506.2888888888889,508.97777777777776,503.5777777777778,516.0,526.0,514.0,51.0,42.0,76.0,529.0,529.0,514.0
0,481.0,523.0,461.0,481.0,481.0,529.0,529.0,529.0,529.0,518.0,518.0,518.0,518.0,518.0,498.0,498.0,498.0,516.0,516.0,516.0,516.0,540.0,540.0,524.0,524.0,526.0,526.0,526.0,526.0,529.0,529.0,529.0,529.0,529.0,527.0,527.0,527.0,526.0,526.0,526.0,526.0,523.0,523.0,461.0,461.0,479.0,479.0,479.0,479.0,503.0,503.0,503.0,503.0,503.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,529.0,529.0,508.02222222222224,509.8666666666667,503.93333333333334,540.0,523.0,529.0,59.0,42.0,76.0,540.0,529.0,529.0
0,498.0,520.0,479.0,529.0,529.0,518.0,518.0,518.0,518.0,518.0,498.0,498.0,498.0,516.0,516.0,516.0,516.0,540.0,540.0,540.0,540.0,501.0,501.0,526.0,526.0,529.0,529.0,529.0,529.0,529.0,527.0,527.0,527.0,526.0,526.0,526.0,526.0,523.0,523.0,523.0,523.0,520.0,520.0,479.0,479.0,503.0,503.0,503.0,503.0,503.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,529.0,529.0,529.0,529.0,555.0,555.0,509.0,511.8222222222222,506.73333333333335,501.0,520.0,555.0,59.0,42.0,94.0,540.0,529.0,555.0
0,498.0,509.0,503.0,518.0,518.0,518.0,498.0,498.0,498.0,516.0,516.0,516.0,516.0,540.0,540.0,540.0,540.0,501.0,501.0,501.0,501.0,511.0,511.0,529.0,529.0,529.0,527.0,527.0,527.0,526.0,526.0,526.0,526.0,523.0,523.0,523.0,523.0,520.0,520.0,520.0,520.0,509.0,509.0,503.0,503.0,503.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,529.0,529.0,529.0,529.0,555.0,555.0,555.0,555.0,566.0,566.0,506.68888888888887,514.0,510.77777777777777,511.0,509.0,566.0,59.0,42.0,105.0,540.0,529.0,566.0
0,498.0,509.0,503.0,518.0,498.0,498.0,498.0,516.0,516.0,516.0,516.0,540.0,540.0,540.0,540.0,501.0,501.0,501.0,501.0,511.0,511.0,511.0,509.0,529.0,527.0,527.0,527.0,526.0,526.0,526.0,526.0,523.0,523.0,523.0,523.0,520.0,520.0,520.0,520.0,509.0,509.0,509.0,509.0,503.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,529.0,529.0,529.0,529.0,555.0,555.0,555.0,555.0,566.0,566.0,566.0,564.0,507.93333333333334,514.8888888888889,512.0222222222222,509.0,509.0,564.0,59.0,42.0,105.0,540.0,529.0,566.0
0,501.0,509.0,514.0,516.0,516.0,516.0,540.0,540.0,540.0,540.0,501.0,501.0,501.0,501.0,511.0,511.0,511.0,509.0,509.0,509.0,509.0,509.0,545.0,526.0,526.0,526.0,523.0,523.0,523.0,523.0,520.0,520.0,520.0,520.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,514.0,514.0,514.0,529.0,529.0,529.0,529.0,555.0,555.0,555.0,555.0,566.0,566.0,566.0,564.0,564.0,564.0,564.0,564.0,555.0,510.8,517.2444444444444,515.5555555555555,545.0,509.0,555.0,64.0,42.0,105.0,545.0,526.0,566.0
0,501.0,509.0,529.0,540.0,540.0,540.0,540.0,501.0,501.0,501.0,501.0,511.0,511.0,511.0,509.0,509.0,509.0,509.0,509.0,545.0,545.0,545.0,545.0,523.0,523.0,523.0,523.0,520.0,520.0,520.0,520.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,529.0,529.0,529.0,529.0,555.0,555.0,555.0,555.0,566.0,566.0,566.0,564.0,564.0,564.0,564.0,564.0,555.0,555.0,555.0,555.0,513.3111111111111,518.3111111111111,518.5555555555555,545.0,509.0,555.0,64.0,33.0,105.0,545.0,523.0,566.0
0,482.0,506.0,513.0,540.0,501.0,501.0,501.0,501.0,511.0,511.0,511.0,509.0,509.0,509.0,509.0,509.0,545.0,545.0,545.0,545.0,506.0,482.0,482.0,523.0,520.0,520.0,520.0,520.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,511.0,506.0,506.0,529.0,555.0,555.0,555.0,555.0,566.0,566.0,566.0,564.0,564.0,564.0,564.0,564.0,555.0,555.0,555.0,555.0,529.0,513.0,513.0,512.4,518.6888888888889,520.5111111111111,482.0,506.0,513.0,64.0,23.0,105.0,545.0,523.0,566.0
0,482.0,503.0,496.0,501.0,501.0,511.0,511.0,511.0,509.0,509.0,509.0,509.0,509.0,545.0,545.0,545.0,545.0,506.0,482.0,482.0,482.0,493.0,493.0,520.0,520.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,511.0,506.0,506.0,506.0,503.0,503.0,555.0,555.0,566.0,566.0,566.0,564.0,564.0,564.0,564.0,564.0,555.0,555.0,555.0,555.0,529.0,513.0,513.0,513.0,496.0,496.0,512.6888888888889,518.0222222222222,523.0888888888888,493.0,503.0,496.0,64.0,26.0,105.0,545.0,520.0,566.0
0,482.0,503.0,459.0,511.0,511.0,509.0,509.0,509.0,509.0,509.0,545.0,545.0,545.0,545.0,506.0,482.0,482.0,482.0,493.0,493.0,493.0,504.0,504.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,511.0,506.0,506.0,506.0,503.0,503.0,503.0,507.0,507.0,566.0,566.0,564.0,564.0,564.0,564.0,564.0,555.0,555.0,555.0,555.0,529.0,513.0,513.0,513.0,496.0,496.0,496.0,459.0,459.0,513.8888888888889,517.0222222222222,523.7333333333333,504.0,507.0,459.0,63.0,26.0,107.0,545.0,511.0,566.0
0,482.0,503.0,442.0,509.0,509.0,509.0,545.0,545.0,545.0,545.0,506.0,482.0,482.0,482.0,493.0,493.0,493.0,504.0,504.0,504.0,504.0,520.0,520.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,511.0,506.0,506.0,506.0,503.0,503.0,503.0,507.0,507.0,507.0,507.0,510.0,510.0,564.0,564.0,564.0,555.0,555.0,555.0,555.0,529.0,513.0,513.0,513.0,496.0,496.0,496.0,459.0,459.0,459.0,459.0,442.0,442.0,512.3777777777777,515.4666666666667,521.2,520.0,510.0,442.0,63.0,26.0,124.0,545.0,511.0,564.0
0,482.0,503.0,442.0,545.0,545.0,545.0,545.0,506.0,482.0,482.0,482.0,493.0,493.0,493.0,504.0,504.0,504.0,504.0,520.0,520.0,520.0,512.0,512.0,509.0,509.0,509.0,509.0,511.0,506.0,506.0,506.0,503.0,503.0,503.0,507.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,510.0,555.0,555.0,555.0,555.0,529.0,513.0,513.0,513.0,496.0,496.0,496.0,459.0,459.0,459.0,459.0,442.0,442.0,442.0,449.0,449.0,512.1555555555556,514.2,517.4444444444445,512.0,510.0,449.0,63.0,26.0,124.0,545.0,511.0,555.0
0,482.0,501.0,442.0,506.0,482.0,482.0,482.0,493.0,493.0,493.0,504.0,504.0,504.0,504.0,520.0,520.0,520.0,512.0,512.0,512.0,512.0,523.0,523.0,511.0,506.0,506.0,506.0,503.0,503.0,503.0,507.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,501.0,501.0,529.0,513.0,513.0,513.0,496.0,496.0,496.0,459.0,459.0,459.0,459.0,442.0,442.0,442.0,449.0,449.0,449.0,449.0,469.0,469.0,513.0,512.2,513.1777777777778,523.0,501.0,469.0,63.0,26.0,124.0,523.0,511.0,529.0
0,489.0,497.0,442.0,493.0,493.0,493.0,504.0,504.0,504.0,504.0,520.0,520.0,520.0,512.0,512.0,512.0,512.0,523.0,523.0,523.0,523.0,489.0,489.0,503.0,503.0,503.0,507.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,501.0,501.0,501.0,501.0,497.0,497.0,496.0,496.0,496.0,459.0,459.0,459.0,459.0,442.0,442.0,442.0,449.0,449.0,449.0,449.0,469.0,469.0,469.0,469.0,493.0,493.0,512.5111111111111,509.77777777777777,510.31111111111113,489.0,497.0,493.0,63.0,29.0,124.0,523.0,510.0,496.0
0,489.0,497.0,442.0,504.0,504.0,504.0,504.0,520.0,520.0,520.0,512.0,512.0,512.0,512.0,523.0,523.0,523.0,523.0,489.0,489.0,489.0,496.0,496.0,507.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,501.0,501.0,501.0,501.0,497.0,497.0,497.0,510.0,510.0,459.0,459.0,459.0,459.0,442.0,442.0,442.0,449.0,449.0,449.0,449.0,469.0,469.0,469.0,469.0,493.0,493.0,493.0,500.0,500.0,509.9555555555556,508.55555555555554,508.55555555555554,496.0,510.0,500.0,63.0,26.0,124.0,523.0,510.0,500.0
0,479.0,491.0,442.0,520.0,520.0,520.0,512.0,512.0,512.0,512.0,523.0,523.0,523.0,523.0,489.0,489.0,489.0,496.0,496.0,496.0,496.0,479.0,479.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,501.0,501.0,501.0,501.0,497.0,497.0,497.0,510.0,510.0,510.0,510.0,491.0,491.0,442.0,442.0,442.0,449.0,449.0,449.0,449.0,469.0,469.0,469.0,469.0,493.0,493.0,493.0,500.0,500.0,500.0,500.0,461.0,461.0,507.02222222222224,506.68888888888887,503.0888888888889,479.0,491.0,461.0,66.0,29.0,124.0,523.0,510.0,500.0
