,emg_0,emg_1,emg_2,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_min_0,emg_min_1,emg_min_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_med_0,emg_med_1,emg_med_2,emg_max_0,emg_max_1,emg_max_2
0,506.0,525.0,520.0,44.0,32.0,45.0,495.0,502.0,477.0,509.0,509.0,509.0,512.0,512.0,512.0,511.0,511.0,511.0,511.0,495.0,495.0,495.0,518.0,518.0,518.0,518.0,518.0,506.0,506.0,503.0,503.0,503.0,502.0,502.0,502.0,509.0,509.0,509.0,509.0,510.0,510.0,510.0,520.0,520.0,520.0,520.0,520.0,525.0,525.0,477.0,477.0,477.0,481.0,481.0,481.0,489.0,489.0,489.0,489.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,520.0,520.0,506.06666666666666,504.7111111111111,487.77777777777777,518.0,525.0,520.0
0,524.0,528.0,535.0,44.0,35.0,60.0,495.0,502.0,481.0,512.0,512.0,511.0,511.0,511.0,511.0,495.0,495.0,495.0,518.0,518.0,518.0,518.0,518.0,506.0,506.0,506.0,506.0,506.0,524.0,502.0,502.0,509.0,509.0,509.0,509.0,510.0,510.0,510.0,520.0,520.0,520.0,520.0,520.0,525.0,525.0,525.0,525.0,525.0,528.0,481.0,481.0,489.0,489.0,489.0,489.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,520.0,520.0,520.0,520.0,520.0,535.0,506.97777777777776,507.02222222222224,490.44444444444446,524.0,528.0,535.0
0,503.0,522.0,546.0,44.0,35.0,71.0,495.0,509.0,489.0,511.0,511.0,495.0,495.0,495.0,518.0,518.0,518.0,518.0,518.0,506.0,506.0,506.0,506.0,506.0,524.0,524.0,524.0,503.0,503.0,509.0,509.0,510.0,510.0,510.0,520.0,520.0,520.0,520.0,520.0,525.0,525.0,525.0,525.0,525.0,528.0,528.0,528.0,522.0,522.0,489.0,489.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,520.0,520.0,520.0,520.0,520.0,535.0,535.0,535.0,546.0,546.0,509.1777777777778,509.1777777777778,495.6222222222222,524.0,528.0,546.0
0,507.0,519.0,549.0,29.0,35.0,73.0,503.0,519.0,512.0,518.0,518.0,518.0,518.0,518.0,506.0,506.0,506.0,506.0,506.0,524.0,524.0,524.0,503.0,503.0,503.0,503.0,507.0,507.0,507.0,520.0,520.0,520.0,520.0,520.0,525.0,525.0,525.0,525.0,525.0,528.0,528.0,528.0,522.0,522.0,522.0,522.0,519.0,519.0,519.0,512.0,512.0,512.0,512.0,512.0,520.0,520.0,520.0,520.0,520.0,535.0,535.0,535.0,546.0,546.0,546.0,546.0,549.0,549.0,549.0,507.4222222222222,511.4,503.6,524.0,528.0,549.0
0,514.0,519.0,554.0,29.0,31.0,78.0,503.0,519.0,512.0,518.0,506.0,506.0,506.0,506.0,506.0,524.0,524.0,524.0,503.0,503.0,503.0,503.0,507.0,507.0,507.0,507.0,507.0,507.0,514.0,520.0,525.0,525.0,525.0,525.0,525.0,528.0,528.0,528.0,522.0,522.0,522.0,522.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,512.0,520.0,520.0,520.0,520.0,520.0,535.0,535.0,535.0,546.0,546.0,546.0,546.0,549.0,549.0,549.0,549.0,549.0,549.0,554.0,508.3333333333333,513.6222222222223,510.06666666666666,524.0,528.0,554.0
0,511.0,512.0,552.0,29.0,26.0,77.0,503.0,512.0,535.0,524.0,524.0,524.0,503.0,503.0,503.0,503.0,507.0,507.0,507.0,507.0,507.0,507.0,514.0,514.0,514.0,514.0,514.0,511.0,511.0,528.0,528.0,528.0,522.0,522.0,522.0,522.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,512.0,512.0,535.0,535.0,535.0,546.0,546.0,546.0,546.0,549.0,549.0,549.0,549.0,549.0,549.0,554.0,554.0,554.0,554.0,554.0,552.0,552.0,509.73333333333335,515.9111111111112,520.2444444444444,524.0,528.0,554.0
0,570.0,504.0,564.0,75.0,26.0,87.0,503.0,504.0,546.0,503.0,503.0,503.0,507.0,507.0,507.0,507.0,507.0,507.0,514.0,514.0,514.0,514.0,514.0,511.0,511.0,511.0,511.0,511.0,570.0,522.0,522.0,522.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,512.0,512.0,512.0,512.0,512.0,504.0,546.0,546.0,546.0,549.0,549.0,549.0,549.0,549.0,549.0,554.0,554.0,554.0,554.0,554.0,552.0,552.0,552.0,552.0,552.0,564.0,511.44444444444446,516.5555555555555,527.1555555555556,570.0,522.0,564.0
0,504.0,502.0,574.0,75.0,26.0,85.0,504.0,502.0,549.0,507.0,507.0,507.0,514.0,514.0,514.0,514.0,514.0,511.0,511.0,511.0,511.0,511.0,570.0,570.0,570.0,570.0,570.0,504.0,504.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,512.0,512.0,512.0,512.0,512.0,504.0,504.0,504.0,504.0,504.0,502.0,502.0,549.0,549.0,549.0,554.0,554.0,554.0,554.0,554.0,552.0,552.0,552.0,552.0,552.0,564.0,564.0,564.0,564.0,564.0,574.0,574.0,516.3555555555556,516.4,538.4,570.0,519.0,574.0
0,502.0,498.0,584.0,68.0,30.0,72.0,502.0,498.0,552.0,514.0,514.0,514.0,511.0,511.0,511.0,511.0,511.0,570.0,570.0,570.0,570.0,570.0,504.0,504.0,504.0,504.0,504.0,502.0,502.0,519.0,519.0,519.0,512.0,512.0,512.0,512.0,512.0,504.0,504.0,504.0,504.0,504.0,502.0,502.0,502.0,502.0,502.0,498.0,498.0,554.0,554.0,554.0,552.0,552.0,552.0,552.0,552.0,564.0,564.0,564.0,564.0,564.0,574.0,574.0,574.0,574.0,574.0,584.0,584.0,516.5555555555555,515.3777777777777,547.3555555555556,570.0,519.0,584.0
0,502.0,498.0,584.0,68.0,30.0,72.0,502.0,498.0,552.0,514.0,514.0,511.0,511.0,511.0,511.0,511.0,570.0,570.0,570.0,570.0,570.0,504.0,504.0,504.0,504.0,504.0,502.0,502.0,502.0,519.0,519.0,512.0,512.0,512.0,512.0,512.0,504.0,504.0,504.0,504.0,504.0,502.0,502.0,502.0,502.0,502.0,498.0,498.0,498.0,554.0,554.0,552.0,552.0,552.0,552.0,552.0,564.0,564.0,564.0,564.0,564.0,574.0,574.0,574.0,574.0,574.0,584.0,584.0,584.0,516.2,514.8888888888889,548.9555555555555,570.0,519.0,584.0
0,513.0,498.0,609.0,68.0,30.0,100.0,502.0,498.0,552.0,511.0,570.0,570.0,570.0,570.0,570.0,504.0,504.0,504.0,504.0,504.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,513.0,513.0,512.0,504.0,504.0,504.0,504.0,504.0,502.0,502.0,502.0,502.0,502.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,552.0,564.0,564.0,564.0,564.0,564.0,574.0,574.0,574.0,574.0,574.0,584.0,584.0,584.0,620.0,620.0,620.0,620.0,609.0,609.0,515.0888888888888,511.73333333333335,562.5111111111111,570.0,512.0,620.0
0,504.0,491.0,599.0,68.0,37.0,85.0,502.0,491.0,564.0,570.0,570.0,504.0,504.0,504.0,504.0,504.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,513.0,513.0,513.0,513.0,513.0,504.0,504.0,504.0,502.0,502.0,502.0,502.0,502.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,491.0,564.0,564.0,574.0,574.0,574.0,574.0,574.0,584.0,584.0,584.0,620.0,620.0,620.0,620.0,609.0,609.0,609.0,609.0,609.0,599.0,515.1111111111111,509.1111111111111,569.8666666666667,570.0,504.0,620.0
0,523.0,497.0,558.0,68.0,31.0,74.0,502.0,491.0,558.0,504.0,504.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,513.0,513.0,513.0,513.0,504.0,504.0,504.0,504.0,523.0,523.0,523.0,502.0,502.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,491.0,491.0,491.0,491.0,497.0,497.0,497.0,574.0,574.0,584.0,584.0,584.0,620.0,620.0,620.0,620.0,609.0,609.0,609.0,609.0,599.0,599.0,599.0,599.0,558.0,558.0,558.0,515.1333333333333,505.6666666666667,574.4222222222222,523.0,502.0,620.0
0,498.0,496.0,621.0,72.0,28.0,72.0,498.0,491.0,558.0,502.0,502.0,502.0,502.0,513.0,513.0,513.0,513.0,513.0,504.0,504.0,504.0,504.0,523.0,523.0,523.0,523.0,523.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,491.0,491.0,491.0,491.0,497.0,497.0,497.0,497.0,497.0,496.0,496.0,620.0,620.0,620.0,620.0,609.0,609.0,609.0,609.0,609.0,599.0,599.0,599.0,599.0,558.0,558.0,558.0,558.0,558.0,621.0,621.0,515.8888888888889,503.1111111111111,578.2888888888889,523.0,498.0,621.0
0,505.0,503.0,780.0,72.0,28.0,228.0,498.0,491.0,558.0,513.0,513.0,513.0,513.0,504.0,504.0,504.0,504.0,523.0,523.0,523.0,523.0,523.0,498.0,498.0,498.0,498.0,498.0,505.0,505.0,498.0,498.0,498.0,498.0,491.0,491.0,491.0,491.0,497.0,497.0,497.0,497.0,497.0,496.0,496.0,496.0,496.0,496.0,503.0,503.0,609.0,609.0,609.0,609.0,599.0,599.0,599.0,599.0,558.0,558.0,558.0,558.0,558.0,621.0,621.0,621.0,621.0,621.0,780.0,780.0,514.7333333333333,500.8666666666667,593.0222222222222,523.0,503.0,780.0
0,496.0,507.0,616.0,74.0,21.0,228.0,496.0,491.0,558.0,513.0,504.0,504.0,504.0,504.0,523.0,523.0,523.0,523.0,523.0,498.0,498.0,498.0,498.0,498.0,505.0,505.0,505.0,496.0,496.0,498.0,491.0,491.0,491.0,491.0,497.0,497.0,497.0,497.0,497.0,496.0,496.0,496.0,496.0,496.0,503.0,503.0,503.0,507.0,507.0,609.0,599.0,599.0,599.0,599.0,558.0,558.0,558.0,558.0,558.0,621.0,621.0,621.0,621.0,621.0,780.0,780.0,780.0,616.0,616.0,513.8,500.1333333333333,600.8444444444444,523.0,507.0,780.0
0,505.0,503.0,582.0,74.0,16.0,222.0,496.0,491.0,558.0,504.0,523.0,523.0,523.0,523.0,523.0,498.0,498.0,498.0,498.0,498.0,505.0,505.0,505.0,496.0,496.0,496.0,496.0,496.0,505.0,491.0,497.0,497.0,497.0,497.0,497.0,496.0,496.0,496.0,496.0,496.0,503.0,503.0,503.0,507.0,507.0,507.0,507.0,507.0,503.0,599.0,558.0,558.0,558.0,558.0,558.0,621.0,621.0,621.0,621.0,621.0,780.0,780.0,780.0,616.0,616.0,616.0,616.0,616.0,582.0,512.6666666666666,499.6,605.7777777777778,523.0,507.0,780.0
0,509.0,495.0,453.0,27.0,16.0,327.0,496.0,495.0,453.0,523.0,498.0,498.0,498.0,498.0,498.0,505.0,505.0,505.0,496.0,496.0,496.0,496.0,496.0,505.0,505.0,505.0,505.0,505.0,509.0,497.0,496.0,496.0,496.0,496.0,496.0,503.0,503.0,503.0,507.0,507.0,507.0,507.0,507.0,503.0,503.0,503.0,503.0,503.0,495.0,558.0,621.0,621.0,621.0,621.0,621.0,780.0,780.0,780.0,616.0,616.0,616.0,616.0,616.0,582.0,582.0,582.0,582.0,582.0,453.0,505.53333333333336,499.31111111111113,604.9111111111112,523.0,507.0,780.0
0,509.0,495.0,453.0,27.0,16.0,327.0,496.0,495.0,453.0,498.0,505.0,505.0,505.0,496.0,496.0,496.0,496.0,496.0,505.0,505.0,505.0,505.0,505.0,509.0,509.0,509.0,509.0,509.0,509.0,496.0,503.0,503.0,503.0,507.0,507.0,507.0,507.0,507.0,503.0,503.0,503.0,503.0,503.0,495.0,495.0,495.0,495.0,495.0,495.0,621.0,780.0,780.0,780.0,616.0,616.0,616.0,616.0,616.0,582.0,582.0,582.0,582.0,582.0,453.0,453.0,453.0,453.0,453.0,453.0,506.0888888888889,498.53333333333336,591.4666666666667,509.0,507.0,780.0
0,518.0,510.0,333.0,27.0,19.0,447.0,496.0,495.0,333.0,496.0,496.0,496.0,496.0,505.0,505.0,505.0,505.0,505.0,509.0,509.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,518.0,518.0,507.0,507.0,507.0,507.0,503.0,503.0,503.0,503.0,503.0,495.0,495.0,495.0,495.0,495.0,495.0,500.0,500.0,500.0,510.0,510.0,616.0,616.0,616.0,616.0,582.0,582.0,582.0,582.0,582.0,453.0,453.0,453.0,453.0,453.0,453.0,394.0,394.0,394.0,333.0,333.0,507.1333333333333,499.2,566.0444444444445,518.0,510.0,616.0
0,508.0,522.0,401.0,27.0,31.0,447.0,505.0,495.0,333.0,505.0,505.0,505.0,505.0,505.0,509.0,509.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,518.0,518.0,518.0,518.0,508.0,508.0,503.0,503.0,503.0,503.0,503.0,495.0,495.0,495.0,495.0,495.0,495.0,500.0,500.0,500.0,510.0,510.0,510.0,510.0,522.0,522.0,582.0,582.0,582.0,582.0,582.0,453.0,453.0,453.0,453.0,453.0,453.0,394.0,394.0,394.0,333.0,333.0,333.0,333.0,401.0,401.0,507.6222222222222,500.8,544.0444444444445,518.0,522.0,582.0
0,516.0,524.0,452.0,27.0,33.0,447.0,505.0,495.0,333.0,505.0,509.0,509.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,518.0,518.0,518.0,518.0,508.0,508.0,508.0,508.0,516.0,516.0,503.0,495.0,495.0,495.0,495.0,495.0,495.0,500.0,500.0,500.0,510.0,510.0,510.0,510.0,522.0,522.0,522.0,522.0,524.0,524.0,582.0,453.0,453.0,453.0,453.0,453.0,453.0,394.0,394.0,394.0,333.0,333.0,333.0,333.0,401.0,401.0,401.0,401.0,452.0,452.0,507.73333333333335,503.1777777777778,528.0444444444445,518.0,524.0,582.0
0,499.0,535.0,468.0,27.0,40.0,447.0,499.0,495.0,333.0,509.0,509.0,509.0,507.0,507.0,507.0,518.0,518.0,518.0,518.0,508.0,508.0,508.0,508.0,516.0,516.0,516.0,516.0,499.0,499.0,495.0,495.0,495.0,500.0,500.0,500.0,510.0,510.0,510.0,510.0,522.0,522.0,522.0,522.0,524.0,524.0,524.0,524.0,535.0,535.0,453.0,453.0,453.0,394.0,394.0,394.0,333.0,333.0,333.0,333.0,401.0,401.0,401.0,401.0,452.0,452.0,452.0,452.0,468.0,468.0,507.6222222222222,506.46666666666664,516.6,518.0,535.0,468.0
0,511.0,530.0,484.0,22.0,40.0,447.0,499.0,500.0,333.0,507.0,507.0,518.0,518.0,518.0,518.0,508.0,508.0,508.0,508.0,516.0,516.0,516.0,516.0,499.0,499.0,499.0,499.0,511.0,511.0,500.0,500.0,510.0,510.0,510.0,510.0,522.0,522.0,522.0,522.0,524.0,524.0,524.0,524.0,535.0,535.0,535.0,535.0,530.0,530.0,394.0,394.0,333.0,333.0,333.0,333.0,401.0,401.0,401.0,401.0,452.0,452.0,452.0,452.0,468.0,468.0,468.0,468.0,484.0,484.0,506.02222222222224,509.6222222222222,509.31111111111113,518.0,535.0,484.0
0,509.0,516.0,481.0,22.0,40.0,447.0,499.0,510.0,333.0,518.0,518.0,508.0,508.0,508.0,508.0,516.0,516.0,516.0,516.0,499.0,499.0,499.0,499.0,511.0,511.0,511.0,511.0,509.0,509.0,510.0,510.0,522.0,522.0,522.0,522.0,524.0,524.0,524.0,524.0,535.0,535.0,535.0,535.0,530.0,530.0,530.0,530.0,516.0,516.0,333.0,333.0,401.0,401.0,401.0,401.0,452.0,452.0,452.0,452.0,468.0,468.0,468.0,468.0,484.0,484.0,484.0,484.0,481.0,481.0,507.0888888888889,512.0222222222222,497.0,518.0,535.0,484.0
0,512.0,507.0,496.0,22.0,40.0,447.0,499.0,507.0,401.0,508.0,508.0,508.0,516.0,516.0,516.0,516.0,499.0,499.0,499.0,499.0,511.0,511.0,511.0,511.0,509.0,509.0,509.0,512.0,512.0,522.0,522.0,522.0,524.0,524.0,524.0,524.0,535.0,535.0,535.0,535.0,530.0,530.0,530.0,530.0,516.0,516.0,516.0,507.0,507.0,401.0,401.0,401.0,452.0,452.0,452.0,452.0,468.0,468.0,468.0,468.0,484.0,484.0,484.0,484.0,481.0,481.0,481.0,496.0,496.0,507.64444444444445,512.6444444444444,481.26666666666665,516.0,535.0,496.0
0,519.0,507.0,496.0,23.0,40.0,283.0,499.0,507.0,452.0,516.0,516.0,516.0,499.0,499.0,499.0,499.0,511.0,511.0,511.0,511.0,509.0,509.0,509.0,512.0,512.0,512.0,512.0,519.0,519.0,524.0,524.0,524.0,535.0,535.0,535.0,535.0,530.0,530.0,530.0,530.0,516.0,516.0,516.0,507.0,507.0,507.0,507.0,507.0,507.0,452.0,452.0,452.0,468.0,468.0,468.0,468.0,484.0,484.0,484.0,484.0,481.0,481.0,481.0,496.0,496.0,496.0,496.0,496.0,496.0,509.1777777777778,512.7333333333333,466.9555555555556,519.0,535.0,496.0
0,501.0,510.0,498.0,20.0,40.0,249.0,499.0,507.0,468.0,499.0,499.0,499.0,511.0,511.0,511.0,511.0,509.0,509.0,509.0,512.0,512.0,512.0,512.0,519.0,519.0,519.0,519.0,501.0,501.0,535.0,535.0,535.0,530.0,530.0,530.0,530.0,516.0,516.0,516.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,510.0,510.0,468.0,468.0,468.0,484.0,484.0,484.0,484.0,481.0,481.0,481.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,498.0,498.0,510.02222222222224,513.0444444444445,457.8888888888889,519.0,535.0,498.0
0,498.0,508.0,479.0,21.0,40.0,165.0,498.0,507.0,479.0,511.0,511.0,511.0,509.0,509.0,509.0,512.0,512.0,512.0,512.0,519.0,519.0,519.0,519.0,501.0,501.0,501.0,501.0,498.0,498.0,530.0,530.0,530.0,516.0,516.0,516.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,508.0,508.0,484.0,484.0,484.0,481.0,481.0,481.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,498.0,498.0,498.0,498.0,479.0,479.0,509.44444444444446,513.7555555555556,452.44444444444446,519.0,530.0,498.0
0,504.0,508.0,455.0,21.0,40.0,165.0,498.0,507.0,455.0,509.0,509.0,512.0,512.0,512.0,512.0,519.0,519.0,519.0,519.0,501.0,501.0,501.0,501.0,498.0,498.0,498.0,498.0,504.0,504.0,516.0,516.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,508.0,508.0,481.0,481.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,498.0,498.0,498.0,498.0,479.0,479.0,479.0,479.0,455.0,455.0,508.73333333333335,514.9111111111112,453.68888888888887,519.0,516.0,498.0
0,505.0,507.0,432.0,21.0,28.0,165.0,498.0,507.0,432.0,512.0,512.0,519.0,519.0,519.0,519.0,501.0,501.0,501.0,501.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,505.0,505.0,507.0,507.0,507.0,507.0,507.0,507.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,507.0,507.0,496.0,496.0,496.0,496.0,496.0,496.0,498.0,498.0,498.0,498.0,479.0,479.0,479.0,479.0,455.0,455.0,455.0,455.0,432.0,432.0,508.46666666666664,515.6888888888889,456.77777777777777,519.0,510.0,498.0
0,500.0,501.0,447.0,21.0,34.0,97.0,498.0,501.0,432.0,519.0,519.0,501.0,501.0,501.0,501.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,505.0,505.0,505.0,505.0,500.0,500.0,507.0,507.0,510.0,510.0,510.0,510.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,501.0,501.0,496.0,496.0,498.0,498.0,498.0,498.0,479.0,479.0,479.0,479.0,455.0,455.0,455.0,455.0,432.0,432.0,432.0,432.0,447.0,447.0,507.0888888888889,515.1555555555556,466.24444444444447,519.0,510.0,498.0
0,500.0,512.0,474.0,21.0,34.0,66.0,498.0,501.0,432.0,501.0,501.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,505.0,505.0,505.0,505.0,500.0,500.0,500.0,500.0,500.0,500.0,510.0,510.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,512.0,512.0,498.0,498.0,479.0,479.0,479.0,479.0,455.0,455.0,455.0,455.0,432.0,432.0,432.0,432.0,447.0,447.0,447.0,447.0,474.0,474.0,506.3777777777778,513.7777777777778,471.53333333333336,505.0,512.0,498.0
0,498.0,520.0,494.0,21.0,34.0,66.0,498.0,501.0,432.0,498.0,504.0,504.0,504.0,504.0,505.0,505.0,505.0,505.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,498.0,498.0,508.0,508.0,508.0,508.0,508.0,507.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,512.0,512.0,512.0,512.0,512.0,520.0,520.0,479.0,455.0,455.0,455.0,455.0,432.0,432.0,432.0,432.0,447.0,447.0,447.0,447.0,474.0,474.0,474.0,474.0,474.0,494.0,494.0,504.8888888888889,512.5555555555555,474.5111111111111,505.0,520.0,494.0
0,498.0,504.0,482.0,21.0,29.0,66.0,498.0,501.0,432.0,504.0,505.0,505.0,505.0,505.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,498.0,498.0,498.0,498.0,498.0,498.0,508.0,507.0,507.0,507.0,507.0,501.0,501.0,501.0,501.0,512.0,512.0,512.0,512.0,512.0,520.0,520.0,520.0,520.0,504.0,504.0,455.0,432.0,432.0,432.0,432.0,447.0,447.0,447.0,447.0,474.0,474.0,474.0,474.0,474.0,494.0,494.0,494.0,494.0,482.0,482.0,504.53333333333336,510.6222222222222,475.93333333333334,505.0,520.0,494.0
0,498.0,489.0,478.0,21.0,31.0,66.0,498.0,489.0,432.0,505.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,507.0,501.0,501.0,501.0,501.0,512.0,512.0,512.0,512.0,512.0,520.0,520.0,520.0,520.0,504.0,504.0,504.0,504.0,489.0,489.0,432.0,447.0,447.0,447.0,447.0,474.0,474.0,474.0,474.0,474.0,494.0,494.0,494.0,494.0,482.0,482.0,482.0,482.0,478.0,478.0,503.4222222222222,507.9555555555556,475.64444444444445,505.0,520.0,494.0
0,504.0,488.0,478.0,21.0,32.0,66.0,498.0,488.0,474.0,500.0,500.0,500.0,500.0,500.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,504.0,504.0,512.0,512.0,512.0,512.0,512.0,520.0,520.0,520.0,520.0,504.0,504.0,504.0,504.0,489.0,489.0,489.0,489.0,489.0,488.0,488.0,474.0,474.0,474.0,474.0,474.0,494.0,494.0,494.0,494.0,482.0,482.0,482.0,482.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,502.26666666666665,505.5111111111111,474.31111111111113,504.0,520.0,494.0
0,515.0,490.0,463.0,21.0,32.0,66.0,498.0,488.0,463.0,500.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,515.0,515.0,512.0,520.0,520.0,520.0,520.0,504.0,504.0,504.0,504.0,489.0,489.0,489.0,489.0,489.0,488.0,488.0,488.0,488.0,490.0,490.0,474.0,494.0,494.0,494.0,494.0,482.0,482.0,482.0,482.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,463.0,463.0,501.5777777777778,503.9111111111111,472.0444444444444,515.0,520.0,494.0
0,510.0,492.0,456.0,17.0,32.0,66.0,498.0,488.0,456.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,515.0,515.0,515.0,515.0,510.0,510.0,520.0,504.0,504.0,504.0,504.0,489.0,489.0,489.0,489.0,489.0,488.0,488.0,488.0,488.0,490.0,490.0,490.0,490.0,492.0,492.0,494.0,482.0,482.0,482.0,482.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,463.0,463.0,463.0,463.0,456.0,456.0,502.2,502.2888888888889,468.6666666666667,515.0,520.0,494.0
0,521.0,497.0,453.0,23.0,32.0,62.0,498.0,488.0,453.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,504.0,504.0,504.0,504.0,515.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,521.0,504.0,504.0,489.0,489.0,489.0,489.0,489.0,488.0,488.0,488.0,488.0,490.0,490.0,490.0,490.0,492.0,492.0,492.0,492.0,497.0,482.0,482.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,478.0,463.0,463.0,463.0,463.0,456.0,456.0,456.0,456.0,453.0,503.1777777777778,501.2888888888889,466.64444444444445,521.0,504.0,482.0
0,495.0,504.0,454.0,26.0,32.0,62.0,495.0,488.0,453.0,498.0,498.0,504.0,504.0,504.0,504.0,515.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,521.0,521.0,521.0,521.0,495.0,495.0,489.0,489.0,488.0,488.0,488.0,488.0,490.0,490.0,490.0,490.0,492.0,492.0,492.0,492.0,497.0,497.0,497.0,497.0,504.0,504.0,478.0,478.0,478.0,478.0,478.0,478.0,463.0,463.0,463.0,463.0,456.0,456.0,456.0,456.0,453.0,453.0,453.0,453.0,454.0,454.0,504.1777777777778,500.3777777777778,465.4,521.0,504.0,478.0
0,505.0,508.0,439.0,26.0,32.0,55.0,495.0,488.0,439.0,504.0,515.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,521.0,521.0,521.0,521.0,495.0,495.0,495.0,495.0,495.0,495.0,505.0,488.0,490.0,490.0,490.0,490.0,492.0,492.0,492.0,492.0,497.0,497.0,497.0,497.0,504.0,504.0,504.0,504.0,504.0,504.0,508.0,478.0,463.0,463.0,463.0,463.0,456.0,456.0,456.0,456.0,453.0,453.0,453.0,453.0,454.0,454.0,454.0,454.0,454.0,454.0,439.0,503.31111111111113,500.1111111111111,467.0,521.0,508.0,478.0
