,emg_0,emg_1,emg_2,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_min_0,emg_min_1,emg_min_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_med_0,emg_med_1,emg_med_2,emg_max_0,emg_max_1,emg_max_2
0,504.0,506.0,490.0,16.0,30.0,76.0,504.0,506.0,490.0,508.0,513.0,513.0,513.0,513.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,508.0,508.0,508.0,513.0,513.0,513.0,504.0,504.0,524.0,524.0,524.0,524.0,524.0,516.0,516.0,516.0,516.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,506.0,506.0,534.0,553.0,553.0,553.0,553.0,552.0,552.0,552.0,552.0,538.0,538.0,538.0,538.0,538.0,538.0,513.0,513.0,513.0,490.0,490.0,510.4222222222222,510.97777777777776,516.6444444444444,513.0,524.0,553.0
0,512.0,505.0,485.0,16.0,28.0,71.0,504.0,505.0,485.0,513.0,513.0,505.0,505.0,505.0,505.0,508.0,508.0,508.0,508.0,508.0,508.0,513.0,513.0,513.0,504.0,504.0,504.0,512.0,512.0,524.0,524.0,516.0,516.0,516.0,516.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,506.0,506.0,506.0,505.0,505.0,553.0,553.0,552.0,552.0,552.0,552.0,538.0,538.0,538.0,538.0,538.0,538.0,513.0,513.0,513.0,490.0,490.0,490.0,485.0,485.0,510.3777777777778,511.73333333333335,517.2888888888889,513.0,524.0,553.0
0,508.0,510.0,485.0,16.0,20.0,69.0,504.0,505.0,485.0,505.0,505.0,508.0,508.0,508.0,508.0,508.0,508.0,513.0,513.0,513.0,504.0,504.0,504.0,512.0,512.0,512.0,512.0,508.0,508.0,516.0,516.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,510.0,510.0,552.0,552.0,538.0,538.0,538.0,538.0,538.0,538.0,513.0,513.0,513.0,490.0,490.0,490.0,485.0,485.0,485.0,485.0,485.0,485.0,510.1111111111111,512.7555555555556,517.5555555555555,513.0,516.0,552.0
0,506.0,512.0,489.0,16.0,19.0,68.0,504.0,505.0,485.0,508.0,508.0,508.0,513.0,513.0,513.0,504.0,504.0,504.0,512.0,512.0,512.0,512.0,508.0,508.0,508.0,508.0,508.0,506.0,506.0,513.0,513.0,513.0,513.0,513.0,513.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,538.0,538.0,538.0,513.0,513.0,513.0,490.0,490.0,490.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,489.0,489.0,509.6666666666667,513.4444444444445,517.3333333333334,513.0,513.0,538.0
0,493.0,505.0,505.0,20.0,19.0,68.0,493.0,505.0,485.0,513.0,513.0,513.0,504.0,504.0,504.0,512.0,512.0,512.0,512.0,508.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,493.0,493.0,513.0,513.0,513.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,505.0,505.0,513.0,513.0,513.0,490.0,490.0,490.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,489.0,489.0,489.0,505.0,505.0,508.15555555555557,513.4666666666667,516.8444444444444,513.0,513.0,513.0
0,499.0,505.0,514.0,20.0,19.0,68.0,493.0,505.0,485.0,504.0,504.0,512.0,512.0,512.0,512.0,508.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,493.0,493.0,493.0,493.0,499.0,499.0,506.0,506.0,505.0,505.0,505.0,505.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,505.0,505.0,505.0,505.0,505.0,505.0,490.0,490.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,489.0,489.0,489.0,505.0,505.0,505.0,505.0,514.0,514.0,507.0,512.7111111111111,516.3555555555556,512.0,512.0,514.0
0,494.0,502.0,518.0,20.0,22.0,68.0,493.0,502.0,485.0,512.0,512.0,508.0,508.0,508.0,508.0,508.0,506.0,506.0,506.0,493.0,493.0,493.0,493.0,499.0,499.0,499.0,499.0,494.0,494.0,505.0,505.0,510.0,510.0,510.0,510.0,510.0,512.0,512.0,512.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,502.0,502.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,489.0,489.0,489.0,505.0,505.0,505.0,505.0,514.0,514.0,514.0,514.0,518.0,518.0,505.7111111111111,511.4888888888889,515.6222222222223,512.0,512.0,518.0
0,501.0,490.0,517.0,20.0,34.0,68.0,493.0,490.0,485.0,508.0,508.0,508.0,506.0,506.0,506.0,493.0,493.0,493.0,493.0,499.0,499.0,499.0,499.0,494.0,494.0,494.0,494.0,501.0,501.0,510.0,510.0,510.0,512.0,512.0,512.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,502.0,502.0,502.0,502.0,490.0,490.0,485.0,485.0,485.0,489.0,489.0,489.0,505.0,505.0,505.0,505.0,514.0,514.0,514.0,514.0,518.0,518.0,518.0,518.0,517.0,517.0,504.6666666666667,509.0,513.7333333333333,508.0,512.0,518.0
0,506.0,491.0,501.0,20.0,26.0,67.0,493.0,490.0,489.0,506.0,506.0,493.0,493.0,493.0,493.0,499.0,499.0,499.0,499.0,494.0,494.0,494.0,494.0,501.0,501.0,501.0,501.0,506.0,506.0,512.0,512.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,502.0,502.0,502.0,502.0,490.0,490.0,490.0,490.0,491.0,491.0,489.0,489.0,505.0,505.0,505.0,505.0,514.0,514.0,514.0,514.0,518.0,518.0,518.0,518.0,517.0,517.0,517.0,517.0,501.0,501.0,504.0,506.2,509.84444444444443,506.0,512.0,518.0
0,513.0,495.0,492.0,20.0,23.0,53.0,493.0,490.0,492.0,493.0,493.0,499.0,499.0,499.0,499.0,494.0,494.0,494.0,494.0,501.0,501.0,501.0,501.0,506.0,506.0,506.0,506.0,513.0,513.0,505.0,505.0,505.0,505.0,505.0,505.0,502.0,502.0,502.0,502.0,490.0,490.0,490.0,490.0,491.0,491.0,491.0,491.0,495.0,495.0,505.0,505.0,514.0,514.0,514.0,514.0,518.0,518.0,518.0,518.0,517.0,517.0,517.0,517.0,501.0,501.0,501.0,501.0,492.0,492.0,504.3333333333333,504.22222222222223,505.22222222222223,513.0,505.0,518.0
0,498.0,494.0,498.0,20.0,23.0,53.0,494.0,490.0,492.0,499.0,499.0,499.0,494.0,494.0,494.0,494.0,501.0,501.0,501.0,501.0,506.0,506.0,506.0,506.0,513.0,513.0,513.0,513.0,498.0,505.0,505.0,505.0,502.0,502.0,502.0,502.0,490.0,490.0,490.0,490.0,491.0,491.0,491.0,491.0,495.0,495.0,495.0,495.0,494.0,514.0,514.0,514.0,518.0,518.0,518.0,518.0,517.0,517.0,517.0,517.0,501.0,501.0,501.0,501.0,492.0,492.0,492.0,492.0,498.0,504.3333333333333,503.0,502.2888888888889,513.0,505.0,518.0
0,501.0,500.0,498.0,20.0,22.0,33.0,494.0,490.0,492.0,494.0,494.0,501.0,501.0,501.0,501.0,506.0,506.0,506.0,506.0,513.0,513.0,513.0,513.0,498.0,498.0,498.0,498.0,501.0,501.0,502.0,502.0,490.0,490.0,490.0,490.0,491.0,491.0,491.0,491.0,495.0,495.0,495.0,495.0,494.0,494.0,494.0,494.0,500.0,500.0,518.0,518.0,517.0,517.0,517.0,517.0,501.0,501.0,501.0,501.0,492.0,492.0,492.0,492.0,498.0,498.0,498.0,498.0,498.0,498.0,503.02222222222224,501.15555555555557,499.5111111111111,513.0,502.0,518.0
0,505.0,500.0,497.0,20.0,22.0,33.0,498.0,490.0,492.0,501.0,501.0,501.0,506.0,506.0,506.0,506.0,513.0,513.0,513.0,513.0,498.0,498.0,498.0,498.0,501.0,501.0,501.0,505.0,505.0,490.0,490.0,490.0,491.0,491.0,491.0,491.0,495.0,495.0,495.0,495.0,494.0,494.0,494.0,494.0,500.0,500.0,500.0,500.0,500.0,517.0,517.0,517.0,501.0,501.0,501.0,501.0,492.0,492.0,492.0,492.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,497.0,497.0,503.0,500.75555555555553,500.0,513.0,500.0,517.0
0,514.0,509.0,497.0,21.0,22.0,33.0,498.0,491.0,492.0,506.0,506.0,506.0,506.0,513.0,513.0,513.0,513.0,498.0,498.0,498.0,498.0,501.0,501.0,501.0,505.0,505.0,505.0,514.0,514.0,491.0,491.0,491.0,491.0,495.0,495.0,495.0,495.0,494.0,494.0,494.0,494.0,500.0,500.0,500.0,500.0,500.0,500.0,509.0,509.0,501.0,501.0,501.0,501.0,492.0,492.0,492.0,492.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,497.0,497.0,497.0,497.0,497.0,502.93333333333334,500.8222222222222,500.8,514.0,509.0,501.0
0,517.0,510.0,500.0,24.0,22.0,33.0,498.0,494.0,492.0,513.0,513.0,513.0,513.0,498.0,498.0,498.0,498.0,501.0,501.0,501.0,505.0,505.0,505.0,514.0,514.0,514.0,514.0,517.0,517.0,495.0,495.0,495.0,495.0,494.0,494.0,494.0,494.0,500.0,500.0,500.0,500.0,500.0,500.0,509.0,509.0,509.0,509.0,510.0,510.0,492.0,492.0,492.0,492.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,500.0,500.0,503.5111111111111,500.8888888888889,502.0,517.0,510.0,500.0
0,528.0,519.0,507.0,35.0,29.0,29.0,498.0,494.0,497.0,498.0,498.0,498.0,498.0,501.0,501.0,501.0,505.0,505.0,505.0,514.0,514.0,514.0,514.0,517.0,517.0,517.0,517.0,528.0,528.0,494.0,494.0,494.0,494.0,500.0,500.0,500.0,500.0,500.0,500.0,509.0,509.0,509.0,509.0,510.0,510.0,510.0,510.0,519.0,519.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,500.0,500.0,500.0,500.0,507.0,507.0,504.8888888888889,501.2,503.46666666666664,528.0,519.0,507.0
0,513.0,523.0,518.0,35.0,33.0,26.0,501.0,500.0,497.0,501.0,501.0,501.0,505.0,505.0,505.0,514.0,514.0,514.0,514.0,517.0,517.0,517.0,517.0,528.0,528.0,528.0,528.0,513.0,513.0,500.0,500.0,500.0,500.0,500.0,500.0,509.0,509.0,509.0,509.0,510.0,510.0,510.0,510.0,519.0,519.0,519.0,519.0,523.0,523.0,498.0,498.0,498.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,500.0,500.0,500.0,500.0,507.0,507.0,507.0,507.0,518.0,518.0,507.0444444444444,502.46666666666664,504.4888888888889,528.0,523.0,518.0
0,515.0,521.0,534.0,34.0,33.0,42.0,505.0,500.0,497.0,505.0,505.0,514.0,514.0,514.0,514.0,517.0,517.0,517.0,517.0,528.0,528.0,528.0,528.0,513.0,513.0,513.0,513.0,515.0,515.0,500.0,500.0,509.0,509.0,509.0,509.0,510.0,510.0,510.0,510.0,519.0,519.0,519.0,519.0,523.0,523.0,523.0,523.0,521.0,521.0,497.0,497.0,497.0,497.0,497.0,497.0,500.0,500.0,500.0,500.0,507.0,507.0,507.0,507.0,518.0,518.0,518.0,518.0,534.0,534.0,508.5111111111111,503.97777777777776,505.75555555555553,528.0,523.0,534.0
0,509.0,518.0,546.0,34.0,33.0,54.0,509.0,509.0,497.0,514.0,514.0,514.0,517.0,517.0,517.0,517.0,528.0,528.0,528.0,528.0,513.0,513.0,513.0,513.0,515.0,515.0,515.0,509.0,509.0,509.0,509.0,509.0,510.0,510.0,510.0,510.0,519.0,519.0,519.0,519.0,523.0,523.0,523.0,523.0,521.0,521.0,521.0,518.0,518.0,497.0,497.0,497.0,500.0,500.0,500.0,500.0,507.0,507.0,507.0,507.0,518.0,518.0,518.0,518.0,534.0,534.0,534.0,546.0,546.0,509.53333333333336,505.0444444444444,507.44444444444446,528.0,523.0,546.0
0,514.0,515.0,556.0,30.0,33.0,64.0,509.0,510.0,500.0,517.0,517.0,517.0,517.0,528.0,528.0,528.0,528.0,513.0,513.0,513.0,513.0,515.0,515.0,515.0,509.0,509.0,509.0,514.0,514.0,510.0,510.0,510.0,510.0,519.0,519.0,519.0,519.0,523.0,523.0,523.0,523.0,521.0,521.0,521.0,518.0,518.0,518.0,515.0,515.0,500.0,500.0,500.0,500.0,507.0,507.0,507.0,507.0,518.0,518.0,518.0,518.0,534.0,534.0,534.0,546.0,546.0,546.0,556.0,556.0,510.6,506.24444444444447,509.77777777777777,528.0,523.0,556.0
0,502.0,510.0,555.0,30.0,32.0,64.0,502.0,510.0,507.0,528.0,528.0,528.0,528.0,513.0,513.0,513.0,513.0,515.0,515.0,515.0,509.0,509.0,509.0,514.0,514.0,514.0,514.0,502.0,502.0,519.0,519.0,519.0,519.0,523.0,523.0,523.0,523.0,521.0,521.0,521.0,518.0,518.0,518.0,515.0,515.0,515.0,515.0,510.0,510.0,507.0,507.0,507.0,507.0,518.0,518.0,518.0,518.0,534.0,534.0,534.0,546.0,546.0,546.0,556.0,556.0,556.0,556.0,555.0,555.0,511.1111111111111,508.22222222222223,513.5555555555555,528.0,523.0,556.0
0,505.0,504.0,538.0,30.0,29.0,64.0,502.0,504.0,518.0,513.0,513.0,513.0,515.0,515.0,515.0,509.0,509.0,509.0,514.0,514.0,514.0,514.0,502.0,502.0,502.0,502.0,502.0,505.0,505.0,523.0,523.0,523.0,521.0,521.0,521.0,518.0,518.0,518.0,515.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,510.0,504.0,504.0,518.0,518.0,518.0,534.0,534.0,534.0,546.0,546.0,546.0,556.0,556.0,556.0,556.0,555.0,555.0,555.0,555.0,555.0,538.0,538.0,510.4888888888889,509.8888888888889,519.2,515.0,523.0,556.0
0,513.0,495.0,529.0,30.0,29.0,59.0,502.0,495.0,529.0,515.0,515.0,509.0,509.0,509.0,514.0,514.0,514.0,514.0,502.0,502.0,502.0,502.0,502.0,505.0,505.0,505.0,505.0,513.0,513.0,521.0,521.0,518.0,518.0,518.0,515.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,510.0,504.0,504.0,504.0,504.0,495.0,495.0,534.0,534.0,546.0,546.0,546.0,556.0,556.0,556.0,556.0,555.0,555.0,555.0,555.0,555.0,538.0,538.0,538.0,538.0,529.0,529.0,510.8,510.3333333333333,522.6222222222223,515.0,521.0,556.0
0,506.0,507.0,525.0,27.0,28.0,59.0,502.0,495.0,525.0,509.0,514.0,514.0,514.0,514.0,502.0,502.0,502.0,502.0,502.0,505.0,505.0,505.0,505.0,513.0,513.0,513.0,513.0,506.0,506.0,518.0,515.0,515.0,515.0,515.0,510.0,510.0,510.0,510.0,510.0,504.0,504.0,504.0,504.0,495.0,495.0,495.0,495.0,507.0,507.0,546.0,556.0,556.0,556.0,556.0,555.0,555.0,555.0,555.0,555.0,538.0,538.0,538.0,538.0,529.0,529.0,529.0,529.0,525.0,525.0,511.68888888888887,510.68888888888887,525.2,514.0,518.0,556.0
0,505.0,516.0,520.0,26.0,28.0,59.0,502.0,495.0,520.0,514.0,502.0,502.0,502.0,502.0,502.0,505.0,505.0,505.0,505.0,513.0,513.0,513.0,513.0,506.0,506.0,506.0,506.0,505.0,505.0,515.0,510.0,510.0,510.0,510.0,510.0,504.0,504.0,504.0,504.0,495.0,495.0,495.0,495.0,507.0,507.0,507.0,507.0,516.0,516.0,556.0,555.0,555.0,555.0,555.0,555.0,538.0,538.0,538.0,538.0,529.0,529.0,529.0,529.0,525.0,525.0,525.0,525.0,520.0,520.0,511.8222222222222,511.7111111111111,527.4444444444445,514.0,516.0,556.0
0,503.0,517.0,514.0,26.0,28.0,56.0,502.0,495.0,514.0,502.0,502.0,505.0,505.0,505.0,505.0,513.0,513.0,513.0,513.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,503.0,503.0,510.0,510.0,504.0,504.0,504.0,504.0,495.0,495.0,495.0,495.0,507.0,507.0,507.0,507.0,516.0,516.0,516.0,516.0,517.0,517.0,555.0,555.0,538.0,538.0,538.0,538.0,529.0,529.0,529.0,529.0,525.0,525.0,525.0,525.0,520.0,520.0,520.0,520.0,514.0,514.0,510.93333333333334,512.3777777777777,529.2222222222222,513.0,517.0,555.0
0,503.0,513.0,507.0,26.0,28.0,49.0,503.0,495.0,507.0,505.0,505.0,513.0,513.0,513.0,513.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,503.0,503.0,504.0,504.0,495.0,495.0,495.0,495.0,507.0,507.0,507.0,507.0,516.0,516.0,516.0,516.0,517.0,517.0,517.0,517.0,513.0,513.0,538.0,538.0,529.0,529.0,529.0,529.0,525.0,525.0,525.0,525.0,520.0,520.0,520.0,520.0,514.0,514.0,514.0,514.0,507.0,507.0,509.68888888888887,512.8222222222222,530.1555555555556,513.0,517.0,538.0
0,500.0,512.0,502.0,15.0,28.0,54.0,500.0,495.0,502.0,513.0,513.0,506.0,506.0,506.0,506.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,500.0,500.0,495.0,495.0,507.0,507.0,507.0,507.0,516.0,516.0,516.0,516.0,517.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,512.0,512.0,529.0,529.0,525.0,525.0,525.0,525.0,520.0,520.0,520.0,520.0,514.0,514.0,514.0,514.0,507.0,507.0,507.0,507.0,502.0,502.0,507.3333333333333,512.2444444444444,529.9333333333333,513.0,517.0,529.0
0,515.0,512.0,479.0,15.0,26.0,77.0,500.0,507.0,479.0,506.0,506.0,505.0,505.0,505.0,505.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,500.0,500.0,500.0,500.0,515.0,515.0,507.0,507.0,516.0,516.0,516.0,516.0,517.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,512.0,512.0,512.0,512.0,512.0,512.0,525.0,525.0,520.0,520.0,520.0,520.0,514.0,514.0,514.0,514.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,479.0,479.0,506.84444444444443,511.26666666666665,527.4888888888889,515.0,517.0,525.0
0,503.0,514.0,474.0,15.0,23.0,82.0,500.0,512.0,474.0,505.0,505.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,500.0,500.0,500.0,500.0,515.0,515.0,515.0,515.0,503.0,503.0,516.0,516.0,517.0,517.0,517.0,517.0,513.0,513.0,513.0,513.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,514.0,514.0,520.0,520.0,514.0,514.0,514.0,514.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,479.0,479.0,479.0,479.0,474.0,474.0,506.44444444444446,510.6222222222222,522.1111111111111,515.0,517.0,520.0
0,522.0,506.0,477.0,22.0,22.0,82.0,500.0,506.0,474.0,503.0,503.0,503.0,503.0,503.0,503.0,500.0,500.0,500.0,500.0,515.0,515.0,515.0,515.0,503.0,503.0,503.0,503.0,522.0,522.0,517.0,517.0,513.0,513.0,513.0,513.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,514.0,514.0,514.0,514.0,506.0,506.0,514.0,514.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,479.0,479.0,479.0,479.0,474.0,474.0,474.0,474.0,477.0,477.0,506.53333333333336,510.0444444444444,515.4,522.0,517.0,514.0
0,506.0,509.0,481.0,22.0,22.0,81.0,500.0,506.0,474.0,503.0,503.0,500.0,500.0,500.0,500.0,515.0,515.0,515.0,515.0,503.0,503.0,503.0,503.0,522.0,522.0,522.0,522.0,506.0,506.0,513.0,513.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,514.0,514.0,514.0,514.0,506.0,506.0,506.0,506.0,509.0,509.0,507.0,507.0,502.0,502.0,502.0,502.0,479.0,479.0,479.0,479.0,474.0,474.0,474.0,474.0,477.0,477.0,477.0,477.0,481.0,481.0,507.06666666666666,509.6,508.6,522.0,514.0,507.0
0,521.0,507.0,488.0,22.0,22.0,64.0,500.0,506.0,474.0,500.0,500.0,515.0,515.0,515.0,515.0,503.0,503.0,503.0,503.0,522.0,522.0,522.0,522.0,506.0,506.0,506.0,506.0,521.0,521.0,512.0,512.0,512.0,512.0,512.0,512.0,514.0,514.0,514.0,514.0,506.0,506.0,506.0,506.0,509.0,509.0,509.0,509.0,507.0,507.0,502.0,502.0,479.0,479.0,479.0,479.0,474.0,474.0,474.0,474.0,477.0,477.0,477.0,477.0,481.0,481.0,481.0,481.0,488.0,488.0,508.02222222222224,509.55555555555554,502.7111111111111,522.0,514.0,502.0
0,506.0,503.0,489.0,22.0,22.0,55.0,503.0,503.0,474.0,515.0,515.0,503.0,503.0,503.0,503.0,522.0,522.0,522.0,522.0,506.0,506.0,506.0,506.0,521.0,521.0,521.0,521.0,506.0,506.0,512.0,512.0,514.0,514.0,514.0,514.0,506.0,506.0,506.0,506.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,503.0,503.0,479.0,479.0,474.0,474.0,474.0,474.0,477.0,477.0,477.0,477.0,481.0,481.0,481.0,481.0,488.0,488.0,488.0,488.0,489.0,489.0,508.6,509.84444444444443,498.5111111111111,522.0,514.0,489.0
0,497.0,499.0,496.0,25.0,18.0,51.0,497.0,499.0,474.0,503.0,503.0,522.0,522.0,522.0,522.0,506.0,506.0,506.0,506.0,521.0,521.0,521.0,521.0,506.0,506.0,506.0,506.0,497.0,497.0,514.0,514.0,506.0,506.0,506.0,506.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,503.0,503.0,503.0,503.0,499.0,499.0,474.0,474.0,477.0,477.0,477.0,477.0,481.0,481.0,481.0,481.0,488.0,488.0,488.0,488.0,489.0,489.0,489.0,489.0,496.0,496.0,507.73333333333335,510.1111111111111,495.35555555555555,522.0,514.0,496.0
0,505.0,499.0,489.0,25.0,18.0,46.0,497.0,499.0,477.0,522.0,522.0,506.0,506.0,506.0,506.0,521.0,521.0,521.0,521.0,506.0,506.0,506.0,506.0,497.0,497.0,497.0,497.0,505.0,505.0,506.0,506.0,509.0,509.0,509.0,509.0,507.0,507.0,507.0,507.0,503.0,503.0,503.0,503.0,499.0,499.0,499.0,499.0,499.0,499.0,477.0,477.0,481.0,481.0,481.0,481.0,488.0,488.0,488.0,488.0,489.0,489.0,489.0,489.0,496.0,496.0,496.0,496.0,489.0,489.0,507.31111111111113,509.2,492.5777777777778,522.0,509.0,496.0
0,511.0,511.0,499.0,25.0,18.0,40.0,497.0,499.0,481.0,506.0,506.0,521.0,521.0,521.0,521.0,506.0,506.0,506.0,506.0,497.0,497.0,497.0,497.0,505.0,505.0,505.0,505.0,511.0,511.0,509.0,509.0,507.0,507.0,507.0,507.0,503.0,503.0,503.0,503.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,511.0,511.0,481.0,481.0,488.0,488.0,488.0,488.0,489.0,489.0,489.0,489.0,496.0,496.0,496.0,496.0,489.0,489.0,489.0,489.0,499.0,499.0,507.6222222222222,508.2,490.4,521.0,511.0,499.0
0,516.0,514.0,511.0,25.0,15.0,37.0,497.0,499.0,488.0,521.0,521.0,506.0,506.0,506.0,506.0,497.0,497.0,497.0,497.0,505.0,505.0,505.0,505.0,511.0,511.0,511.0,511.0,516.0,516.0,507.0,507.0,503.0,503.0,503.0,503.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,511.0,511.0,511.0,511.0,514.0,514.0,488.0,488.0,489.0,489.0,489.0,489.0,496.0,496.0,496.0,496.0,489.0,489.0,489.0,489.0,499.0,499.0,499.0,499.0,511.0,511.0,508.55555555555554,507.8888888888889,489.75555555555553,521.0,514.0,511.0
0,511.0,516.0,525.0,25.0,17.0,51.0,497.0,499.0,489.0,506.0,506.0,506.0,497.0,497.0,497.0,497.0,505.0,505.0,505.0,505.0,511.0,511.0,511.0,511.0,516.0,516.0,516.0,516.0,511.0,503.0,503.0,503.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,511.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,516.0,489.0,489.0,489.0,496.0,496.0,496.0,496.0,489.0,489.0,489.0,489.0,499.0,499.0,499.0,499.0,511.0,511.0,511.0,511.0,525.0,509.31111111111113,508.0,490.3333333333333,516.0,516.0,525.0
0,518.0,517.0,534.0,25.0,18.0,60.0,497.0,499.0,489.0,497.0,497.0,497.0,505.0,505.0,505.0,505.0,511.0,511.0,511.0,511.0,516.0,516.0,516.0,516.0,511.0,511.0,511.0,518.0,518.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,511.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,516.0,516.0,516.0,517.0,517.0,496.0,496.0,496.0,489.0,489.0,489.0,489.0,499.0,499.0,499.0,499.0,511.0,511.0,511.0,511.0,525.0,525.0,525.0,534.0,534.0,510.6,508.4,492.77777777777777,518.0,517.0,534.0
0,521.0,516.0,526.0,25.0,18.0,60.0,505.0,499.0,489.0,505.0,505.0,505.0,511.0,511.0,511.0,511.0,516.0,516.0,516.0,516.0,511.0,511.0,511.0,518.0,518.0,518.0,518.0,521.0,521.0,499.0,499.0,499.0,511.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,516.0,516.0,516.0,517.0,517.0,517.0,517.0,516.0,516.0,489.0,489.0,489.0,499.0,499.0,499.0,499.0,511.0,511.0,511.0,511.0,525.0,525.0,525.0,534.0,534.0,534.0,534.0,526.0,526.0,511.0,508.8,497.31111111111113,521.0,517.0,534.0
0,521.0,514.0,527.0,25.0,18.0,57.0,511.0,511.0,499.0,511.0,511.0,511.0,516.0,516.0,516.0,516.0,511.0,511.0,511.0,518.0,518.0,518.0,518.0,521.0,521.0,521.0,521.0,521.0,521.0,511.0,511.0,511.0,514.0,514.0,514.0,514.0,516.0,516.0,516.0,517.0,517.0,517.0,517.0,516.0,516.0,516.0,516.0,514.0,514.0,499.0,499.0,499.0,511.0,511.0,511.0,511.0,525.0,525.0,525.0,534.0,534.0,534.0,534.0,526.0,526.0,526.0,526.0,527.0,527.0,512.6,508.8888888888889,501.97777777777776,521.0,517.0,534.0
